NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
AGRP	1	AGRP	
GABRE	1	GABRE	
GHRH	1	GHRH	
KISS1	1	KISS1	
CYP26A1	1	CYP26A1	
CRH	1	CRH	
LAIR2	1	LAIR2	
IL18R1	1	IL18R1	
GABRQ	1	GABRQ	
C11orf16	1	C11orf16	
AGTR1	1	AGTR1	
ESR1	1	ESR1	
DLK1	1	DLK1	
ACTA1	1	ACTA1	
CYSLTR2	1	CYSLTR2	
ISL1	1	ISL1	
INHBA	1	INHBA	
ALKAL2	1	ALKAL2	
GSX1	1	GSX1	
GLRA2	1	GLRA2	
ELMO3	1	ELMO3	
GAL	1	GAL	
IGFBP3	1	IGFBP3	
ARHGAP36	1	ARHGAP36	
CIBAR2	1	FAM92B	
CALCR	1	CALCR	
GRP	1	GRP	
CALCB	1	CALCB	
FST	1	FST	
C17orf107	1	C17orf107	
GULP1	1	GULP1	
FNDC9	1	FNDC9	
ACVR1C	1	ACVR1C	
ECEL1	1	ECEL1	
DHRS2	1	DHRS2	
GRIK1	1	GRIK1	
CCR10	1	CCR10	
IGSF1	1	IGSF1	
HMX3	1	HMX3	
FAM166C	1	FAM166C	
KCNK2	1	KCNK2	
KCNS3	1	KCNS3	
COL22A1	1	COL22A1	
CFHR1	1	CFHR1	
GNRH1	1	GNRH1	
HPGD	1	HPGD	
C2CD4C	1	C2CD4C	
C21orf58	1	C21orf58	
GREB1L	1	GREB1L	
IQCN	1	IQCN	
C21orf62	1	C21orf62	
EFCC1	1	EFCC1	
ARHGEF28	1	ARHGEF28	
HELZ2	1	HELZ2	
GLP1R	1	GLP1R	
C1orf226	1	C1orf226	
LINC01166	1	LINC01166	
IL13RA2	1	IL13RA2	
C2orf66	1	C2orf66	
ELAPOR1	1	KIAA1324	
CCN2	1	CCN2	
LINC02440	1	LINC02440	
CRLF1	1	CRLF1	
CISH	1	CISH	
EFNB2	1	EFNB2	
GHR	1	GHR	
COL7A1	1	COL7A1	
GAD1	1	GAD1	
DEUP1	1	DEUP1	
EPCAM	1	EPCAM	
DIRAS3	1	DIRAS3	
CA8	1	CA8	
CFAP65	1	CFAP65	
KCNA3	1	KCNA3	
AK7	1	AK7	
LBH	1	LBH	
DLX5	1	DLX5	
EFCAB10	1	EFCAB10	
DRD4	1	DRD4	
C22orf42	1	C22orf42	
BCL2L10	1	BCL2L10	
LANCL3	1	LANCL3	
KCNQ5	1	KCNQ5	
ERAS	1	ERAS	
HELLS	1	HELLS	
CFAP161	1	CFAP161	
FAAH2	1	FAAH2	
GREM2	1	GREM2	
GPR6	1	GPR6	
KLF5	1	KLF5	
GPR101	1	GPR101	
GPR150	1	GPR150	
LNP1	1	LNP1	
CARTPT	1	CARTPT	
CLDN3	1	CLDN3	
CRABP2	1	CRABP2	
COCH	1	COCH	
ENOX2	1	ENOX2	
AKAP14	1	AKAP14	
ATG9B	1	ATG9B	
FKBP5	1	FKBP5	
DLX2	1	DLX2	
CFAP92	1	KIAA1257	
ALK	1	ALK	
DLX6	1	DLX6	
FAM27E3	1	FAM27E3	
KCNT2	1	KCNT2	
CYP26B1	1	CYP26B1	
CELSR3	1	CELSR3	
LINC00926	1	LINC00926	
EID3	1	EID3	
LINC00886	1	LINC00886	
DOCK11	1	DOCK11	
EPCAM-DT	1	EPCAM-DT	
GALNT14	1	GALNT14	
IFI6	1	IFI6	
LINC01341	1	LINC01341	
BICDL1	1	BICDL1	
FKBP11	1	FKBP11	
CNGB1	1	CNGB1	
ADCK1	1	ADCK1	
AMPH	1	AMPH	
KIF26A	1	KIF26A	
CPNE7	1	CPNE7	
DNASE1L2	1	DNASE1L2	
FGF17	1	FGF17	
ADRA2A	1	ADRA2A	
EFNA5	1	EFNA5	
KLHDC8B	1	KLHDC8B	
ZMYND10	1	ZMYND10	
MKX	1	MKX	
MIR124-1HG	1	LINC00599	
CELF3	1	CELF3	
PDE5A	1	PDE5A	
ST8SIA4	1	ST8SIA4	
MEG9	1	MEG9	
SPAG4	1	SPAG4	
CELSR1	1	CELSR1	
GOLT1A	1	GOLT1A	
SAXO2	1	SAXO2	
FZD5	1	FZD5	
IL13RA1	1	IL13RA1	
FAM174A	1	FAM174A	
KCTD10	1	KCTD10	
GPR149	1	GPR149	
CABP7	1	CABP7	
SLC50A1	1	SLC50A1	
RSPH4A	1	RSPH4A	
CHROMR	1	CHROMR	
FAM218A	1	FAM218A	
HERC5	1	HERC5	
NPTX2	1	NPTX2	
HMX2	1	HMX2	
CYP4X1	1	CYP4X1	
ZCCHC18	1	ZCCHC18	
CELF6	1	CELF6	
GFRA1	1	GFRA1	
FLRT3	1	FLRT3	
ASIC3	1	ASIC3	
GPR68	1	GPR68	
TNFRSF12A	1	TNFRSF12A	
RANBP17	1	RANBP17	
SRPK3	1	SRPK3	
CACNB2	1	CACNB2	
ADGRD1	1	ADGRD1	
PXDN	1	PXDN	
LINC02192	1	LINC02192	
SCG2	1	SCG2	
NSUN7	1	NSUN7	
VWA5A	1	VWA5A	
TTC8	1	TTC8	
DACH2	1	DACH2	
GFRA2	1	GFRA2	
TEKT2	1	TEKT2	
GLS2	1	GLS2	
SLITRK3	1	SLITRK3	
TMEM179	1	TMEM179	
LINC02525	1	LINC02525	
ZFHX4-AS1	1	ZFHX4-AS1	
DZANK1	1	DZANK1	
MAGEE2	1	MAGEE2	
ATP7A	1	ATP7A	
ARG2	1	ARG2	
MIR4453HG	1	MIR4453HG	
SPINT2	1	SPINT2	
TOX2	1	TOX2	
LINC01409	1	LINC01409	
RNF212	1	RNF212	
ZBED9	1	ZBED9	
CFAP91	1	MAATS1	
FAM183A	1	FAM183A	
DMGDH	1	DMGDH	
TRIB3	1	TRIB3	
TENT5A	1	TENT5A	
ABHD12B	1	ABHD12B	
ACTC1	1	ACTC1	
CFAP46	1	CFAP46	
PRPH	1	PRPH	
GADD45G	1	GADD45G	
UNC5D	1	UNC5D	
DDN-AS1	1	DDN-AS1	
MIR137HG	1	MIR137HG	
NKX2-1	1	NKX2-1	
CFAP52	1	CFAP52	
SAMD11	1	SAMD11	
BATF3	1	BATF3	
PLD5	1	PLD5	
CELF5	1	CELF5	
EXOC3-AS1	1	EXOC3-AS1	
CCDC65	1	CCDC65	
CFAP57	1	CFAP57	
TIMELESS	1	TIMELESS	
TSPAN13	1	TSPAN13	
CCDC96	1	CCDC96	
NABP1	1	NABP1	
KCNA5	1	KCNA5	
TMEM132D	1	TMEM132D	
CHGB	1	CHGB	
SNAP25-AS1	1	SNAP25-AS1	
MYT1	1	MYT1	
NAF1	1	NAF1	
FILIP1L	1	FILIP1L	
TSPAN19	1	TSPAN19	
TRPC3	1	TRPC3	
NR0B1	1	NR0B1	
SLC26A11	1	SLC26A11	
L3MBTL4	1	L3MBTL4	
SHISAL1	1	SHISAL1	
BIRC3	1	BIRC3	
TMEM130	1	TMEM130	
CCDC78	1	CCDC78	
SUSD4	1	SUSD4	
LMO1	1	LMO1	
FTCD	1	FTCD	
HRK	1	HRK	
AR	1	AR	
DRC1	1	DRC1	
GRHL1	1	GRHL1	
ARHGAP18	1	ARHGAP18	
EIF4EBP1	1	EIF4EBP1	
GPX3	1	GPX3	
CIDEB	1	CIDEB	
SBNO2	1	SBNO2	
FAM153A	1	FAM153A	
OPRD1	1	OPRD1	
DLX6-AS1	1	DLX6-AS1	
KCNV1	1	KCNV1	
RAB35-AS1	1	AC004812.2	
TTC39C	1	TTC39C	
SUSD2	1	SUSD2	
ZBBX	1	ZBBX	
KCNJ6	1	KCNJ6	
