NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	Details ...	410	0.58973974	2.6505451	0.0	0.0	0.0	1789	tags=41%, list=13%, signal=46%	
GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	Details ...	83	0.70557314	2.632059	0.0	0.0	0.0	1749	tags=61%, list=13%, signal=70%	
DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	Details ...	356	0.5855466	2.5995777	0.0	0.0	0.0	2170	tags=46%, list=16%, signal=53%	
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	Details ...	352	0.5799012	2.5859845	0.0	0.0	0.0	1789	tags=41%, list=13%, signal=46%	
DESCARTES_FETAL_EYE_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_EYE_VASCULAR_ENDOTHELIAL_CELLS	Details ...	69	0.6941487	2.491928	0.0	0.0	0.0	1696	tags=61%, list=12%, signal=69%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES	Details ...	78	0.6754438	2.4892335	0.0	0.0	0.0	2095	tags=55%, list=15%, signal=65%	
RUBENSTEIN_SKELETAL_MUSCLE_ENDOTHELIAL_CELLS	RUBENSTEIN_SKELETAL_MUSCLE_ENDOTHELIAL_CELLS	Details ...	135	0.62591434	2.488323	0.0	0.0	0.0	1838	tags=49%, list=13%, signal=56%	
FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_1	FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_1	Details ...	410	0.52975124	2.387397	0.0	0.0	0.0	2214	tags=41%, list=16%, signal=48%	
CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	Details ...	137	0.5702128	2.2757714	0.0	1.7627598E-4	0.002	2090	tags=45%, list=15%, signal=52%	
DESCARTES_MAIN_FETAL_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_MAIN_FETAL_VASCULAR_ENDOTHELIAL_CELLS	Details ...	28	0.7430109	2.234607	0.0	3.179751E-4	0.004	1042	tags=50%, list=8%, signal=54%	
HAY_BONE_MARROW_PLASMA_CELL	HAY_BONE_MARROW_PLASMA_CELL	Details ...	71	0.61466205	2.2081213	0.0	4.318183E-4	0.006	2026	tags=51%, list=15%, signal=59%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	200	0.5291173	2.20798	0.0	3.9583346E-4	0.006	5239	tags=78%, list=38%, signal=123%	
DESCARTES_FETAL_STOMACH_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_STOMACH_VASCULAR_ENDOTHELIAL_CELLS	Details ...	20	0.7832269	2.197348	0.0	3.653847E-4	0.006	1180	tags=70%, list=9%, signal=76%	
DESCARTES_FETAL_ADRENAL_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_ADRENAL_VASCULAR_ENDOTHELIAL_CELLS	Details ...	83	0.58921933	2.1951065	0.0	3.3928582E-4	0.006	1263	tags=43%, list=9%, signal=47%	
