NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
AVP	1	AVP	
SCGN	1	SCGN	
TH	1	TH	
EBF3	1	EBF3	
OXT	1	OXT	
SIM1	1	SIM1	
LIPH	1	LIPH	
ADRA1B	1	ADRA1B	
NWD2	1	NWD2	
TMEM255B	1	TMEM255B	
DAPL1	1	DAPL1	
MUC3A	1	MUC3A	
CMKLR2	1	GPR1	
PCSK1	1	PCSK1	
PLPP4	1	PLPP4	
CNGA3	1	CNGA3	
LINC01561	1	LINC01561	
HGF	1	HGF	
CPA4	1	CPA4	
CAPRIN2	1	CAPRIN2	
SLC16A6	1	SLC16A6	
CYTOR	1	CYTOR	
NMB	1	NMB	
UNCX	1	UNCX	
MIR4435-2HG	1	MIR4435-2HG	
CDH9	1	CDH9	
CHRDL1	1	CHRDL1	
SERPINE1	1	SERPINE1	
SKAP1	1	SKAP1	
TYMS	1	TYMS	
C1QL4	1	C1QL4	
KLHL41	1	KLHL41	
RTL1	1	RTL1	
FIGN	1	FIGN	
NPY2R	1	NPY2R	
GRASLND	1	RNF144A-AS1	
TACR3	1	TACR3	
CALCB	1	CALCB	
PGF	1	PGF	
NRN1	1	NRN1	
GAL	1	GAL	
MPZ	1	MPZ	
FOSL2	1	FOSL2	
CACNG3	1	CACNG3	
SYT7	1	SYT7	
PPP1R14B-AS1	1	PPP1R14B-AS1	
NPFF	1	NPFF	
PCDH8	1	PCDH8	
AARD	1	AARD	
PRSS56	1	PRSS56	
OTP	1	OTP	
CBLN4	1	CBLN4	
ERN1	1	ERN1	
FEZF1-AS1	1	FEZF1-AS1	
INSM2	1	INSM2	
POU3F2	1	POU3F2	
RBAKDN	1	RBAKDN	
NRG1	1	NRG1	
SPHKAP	1	SPHKAP	
TYMSOS	1	TYMSOS	
BSPRY	1	BSPRY	
CPLX2	1	CPLX2	
PTPRG	1	PTPRG	
LINC00839	1	LINC00839	
ADGRL4	1	ADGRL4	
HTR2A	1	HTR2A	
COL25A1	1	COL25A1	
MEDAG	1	MEDAG	
OSBPL3	1	OSBPL3	
PRKAG2-AS1	1	PRKAG2-AS1	
ADGRG2	1	ADGRG2	
FOXP2	1	FOXP2	
AMMECR1	1	AMMECR1	
MCHR1	1	MCHR1	
SLC52A3	1	SLC52A3	
SLIT3	1	SLIT3	
SIAH3	1	SIAH3	
CLIC1	1	CLIC1	
PMAIP1	1	PMAIP1	
CDH12	1	CDH12	
MEST	1	MEST	
TRHDE-AS1	1	TRHDE-AS1	
NIPAL2	1	NIPAL2	
C1QTNF1	1	C1QTNF1	
CD55	1	CD55	
GLP1R	1	GLP1R	
MYC	1	MYC	
PDE10A	1	PDE10A	
SLC1A1	1	SLC1A1	
FKBP11	1	FKBP11	
ALS2CL	1	ALS2CL	
TBC1D8B	1	TBC1D8B	
CENPW	1	CENPW	
GCNT2	1	GCNT2	
ELL2	1	ELL2	
CHST8	1	CHST8	
CITED1	1	CITED1	
TESMIN	1	TESMIN	
TENT5A	1	TENT5A	
PPP1R17	1	PPP1R17	
CADPS2	1	CADPS2	
MCTP1	1	MCTP1	
SDF2L1	1	SDF2L1	
ITIH2	1	ITIH2	
SCGB1B2P	1	SCGB1B2P	
SLC38A5	1	SLC38A5	
VAT1L	1	VAT1L	
VAX2	1	VAX2	
AKR1C2	1	AKR1C2	
CA4	1	CA4	
VEGFA	1	VEGFA	
RGS6	1	RGS6	
CFAP119	1	CCDC189	
LINC01750	1	LINC01750	
TRHDE	1	TRHDE	
FAM83H	1	FAM83H	
PTPRH	1	PTPRH	
SCGB3A1	1	SCGB3A1	
A4GALT	1	A4GALT	
EPHB6	1	EPHB6	
NEFL	1	NEFL	
MYO1B	1	MYO1B	
PCBP3	1	PCBP3	
LPIN3	1	LPIN3	
LINC02192	1	LINC02192	
TRPV2	1	TRPV2	
ZNF804A	1	ZNF804A	
CYYR1	1	CYYR1	
TMEM255A	1	TMEM255A	
RGS4	1	RGS4	
CNST	1	CNST	
B3GNT2	1	B3GNT2	
AEN	1	AEN	
ITPR3	1	ITPR3	
MDGA1	1	MDGA1	
TEPP	1	TEPP	
ERG	1	ERG	
ICAM2	1	ICAM2	
LINC00926	1	LINC00926	
STYK1	1	STYK1	
PDIA5	1	PDIA5	
COMTD1	1	COMTD1	
FOXF2	1	FOXF2	
BTN3A3	1	BTN3A3	
SEMA6C	1	SEMA6C	
PKIB	1	PKIB	
TTC39A	1	TTC39A	
FBLN5	1	FBLN5	
RTN4RL1	1	RTN4RL1	
CAPSL	1	CAPSL	
MFSD2A	1	MFSD2A	
HLA-F	1	HLA-F	
EMB	1	EMB	
DRD1	1	DRD1	
CPNE9	1	CPNE9	
OPRM1	1	OPRM1	
MYCT1	1	MYCT1	
HCP5	1	HCP5	
BTNL9	1	BTNL9	
TMEM241	1	TMEM241	
ADAMTS2	1	ADAMTS2	
NEFM	1	NEFM	
TM4SF18	1	TM4SF18	
EMCN	1	EMCN	
LSR	1	LSR	
BCAT1	1	BCAT1	
CTSZ	1	CTSZ	
AHNAK2	1	AHNAK2	
FASTKD1	1	FASTKD1	
ELAVL4	1	ELAVL4	
FGF9	1	FGF9	
BMP6	1	BMP6	
ABCG2	1	ABCG2	
NELL2	1	NELL2	
FOXO6	1	FOXO6	
ABCB1	1	ABCB1	
TP53I11	1	TP53I11	
CD34	1	CD34	
RHOBTB1	1	RHOBTB1	
PRRG4	1	PRRG4	
NELL1	1	NELL1	
TMEM45A	1	TMEM45A	
PYCR1	1	PYCR1	
LINC02609	1	LINC02609	
