Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000069431,ABCC9,0.26349770173405906,0.7671177497325818,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005523231562181588,0.08414212696556089,-1.8080068037090395,0,0.41527766964216184,1.2391266341020504,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005665713298684137
ENSG00000123612,ACVR1C,0.358568868383439,-0.9111971338709426,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012449543080443,0.7606699022934689,1.0868827590092305,0,0.35626729028972315,-0.6389330171667191,0.0000000000000000000000000000000000000000000000000000000000017364147692861012
ENSG00000151388,ADAMTS12,0.019514321799386735,0.17559588594484943,0.035996656716832776,0.014446345537263587,-0.55210481527459,0.00000000010744455697477007,0.027720178201145567,0.7061409220249235,0.000000001397426723176597
ENSG00000145536,ADAMTS16,0.015464692345196452,-0.4108979794632983,0.000004581431183613279,0.016839822904384183,-0.1992527049964865,0.026185387214446007,0.03433522072641894,1.0924353840176604,0.000000000000000000016533134183903408
ENSG00000156140,ADAMTS3,0.03764252881915129,-0.4399016041412578,0.0000000000000000646001137441774,0.05445161010199352,0.5246918798298399,0.000000000000000000000008673486752244126,0.03864024840159685,-0.24342552934484818,0.003672831025266322
ENSG00000197381,ADARB1,0.4476335376544561,-0.7400294238825527,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004737639830244985,0.7783930323214333,0.6794044618054407,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009542404638255569,0.6344140783762179,0.05880397976579288,0.05899769601505673
ENSG00000141433,ADCYAP1,0.19960052826559357,-0.4996972137960358,0.000000000000000000000000000000000000000000000000000000002970038545921351,0.3026609118280352,0.5896668091950312,0.00000000000000000000000000000000000000000000000000000000000000000000000000000001666262712723924,0.20695633043355272,-0.2715824450564881,0.00000004399237797227554
ENSG00000120907,ADRA1A,0.5138680811434609,0.4113582775757172,0.000000000000000000000000000000000000000000000000000000000000000000000000000000004755941594515215,0.3759754030851934,-0.3983239415919091,0.00000000000000000000000000000000000000000000000000000000000000000000000007489770531743316,0.42472773039255235,-0.07210426108569812,0.03487160744161869
ENSG00000170214,ADRA1B,0.06335359904508422,-0.8387942856891097,0.000000000000000000000000000000000000000000000000000000000000000000000000005647596251527888,0.11257891758920796,0.6012715064004417,0.0000000000000000000000000000000000000001117395697229987,0.11613074655479923,0.41123727830059087,0.0000000012968243727087137
ENSG00000159723,AGRP,0.008887441822283373,-1.5037943850070778,0.0000000000000000000000000000000000000000000011092776150711042,0.02894967863088719,1.612284938615967,0.0000000000000000000000000000000000000000000000000000000008114465812437122,0.01165507492548166,-0.6689268644560125,0.00008191441052499841
ENSG00000204472,AIF1,0.2698031650452815,-0.6817175978510324,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006158589235198429,0.19258944671866782,-1.3332887796449167,0,1.3179684726544665,2.505343217234125,0
ENSG00000171094,ALK,0.16410511841879818,-1.4797495375042797,0,0.5512691264485969,1.8433041314725278,0,0.1130857269796734,-1.6415683720598575,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012582341855588966
ENSG00000189292,ALKAL2,0.036718452299403175,-0.11857712679794385,0.03832945495674015,0.03798220631394943,-0.030376250036036723,0.6045497893519366,0.046830301051935315,0.32946028457568577,0.00013787913170321706
ENSG00000154188,ANGPT1,0.13366495070944842,0.40376250785944023,0.000000000000000000000000000003033362638023819,0.08018149179853991,-0.8319118749751144,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015183707996413572,0.17787114345735072,0.7262926965790171,0.00000000000000000000000000000000000000000000430040354369526
ENSG00000029534,ANK1,0.23224217238963737,-0.465094161732871,0.0000000000000000000000000000000000000000000000000000000000000000000000000022260719837268917,0.3419253381600849,0.5455847258777993,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009503560187865966,0.24202655588500202,-0.23935749565289632,0.0000000021304376290948588
ENSG00000180071,ANKRD18A,0.28524067866930886,0.14904762160215812,0.0000000064497875722285086,0.26966511669558696,-0.0021492741682893612,0.9372953322328015,0.2114713594587393,-0.3922243405441497,0.0000000000000000000016725076531631398
ENSG00000189127,ANKRD34B,0.2735810072877812,-0.7668013483674441,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007080542927318618,0.5104090485384668,0.8711813350495493,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001398075228144623,0.3000919291624016,-0.374777801155874,0.000000000000000000003514775114273542
ENSG00000134343,ANO3,0.3532418390343028,-2.098072251769032,0,1.7986127600565867,2.262762891453997,0,0.45790794369392357,-1.2091972030348457,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003472676473042519
ENSG00000135046,ANXA1,0.1488306771217852,-0.949183582352378,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005184988794022978,0.0749101428352386,-2.174704435277594,0,1.0703768809942344,3.2468353311222615,0
ENSG00000130203,APOE,18.899457590379036,1.33252619614621,0,6.534905556693723,-1.4037896325507146,0,11.077046209582772,-0.21579733742880602,0.0000000000000000034391124102379945
ENSG00000142192,APP,7.327328869736859,-0.7712579413307172,0,13.657523782128271,0.8609615888560671,0,8.262293114741448,-0.3345324699773542,0.00000000000000000000000000000000000000000007402709701272389
ENSG00000171885,AQP4,14.100891295654074,1.5450673667875847,0,4.104785190833639,-1.6346792795465537,0,7.512063291835444,-0.2958115792919984,0.000000000000000000000000000000677747654960351
