NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	MYT1L	myelin transcription factor 1 like [Source:HGNC Symbol;Acc:HGNC:7623]	10	1.6815276145935059	0.020431954	Yes	
row_1	ARFGEF3	ARFGEF family member 3 [Source:HGNC Symbol;Acc:HGNC:21213]	13	1.636131763458252	0.044578332	Yes	
row_2	VSTM2A	V-set and transmembrane domain containing 2A [Source:HGNC Symbol;Acc:HGNC:28499]	17	1.5963172912597656	0.067558385	Yes	
row_3	NPM2	nucleophosmin/nucleoplasmin 2 [Source:HGNC Symbol;Acc:HGNC:7930]	35	1.433444619178772	0.08029859	Yes	
row_4	DPF1	double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]	37	1.424094796180725	0.10172451	Yes	
row_5	CELF5	CUGBP Elav-like family member 5 [Source:HGNC Symbol;Acc:HGNC:14058]	39	1.3955206871032715	0.12270946	Yes	
row_6	SLC8A1	solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]	41	1.3884600400924683	0.14358544	Yes	
row_7	CNR1	cannabinoid receptor 1 [Source:HGNC Symbol;Acc:HGNC:2159]	43	1.3475371599197388	0.16382986	Yes	
row_8	RIMS2	regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:HGNC:17283]	54	1.2909752130508423	0.17823449	Yes	
row_9	MACROD2	mono-ADP ribosylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:16126]	63	1.2566205263137817	0.19321269	Yes	
row_10	NELL1	neural EGFL like 1 [Source:HGNC Symbol;Acc:HGNC:7750]	64	1.2452470064163208	0.21243036	Yes	
row_11	ELAVL2	ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]	69	1.219253420829773	0.22903939	Yes	
row_12	SNAP91	synaptosome associated protein 91 [Source:HGNC Symbol;Acc:HGNC:14986]	71	1.2059648036956787	0.24709894	Yes	
row_13	MAP7D2	MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]	75	1.1792490482330322	0.26364246	Yes	
row_14	CTXN2	cortexin 2 [Source:HGNC Symbol;Acc:HGNC:31109]	82	1.1598656177520752	0.2782312	Yes	
row_15	CHST1	carbohydrate sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:1969]	84	1.1550801992416382	0.29550546	Yes	
row_16	STK32C	serine/threonine kinase 32C [Source:HGNC Symbol;Acc:HGNC:21332]	86	1.1415125131607056	0.31257036	Yes	
row_17	NSG2	neuronal vesicle trafficking associated 2 [Source:HGNC Symbol;Acc:HGNC:24955]	87	1.1390882730484009	0.3301497	Yes	
row_18	CELF4	CUGBP Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]	88	1.1314305067062378	0.34761086	Yes	
