rn	variable	value
x290_Tanycyte_NN	ARC	-0.2159145025136
x291_Ependymal_NN	ARC	-0.176735626286874
x302_Microglia_NN	ARC	-0.270168363459045
x303_BAM_NN	ARC	-0.217678969830633
x299_Peri_NN	ARC	-0.273362562399816
x298_VLMC_NN	ARC	-0.250413913086334
x300_SMC_NN	ARC	-0.248178745985746
x301_Endo_NN	ARC	-0.290915445152356
x295_Oligo_NN	ARC	-0.29096744533376
x286_Astro_NT_NN	ARC	-0.309419022058001
x294_OPC_NN	ARC	-0.214113431445672
x112_DMH_LHA_Gsx1_Gaba	ARC	0.264359564363976
x122_DMH_LHA_Vgll2_Glut	ARC	0.183001045747
x121_ARH_PVp_Tbx3_Glut	ARC	0.255733856690176
x075_PVa_ARH_Six3_Dopa_Gaba	ARC	0.206642177211507
x115_TMd_Foxd2_Gaba	ARC	0.232954864116898
x076_PMv_TMv_Tbx3_Hist_Gaba	ARC	0.0844726764626531
x136_PVH_PVHd_SO_Otp_Glut	ARC	0.126476122044416
x054_STR_PAL_Chst9_Gaba	ARC	-0.0226801174163991
x082_SCH_Gaba	ARC	0.0979762797418067
x087_DMH_Prdm13_Gaba	ARC	0.227709202089841
x088_DMH_Nkx2_4_Glut	ARC	0.184950806783537
x120_ARH_PVp_Tbx3_Gaba	ARC	0.262890132761022
x116_PVpo_VMPO_MPN_Hmx2_Gaba	ARC	0.274204052180636
x118_MPO_MPN_Glut	ARC	0.239612955174383
x117_DMH_Hmx2_Gaba	ARC	0.330352024281553
x123_VMH_Fezf1_Glut	ARC	0.225720532723838
x139_PM_Pitx2_Glut	ARC	0.254518029773312
x084_MEA_BST_Lhx6_Sp9_Gaba	ARC	0.165018012883315
x106a_BST_MPN_Six3_Gaba	ARC	0.224106938453316
x102_SI_MPO_LPO_Lhx8_Gaba	ARC	0.210274675252821
x127_PVH_LHA_Barhl2_Glut	ARC	0.151469035660997
x140_PH_Pitx2_Glut	ARC	0.187384021824592
x135_AHN_RCH_TU_SBPV_Otp_Glut	ARC	0.176594579881096
x138_STN_PSTN_Pitx2_Glut	ARC	0.125255144127655
x103_MPO_LPO_Lhx8_Gaba	ARC	0.159847126516631
x110_AHN_Onecut3_Gaba	ARC	0.181606567175805
x108_AHN_SBPV_Gaba	ARC	0.186454634991913
x111_ZI_Pax6_Gaba	ARC	0.129417569091455
x104_BST_MPN_Lhx6_Zfhx3_Gaba	ARC	0.183219233436667
x137_PH_ant_Otp_Glut	ARC	0.188455827764382
x105_BST_Tac2_Gaba	ARC	0.152240185014052
x096_SI_MA_NDB_Six3_Meis2_Gaba	ARC	0.146479354416496
x143_PM_LHA_Foxb1_Glut	ARC	0.139157807676238
x107_PVH_Six3_Prox1_Gaba	ARC	0.122781013836463
x113_PVHd_DMH_Lhx6_Gaba	ARC	0.0964138065765629
x126_LGv_Otx2_Gaba	ARC	0.0733339903730481
x047_NDB_SI_MA_STRv_Lhx8_Gaba	ARC	0.074452111399923
x128_ADP_MPO_Trp73_Glut	ARC	0.114856913847263
x142_PH_LHA_Foxb1_Glut	ARC	0.098547754183298
x159_SPA_SPFm_SPFp_POL_PIL_PoT_Glut	ARC	0.0567695597850333
x129_SI_MA_LPO_Skor1_Glut	ARC	0.115344484108323
x180_MB_HB_Lhx1_Glut	ARC	0.0879723502819196
x124_VMH_Nr5a1_Glut	ARC	0.161823535385835
x083_MEA_BST_Sox6_Gaba	ARC	0.0791879662691129
x097_PVHd_Gsc_Gaba	ARC	0.112090427839107
x092_AAA_BST_Six3_Meis2_Gaba	ARC	0.128144411276989
x093_ACB_BST_FS_D1_Gaba	ARC	0.157731022371014
x049_PAL_STR_Gaba_Chol	ARC	0.0139237897827345
x081_RT_ZI_Gnb3_Gaba	ARC	0.053741362370367
x080_GPi_Skor1_Gaba_Glut	ARC	0.0710949671766601
x214_LGv_SPFp_SPFm_Gata3_Gaba	ARC	0.0362204463404667
x148_PH_SUM_Foxa1_Glut	ARC	0.0631021622878174
x149_IPN_IF_RL_Foxa1_Glut	ARC	0.0456109440094898
x046_Sst_Chodl_Gaba	ARC	0.0153560376119564
x045_STRv_Lhx8_Gaba	ARC	0.00237580707526261
x090_SI_MA_NDB_Ebf1_Bnc2_Gaba	ARC	0.00927963306159465
x100_MS_SF_Bsx_Glut	ARC	0.0484429036425554
x213_PRT_Tcf7l2_Gaba	ARC	0.030549179727177
x133_LHA_MEA_Otp_Glut	ARC	0.112197789041109
x147_PH_an_Pitx2_Glut	ARC	0.127744470933891
x070_RE_Xi_Nox4_Glut	ARC	0.0426318272322494
x067_PVT_PT_Ntrk1_Glut	ARC	0.0469154448579283
x048_GPe_Sox6_Cyp26b1_Gaba	ARC	0.0605239155751654
x250_SNc_VTA_RAmb_Foxa1_Dopa	ARC	0.0426143225961181
x125_LHA_Pmch_Glut	ARC	0.139339711740258
x114_TU_ARH_Otp_Six6_Gaba	ARC	0.253285415379597
