Barcode,Cluster
aaaaabpd-1,7
aaabkoah-1,8
aaacikgd-1,7
aaackjba-1,7
aaahkfma-1,7
aaaigapf-1,7
aaajjhek-1,5
aaajlpgc-1,5
aaakghoe-1,7
aaalceef-1,8
aaameemf-1,7
aaamodfg-1,7
aaaoklgn-1,7
aaaokmcd-1,2
aaaolknj-1,9
aababign-1,19
aabbhjhm-1,14
aabclimd-1,22
aabdfioi-1,9
aabeofoj-1,5
aabgpbcj-1,5
aabhoogp-1,8
aabiaico-1,5
aabjooog-1,5
aabkpjil-1,5
aableief-1,7
aabmdegj-1,5
aabnobko-1,7
aabohemp-1,8
aaboiafh-1,7
aabolcii-1,7
aabpeclo-1,8
aabpopga-1,8
aacdpbpa-1,7
aaceijbn-1,8
aaceikhc-1,5
aacgejap-1,5
aacgpkki-1,7
aachjhdi-1,7
aacilebk-1,5
aacjggkg-1,11
aaclbppp-1,7
aacncbdd-1,5
aacpdkho-1,8
aacpjkmc-1,7
aacpmkcl-1,5
aadagmgj-1,11
aadcmnhe-1,5
aadfcfci-1,3
aadgdgpm-1,5
aadhcibi-1,5
aadhnnok-1,5
aadkepcp-1,8
aadkkggi-1,22
aadkoknb-1,7
aadlakii-1,5
aadmalpg-1,7
aadnkacc-1,5
aadocpka-1,8
aadofjjc-1,5
aaeaafgc-1,8
aaeffhki-1,9
aaefjgdp-1,5
aaehkkdl-1,11
aaeiicld-1,7
aaeijlki-1,5
aaejdnlo-1,5
aaejfbdk-1,11
aaekapkh-1,7
aaekekhf-1,7
aaekhnkn-1,7
aaemaedd-1,7
aaemmdcp-1,7
aaepamlc-1,5
aafalakb-1,7
aafbbdif-1,7
aafbkiim-1,7
aafcagnm-1,8
aafdhmhl-1,6
aafdppmn-1,7
aafeeoop-1,7
aafgfgik-1,6
aafhimli-1,5
aafkclfc-1,7
aafkfmdl-1,8
aafkjbnl-1,8
aafkkmfe-1,5
aafleafl-1,7
aaflgggd-1,7
aaflobfm-1,8
aafmbhga-1,6
aafnalnj-1,7
aafnbdbg-1,7
aafnchld-1,7
aagafcpj-1,7
aagbijgm-1,8
aagbljgk-1,8
aagdclab-1,7
aagfeaeh-1,8
aagfipce-1,7
