NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	Details ...	168	-0.55235523	-2.553523	0.0	0.0	0.0	1792	tags=48%, list=20%, signal=59%	
AIZARANI_LIVER_C10_MVECS_1	AIZARANI_LIVER_C10_MVECS_1	Details ...	153	-0.55066305	-2.5180404	0.0	0.0	0.0	1357	tags=41%, list=15%, signal=47%	
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	Details ...	227	-0.51925	-2.5035605	0.0	0.0	0.0	2125	tags=50%, list=24%, signal=64%	
DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	Details ...	193	-0.5320076	-2.500387	0.0	0.0	0.0	1750	tags=44%, list=20%, signal=53%	
LEIN_OLIGODENDROCYTE_MARKERS	LEIN_OLIGODENDROCYTE_MARKERS	Details ...	71	-0.61770684	-2.4844801	0.0	0.0	0.0	2044	tags=69%, list=23%, signal=89%	
LU_AGING_BRAIN_UP	LU_AGING_BRAIN_UP	Details ...	224	-0.50674015	-2.4379804	0.0	0.0	0.0	1884	tags=42%, list=21%, signal=52%	
HE_LIM_SUN_FETAL_LUNG_C7_MID_SCHWANN_CELL	HE_LIM_SUN_FETAL_LUNG_C7_MID_SCHWANN_CELL	Details ...	163	-0.5269733	-2.4342973	0.0	0.0	0.0	1651	tags=47%, list=19%, signal=57%	
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	Details ...	144	-0.5350138	-2.4291308	0.0	0.0	0.0	2033	tags=49%, list=23%, signal=62%	
MANNO_MIDBRAIN_NEUROTYPES_HENDO	MANNO_MIDBRAIN_NEUROTYPES_HENDO	Details ...	458	-0.46424603	-2.4034631	0.0	2.3732411E-5	2.0E-4	1715	tags=38%, list=19%, signal=44%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_OLFACTORY_ENSHEATHING_GLIA	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_OLFACTORY_ENSHEATHING_GLIA	Details ...	102	-0.5594282	-2.395662	0.0	2.1359172E-5	2.0E-4	1759	tags=49%, list=20%, signal=60%	
GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	Details ...	27	-0.71487623	-2.3151681	0.0	2.3156955E-4	0.0024	1075	tags=63%, list=12%, signal=71%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES	Details ...	43	-0.63420707	-2.313858	0.0	2.3006168E-4	0.0026	1124	tags=44%, list=13%, signal=50%	
XIE_ST_HSC_S1PR3_OE_UP	XIE_ST_HSC_S1PR3_OE_UP	Details ...	58	-0.5882477	-2.2974672	0.0	2.9389773E-4	0.0036	923	tags=38%, list=10%, signal=42%	
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX	Details ...	40	-0.633284	-2.261695	0.0	6.0651544E-4	0.008	1216	tags=45%, list=14%, signal=52%	
LE_EGR2_TARGETS_DN	LE_EGR2_TARGETS_DN	Details ...	82	-0.54549694	-2.2608013	0.0	5.8021635E-4	0.0082	1690	tags=48%, list=19%, signal=58%	
MANNO_MIDBRAIN_NEUROTYPES_HPERIC	MANNO_MIDBRAIN_NEUROTYPES_HPERIC	Details ...	426	-0.44104347	-2.2607555	0.0	5.4395274E-4	0.0082	1536	tags=36%, list=17%, signal=41%	
FRIDMAN_SENESCENCE_UP	FRIDMAN_SENESCENCE_UP	Details ...	46	-0.6039157	-2.2226825	0.0	0.0012239693	0.0196	893	tags=43%, list=10%, signal=48%	
GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	Details ...	104	-0.5176133	-2.2146916	0.0	0.0013563869	0.023	1369	tags=41%, list=15%, signal=48%	
RUBENSTEIN_SKELETAL_MUSCLE_ENDOTHELIAL_CELLS	RUBENSTEIN_SKELETAL_MUSCLE_ENDOTHELIAL_CELLS	Details ...	96	-0.52738106	-2.2131221	0.0	0.0013185249	0.0236	1994	tags=44%, list=23%, signal=56%	
GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	GOCC_EXTERNAL_ENCAPSULATING_STRUCTURE	Details ...	174	-0.47520834	-2.2027037	0.0	0.0014871929	0.028	1958	tags=44%, list=22%, signal=55%	
HU_FETAL_RETINA_FIBROBLAST	HU_FETAL_RETINA_FIBROBLAST		222	-0.45875448	-2.2017632	0.0	0.0014265024	0.0282	1521	tags=37%, list=17%, signal=43%	
DESCARTES_MAIN_FETAL_SCHWANN_CELLS	DESCARTES_MAIN_FETAL_SCHWANN_CELLS		21	-0.7141919	-2.1956174	3.762227E-4	0.0015262718	0.0316	745	tags=48%, list=8%, signal=52%	
ASTON_MAJOR_DEPRESSIVE_DISORDER_DN	ASTON_MAJOR_DEPRESSIVE_DISORDER_DN		135	-0.48745546	-2.184291	0.0	0.0017741155	0.0384	1203	tags=37%, list=14%, signal=42%	
FAN_OVARY_CL7_ANGEIOGENIC_ENDOTHELIAL_CELL	FAN_OVARY_CL7_ANGEIOGENIC_ENDOTHELIAL_CELL		197	-0.46105736	-2.1820974	0.0	0.001744486	0.0392	1347	tags=30%, list=15%, signal=35%	
NABA_MATRISOME	NABA_MATRISOME		227	-0.45358098	-2.1787057	0.0	0.0017681696	0.041	1958	tags=44%, list=22%, signal=55%	
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT		43	-0.5970848	-2.1748555	0.0	0.0017982323	0.0434	1938	tags=56%, list=22%, signal=71%	
CUI_DEVELOPING_HEART_VALVAR_ENDOTHELIAL_CELL	CUI_DEVELOPING_HEART_VALVAR_ENDOTHELIAL_CELL		80	-0.523333	-2.163891	0.0	0.0022039476	0.0548	1216	tags=43%, list=14%, signal=49%	
AIZARANI_LIVER_C13_LSECS_2	AIZARANI_LIVER_C13_LSECS_2		145	-0.47586778	-2.1570196	0.0	0.0024212222	0.0622	1247	tags=34%, list=14%, signal=39%	
SMID_BREAST_CANCER_LUMINAL_B_DN	SMID_BREAST_CANCER_LUMINAL_B_DN		203	-0.45452985	-2.1514022	0.0	0.0026165762	0.0692	1472	tags=36%, list=17%, signal=42%	
REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION	REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION		108	-0.4961364	-2.1509266	0.0	0.0025576302	0.0698	1216	tags=32%, list=14%, signal=37%	
ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION		29	-0.6493157	-2.1495166	0.0	0.0025368172	0.0714	742	tags=48%, list=8%, signal=53%	
KIM_GLIS2_TARGETS_UP	KIM_GLIS2_TARGETS_UP		32	-0.6402282	-2.1477606	0.0	0.0025704852	0.0746	1796	tags=53%, list=20%, signal=66%	
VERHAAK_GLIOBLASTOMA_MESENCHYMAL	VERHAAK_GLIOBLASTOMA_MESENCHYMAL		79	-0.5253713	-2.147055	0.0	0.0025184518	0.0752	2055	tags=49%, list=23%, signal=64%	
GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP	GAUSSMANN_MLL_AF4_FUSION_TARGETS_E_UP		48	-0.574583	-2.1394806	0.0	0.002769646	0.0852	1147	tags=44%, list=13%, signal=50%	
