Barcode,Cluster
aaaanmgp-1,6
aaabaafb-1,1
aaabdmmm-1,6
aaacfdig-1,16
aaadamhn-1,6
aaaddajo-1,3
aaadobfh-1,3
aaaeppfg-1,3
aaafblpf-1,6
aaagciga-1,8
aaagkkho-1,1
aaaglcon-1,6
aaahbjeg-1,3
aaajnpjg-1,24
aaakacbb-1,6
aaakcdag-1,6
aaaloclj-1,11
aaamahmh-1,24
aaamgnpd-1,11
aaamkpfn-1,3
aaamljjl-1,6
aaancobp-1,3
aaanjhod-1,1
aaapbdnn-1,2
aabaalib-1,3
aabaimef-1,3
aabajncf-1,11
aabbloil-1,1
aabcgchj-1,2
aabdgfka-1,11
aabdiaci-1,24
aabdmdii-1,3
aabedjnk-1,16
aabgfamg-1,3
aabgkjaa-1,6
aabgnpek-1,1
aabihjaj-1,24
aabiijca-1,6
aabjohed-1,14
aabkjfcn-1,16
aabkjmoa-1,6
aabllfef-1,3
aabmcfic-1,11
aabnhnmj-1,3
aabnlekf-1,3
aabnmgbf-1,6
aabodagj-1,11
aaboimjh-1,6
aabokdpg-1,3
aabolhii-1,6
aacahfgi-1,6
aacbbiim-1,11
aacchcjg-1,11
aaccikgo-1,11
aaceblem-1,1
aacfcmkk-1,11
aacfcmpk-1,6
aacfdgmi-1,2
aachknob-1,24
aacjflgf-1,10
aacjoafn-1,10
aacldbdc-1,10
aaclmdlb-1,1
aacmbboo-1,6
aacmoahg-1,2
aacmpcdo-1,3
aacnfefk-1,11
aacnioib-1,2
aadaipdf-1,14
aadbfief-1,3
aadbghgg-1,1
aadbncof-1,3
aadcekdb-1,5
aadcjeeo-1,3
aaddlmnh-1,1
aadgjfbi-1,2
aadhbpnn-1,3
aadihfap-1,3
aadinnpf-1,1
aadmkjko-1,3
aadmobfg-1,6
aadnfjfl-1,5
aadnoafg-1,3
aadohife-1,2
aadpcgei-1,5
aadpebam-1,5
aadpfjbm-1,6
aadpindo-1,6
aadpmjog-1,1
aaeaopld-1,3
aaeaplgi-1,3
aaebbhdl-1,3
aaebdifm-1,6
aaecghnn-1,6
aaegiccd-1,1
aaegobfk-1,6
aaehdkeh-1,2
aaehijke-1,16
aaehjgpd-1,1
aaehkkom-1,14
aaeidemf-1,14
aaeiehmb-1,6
aaejcejd-1,1
aaejgpgf-1,11
aaejibkj-1,5
aaejleih-1,16
aaeleddc-1,3
aaemllgl-1,2
aaemlpak-1,3
aaeokepa-1,6
aaeoppnh-1,3
aaepgjob-1,1
aaepkefn-1,6
aafbiimo-1,24
aafckige-1,16
aafephjf-1,16
aaffaihi-1,6
aafgmnlh-1,5
aafhaidj-1,3
aafhejhc-1,16
aafiapnb-1,2
aafidgco-1,3
aafjcacn-1,5
aafjdndm-1,3
aafkbcbk-1,3
aafkfpbb-1,11
aafljdfp-1,24
aafmnaee-1,6
aafmojbo-1,5
aafngadf-1,5
aafobkdo-1,10
aafobpib-1,3
