NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
LU_AGING_BRAIN_UP	LU_AGING_BRAIN_UP	Details ...	258	-0.647777	-3.0338225	0.0	0.0	0.0	2515	tags=59%, list=18%, signal=71%	
MCLACHLAN_DENTAL_CARIES_UP	MCLACHLAN_DENTAL_CARIES_UP	Details ...	188	-0.66103655	-3.0047054	0.0	0.0	0.0	1807	tags=55%, list=13%, signal=63%	
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	Details ...	66	-0.7599508	-2.968172	0.0	0.0	0.0	2385	tags=82%, list=17%, signal=98%	
VERHAAK_GLIOBLASTOMA_MESENCHYMAL	VERHAAK_GLIOBLASTOMA_MESENCHYMAL	Details ...	180	-0.6482331	-2.957579	0.0	0.0	0.0	2302	tags=61%, list=17%, signal=72%	
SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP	SCHUETZ_BREAST_CANCER_DUCTAL_INVASIVE_UP	Details ...	315	-0.603263	-2.906287	0.0	0.0	0.0	2031	tags=53%, list=15%, signal=61%	
PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP	PICCALUGA_ANGIOIMMUNOBLASTIC_LYMPHOMA_UP	Details ...	195	-0.6117277	-2.8274348	0.0	0.0	0.0	1980	tags=55%, list=14%, signal=63%	
DEMAGALHAES_AGING_UP	DEMAGALHAES_AGING_UP	Details ...	49	-0.7627711	-2.7780774	0.0	0.0	0.0	2146	tags=71%, list=15%, signal=84%	
KIM_GLIS2_TARGETS_UP	KIM_GLIS2_TARGETS_UP	Details ...	70	-0.70087856	-2.7494538	0.0	0.0	0.0	1903	tags=73%, list=14%, signal=84%	
MA_RAT_AGING_DN	MA_RAT_AGING_DN	Details ...	141	-0.61049676	-2.7053585	0.0	0.0	0.0	1329	tags=45%, list=10%, signal=50%	
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_UP	BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_CALU3_CELLS_UP	Details ...	226	-0.5806248	-2.703552	0.0	0.0	0.0	2339	tags=53%, list=17%, signal=63%	
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP	Details ...	113	-0.6349678	-2.7018108	0.0	0.0	0.0	2200	tags=56%, list=16%, signal=66%	
LINDGREN_BLADDER_CANCER_CLUSTER_2B	LINDGREN_BLADDER_CANCER_CLUSTER_2B	Details ...	337	-0.5527639	-2.6908484	0.0	0.0	0.0	1870	tags=46%, list=13%, signal=52%	
WALLACE_PROSTATE_CANCER_RACE_UP	WALLACE_PROSTATE_CANCER_RACE_UP	Details ...	215	-0.5806226	-2.6904883	0.0	0.0	0.0	2081	tags=50%, list=15%, signal=58%	
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	Details ...	39	-0.7671772	-2.6777008	0.0	0.0	0.0	1700	tags=69%, list=12%, signal=79%	
WIELAND_UP_BY_HBV_INFECTION	WIELAND_UP_BY_HBV_INFECTION	Details ...	86	-0.6650085	-2.652338	0.0	0.0	0.0	2082	tags=60%, list=15%, signal=71%	
IGLESIAS_E2F_TARGETS_UP	IGLESIAS_E2F_TARGETS_UP	Details ...	133	-0.5978636	-2.6390936	0.0	0.0	0.0	2089	tags=52%, list=15%, signal=60%	
MCDOWELL_ACUTE_LUNG_INJURY_UP	MCDOWELL_ACUTE_LUNG_INJURY_UP	Details ...	40	-0.75308114	-2.6293128	0.0	0.0	0.0	939	tags=58%, list=7%, signal=61%	
GAJATE_RESPONSE_TO_TRABECTEDIN_UP	GAJATE_RESPONSE_TO_TRABECTEDIN_UP	Details ...	58	-0.6891878	-2.6083136	0.0	0.0	0.0	1477	tags=48%, list=11%, signal=54%	
BOQUEST_STEM_CELL_UP	BOQUEST_STEM_CELL_UP	Details ...	232	-0.55554545	-2.6062777	0.0	0.0	0.0	2379	tags=51%, list=17%, signal=60%	
LEIN_OLIGODENDROCYTE_MARKERS	LEIN_OLIGODENDROCYTE_MARKERS	Details ...	74	-0.6569594	-2.6015956	0.0	0.0	0.0	2232	tags=62%, list=16%, signal=74%	
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_D7_UP		93	-0.632863	-2.5982375	0.0	0.0	0.0	2543	tags=63%, list=18%, signal=77%	
WP_ALLOGRAFT_REJECTION	WP_ALLOGRAFT_REJECTION		52	-0.71177095	-2.5974624	0.0	0.0	0.0	2128	tags=65%, list=15%, signal=77%	
HECKER_IFNB1_TARGETS	HECKER_IFNB1_TARGETS		67	-0.6750332	-2.5964444	0.0	0.0	0.0	2505	tags=60%, list=18%, signal=73%	
KHETCHOUMIAN_TRIM24_TARGETS_UP	KHETCHOUMIAN_TRIM24_TARGETS_UP		42	-0.72444004	-2.5927544	0.0	0.0	0.0	1707	tags=69%, list=12%, signal=78%	
WP_BURN_WOUND_HEALING	WP_BURN_WOUND_HEALING		75	-0.63397837	-2.5669312	0.0	0.0	0.0	1878	tags=52%, list=14%, signal=60%	
KEGG_RIBOSOME	KEGG_RIBOSOME		85	-0.62457895	-2.559391	0.0	0.0	0.0	4780	tags=86%, list=34%, signal=130%	
ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION	ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION		86	-0.63345474	-2.5494606	0.0	0.0	0.0	1501	tags=51%, list=11%, signal=57%	
BROWNE_INTERFERON_RESPONSIVE_GENES	BROWNE_INTERFERON_RESPONSIVE_GENES		59	-0.6669358	-2.5394258	0.0	0.0	0.0	2411	tags=59%, list=17%, signal=71%	
GAURNIER_PSMD4_TARGETS	GAURNIER_PSMD4_TARGETS		41	-0.727996	-2.534476	0.0	0.0	0.0	1754	tags=63%, list=13%, signal=72%	
MIKKELSEN_MEF_LCP_WITH_H3K4ME3	MIKKELSEN_MEF_LCP_WITH_H3K4ME3		98	-0.59689677	-2.5325181	0.0	0.0	0.0	1805	tags=49%, list=13%, signal=56%	
CAIRO_LIVER_DEVELOPMENT_DN	CAIRO_LIVER_DEVELOPMENT_DN		149	-0.56937665	-2.5288637	0.0	0.0	0.0	1969	tags=44%, list=14%, signal=50%	
SMID_BREAST_CANCER_NORMAL_LIKE_UP	SMID_BREAST_CANCER_NORMAL_LIKE_UP		342	-0.51442176	-2.521301	0.0	0.0	0.0	2322	tags=51%, list=17%, signal=60%	
MA_RAT_AGING_UP	MA_RAT_AGING_UP		86	-0.62228376	-2.5158002	0.0	0.0	0.0	2958	tags=69%, list=21%, signal=87%	
LEE_AGING_NEOCORTEX_UP	LEE_AGING_NEOCORTEX_UP		71	-0.64239883	-2.5131476	0.0	0.0	0.0	1584	tags=42%, list=11%, signal=47%	
BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP	BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP		90	-0.6042199	-2.5114577	0.0	0.0	0.0	1725	tags=46%, list=12%, signal=52%	
GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP	GOTZMANN_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_UP		58	-0.6594777	-2.5100543	0.0	0.0	0.0	1664	tags=41%, list=12%, signal=47%	
MARKEY_RB1_ACUTE_LOF_DN	MARKEY_RB1_ACUTE_LOF_DN		192	-0.5500142	-2.5085213	0.0	0.0	0.0	2585	tags=49%, list=19%, signal=59%	
SMID_BREAST_CANCER_LUMINAL_B_DN	SMID_BREAST_CANCER_LUMINAL_B_DN		382	-0.5016286	-2.4913604	0.0	0.0	0.0	2248	tags=48%, list=16%, signal=56%	
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE		110	-0.58645934	-2.485549	0.0	0.0	0.0	5036	tags=84%, list=36%, signal=130%	
KEGG_ALLOGRAFT_REJECTION	KEGG_ALLOGRAFT_REJECTION		20	-0.82744867	-2.4818358	0.0	0.0	0.0	1121	tags=75%, list=8%, signal=81%	
KEGG_AUTOIMMUNE_THYROID_DISEASE	KEGG_AUTOIMMUNE_THYROID_DISEASE		21	-0.83254117	-2.4773643	0.0	0.0	0.0	1121	tags=76%, list=8%, signal=83%	
WP_COMPLEMENT_AND_COAGULATION_CASCADES	WP_COMPLEMENT_AND_COAGULATION_CASCADES		38	-0.7313354	-2.4765275	0.0	0.0	0.0	1700	tags=63%, list=12%, signal=72%	
NADLER_OBESITY_UP	NADLER_OBESITY_UP		55	-0.6708287	-2.472317	0.0	0.0	0.0	2242	tags=58%, list=16%, signal=69%	
RODWELL_AGING_KIDNEY_UP	RODWELL_AGING_KIDNEY_UP		424	-0.5008568	-2.4662137	0.0	0.0	0.0	2346	tags=44%, list=17%, signal=52%	
HUANG_DASATINIB_SENSITIVITY_UP	HUANG_DASATINIB_SENSITIVITY_UP		74	-0.6111296	-2.4561443	0.0	0.0	0.0	1549	tags=43%, list=11%, signal=48%	
WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA	WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA		50	-0.66979027	-2.4503105	0.0	0.0	0.0	2209	tags=64%, list=16%, signal=76%	
HUANG_FOXA2_TARGETS_DN	HUANG_FOXA2_TARGETS_DN		32	-0.7344081	-2.4495795	0.0	0.0	0.0	1273	tags=56%, list=9%, signal=62%	
KIM_LRRC3B_TARGETS	KIM_LRRC3B_TARGETS		27	-0.7800923	-2.4473948	0.0	0.0	0.0	1752	tags=70%, list=13%, signal=80%	
THUM_SYSTOLIC_HEART_FAILURE_UP	THUM_SYSTOLIC_HEART_FAILURE_UP		388	-0.49627885	-2.4468405	0.0	0.0	0.0	2468	tags=41%, list=18%, signal=48%	
PID_INTEGRIN1_PATHWAY	PID_INTEGRIN1_PATHWAY		55	-0.64265627	-2.4415135	0.0	0.0	0.0	1053	tags=49%, list=8%, signal=53%	
SANA_RESPONSE_TO_IFNG_UP	SANA_RESPONSE_TO_IFNG_UP		63	-0.6415468	-2.4413836	0.0	0.0	0.0	2385	tags=71%, list=17%, signal=86%	
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION		91	-0.5895673	-2.4404824	0.0	0.0	0.0	5031	tags=89%, list=36%, signal=139%	
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS		62	-0.6301113	-2.4392748	0.0	0.0	0.0	2437	tags=66%, list=18%, signal=80%	
