NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA	FAN_EMBRYONIC_CTX_BIG_GROUPS_MICROGLIA	Details ...	220	-0.6457579	-2.9802833	0.0	0.0	0.0	1554	tags=48%, list=16%, signal=55%	
HU_FETAL_RETINA_MICROGLIA	HU_FETAL_RETINA_MICROGLIA	Details ...	232	-0.6384027	-2.9718144	0.0	0.0	0.0	1488	tags=47%, list=15%, signal=54%	
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	Details ...	241	-0.62751806	-2.9424577	0.0	0.0	0.0	1221	tags=40%, list=12%, signal=45%	
HU_FETAL_RETINA_FIBROBLAST	HU_FETAL_RETINA_FIBROBLAST	Details ...	237	-0.62965304	-2.9362009	0.0	0.0	0.0	1317	tags=46%, list=13%, signal=52%	
MA_RAT_AGING_DN	MA_RAT_AGING_DN	Details ...	101	-0.7165709	-2.929923	0.0	0.0	0.0	964	tags=46%, list=10%, signal=50%	
ZHONG_PFC_MAJOR_TYPES_MICROGLIA	ZHONG_PFC_MAJOR_TYPES_MICROGLIA	Details ...	255	-0.6186285	-2.911792	0.0	0.0	0.0	1491	tags=44%, list=15%, signal=50%	
FAN_OVARY_CL7_ANGEIOGENIC_ENDOTHELIAL_CELL	FAN_OVARY_CL7_ANGEIOGENIC_ENDOTHELIAL_CELL	Details ...	201	-0.6343637	-2.8952215	0.0	0.0	0.0	997	tags=37%, list=10%, signal=40%	
MCLACHLAN_DENTAL_CARIES_UP	MCLACHLAN_DENTAL_CARIES_UP	Details ...	87	-0.705867	-2.8587992	0.0	0.0	0.0	1335	tags=56%, list=14%, signal=65%	
VERHAAK_GLIOBLASTOMA_MESENCHYMAL	VERHAAK_GLIOBLASTOMA_MESENCHYMAL	Details ...	90	-0.697981	-2.8439376	0.0	0.0	0.0	1394	tags=56%, list=14%, signal=64%	
CUI_DEVELOPING_HEART_C8_MACROPHAGE	CUI_DEVELOPING_HEART_C8_MACROPHAGE	Details ...	134	-0.66076213	-2.8415427	0.0	0.0	0.0	1838	tags=57%, list=19%, signal=69%	
TRAVAGLINI_LUNG_ADVENTITIAL_FIBROBLAST_CELL	TRAVAGLINI_LUNG_ADVENTITIAL_FIBROBLAST_CELL	Details ...	181	-0.6313084	-2.8262722	0.0	0.0	0.0	1423	tags=43%, list=15%, signal=49%	
DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	Details ...	195	-0.6213906	-2.8259652	0.0	0.0	0.0	1188	tags=40%, list=12%, signal=45%	
TRAVAGLINI_LUNG_BRONCHIAL_VESSEL_2_CELL	TRAVAGLINI_LUNG_BRONCHIAL_VESSEL_2_CELL	Details ...	183	-0.62236744	-2.8153386	0.0	0.0	0.0	1323	tags=35%, list=14%, signal=40%	
AIZARANI_LIVER_C21_STELLATE_CELLS_1	AIZARANI_LIVER_C21_STELLATE_CELLS_1	Details ...	134	-0.651737	-2.7959132	0.0	0.0	0.0	1182	tags=41%, list=12%, signal=46%	
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE	FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE	Details ...	78	-0.69726574	-2.7939613	0.0	0.0	0.0	970	tags=47%, list=10%, signal=52%	
RUBENSTEIN_SKELETAL_MUSCLE_ENDOTHELIAL_CELLS	RUBENSTEIN_SKELETAL_MUSCLE_ENDOTHELIAL_CELLS	Details ...	101	-0.67699605	-2.7929447	0.0	0.0	0.0	1604	tags=53%, list=16%, signal=63%	
TRAVAGLINI_LUNG_EREG_DENDRITIC_CELL	TRAVAGLINI_LUNG_EREG_DENDRITIC_CELL	Details ...	384	-0.5707737	-2.7880075	0.0	0.0	0.0	1501	tags=35%, list=15%, signal=40%	
HALLMARK_TNFA_SIGNALING_VIA_NFKB	HALLMARK_TNFA_SIGNALING_VIA_NFKB	Details ...	98	-0.6775116	-2.786316	0.0	0.0	0.0	1848	tags=57%, list=19%, signal=70%	
FAN_OVARY_CL13_MONOCYTE_MACROPHAGE	FAN_OVARY_CL13_MONOCYTE_MACROPHAGE	Details ...	337	-0.5838748	-2.7852347	0.0	0.0	0.0	2124	tags=48%, list=22%, signal=60%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_VASCULAR_SMOOTH_MUSCLE_CELLS	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_VASCULAR_SMOOTH_MUSCLE_CELLS	Details ...	61	-0.73914325	-2.7695558	0.0	0.0	0.0	997	tags=46%, list=10%, signal=51%	
DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS		174	-0.62473756	-2.7694516	0.0	0.0	0.0	1342	tags=43%, list=14%, signal=48%	
AIZARANI_LIVER_C10_MVECS_1	AIZARANI_LIVER_C10_MVECS_1		173	-0.61724347	-2.733324	0.0	0.0	0.0	1349	tags=39%, list=14%, signal=44%	
FAN_OVARY_CL17_PUTATIVE_APOPTOTIC_SMOOTH_MUSCLE_CELL	FAN_OVARY_CL17_PUTATIVE_APOPTOTIC_SMOOTH_MUSCLE_CELL		194	-0.60031	-2.723892	0.0	0.0	0.0	1288	tags=35%, list=13%, signal=40%	
KIM_GLIS2_TARGETS_UP	KIM_GLIS2_TARGETS_UP		34	-0.8128725	-2.708823	0.0	0.0	0.0	416	tags=62%, list=4%, signal=64%	
WALLACE_PROSTATE_CANCER_RACE_UP	WALLACE_PROSTATE_CANCER_RACE_UP		114	-0.63661593	-2.700413	0.0	0.0	0.0	1335	tags=44%, list=14%, signal=50%	
NAGASHIMA_EGF_SIGNALING_UP	NAGASHIMA_EGF_SIGNALING_UP		26	-0.85162395	-2.6990604	0.0	0.0	0.0	400	tags=54%, list=4%, signal=56%	
FAN_OVARY_CL6_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL_CELL_2	FAN_OVARY_CL6_PUTATIVE_EARLY_ATRETIC_FOLLICLE_THECAL_CELL_2		244	-0.5802806	-2.6976817	0.0	0.0	0.0	1367	tags=35%, list=14%, signal=39%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MACROPHAGES	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MACROPHAGES		43	-0.75951236	-2.6949997	0.0	0.0	0.0	1423	tags=65%, list=15%, signal=76%	
AIZARANI_LIVER_C29_MVECS_2	AIZARANI_LIVER_C29_MVECS_2		214	-0.58826303	-2.6926572	0.0	0.0	0.0	1082	tags=31%, list=11%, signal=34%	
MANNO_MIDBRAIN_NEUROTYPES_HENDO	MANNO_MIDBRAIN_NEUROTYPES_HENDO		486	-0.5377331	-2.6798384	0.0	0.0	0.0	1748	tags=41%, list=18%, signal=47%	
GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX	GOCC_COLLAGEN_CONTAINING_EXTRACELLULAR_MATRIX		157	-0.603486	-2.6704586	0.0	0.0	0.0	1950	tags=50%, list=20%, signal=61%	
