Barcode,Cluster
aaaampfj-1,1
aaacckeo-1,1
aaaelcek-1,1
aaafcgbd-1,1
aaagannc-1,5
aaagebgn-1,1
aaagkepb-1,4
aaahkhib-1,1
aaaijdkk-1,3
aaajpcnp-1,1
aaakadga-1,4
aaakbbkc-1,4
aaakclek-1,1
aaalagkl-1,3
aaalphce-1,3
aaamkiod-1,1
aaammfgn-1,2
aaamnoef-1,3
aaampjnb-1,1
aaanccga-1,1
aaaneelg-1,6
aaanggfm-1,3
aaapahnc-1,1
aaapfjgg-1,1
aaapiapj-1,1
aabanika-1,3
aabcdmmf-1,1
aabdmdpg-1,3
aabehdmn-1,4
aabfedlb-1,1
aabhfkeg-1,2
aabhojce-1,4
aabicfil-1,4
aabildnd-1,1
aabinmmc-1,1
aabionlg-1,1
aabjakeh-1,1
aabkjmeh-1,6
aablhibo-1,1
aabmacah-1,1
aacbcfap-1,1
aacbiklm-1,3
aacbnomm-1,1
aacchicc-1,1
aaccommk-1,3
aacdmbbb-1,3
aacdoami-1,1
aacelnop-1,6
aacfmbmo-1,1
aacfnbog-1,1
aacicblh-1,2
aacjdgcf-1,2
aacjohah-1,3
aackecdi-1,1
aackgalh-1,1
aacldohk-1,1
aacloncc-1,1
aacmeaod-1,1
aacmfonl-1,2
aacmheho-1,3
aacmjnbo-1,5
aacnbiei-1,2
aacoclpl-1,2
aadaboko-1,3
aadaiaep-1,5
aadcnhad-1,2
aadconch-1,1
aadfgcio-1,1
aadgdjnj-1,5
aadgihlk-1,3
aadhobic-1,1
aadjhkoe-1,1
aadjkjkm-1,2
aadlnadk-1,1
aadlnjha-1,2
aadnelkb-1,2
aadngenm-1,2
aadngmih-1,1
aadnlclm-1,2
aadohgnp-1,2
aadphkcn-1,2
aaeadapm-1,2
aaeadjog-1,2
aaeaidna-1,2
aaeapdmb-1,1
aaebecpn-1,2
aaecnjki-1,1
aaecpfgo-1,2
aaeejojg-1,2
aaeekjbi-1,2
aaehomdj-1,2
aaeibdpc-1,2
aaejioaj-1,1
aaekeoie-1,1
aaekjhpi-1,2
aaeljhil-1,1
aaenacic-1,1
aaengdbp-1,2
aaeoiagc-1,2
aafaekja-1,2
aafbhjjo-1,2
aafbjboa-1,2
aafcdlip-1,1
aafcebeh-1,1
aafcegoo-1,2
aafemppd-1,1
aafenfpn-1,2
aaffkbpp-1,2
aafigocd-1,2
aafjeoce-1,1
aaflfkfc-1,2
aaflhcgp-1,2
aafpdjlp-1,2
aafpmlgd-1,1
aafpohoa-1,2
aagagbbc-1,1
aagalpof-1,2
aagbkbgk-1,1
aagblhbn-1,2
aagbnkil-1,2
aagcnlnl-1,1
aagdhaka-1,2
aagdlalk-1,2
aagggdgb-1,1
aagghlpm-1,2
aaghmmpa-1,2
aagiodfp-1,2
aagkjkck-1,2
aagkmgmh-1,1
aagknela-1,2
aaglbhho-1,2
aagljalk-1,3
aagmjjan-1,2
aagoeidd-1,1
aagolhal-1,6
aahakjjg-1,1
aahbaleb-1,6
aahbhlnc-1,2
aahbjmpb-1,2
aahcjbak-1,2
aahddhea-1,2
aahedkma-1,2
aahegldn-1,2
aahekkkn-1,1
aaheppeh-1,2
aahfegna-1,2
aahfmgmp-1,2
aahgiiba-1,1
aahjlppp-1,1
aahjnpng-1,1
aahmckie-1,4
aahmjejb-1,1
aahmppek-1,4
aahopkik-1,6
aahpdkma-1,4
aahphfej-1,1
aaiadjoi-1,1
aaiagjha-1,1
aaibeaig-1,1
aaibfhip-1,3
aaicdgmh-1,1
aaiclcof-1,4
aaidceff-1,4
aaidhnoi-1,5
aaiengee-1,1
aaifeeke-1,3
aaifidhl-1,1
aaifjkbk-1,1
aaiggikn-1,1
aaihcmoe-1,1
aaihocjj-1,1
aaikembj-1,3
aaikkhab-1,1
aaikkhjf-1,1
aailcigk-1,4
aailfbgp-1,1
aaipelom-1,1
aajccngm-1,3
aajcddaf-1,1
aajcjfic-1,5
aajdlmle-1,4
aajgdcjf-1,2
aajgfpfp-1,1
aajgojbc-1,3
aajipnpk-1,2
aajjloob-1,5
aajkljba-1,1
aajmchco-1,2
aajmfffh-1,3
aajmomfh-1,1
aajmpfen-1,1
aajnndmg-1,6
aajocaah-1,1
aajodbgp-1,1
aajpalhf-1,5
aajplmip-1,1
aakaadlm-1,3
aakafeoo-1,2
aakaokia-1,4
aakcdblh-1,1
aakcddoj-1,2
aakcimdj-1,4
aakckdkg-1,2
aakclblo-1,6
aakcllml-1,1
aakepelm-1,2
aakgapjo-1,6
aakhpmef-1,2
aakigcmc-1,2
aakigead-1,3
aakjeeji-1,1
aakjlbfh-1,1
aaklkpch-1,5
aakodoii-1,5
aakoifmh-1,5
aakpcddd-1,1
aalablbe-1,6
aalagicl-1,1
aalakenj-1,6
aalapobo-1,1
aalbacjj-1,1
aalbjflf-1,1
aaliccil-1,2
aalihhlf-1,2
aalipfap-1,2
aalkemhe-1,6
aallnojn-1,2
aalmiloo-1,1
aalnfnah-1,3
aaloaimj-1,5
aalomikn-1,6
aalphcnc-1,4
aamabagj-1,2
aambemah-1,1
aambfgkc-1,2
aambjomm-1,1
aambmgli-1,6
aambmloe-1,1
aambojgo-1,6
aamcojac-1,1
aamdaenc-1,3
aamdnmla-1,2
aamhefgk-1,1
aamidcce-1,6
aamiimgf-1,2
aamiobkm-1,3
aamjblhb-1,6
aamkfaah-1,2
aamkgcja-1,1
aamklcfh-1,1
aamlmghd-1,2
aamlmhaj-1,1
aammngnp-1,6
aamnedkg-1,2
aanbkdgd-1,6
aandofgc-1,2
aanfcbon-1,2
aanglcna-1,3
aanhfejj-1,2
aanhfolh-1,6
aaningji-1,5
aanjggai-1,5
aankbiao-1,5
aanlhlch-1,5
aanmdbfh-1,6
aanndchk-1,2
aanpimfk-1,5
aanpkibp-1,2
aaobgcfa-1,2
aaobnoeo-1,3
aaoejnol-1,6
aaofdjje-1,2
aaofgenb-1,1
aaogcmpm-1,2
aaohhhbi-1,2
aaohjaki-1,6
aaohpgah-1,2
aaoiohfm-1,2
aaojgijd-1,2
aaokiboi-1,1
aaolaooj-1,2
aaolcfpn-1,2
aaoljbbf-1,1
aaolklan-1,2
aaomffdf-1,2
aaoppied-1,6
aapakmhh-1,2
aapamcfk-1,3
aapcbild-1,6
aapcdokp-1,2
aapdfdbo-1,6
aapenogf-1,1
aapfebpd-1,2
aapfpeie-1,2
aapgfafo-1,1
aapgmmkg-1,1
aaphgalc-1,2
aaphokif-1,2
aaphpmep-1,2
aapkiknf-1,2
aaplcegk-1,5
aaplfmap-1,1
aapncgfe-1,2
aapnkeji-1,2
aapockab-1,2
aapocmmj-1,2
aapoegkm-1,2
aapokgbc-1,1
abaaaikl-1,3
abaamhin-1,1
abaanejc-1,2
ababfhbl-1,2
ababjmlm-1,2
ababnpah-1,2
abacaihi-1,2
abacmfdc-1,5
abaddiff-1,5
abaeekmj-1,2
abaeijch-1,2
abaflbei-1,2
abagiegi-1,2
abagkobp-1,1
abagkpmf-1,1
abahglef-1,2
abahmkpp-1,1
abahnoln-1,2
abailchc-1,2
abaimbdk-1,2
abakcbah-1,2
abaklkoc-1,2
abammffo-1,2
abaoembh-1,2
abaophia-1,2
abbblibl-1,5
abbbpodp-1,1
abbegbhj-1,6
abbgmbmg-1,1
abbhamcb-1,3
abbiaonf-1,1
abbiegkc-1,2
abbkhhac-1,3
