cluster_set_k	hpb
walK5.hvg10.cut4_47_4	0.128066475095785
walK5.hvg10.cut4_47_5	0.0973904378033206
walK5.hvg10.cut4_47_6	0.085096290620122
walK5.hvg10.cut4_47_7	0.0672422441160372
walK5.hvg10.cut4_47_8	0.0690112607188469
walK5.hvg10.cut4_47_9	0.0836332153162102
walK5.hvg10.cut4_47_10	0.0788402096778771
walK5.hvg10.cut4_47_11	0.0784367635814783
walK5.hvg10.cut4_47_12	0.078723516342564
walK5.hvg10.cut4_47_13	0.0667894507751181
walK5.hvg10.cut4_47_14	0.0625253846720949
walK5.hvg10.cut4_47_15	0.0613457162964866
walK5.hvg10.cut4_47_16	0.0627151481832467
walK5.hvg10.cut4_47_17	0.0595147168267008
walK5.hvg10.cut4_47_18	0.0622373495838476
walK5.hvg10.cut4_47_19	0.0623254937301777
walK5.hvg10.cut4_47_20	0.0572630994434743
walK5.hvg10.cut4_47_21	0.0533214366171816
walK5.hvg10.cut4_47_22	0.0555469555154836
walK5.hvg10.cut4_47_23	0.058279557115852
walK5.hvg10.cut4_47_24	0.0605636174680097
walK5.hvg10.cut4_47_25	0.0646008805412275
walK5.hvg10.cut4_47_26	0.0653218421390474
walK5.hvg10.cut4_47_27	0.0661190318919995
walK5.hvg10.cut4_47_28	0.0631365938572866
walK5.hvg10.cut4_47_29	0.0608094266514302
walK5.hvg10.cut4_47_30	0.0586356739236192
walK5.hvg10.cut4_47_31	0.0556540972716823
walK5.hvg10.cut4_47_32	0.0549704024949407
walK5.hvg10.cut4_47_33	0.0565378852923171
walK5.hvg10.cut4_47_34	0.0590333745762119
walK5.hvg10.cut4_47_35	0.0592356392156863
walK5.hvg10.cut4_47_36	0.0591065197922791
walK5.hvg10.cut4_47_37	0.0580325484532469
walK5.hvg10.cut4_47_38	0.0584659645538634
walK5.hvg10.cut4_47_39	0.0585847955352379
walK5.hvg10.cut4_47_40	0.0601517309450951
walK5.hvg10.cut4_47_41	0.0608143817521989
walK5.hvg10.cut4_47_42	0.0610417015419699
walK5.hvg10.cut4_47_43	0.0626327600148361
walK5.hvg10.cut4_47_44	0.0608094408316974
walK5.hvg10.cut4_47_45	0.0618638431687911
walK5.hvg10.cut4_47_46	0.0597265506976938
walK5.hvg10.cut4_47_47	0.0576488427221955
walK10.hvg10.cut4_47_4	0.176956511351695
walK10.hvg10.cut4_47_5	0.129536374730004
walK10.hvg10.cut4_47_6	0.132495770049932
walK10.hvg10.cut4_47_7	0.121439840488664
walK10.hvg10.cut4_47_8	0.0951787120699337
walK10.hvg10.cut4_47_9	0.0917418815094922
walK10.hvg10.cut4_47_10	0.0777140972449236
walK10.hvg10.cut4_47_11	0.0691540375860116
walK10.hvg10.cut4_47_12	0.0738762515730585
walK10.hvg10.cut4_47_13	0.0692864944037907
walK10.hvg10.cut4_47_14	0.0722766531448839
walK10.hvg10.cut4_47_15	0.0632292676794362
walK10.hvg10.cut4_47_16	0.0667166195942663
walK10.hvg10.cut4_47_17	0.0642539425309598
walK10.hvg10.cut4_47_18	0.0681085457017243
walK10.hvg10.cut4_47_19	0.071208350001094
walK10.hvg10.cut4_47_20	0.0748070500391014
walK10.hvg10.cut4_47_21	0.0754965654968585
walK10.hvg10.cut4_47_22	0.0727811408525187
walK10.hvg10.cut4_47_23	0.0731162870763627
walK10.hvg10.cut4_47_24	0.0751580123160508
walK10.hvg10.cut4_47_25	0.0736927379083502
walK10.hvg10.cut4_47_26	0.0689857573398906
walK10.hvg10.cut4_47_27	0.0646495102285265
walK10.hvg10.cut4_47_28	0.0666642225949022
walK10.hvg10.cut4_47_29	0.0701443482229005
walK10.hvg10.cut4_47_30	0.0715567160922419
walK10.hvg10.cut4_47_31	0.0728445329795404
walK10.hvg10.cut4_47_32	0.0735006917662866
walK10.hvg10.cut4_47_33	0.0704171354963779
walK10.hvg10.cut4_47_34	0.0683254093413955
walK10.hvg10.cut4_47_35	0.0699990406829398
walK10.hvg10.cut4_47_36	0.0704226708798746
walK10.hvg10.cut4_47_37	0.0718408270354661
walK10.hvg10.cut4_47_38	0.0669733102600908
walK10.hvg10.cut4_47_39	0.0655790708294832
walK10.hvg10.cut4_47_40	0.0668968832436425
walK10.hvg10.cut4_47_41	0.0695823632165165
walK10.hvg10.cut4_47_42	0.0711019112838951
walK10.hvg10.cut4_47_43	0.0699992579931513
walK10.hvg10.cut4_47_44	0.068381101980571
walK10.hvg10.cut4_47_45	0.0669089709094917
walK10.hvg10.cut4_47_46	0.0654563011870214
walK10.hvg10.cut4_47_47	0.0654718593121786
walK5.hvg20.cut4_47_4	0.116687416851653
walK5.hvg20.cut4_47_5	0.0960270074903338
walK5.hvg20.cut4_47_6	0.0661891611991031
walK5.hvg20.cut4_47_7	0.0763244298603427
walK5.hvg20.cut4_47_8	0.0919260967448722
walK5.hvg20.cut4_47_9	0.0840376271932135
walK5.hvg20.cut4_47_10	0.0767406543569809
walK5.hvg20.cut4_47_11	0.0705950895116016
walK5.hvg20.cut4_47_12	0.0668611896418019
walK5.hvg20.cut4_47_13	0.0724068770929053
walK5.hvg20.cut4_47_14	0.0687807125541403
walK5.hvg20.cut4_47_15	0.0631330279050396
walK5.hvg20.cut4_47_16	0.0602556537495951
walK5.hvg20.cut4_47_17	0.0587089163396451
walK5.hvg20.cut4_47_18	0.0617907915758896
walK5.hvg20.cut4_47_19	0.0610847522314558
walK5.hvg20.cut4_47_20	0.0662444842105263
walK5.hvg20.cut4_47_21	0.0688313469387755
walK5.hvg20.cut4_47_22	0.0704329161747344
walK5.hvg20.cut4_47_23	0.0625857432548548
walK5.hvg20.cut4_47_24	0.0657658997584541
walK5.hvg20.cut4_47_25	0.0677431093333333
walK5.hvg20.cut4_47_26	0.0693416568047337
walK5.hvg20.cut4_47_27	0.0666459934578453
walK5.hvg20.cut4_47_28	0.0631269274376417
walK5.hvg20.cut4_47_29	0.0613026057414642
walK5.hvg20.cut4_47_30	0.0596016888888889
walK5.hvg20.cut4_47_31	0.060851737773153
walK5.hvg20.cut4_47_32	0.0580286617943548
walK5.hvg20.cut4_47_33	0.0572428764921947
walK5.hvg20.cut4_47_34	0.0571199391842298
walK5.hvg20.cut4_47_35	0.0560682141656663
walK5.hvg20.cut4_47_36	0.0566447760141093
walK5.hvg20.cut4_47_37	0.0543272818764711
walK5.hvg20.cut4_47_38	0.0538580354870106
walK5.hvg20.cut4_47_39	0.0546893539568843
walK5.hvg20.cut4_47_40	0.0516288371794872
walK5.hvg20.cut4_47_41	0.0510641618084474
walK5.hvg20.cut4_47_42	0.0526865837066534
walK5.hvg20.cut4_47_43	0.052396643745654
walK5.hvg20.cut4_47_44	0.0541967163175091
walK5.hvg20.cut4_47_45	0.0547976053872054
walK5.hvg20.cut4_47_46	0.053710149968494
walK5.hvg20.cut4_47_47	0.0540890704036845
walK10.hvg20.cut4_47_4	0.109927845135984
walK10.hvg20.cut4_47_5	0.118141059377193
walK10.hvg20.cut4_47_6	0.0891068564977986
walK10.hvg20.cut4_47_7	0.0918325292147986
walK10.hvg20.cut4_47_8	0.103305666958131
walK10.hvg20.cut4_47_9	0.0990738110480116
walK10.hvg20.cut4_47_10	0.0875462536347942
walK10.hvg20.cut4_47_11	0.0890163673407753
walK10.hvg20.cut4_47_12	0.080748227784881
walK10.hvg20.cut4_47_13	0.0763296896251747
walK10.hvg20.cut4_47_14	0.0730959270611347
walK10.hvg20.cut4_47_15	0.0675596571095544
walK10.hvg20.cut4_47_16	0.0718300634605694
walK10.hvg20.cut4_47_17	0.0716628035080131
walK10.hvg20.cut4_47_18	0.0743550637457217
walK10.hvg20.cut4_47_19	0.0660961734571664
walK10.hvg20.cut4_47_20	0.0682206302827086
walK10.hvg20.cut4_47_21	0.0693138188391676
walK10.hvg20.cut4_47_22	0.070691326631268
walK10.hvg20.cut4_47_23	0.0761566300506187
walK10.hvg20.cut4_47_24	0.0774596748637343
walK10.hvg20.cut4_47_25	0.0784113858114674
walK10.hvg20.cut4_47_26	0.072372749284258
walK10.hvg20.cut4_47_27	0.071917794988312
walK10.hvg20.cut4_47_28	0.0757850515580344
walK10.hvg20.cut4_47_29	0.0742430328209906
walK10.hvg20.cut4_47_30	0.0747191690055298
walK10.hvg20.cut4_47_31	0.0717150416975805
walK10.hvg20.cut4_47_32	0.0726595824446814
walK10.hvg20.cut4_47_33	0.0762298515457606
walK10.hvg20.cut4_47_34	0.0760477013502965
walK10.hvg20.cut4_47_35	0.079053335680939
walK10.hvg20.cut4_47_36	0.0754124850088183
walK10.hvg20.cut4_47_37	0.0722218134884968
walK10.hvg20.cut4_47_38	0.070380776924457
walK10.hvg20.cut4_47_39	0.0667035990157481
walK10.hvg20.cut4_47_40	0.0636434510305652
walK10.hvg20.cut4_47_41	0.0655300723487826
walK10.hvg20.cut4_47_42	0.065768820812297
walK10.hvg20.cut4_47_43	0.0667656283629596
walK10.hvg20.cut4_47_44	0.0666299230590696
walK10.hvg20.cut4_47_45	0.0671078891594517
walK10.hvg20.cut4_47_46	0.0682424348381294
walK10.hvg20.cut4_47_47	0.0684347113774161
