NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	Details ...	410	0.58973974	2.661754	0.0	0.0	0.0	1789	tags=41%, list=13%, signal=46%	
GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	Details ...	83	0.70557314	2.622842	0.0	0.0	0.0	1749	tags=61%, list=13%, signal=70%	
DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	Details ...	356	0.5855466	2.615226	0.0	0.0	0.0	2170	tags=46%, list=16%, signal=53%	
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	Details ...	352	0.5799012	2.5788126	0.0	0.0	0.0	1789	tags=41%, list=13%, signal=46%	
RUBENSTEIN_SKELETAL_MUSCLE_ENDOTHELIAL_CELLS	RUBENSTEIN_SKELETAL_MUSCLE_ENDOTHELIAL_CELLS	Details ...	135	0.62591434	2.5090609	0.0	0.0	0.0	1838	tags=49%, list=13%, signal=56%	
DESCARTES_FETAL_EYE_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_EYE_VASCULAR_ENDOTHELIAL_CELLS	Details ...	69	0.6941487	2.5072792	0.0	0.0	0.0	1696	tags=61%, list=12%, signal=69%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES	Details ...	78	0.6754438	2.4855673	0.0	0.0	0.0	2095	tags=55%, list=15%, signal=65%	
FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_1	FAN_EMBRYONIC_CTX_BRAIN_ENDOTHELIAL_1	Details ...	410	0.52975124	2.3899226	0.0	0.0	0.0	2214	tags=41%, list=16%, signal=48%	
CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	Details ...	137	0.5702128	2.2986095	0.0	3.818701E-5	4.0E-4	2090	tags=45%, list=15%, signal=52%	
DESCARTES_MAIN_FETAL_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_MAIN_FETAL_VASCULAR_ENDOTHELIAL_CELLS	Details ...	28	0.7430109	2.2231865	0.0	6.1676314E-4	0.007	1042	tags=50%, list=8%, signal=54%	
HAY_BONE_MARROW_PLASMA_CELL	HAY_BONE_MARROW_PLASMA_CELL	Details ...	71	0.61466205	2.2213678	0.0	5.9190416E-4	0.0074	2026	tags=51%, list=15%, signal=59%	
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Details ...	200	0.5291173	2.214211	0.0	6.140569E-4	0.0084	5239	tags=78%, list=38%, signal=123%	
WONG_MITOCHONDRIA_GENE_MODULE	WONG_MITOCHONDRIA_GENE_MODULE	Details ...	210	0.5205999	2.2068207	0.0	7.6466944E-4	0.0114	4039	tags=58%, list=29%, signal=81%	
FAN_OVARY_CL7_ANGEIOGENIC_ENDOTHELIAL_CELL	FAN_OVARY_CL7_ANGEIOGENIC_ENDOTHELIAL_CELL	Details ...	251	0.50909775	2.190395	0.0	9.672405E-4	0.0156	2170	tags=34%, list=16%, signal=40%	
REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	REACTOME_ER_TO_GOLGI_ANTEROGRADE_TRANSPORT	Details ...	141	0.542288	2.1850934	0.0	0.0010398272	0.018	3222	tags=47%, list=23%, signal=60%	
DESCARTES_FETAL_ADRENAL_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_ADRENAL_VASCULAR_ENDOTHELIAL_CELLS	Details ...	83	0.58921933	2.1788597	0.0	0.0010925949	0.0202	1263	tags=43%, list=9%, signal=47%	
BOQUEST_STEM_CELL_DN	BOQUEST_STEM_CELL_DN	Details ...	187	0.5210488	2.1739051	0.0	0.0011794993	0.0232	2448	tags=43%, list=18%, signal=51%	
DESCARTES_FETAL_STOMACH_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_STOMACH_VASCULAR_ENDOTHELIAL_CELLS	Details ...	20	0.7832269	2.1708822	0.0	0.0012471033	0.0258	1180	tags=70%, list=9%, signal=76%	
GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX	GOCC_ENDOPLASMIC_RETICULUM_PROTEIN_CONTAINING_COMPLEX	Details ...	118	0.5469417	2.1488738	0.0	0.0020827716	0.045	4414	tags=64%, list=32%, signal=94%	
GOBP_RESPONSE_TO_SALT_STRESS	GOBP_RESPONSE_TO_SALT_STRESS	Details ...	20	0.7760433	2.1461298	0.0	0.0020557472	0.0468	36	tags=20%, list=0%, signal=20%	
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE		89	0.56898105	2.1321733	0.0	0.0026425559	0.0626	2580	tags=47%, list=19%, signal=58%	
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP	TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP		70	0.58595294	2.1179342	0.0	0.0035111879	0.0862	2870	tags=53%, list=21%, signal=66%	
GOMF_PEPTIDE_ANTIGEN_BINDING	GOMF_PEPTIDE_ANTIGEN_BINDING		22	0.74123454	2.1067538	0.0	0.0041334755	0.1048	1730	tags=55%, list=12%, signal=62%	
SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE	SHAFFER_IRF4_TARGETS_IN_PLASMA_CELL_VS_MATURE_B_LYMPHOCYTE		60	0.59903806	2.1048756	0.0	0.0041752113	0.1106	2381	tags=42%, list=17%, signal=50%	
AIZARANI_LIVER_C8_RESIDENT_B_CELLS_1	AIZARANI_LIVER_C8_RESIDENT_B_CELLS_1		24	0.7246575	2.1024778	0.0	0.0041109757	0.1136	1906	tags=67%, list=14%, signal=77%	
GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX	GOCC_MITOCHONDRIAL_PROTEIN_CONTAINING_COMPLEX		287	0.48025522	2.1011395	0.0	0.0040848986	0.1172	5239	tags=69%, list=38%, signal=108%	
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT		64	0.5856839	2.0788658	0.0	0.0060085454	0.1748	3589	tags=61%, list=26%, signal=82%	
GOBP_MITOCHONDRIAL_TRANSLATION	GOBP_MITOCHONDRIAL_TRANSLATION		132	0.5191805	2.073515	0.0	0.00641234	0.1926	5943	tags=80%, list=43%, signal=138%	
GOBP_MITOCHONDRIAL_GENE_EXPRESSION	GOBP_MITOCHONDRIAL_GENE_EXPRESSION		164	0.5054075	2.0721002	0.0	0.0063916766	0.1986	5393	tags=69%, list=39%, signal=111%	
DESCARTES_FETAL_MUSCLE_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_MUSCLE_VASCULAR_ENDOTHELIAL_CELLS		47	0.6204674	2.0677648	3.271181E-4	0.006652282	0.212	1042	tags=34%, list=8%, signal=37%	
DESCARTES_FETAL_INTESTINE_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_INTESTINE_VASCULAR_ENDOTHELIAL_CELLS		29	0.6862559	2.0658693	0.0	0.0066921148	0.2194	1042	tags=48%, list=8%, signal=52%	
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT		90	0.5449743	2.0594285	0.0	0.007259321	0.2414	3191	tags=44%, list=23%, signal=57%	
REACTOME_MITOCHONDRIAL_TRANSLATION	REACTOME_MITOCHONDRIAL_TRANSLATION		94	0.5397937	2.0567887	0.0	0.0073302053	0.2498	5587	tags=79%, list=40%, signal=131%	
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP		61	0.5842837	2.056452	0.0	0.0071551525	0.2508	4389	tags=70%, list=32%, signal=103%	
DESCARTES_FETAL_PANCREAS_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_PANCREAS_VASCULAR_ENDOTHELIAL_CELLS		31	0.6663911	2.0510318	3.3613446E-4	0.007611516	0.2698	2298	tags=58%, list=17%, signal=69%	
