NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
ARX	1	ARX	
ONECUT3	1	ONECUT3	
EGFL6	1	EGFL6	
ONECUT2	1	ONECUT2	
NXPH4	1	NXPH4	
ADRA1D	1	ADRA1D	
NMS	1	NMS	
MIR124-2HG	1	MIR124-2HG	
LHX1	1	LHX1	
TRH	1	TRH	
ZIC2	1	ZIC2	
GABRA1	1	GABRA1	
GAD2	1	GAD2	
GRM1	1	GRM1	
SLC6A7	1	SLC6A7	
CTXN3	1	CTXN3	
PCP4L1	1	PCP4L1	
ZIC3	1	ZIC3	
POU6F2	1	POU6F2	
ZMAT4	1	ZMAT4	
DLX6	1	DLX6	
DUSP4	1	DUSP4	
SYT2	1	SYT2	
GPR83	1	GPR83	
ELFN1	1	ELFN1	
SHD	1	SHD	
GAD1	1	GAD1	
DLX5	1	DLX5	
GABRB2	1	GABRB2	
DLX1	1	DLX1	
CBLN2	1	CBLN2	
FOXG1	1	FOXG1	
KCNF1	1	KCNF1	
SLC32A1	1	SLC32A1	
HS3ST2	1	HS3ST2	
SP9	1	SP9	
TRPC3	1	TRPC3	
RGS8	1	RGS8	
CLEC4G	1	CLEC4G	
TENM2	1	TENM2	
PLCH1	1	PLCH1	
CACNA1G	1	CACNA1G	
ZNF385D	1	ZNF385D	
VAX1	1	VAX1	
SLC7A3	1	SLC7A3	
ZIC4	1	ZIC4	
PRKCG	1	PRKCG	
HTR7	1	HTR7	
LGI2	1	LGI2	
LHX6	1	LHX6	
RFPL2	1	RFPL2	
NRN1	1	NRN1	
CPLX1	1	CPLX1	
LHX1-DT	1	LHX1-DT	
LHX8	1	LHX8	
TCERG1L	1	TCERG1L	
SOSTDC1	1	SOSTDC1	
NETO2	1	NETO2	
SLC35F4	1	SLC35F4	
OTOF	1	OTOF	
SV2B	1	SV2B	
NDST3	1	NDST3	
SYT1	1	SYT1	
DLX2	1	DLX2	
IGLON5	1	IGLON5	
SIM1	1	SIM1	
SMIM17	1	SMIM17	
NPAS1	1	NPAS1	
NRIP3	1	NRIP3	
SNCB	1	SNCB	
ADAM11	1	ADAM11	
C11orf87	1	C11orf87	
TACR1	1	TACR1	
RPH3A	1	RPH3A	
KLK10	1	KLK10	
DLX6-AS1	1	DLX6-AS1	
VSNL1	1	VSNL1	
STAC2	1	STAC2	
NTS	1	NTS	
CHRM2	1	CHRM2	
NELL1	1	NELL1	
PYDC1	1	PYDC1	
CRYGD	1	CRYGD	
CREG2	1	CREG2	
MGAT5B	1	MGAT5B	
CNR1	1	CNR1	
HTR1D	1	HTR1D	
UNCX	1	UNCX	
VWC2	1	VWC2	
ASIC2	1	ASIC2	
WNT10B	1	WNT10B	
GRM4	1	GRM4	
LINC01497	1	LINC01497	
ANK1	1	ANK1	
RBFOX3	1	RBFOX3	
MPPED1	1	MPPED1	
ABCG4	1	ABCG4	
BCL11A	1	BCL11A	
LRRC55	1	LRRC55	
TUNAR	1	TUNAR	
KCTD16	1	KCTD16	
ZIC1	1	ZIC1	
CRABP1	1	CRABP1	
TAC3	1	TAC3	
GPR26	1	GPR26	
HCRT	1	HCRT	
PNOC	1	PNOC	
SHH	1	SHH	
SPTSSB	1	SPTSSB	
PCDH20	1	PCDH20	
LYPD6B	1	LYPD6B	
C1QL2	1	C1QL2	
ASIC4	1	ASIC4	
LINC02223	1	LINC02223	
KISS1R	1	KISS1R	
LINC01551	1	LINC01551	
GPR12	1	GPR12	
SH2D5	1	SH2D5	
WFDC2	1	WFDC2	
EBF1	1	EBF1	
SERPINF1	1	SERPINF1	
B3GALT2	1	B3GALT2	
LRTM2	1	LRTM2	
LINC02192	1	LINC02192	
LINC01122	1	LINC01122	
NPTX1	1	NPTX1	
DDC	1	DDC	
SLC26A8	1	SLC26A8	
VIP	1	VIP	
SCN1A	1	SCN1A	
SLIT1	1	SLIT1	
KCNT1	1	KCNT1	
SEZ6	1	SEZ6	
CENPE	1	CENPE	
SERTM1	1	SERTM1	
ELAVL2	1	ELAVL2	
MINAR1	1	MINAR1	
GFRA2	1	GFRA2	
SLC1A6	1	SLC1A6	
SLC27A2	1	SLC27A2	
NETO1	1	NETO1	
SNAP25	1	SNAP25	
LHX5	1	LHX5	
SDR16C5	1	SDR16C5	
MARCHF11	1	MARCH11	
GALNTL6	1	GALNTL6	
TRHDE	1	TRHDE	
ZNF804A	1	ZNF804A	
GLS2	1	GLS2	
TMEM275	1	TMEM275	
CACNA1I	1	CACNA1I	
PLCXD2	1	PLCXD2	
GPR22	1	GPR22	
CALB1	1	CALB1	
LGR5	1	LGR5	
SLC8A1	1	SLC8A1	
SYNDIG1L	1	SYNDIG1L	
N4BP3	1	N4BP3	
INSYN1-AS1	1	INSYN1-AS1	
INSYN1	1	INSYN1	
C10orf82	1	C10orf82	
EPHA5	1	EPHA5	
THSD7B	1	THSD7B	
NRXN3	1	NRXN3	
LINC01234	1	LINC01234	
LAMB3	1	LAMB3	
RAB26	1	RAB26	
PDE4A	1	PDE4A	
PCDH11X	1	PCDH11X	
TNFSF9	1	TNFSF9	
INSM1	1	INSM1	
VSTM2L	1	VSTM2L	
PPARGC1A	1	PPARGC1A	
FNDC5	1	FNDC5	
ESRRG	1	ESRRG	
KCNA1	1	KCNA1	
NPFFR1	1	NPFFR1	
KCNH6	1	KCNH6	
PABPC1L2B	1	PABPC1L2B	
ATP2B2	1	ATP2B2	
PCDH19	1	PCDH19	
F12	1	F12	
DCC	1	DCC	
ENTREP2	1	FAM189A1	
PDE11A	1	PDE11A	
FGF9	1	FGF9	
F2RL2	1	F2RL2	
HAPLN4	1	HAPLN4	
VSTM5	1	VSTM5	
HUNK	1	HUNK	
COL11A1	1	COL11A1	
THBD	1	THBD	
PDE1B	1	PDE1B	
KCNMB2	1	KCNMB2	
ASGR1	1	ASGR1	
SYNPR	1	SYNPR	
SCRT1	1	SCRT1	
MTUS2	1	MTUS2	
SCAI	1	SCAI	
TFR2	1	TFR2	
GRIN2D	1	GRIN2D	
STAR	1	STAR	
KIRREL3	1	KIRREL3	
TRIM7	1	TRIM7	
SAMD10	1	SAMD10	
COL26A1	1	COL26A1	
FADS6	1	FADS6	
SLC18A2	1	SLC18A2	
SLC9A5	1	SLC9A5	
SLC6A1	1	SLC6A1	
RIMKLA	1	RIMKLA	
VAMP1	1	VAMP1	
CPLX2	1	CPLX2	
HAR1A	1	HAR1A	
MRAP2	1	MRAP2	
GRM3	1	GRM3	
CRIP3	1	CRIP3	
FRAS1	1	FRAS1	
KCNK9	1	KCNK9	
GAL3ST3	1	GAL3ST3	
SLITRK3	1	SLITRK3	
RNF152	1	RNF152	
LINC01322	1	LINC01322	
EPS8L2	1	EPS8L2	
SAMD5	1	SAMD5	
TRHDE-AS1	1	TRHDE-AS1	
TAFA2	1	TAFA2	
VSTM2A	1	VSTM2A	
CHRNA3	1	CHRNA3	
CEACAM21	1	CEACAM21	
CABP7	1	CABP7	
CABLES2	1	CABLES2	
GALR1	1	GALR1	
SCN8A	1	SCN8A	
ANKRD55	1	ANKRD55	
ISM1	1	ISM1	
CLEC2L	1	CLEC2L	
GCNT2	1	GCNT2	
KCNC1	1	KCNC1	
TNNT1	1	TNNT1	
ISLR2	1	ISLR2	
DIRAS2	1	DIRAS2	
NRN1L	1	NRN1L	
CLIC5	1	CLIC5	
PRRT4	1	PRRT4	
FLRT3	1	FLRT3	
SLC12A5	1	SLC12A5	
CCNO	1	CCNO	
HPCA	1	HPCA	
HTR2C	1	HTR2C	
INHBA-AS1	1	INHBA-AS1	
HHIP-AS1	1	HHIP-AS1	
RFLNA	1	RFLNA	
ELMOD1	1	ELMOD1	
PRDM12	1	PRDM12	
CFC1	1	CFC1	
VWA5B2	1	VWA5B2	
ST6GALNAC5	1	ST6GALNAC5	
ZIC5	1	ZIC5	
MYOZ3	1	MYOZ3	
KCNG1	1	KCNG1	
SRRM4	1	SRRM4	
CHRM3	1	CHRM3	
SEMA3D	1	SEMA3D	
DNAJC27	1	DNAJC27	
NRIP2	1	NRIP2	
BCL11B	1	BCL11B	
PITPNM3	1	PITPNM3	
RASGRF1	1	RASGRF1	
KHDRBS2	1	KHDRBS2	
HCN4	1	HCN4	
RAB27B	1	RAB27B	
LSM11	1	LSM11	
SLITRK4	1	SLITRK4	
SV2A	1	SV2A	
BEND4	1	BEND4	
SLC16A6	1	SLC16A6	
CACNG3	1	CACNG3	
KCNS2	1	KCNS2	
SBK1	1	SBK1	
STK32B	1	STK32B	
CACNA2D2	1	CACNA2D2	
CDH24	1	CDH24	
CDH18	1	CDH18	
SFRP5	1	SFRP5	
TMEM74B	1	TMEM74B	
NXPH2	1	NXPH2	
SYN2	1	SYN2	
CHRNA4	1	CHRNA4	
SYNE4	1	SYNE4	
CDH7	1	CDH7	
ELFN2	1	ELFN2	
MATK	1	MATK	
GOT1	1	GOT1	
HECW1	1	HECW1	
CACNG7	1	CACNG7	
ADCY1	1	ADCY1	
VSTM2B	1	VSTM2B	
MIR124-1HG	1	LINC00599	
GUCY1B1	1	GUCY1B1	
RAB37	1	RAB37	
ADARB1	1	ADARB1	
CD83	1	CD83	
VAX2	1	VAX2	
DCAF12L2	1	DCAF12L2	
ST8SIA5	1	ST8SIA5	
BMPER	1	BMPER	
DOC2B	1	DOC2B	
MAP7D2	1	MAP7D2	
CYGB	1	CYGB	
ITGA8	1	ITGA8	
ZFHX3	1	ZFHX3	
RARB	1	RARB	
GRIP2	1	GRIP2	
SLC35F3	1	SLC35F3	
INSYN2A	1	INSYN2A	
KCNAB2	1	KCNAB2	
CHAC1	1	CHAC1	
TENM1	1	TENM1	
EFNA3	1	EFNA3	
RGS7BP	1	RGS7BP	
OXTR	1	OXTR	
HOOK1	1	HOOK1	
SCN2A	1	SCN2A	
RBFOX1	1	RBFOX1	
ACTL6B	1	ACTL6B	
FGF12	1	FGF12	
SNX32	1	SNX32	
C3orf80	1	C3orf80	
SPHKAP	1	SPHKAP	
HCN3	1	HCN3	
MEIS2	1	MEIS2	
CDH4	1	CDH4	
TDRD5	1	TDRD5	
LIN7A	1	LIN7A	
DIRAS1	1	DIRAS1	
IFITM10	1	IFITM10	
SLC6A17	1	SLC6A17	
COCH	1	COCH	
CHRM5	1	CHRM5	
ALK	1	ALK	
ATP2B3	1	ATP2B3	
NEFM	1	NEFM	
LRRTM4	1	LRRTM4	
SRRM3	1	SRRM3	
STRC	1	STRC	
SLC24A3	1	SLC24A3	
SHROOM2	1	SHROOM2	
GRM5	1	GRM5	
TMEM121B	1	TMEM121B	
KIT	1	KIT	
FGF17	1	FGF17	
CNTN5	1	CNTN5	
PRKAG2-AS1	1	PRKAG2-AS1	
SHISA9	1	SHISA9	
ST8SIA6	1	ST8SIA6	
OPCML	1	OPCML	
CA10	1	CA10	
KCNK4	1	KCNK4	
PABPC1L2A	1	PABPC1L2A	
GPRIN2	1	GPRIN2	
NALF2	1	FAM155B	
VSTM2A-OT1	1	VSTM2A-OT1	
VWC2L	1	VWC2L	
GPR137C	1	GPR137C	
RAB3B	1	RAB3B	
KCNH5	1	KCNH5	
BICDL1	1	BICDL1	
HAS1	1	HAS1	
CACNG2	1	CACNG2	
CACNG8	1	CACNG8	
CHD5	1	CHD5	
CDON	1	CDON	
RIMS3	1	RIMS3	
LINGO2	1	LINGO2	
CHRNB2	1	CHRNB2	
PANK1	1	PANK1	
IGSF21	1	IGSF21	
PHF24	1	PHF24	
FOXO6	1	FOXO6	
DNM1	1	DNM1	
LNX1	1	LNX1	
SERTAD4	1	SERTAD4	
UBASH3B	1	UBASH3B	
CDH8	1	CDH8	
CPNE9	1	CPNE9	
ZBED9	1	ZBED9	
ANKRD24	1	ANKRD24	
ASXL3	1	ASXL3	
STAC	1	STAC	
RFPL1S	1	RFPL1S	
HTR5A	1	HTR5A	
ZFPM2	1	ZFPM2	
PNMA8B	1	PNMA8B	
CNTN4	1	CNTN4	
C2orf80	1	C2orf80	
MN1	1	MN1	
IQSEC3	1	IQSEC3	
AFF2	1	AFF2	
MYO15A	1	MYO15A	
NAP1L2	1	NAP1L2	
KCNC3	1	KCNC3	
ASIC1	1	ASIC1	
RALYL	1	RALYL	
MYT1L	1	MYT1L	
HS6ST2	1	HS6ST2	
LINC00865	1	LINC00865	
TBC1D30	1	TBC1D30	
TRADD	1	TRADD	
PIK3R3	1	PIK3R3	
GRIK3	1	GRIK3	
RSKR	1	RSKR	
GABBR2	1	GABBR2	
DNM3	1	DNM3	
LINC01106	1	LINC01106	
SMPD3	1	SMPD3	
RPRM	1	RPRM	
TMEM132C	1	TMEM132C	
