Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value
ENSG00000069431,ABCC9,0.17923632913527185,-0.5688412697159413,0.000000000000000000000000000000000000000000000000000000000000000000000000012218476726258746,0.4680623009334624,1.3380917048400738,0,0.08959991739563916,-1.7428997914975692,0,0.11583947457324088,-1.2473974333043218,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004595494205873411,0.669445725195432,1.5682861749609671,0,0.23927610998183896,-0.07644847933054555,0.10017107543114434,0.27874091389413586,0.1546494547258248,0.011214248339385134,0.14667977445833238,-0.81157257867345,0.00000000000000000000000000000000000000000000000000001875260228072532,0.2493554398570632,-0.0074706641421238285,0.9821375945307995
ENSG00000123612,ACVR1C,0.5755845627311674,0.02979543459188716,0.26833361425218033,0.30099916325767273,-1.103840986596322,0,1.2068210263950299,1.6904440376803134,0,0.35882407814503897,-0.7458276393307464,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008537390156143949,0.25473829163244904,-1.1987409633012942,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010900783795600507,0.3766576496824259,-0.6202979665705372,0.000000000000000000000000000000000000000000000011612498109509792,0.2302859521598506,-1.325789723649121,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005676173216606294,0.3376431672647842,-0.7779754985058331,0.0000000000000000000000000000000000000000000000000000000000004283493762636393,0.31049547559124696,-0.8665545340319577,0.00000000017692412778324288
ENSG00000151388,ADAMTS12,0.031356009080824115,0.11837639440287173,0.14332721948902427,0.02082798539384845,-0.614484544046717,0.0000000000000006317381875828427,0.022595734474306003,-0.4701636574133481,0.0000000004452121110225417,0.03055425580585483,0.07189932568233814,0.40227027284021577,0.025725167001767926,-0.19227051372513326,0.1619384995871457,0.023614490679778,-0.32485617970990166,0.013698121730937027,0.15210861699061715,2.609320416509043,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011266512333358525,0.019267258509357222,-0.6237678940073916,0.00002680705619199339,0.021578836141476623,-0.369456214410679,0.3815737993624863
ENSG00000145536,ADAMTS16,0.013918756506174402,0.7544285031454914,0.00000001105951151230622,0.006442399700030452,-0.6359413314086018,0.0000031038567347531826,0.010626706807223121,0.27794406277938144,0.026167316855553045,0.004290350910120033,-1.2121619440854818,0.00000000001858592415954367,0.014932424524014717,0.7663545181260938,0.00019561970830453523,0.009524076351512674,0.07012222453192685,0.7732446578065735,0.010740017291619929,0.26195727424541015,0.38299366782623984,0.006681388031470649,-0.4542388709784131,0.09084958818230882,0.009590593840656277,0.22594906135404802,0.7777472513243998
ENSG00000156140,ADAMTS3,0.032701316401123504,0.2711390401773528,0.00031292564396775936,0.028258707775133573,0.01491779712788599,0.8416065826222773,0.026548123672781972,-0.10122476392372803,0.14753918745836547,0.023944796295669913,-0.2619224287653825,0.0018990334784310856,0.024246709128103103,-0.21438408752252514,0.10411866203847082,0.02765896145918749,-0.01579390091518995,0.908566222839075,0.04970380095424107,0.8717276999504859,0.00000000011134803646032543,0.021131831913488566,-0.41961757772327246,0.002414384318705448,0.0311694299821329,0.20532597187056467,0.6130345459314344
ENSG00000197381,ADARB1,0.26709524566867016,-0.8867953118009626,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003411141898392775,0.28460032765759524,-0.8383942458845756,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000422125,0.7326834693401204,0.9719018294118955,0,0.5694571167459319,0.38332877170746205,0.000000000000000000000000000000000000000000000000000000004105964337967148,0.4911437056314543,0.11324104756727316,0.002808042460817009,0.3932269331980712,-0.22827152697419928,0.0000000004942946502445602,0.28723302058983535,-0.6857372823263852,0.000000000000000000000000000000000000001452981169245885,0.4370870821517892,-0.06527811448554433,0.1091367101518609,0.4915179343336342,0.1098946577732054,0.2852303195660641
ENSG00000141433,ADCYAP1,0.28949978681057914,-0.5535064546758577,0.00000000000000000000000000000000000000000000000000000000000000000000000000004251940025694888,0.20875571300723675,-1.1453941904810367,0,0.23677048500304146,-0.9328129298010899,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009131980704557664,1.296903506871284,2.3931451415471696,0,0.2377360260853036,-0.794748571997693,0.0000000000000000000000000000000000000000000000000000000000963928728334747,0.3265583987374825,-0.3201419634471927,0.0000000000006576237391489756,0.10115597681642027,-2.027007600994377,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016091822887748285,0.3308063981163026,-0.29733349878404525,0.0000000007840120576358852,0.22657777948550456,-0.8274740584662075,0.000000006442210200980467
ENSG00000120907,ADRA1A,0.7545104363309857,0.20965306539154166,0.000000000000000000000016468864298491913,0.944397228754464,0.6907304164710413,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000025,0.5237661421791691,-0.4449427690825718,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006902432946316303,0.45286393187766993,-0.6426813337440287,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015236185374434246,0.4810901920905335,-0.5011735237951542,0.000000000000000000000000000000000000000000009528801994188155,0.7623175085190212,0.20174211612623855,0.00000000016185314690673244,0.20231195363284055,-1.7603050492213572,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016999843254287967,0.8378149829230173,0.3451811031943486,0.0000000000000000000000010482361975857984,0.4675414497319935,-0.5189665423062544,0.0000008662564146637501
ENSG00000170214,ADRA1B,0.059348749860899774,-0.7780374002024684,0.00000000000000000000000000000000000000000000000008314266505945635,0.060617124450286525,-0.795597026753625,0.000000000000000000000000000000000000000000000000000000000000000000030587120337249305,0.17148148984708467,1.255369937779395,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006369558872926988,0.0638334642167859,-0.6490355103548193,0.000000000000000000000000000000010760919138462287,0.13099136760670335,0.5023398671015413,0.0000000000017722053281575616,0.09550169711379831,0.013205653584259291,0.869425905745509,0.10015690544045562,0.08547355600958761,0.3933985551477795,0.06681388031470649,-0.5262908415967771,0.0000000013141894135393886,0.09950241109680888,0.0859407436476558,0.6948569167416045
ENSG00000159723,AGRP,0.011590339990271621,-2.0605962670718334,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022875326849048989,0.014348981150067825,-1.826896493058272,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030168922245420886,0.13952679604431198,3.384896441413828,0,0.011363632140317924,-2.0661721004120954,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015171655070831414,0.010792742477753211,-2.020325559549101,0.00000000000000000000000000000000000000000003989506672815253,0.014742748324944276,-1.5772690424859457,0.0000000000000000000000000000000000051380696623788325,0.019981427519292893,-1.0956394365539666,0.000000000004737838634437299,0.016781160637182095,-1.3751636802002798,0.00000000000000000000000028733482029435353,0.011988242300820346,-1.6949858720089974,0.000015633475614446594
