Barcode,Cluster
aaaangie-1,9
aaabebma-1,4
aaabjjje-1,9
aaablaee-1,2
aaaboomc-1,5
aaaecifk-1,2
aaaehamd-1,9
aaafaede-1,5
aaafoeka-1,2
aaagbfkc-1,5
aaahjigg-1,6
aaaicamo-1,11
aaaknkin-1,6
aaamiikk-1,5
aaanhdni-1,6
aaaniojk-1,11
aaaoopni-1,6
aaapaabd-1,2
aaapggob-1,15
aabhcogi-1,5
aabindad-1,4
aabjekdk-1,5
aabjfbho-1,2
aabjpadf-1,5
aabkanch-1,5
aablenid-1,11
aabmdhof-1,9
aabnfghl-1,5
aacadake-1,5
aacaofnc-1,5
aacbcmfc-1,15
aacbdckn-1,11
aacbfbkm-1,2
aacbjiph-1,5
aaccjljl-1,5
aacdgpob-1,9
aacecjib-1,2
aaceobml-1,8
aacfglbh-1,5
aacgefmg-1,4
aaciopbn-1,6
aackcnoj-1,2
aacklpom-1,4
aaclbcjg-1,9
aacmkknn-1,11
aacodmoc-1,5
aacpaffm-1,15
aacpkieh-1,4
aadacpof-1,5
aadakkce-1,5
aaddjlbm-1,4
aadfhlog-1,15
aadgdapg-1,16
aadgfpjb-1,9
aadhkfeh-1,15
aadhpbkk-1,11
aadilcio-1,11
aadiopgg-1,16
aadjjlok-1,15
aadmflib-1,5
aadnkckc-1,17
aadnmjlg-1,16
aadnmppb-1,5
aaebjobf-1,17
aaecficc-1,15
aaedbopn-1,16
aaeelceo-1,9
aaeflpgo-1,11
aaefojff-1,3
aaegcmnc-1,11
aaeigiod-1,13
aaeihfgb-1,11
aaeijhmi-1,15
aaejfpde-1,2
aaeklojj-1,2
aaekmlbb-1,9
aaemddpe-1,17
aaeokmnp-1,15
aafagdck-1,5
aafanjli-1,9
aafccceb-1,5
aafcpgjb-1,26
aafcpici-1,15
aafdpecl-1,6
aafejnld-1,5
aafgallm-1,5
aafhjpcj-1,3
aafhmnoj-1,4
aafjeljc-1,5
aafjijhp-1,5
aafkcbob-1,5
aafpgkjf-1,9
aagbdegm-1,5
aagbkgap-1,9
aagdkiak-1,5
aageahcc-1,11
aagfnobb-1,2
aaggegoa-1,5
aaggmnfo-1,5
aaghamhg-1,4
aaghlbea-1,4
aagielec-1,5
aagjbemb-1,5
aaglchnk-1,5
aaglobjf-1,4
aagmibma-1,5
aagnoeif-1,5
aagobhli-1,16
aagpgjia-1,4
aagpgnfe-1,5
aahabpmm-1,13
aahbiefa-1,19
aahbkjmm-1,24
aahceemh-1,19
aahckido-1,9
aahdeppp-1,19
aahfdmfk-1,19
aahfgcip-1,3
aahfjlbh-1,19
aahgfdpd-1,24
aahifkgm-1,19
aahioggl-1,19
aahmkkpm-1,19
aahnoeoo-1,10
aahoddjh-1,19
aahoefbe-1,10
aahpkekb-1,24
aaiablgk-1,19
aaiaijgc-1,19
aaiaoddd-1,12
aaibkelm-1,5
aaibkjni-1,5
aaibljna-1,5
aaicjfam-1,19
aaicpphg-1,24
aaidfcab-1,19
aaidffmo-1,24
aaighmif-1,24
aaihkmci-1,24
aaijmadk-1,19
aaikhlig-1,19
aailobcj-1,10
aailoekc-1,24
aaiojcnn-1,24
aaiomdcn-1,24
aajaegoo-1,4
aajaelhn-1,10
aajafjil-1,10
aajapook-1,3
aajbdcbk-1,5
aajbiale-1,11
aajblefc-1,3
aajcabki-1,5
aajcaoaa-1,5
