NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SLC47A2	1	SLC47A2	
CAPS	1	CAPS	
CYP4F3	1	CYP4F3	
SERPINA3	1	SERPINA3	
CHI3L2	1	CHI3L2	
CFAP157	1	CFAP157	
CYP4F12	1	CYP4F12	
WDR38	1	WDR38	
ANXA1	1	ANXA1	
APLNR	1	APLNR	
CP	1	CP	
CD44	1	CD44	
FLNC	1	FLNC	
ODF3B	1	ODF3B	
LINC01094	1	LINC01094	
IP6K3	1	IP6K3	
FAM216B	1	FAM216B	
LINC00836	1	LINC00836	
ECM2	1	ECM2	
C6orf118	1	C6orf118	
HOATZ	1	C11orf88	
RIBC1	1	RIBC1	
SBSPON	1	SBSPON	
FOXJ1	1	FOXJ1	
GALNT15	1	GALNT15	
ADM	1	ADM	
FAM183A	1	FAM183A	
DRAXIN	1	DRAXIN	
FAM81B	1	FAM81B	
F5	1	F5	
ENTPD2	1	ENTPD2	
FOS	1	FOS	
PPP1R13L	1	PPP1R13L	
CFAP299	1	CFAP299	
TEKT1	1	TEKT1	
COL21A1	1	COL21A1	
ZFP36	1	ZFP36	
TJP2	1	TJP2	
COL8A1	1	COL8A1	
GPD1	1	GPD1	
SLC7A2	1	SLC7A2	
EXPH5	1	EXPH5	
CLXN	1	EFCAB1	
TNC	1	TNC	
CFAP73	1	CFAP73	
ADAMTSL3	1	ADAMTSL3	
CGA	1	CGA	
GSDMC	1	GSDMC	
MASP1	1	MASP1	
SLC14A1	1	SLC14A1	
C10orf105	1	C10orf105	
CCN1	1	CCN1	
MYLK3	1	MYLK3	
CCDC78	1	CCDC78	
S1PR3	1	S1PR3	
AEBP1	1	AEBP1	
CFAP300	1	CFAP300	
ID3	1	ID3	
CFAP126	1	CFAP126	
RPE65	1	RPE65	
RGL3	1	RGL3	
PADI2	1	PADI2	
LRRC46	1	LRRC46	
EFHB	1	EFHB	
ITGB4	1	ITGB4	
SFRP2	1	SFRP2	
LTF	1	LTF	
BARX2	1	BARX2	
TTN	1	TTN	
SPON2	1	SPON2	
ARMC3	1	ARMC3	
TGIF1	1	TGIF1	
C1orf87	1	C1orf87	
TXLNB	1	TXLNB	
HSPB8	1	HSPB8	
CYP4F11	1	CYP4F11	
GFAP	1	GFAP	
NEAT1	1	NEAT1	
SERPINA5	1	SERPINA5	
ODAD2	1	ARMC4	
CRISPLD1	1	CRISPLD1	
TTC29	1	TTC29	
DUSP1	1	DUSP1	
VWA3B	1	VWA3B	
COL24A1	1	COL24A1	
ABI3BP	1	ABI3BP	
LCAT	1	LCAT	
LRRIQ1	1	LRRIQ1	
SLC16A9	1	SLC16A9	
CFAP43	1	CFAP43	
DAO	1	DAO	
ROPN1L	1	ROPN1L	
SNED1	1	SNED1	
CXCL2	1	CXCL2	
RGS1	1	RGS1	
NFIA-AS2	1	NFIA-AS2	
CFAP77	1	CFAP77	
ID1	1	ID1	
CCL2	1	CCL2	
SSPN	1	SSPN	
ART3	1	ART3	
AQP4-AS1	1	AQP4-AS1	
CTSH	1	CTSH	
PFKFB2	1	PFKFB2	
SMAD9	1	SMAD9	
MYO5C	1	MYO5C	
DYDC2	1	DYDC2	
CCDC163	1	CCDC163	
NKX6-1	1	NKX6-1	
HK2	1	HK2	
WWTR1	1	WWTR1	
SAPCD1	1	SAPCD1	
SCGB1D2	1	SCGB1D2	
LPAR4	1	LPAR4	
EMP3	1	EMP3	
PI16	1	PI16	
GFPT2	1	GFPT2	
FREM1	1	FREM1	
TMC1	1	TMC1	
METTL7B	1	METTL7B	
CCL4	1	CCL4	
EMP1	1	EMP1	
CCDC89	1	CCDC89	
CD99	1	CD99	
ZFP36L1	1	ZFP36L1	
MSX1	1	MSX1	
AHNAK	1	AHNAK	
IL18	1	IL18	
ACADL	1	ACADL	
C2orf88	1	C2orf88	
RFX2	1	RFX2	
PLCD3	1	PLCD3	
C1QL4	1	C1QL4	
CHST6	1	CHST6	
SLC16A4	1	SLC16A4	
GADD45B	1	GADD45B	
BBOX1	1	BBOX1	
ACSM5	1	ACSM5	
DYNLRB2	1	DYNLRB2	
EZR	1	EZR	
CFAP97D2	1	CFAP97D2	
S100A2	1	S100A2	
ADGB	1	ADGB	
FXYD3	1	FXYD3	
SLC2A5	1	SLC2A5	
C7orf57	1	C7orf57	
CFAP70	1	CFAP70	
FZD7	1	FZD7	
DNAAF3	1	DNAAF3	
JUNB	1	JUNB	
NES	1	NES	
CFAP54	1	CFAP54	
RIBC2	1	RIBC2	
PMP2	1	PMP2	
SPX	1	SPX	
CALML4	1	CALML4	
GLIS3	1	GLIS3	
SEMA3B	1	SEMA3B	
STEAP3	1	STEAP3	
C1S	1	C1S	
KIF19	1	KIF19	
SERPINI2	1	SERPINI2	
CHST3	1	CHST3	
SLFN11	1	SLFN11	
HLA-DRA	1	HLA-DRA	
FCGR1BP	1	FCGR1B	
EFEMP1	1	EFEMP1	
PSTPIP1	1	PSTPIP1	
EMX2OS	1	EMX2OS	
MNS1	1	MNS1	
C3	1	C3	
AQP4	1	AQP4	
USH1C	1	USH1C	
SLC16A11	1	SLC16A11	
DNAJC22	1	DNAJC22	
CCDC69	1	CCDC69	
LCN12	1	LCN12	
NDNF	1	NDNF	
LINC01088	1	LINC01088	
LTBP1	1	LTBP1	
NWD1	1	NWD1	
TUBA1C	1	TUBA1C	
CDCA7	1	CDCA7	
SPAG6	1	SPAG6	
HVCN1	1	HVCN1	
MDFIC	1	MDFIC	
DRC3	1	DRC3	
LINC01411	1	LINC01411	
CAPSL	1	CAPSL	
PYGM	1	PYGM	
LOX	1	LOX	
HLA-E	1	HLA-E	
MMP14	1	MMP14	
HLA-DQA1	1	HLA-DQA1	
PRR11	1	PRR11	
CFI	1	CFI	
RFX4	1	RFX4	
TCF7	1	TCF7	
DDR2	1	DDR2	
PIFO	1	PIFO	
COL6A2	1	COL6A2	
TTR	1	TTR	
DAW1	1	DAW1	
SERPINA1	1	SERPINA1	
MYLK	1	MYLK	
ELN	1	ELN	
ITGA6	1	ITGA6	
GRAMD2B	1	GRAMD2B	
GJA1	1	GJA1	
AGT	1	AGT	
C3AR1	1	C3AR1	
CCDC8	1	CCDC8	
HLA-DMB	1	HLA-DMB	
PGGHG	1	PGGHG	
TREM2	1	TREM2	
PIRT	1	PIRT	
FAM83H	1	FAM83H	
CFAP276	1	C1orf194	
TRDN	1	TRDN	
BOC	1	BOC	
C1R	1	C1R	
ODAD3	1	CCDC151	
VIM	1	VIM	
CHST9	1	CHST9	
ASCL1	1	ASCL1	
PROB1	1	PROB1	
SLC24A4	1	SLC24A4	
PHKG1	1	PHKG1	
COL5A1	1	COL5A1	
HSPA2	1	HSPA2	
CD109	1	CD109	
MATN2	1	MATN2	
COL27A1	1	COL27A1	
OGFRL1	1	OGFRL1	
LRRC34	1	LRRC34	
HILPDA	1	HILPDA	
PLCD1	1	PLCD1	
CD58	1	CD58	
LRAT	1	LRAT	
MRAP	1	MRAP	
