Barcode,Cluster
aaabifpn-1,10
aaadilog-1,4
aaaigmbm-1,12
aaajahmi-1,2
aaakiogg-1,9
aaakjejg-1,1
aaakngkb-1,2
aaalejpj-1,2
aaalkjdc-1,2
aaalnmgj-1,5
aaamcffb-1,3
aaammaod-1,6
aabcbinh-1,4
aabdlkao-1,4
aabdniho-1,16
aabecekd-1,2
aabfancl-1,4
aabgebgl-1,16
aabhiiag-1,6
aabjkfcf-1,2
aabldbhi-1,5
aablmcmd-1,2
aabmdjae-1,7
aabnmcpm-1,6
aacaempp-1,2
aacbhhfe-1,10
aacblipf-1,3
aacbppbf-1,1
aacddihg-1,7
aacdkhgh-1,10
aacdkhog-1,9
aacdpobp-1,2
aacegogn-1,5
aacehoid-1,2
aacepclb-1,1
aacfjpfh-1,7
aacgjjah-1,5
aachclfb-1,10
aachfdnb-1,2
aachidef-1,2
aachjgmm-1,2
aacidfdm-1,10
aaciokgf-1,2
aacmchck-1,5
aacmohfn-1,18
aacmplce-1,4
aacnonmj-1,2
aacocign-1,10
aadafhda-1,4
aadaknhf-1,4
aadamgap-1,1
aadbahab-1,7
aadcbooh-1,2
aaddcaeb-1,3
aaddnfjn-1,2
aaddpkhg-1,10
aadepalf-1,6
aadfeiia-1,5
aadfhifi-1,10
aadghemp-1,7
aadhkakn-1,1
aadibleb-1,3
aadijhfg-1,16
aadilmpc-1,5
aadkaeam-1,4
aadohlnb-1,6
aadpbggp-1,2
aadpejip-1,6
aadpheec-1,5
aadpkjcb-1,2
aaeakkel-1,10
aaebanmg-1,5
aaecbnop-1,5
aaecjonh-1,5
aaedbdne-1,1
aaeefnjm-1,9
aaeegedm-1,9
aaefclno-1,2
aaegjoei-1,2
aaeiikik-1,2
aaelciom-1,3
aaemejke-1,2
aaemkmni-1,10
aaendfid-1,2
aaeojbmc-1,9
aaeplcdp-1,7
aafbbdlo-1,6
aafbhndp-1,9
aafbiacd-1,2
aafbkiam-1,2
aafdfggl-1,4
aafdolek-1,1
aafejomj-1,5
aafggflp-1,5
aafhkhlf-1,7
aafhoaka-1,5
aafhonji-1,5
aafilllc-1,9
aafjdaoi-1,6
aafndoab-1,5
aafobfkm-1,6
aafpfief-1,9
aagbjdhf-1,5
aagbopik-1,10
aagcelhh-1,7
aagdmbfb-1,12
aagdndal-1,5
aagflcnj-1,2
aagfolbh-1,5
aagghaii-1,4
aaghcfmf-1,5
aagkenmk-1,10
aagkkbob-1,4
aagkmjpg-1,2
aagmdend-1,10
aagmeebc-1,5
aagnhffb-1,10
aagominj-1,5
aagphhoe-1,6
aagpmgdd-1,2
aahahmlp-1,5
aahajkdh-1,2
aahbhfcn-1,5
aahcebci-1,7
aahcnlbg-1,2
aahdfeph-1,12
aahebeig-1,7
aahflgff-1,9
aahkcfmk-1,7
aahknncd-1,6
aahmilmk-1,3
aahoimem-1,2
aahpmedd-1,7
aaiacaoa-1,6
aaiakeof-1,1
aaibckic-1,7
aaicfogc-1,6
aaiecadm-1,1
aaifdcfg-1,9
aaihdjcm-1,3
aaihpfpg-1,1
aaiickjc-1,18
aaiidpdi-1,1
aaiigdfb-1,1
aaiilecj-1,1
aaijbeph-1,1
aaijefpg-1,7
aaijmgdk-1,3
aaijocac-1,1
aaikjlbk-1,12
aaiknieh-1,2
aailfdkl-1,3
aaimoojc-1,10
aainojdh-1,18
aaiocmef-1,2
aajahggl-1,1
aajbibng-1,4
aajcpnck-1,10
aajgfpnd-1,3
aajhnmbc-1,1
aajifeag-1,3
aajighnn-1,6
aajipijp-1,3
aajkdahl-1,5
aajkdbln-1,9
aajkkhji-1,2
aajkkpko-1,18
aajlkppc-1,4
aajllaoh-1,6
aajmgbeg-1,3
aakagkhf-1,2
aakbkhen-1,1
aakbpbce-1,9
aakcdimf-1,1
aakcepgp-1,1
aakdhkph-1,1
aakdmnjh-1,6
aakdpona-1,3
