Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000238009,AL627309.1,0.0019421677548460805,0.6220942529282603,1.0,0.0,-0.6220942529282603,1.0
ENSG00000241860,AL627309.5,0.003884335509692161,-0.036868829236670564,1.0,0.0028075060510976265,0.036868829236670564,1.0
ENSG00000235146,AC114498.1,0.00021579641720512007,-1.6998338419591015,1.0,0.0,1.6998338419591015,1.0
ENSG00000237491,LINC01409,0.03344844466679361,0.7782134548455435,0.4516860916877896,0.01824878933213457,-0.7782134548455435,0.4516860916877896
ENSG00000177757,FAM87B,0.004100131926897281,-0.37790574707173796,1.0,0.004211259076646439,0.37790574707173796,1.0
ENSG00000228794,LINC01128,0.08265002778956099,0.3932755624323807,0.7651827716238003,0.06176513312414778,-0.3932755624323807,0.7651827716238003
ENSG00000225880,LINC00115,0.0012947785032307205,-0.8924789199014977,1.0,0.0014037530255488133,0.8924789199014977,1.0
ENSG00000230368,FAM41C,0.010142431608640643,-0.43679943612530714,1.0,0.012633777229939318,0.43679943612530714,1.0
ENSG00000230699,AL645608.2,0.0008631856688204803,-0.37790574707173974,1.0,0.0,0.37790574707173974,1.0
ENSG00000241180,AL645608.4,0.00021579641720512007,-1.6998338419591015,1.0,0.0,1.6998338419591015,1.0
ENSG00000223764,LINC02593,0.004531724761307521,-1.047757145379408,0.5603413590448288,0.008422518153292879,1.047757145379408,0.5603413590448288
ENSG00000187634,SAMD11,0.0753129496045869,0.8444866742647097,0.2223933751859802,0.040708837740915584,-0.8444866742647097,0.2223933751859802
ENSG00000188976,NOC2L,0.19572735040504388,0.46850316258001934,0.5802584064033339,0.14037530255488131,-0.46850316258001934,0.5802584064033339
ENSG00000187961,KLHL17,0.015537342038768644,0.489990716920917,0.8262037696173132,0.009826271178841692,-0.489990716920917,0.8262037696173132
ENSG00000187583,PLEKHN1,0.00021579641720512007,-2.6998338419591015,0.6606145001915454,0.0014037530255488133,2.6998338419591015,0.6606145001915454
ENSG00000187642,PERM1,0.0008631856688204803,-1.3779057470717397,0.9331677944378056,0.0014037530255488133,1.3779057470717397,0.9331677944378056
ENSG00000272512,AL645608.7,0.006905485350563842,0.022632182511990173,1.0,0.005615012102195253,-0.022632182511990173,1.0
ENSG00000188290,HES4,0.3681486877519348,0.4599846730328889,0.552157973444027,0.26671307485427453,-0.4599846730328889,0.552157973444027
