NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	KCNAB1	potassium voltage-gated channel subfamily A regulatory beta subunit 1 [Source:HGNC Symbol;Acc:HGNC:6228]	3	2.308213949203491	0.009862482	Yes	
row_1	SLC17A6	solute carrier family 17 member 6 [Source:HGNC Symbol;Acc:HGNC:16703]	4	2.2705085277557373	0.020498604	Yes	
row_2	GLRA2	glycine receptor alpha 2 [Source:HGNC Symbol;Acc:HGNC:4327]	7	2.143124580383301	0.029904485	Yes	
row_3	DOK6	docking protein 6 [Source:HGNC Symbol;Acc:HGNC:28301]	12	2.0632407665252686	0.03830264	Yes	
row_4	SLITRK4	SLIT and NTRK like family member 4 [Source:HGNC Symbol;Acc:HGNC:23502]	18	1.9135292768478394	0.045682725	Yes	
row_5	ELAVL2	ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]	28	1.804121732711792	0.051283263	Yes	
row_6	SCN2A	sodium voltage-gated channel alpha subunit 2 [Source:HGNC Symbol;Acc:HGNC:10588]	30	1.794098973274231	0.059370905	Yes	
row_7	CSMD1	CUB and Sushi multiple domains 1 [Source:HGNC Symbol;Acc:HGNC:14026]	34	1.7646790742874146	0.06668721	Yes	
row_8	SLC32A1	solute carrier family 32 member 1 [Source:HGNC Symbol;Acc:HGNC:11018]	44	1.7196877002716064	0.071892224	Yes	
row_9	PLXNA4	plexin A4 [Source:HGNC Symbol;Acc:HGNC:9102]	50	1.681896686553955	0.078187235	Yes	
row_10	ENC1	ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345]	51	1.6816984415054321	0.08606509	Yes	
row_11	FNDC9	fibronectin type III domain containing 9 [Source:HGNC Symbol;Acc:HGNC:33547]	52	1.680964708328247	0.09393951	Yes	
row_12	KLHL35	kelch like family member 35 [Source:HGNC Symbol;Acc:HGNC:26597]	53	1.6799806356430054	0.10180933	Yes	
row_13	GABRA2	gamma-aminobutyric acid type A receptor subunit alpha2 [Source:HGNC Symbol;Acc:HGNC:4076]	55	1.6749882698059082	0.109339	Yes	
row_14	SCN3A	sodium voltage-gated channel alpha subunit 3 [Source:HGNC Symbol;Acc:HGNC:10590]	56	1.6705456972122192	0.11716461	Yes	
row_15	RAB9B	RAB9B, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14090]	61	1.6487189531326294	0.12362096	Yes	
row_16	FGF13	fibroblast growth factor 13 [Source:HGNC Symbol;Acc:HGNC:3670]	62	1.648653268814087	0.13134402	Yes	
row_17	C22orf42	chromosome 22 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:27160]	66	1.616926908493042	0.13796818	Yes	
row_18	CHRNA4	cholinergic receptor nicotinic alpha 4 subunit [Source:HGNC Symbol;Acc:HGNC:1958]	67	1.609052062034607	0.14550574	Yes	
row_19	DNM3	dynamin 3 [Source:HGNC Symbol;Acc:HGNC:29125]	70	1.5663738250732422	0.15220985	Yes	
row_20	GABRG2	gamma-aminobutyric acid type A receptor subunit gamma2 [Source:HGNC Symbol;Acc:HGNC:4087]	73	1.5486282110214233	0.15883084	Yes	
row_21	SHISAL1	shisa like 1 [Source:HGNC Symbol;Acc:HGNC:29335]	79	1.5251994132995605	0.1643918	Yes	
row_22	CLVS2	clavesin 2 [Source:HGNC Symbol;Acc:HGNC:23046]	81	1.520404577255249	0.17119732	Yes	
row_23	SSTR2	somatostatin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11331]	83	1.5105141401290894	0.17795652	Yes	
row_24	ERC2	ELKS/RAB6-interacting/CAST family member 2 [Source:HGNC Symbol;Acc:HGNC:31922]	84	1.5099961757659912	0.18503004	Yes	
row_25	STMN2	stathmin 2 [Source:HGNC Symbol;Acc:HGNC:10577]	88	1.4907292127609253	0.19106305	Yes	
row_26	NEDD4L	NEDD4 like E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:7728]	108	1.4342727661132812	0.19176348	Yes	
row_27	CELF3	CUGBP Elav-like family member 3 [Source:HGNC Symbol;Acc:HGNC:11967]	112	1.425145149230957	0.19748926	Yes	
row_28	NPY1R	neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:HGNC:7956]	114	1.420721173286438	0.20382781	Yes	
row_29	RUNDC3B	RUN domain containing 3B [Source:HGNC Symbol;Acc:HGNC:30286]	118	1.4117923974990845	0.20949104	Yes	
row_30	CADPS	calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]	122	1.4096648693084717	0.2151443	Yes	
row_31	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3 [Source:HGNC Symbol;Acc:HGNC:10832]	123	1.4066728353500366	0.22173381	Yes	
row_32	GAP43	growth associated protein 43 [Source:HGNC Symbol;Acc:HGNC:4140]	124	1.406629204750061	0.22832312	Yes	
row_33	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:1775]	132	1.388519048690796	0.2326103	Yes	
row_34	NSG2	neuronal vesicle trafficking associated 2 [Source:HGNC Symbol;Acc:HGNC:24955]	137	1.3729395866394043	0.23777476	Yes	
row_35	SVOP	SV2 related protein [Source:HGNC Symbol;Acc:HGNC:25417]	140	1.3660341501235962	0.24354039	Yes	
row_36	GNG2	G protein subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:4404]	146	1.3559571504592896	0.24830854	Yes	
row_37	SCN9A	sodium voltage-gated channel alpha subunit 9 [Source:HGNC Symbol;Acc:HGNC:10597]	148	1.3517378568649292	0.25432396	Yes	
row_38	SYT7	synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]	154	1.3362911939620972	0.25899997	Yes	
row_39	KCNN3	potassium calcium-activated channel subfamily N member 3 [Source:HGNC Symbol;Acc:HGNC:6292]	161	1.3233110904693604	0.26329845	Yes	
row_40	SYT13	synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962]	163	1.3221620321273804	0.26917532	Yes	
row_41	GRIP1	glutamate receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:18708]	164	1.3178468942642212	0.27534872	Yes	
row_42	SLC4A8	solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]	165	1.3176085948944092	0.28152102	Yes	
