Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000243485,MIR1302-2HG,0.00022242588798818507,-1.683498926461768,1,0,1.683498926461768,1
ENSG00000238009,AL627309.1,0.002891536543846406,-0.46110650512532025,1,0.002861233335522431,0.46110650512532025,1
ENSG00000241860,AL627309.5,0.0015569812159172954,-0.6834989264617679,1,0.0014306166677612155,0.6834989264617679,1
ENSG00000286448,AP006222.2,0.0006672776639645552,-0.6834989264617679,1,0,0.6834989264617679,1
ENSG00000236601,AL732372.1,0.00044485177597637014,-1.0985364257406118,1,0,1.0985364257406118,1
ENSG00000237491,LINC01409,0.040036659837873315,0.35691534198413954,0.6531610091250661,0.030042950022985525,-0.35691534198413954,0.6531610091250661
ENSG00000177757,FAM87B,0.0013345553279291104,0.12385599559583582,1,0,-0.12385599559583582,1
ENSG00000228794,LINC01128,0.06494835929255004,0.6043673323519609,0.24082757146294992,0.04148788336507525,-0.6043673323519609,0.24082757146294992
ENSG00000225880,LINC00115,0.002891536543846406,-0.46110650512532025,1,0.002861233335522431,0.46110650512532025,1
ENSG00000230368,FAM41C,0.006672776639645552,-0.5366575381324967,0.8057675821565202,0.008583700006567293,0.5366575381324967,0.8057675821565202
ENSG00000272438,AL645608.6,0.00022242588798818507,-1.683498926461768,1,0,1.683498926461768,1
ENSG00000223764,LINC02593,0.0062279248636691814,-1.9129807725845351,0.007101376138466469,0.022889866684179448,1.9129807725845351,0.007101376138466469
ENSG00000187634,SAMD11,0.07362296892408926,0.3696124099977949,0.5336636007084031,0.05579405004268741,-0.3696124099977949,0.5336636007084031
ENSG00000188976,NOC2L,0.11721844296977353,0.021045190012061177,1,0.11444933342089723,-0.021045190012061177,1
ENSG00000187961,KLHL17,0.018683774591007545,0.14092950895477774,1,0.01573678334537337,-0.14092950895477774,1
ENSG00000187642,PERM1,0.00022242588798818507,-1.683498926461768,1,0,1.683498926461768,1
ENSG00000272512,AL645608.7,0.01668194159911388,-0.13601113115927443,1,0.017167400013134586,0.13601113115927443,1
ENSG00000188290,HES4,0.40125630193068584,-0.32514742332453195,0.28998888827866937,0.5021464503841866,0.32514742332453195,0.28998888827866937
ENSG00000187608,ISG15,0.26691106558582206,0.4379970524656973,0.23817720699511297,0.19599448348328652,-0.4379970524656973,0.23817720699511297
ENSG00000188157,AGRN,0.04359547404568427,-0.2709004726343407,0.745688636113213,0.051502200039403756,0.2709004726343407,0.745688636113213
ENSG00000131591,C1orf159,0.027580810110534947,-0.302677142520837,0.7718961508680262,0.032904183358507956,0.302677142520837,0.7718961508680262
ENSG00000162571,TTLL10,0.0020018329918936656,-0.36157083157440617,1,0.0014306166677612155,0.36157083157440617,1
ENSG00000186891,TNFRSF18,0.0008897035519527403,-1.9465333322955622,0.44884320453158033,0.002861233335522431,1.9465333322955622,0.44884320453158033
ENSG00000186827,TNFRSF4,0.0026691106558582207,-0.9830592083206753,0.760925921682776,0.004291850003283647,0.9830592083206753,0.760925921682776
ENSG00000078808,SDF4,0.3182914457110928,-0.05143219061356907,1,0.32904183358507955,0.05143219061356907,1
ENSG00000176022,B3GALT6,0.15147202971995402,0.9752415003989361,0.005000380639490957,0.07582268339134442,-0.9752415003989361,0.005000380639490957
ENSG00000184163,C1QTNF12,0.010898868511421068,0.3753947625918004,0.8855891057396802,0.007153083338806077,-0.3753947625918004,0.8855891057396802
ENSG00000160087,UBE2J2,0.1536962885998359,0.03688378350883381,1,0.1487841334471664,-0.03688378350883381,1
ENSG00000230415,LINC01786,0.00022242588798818507,-1.683498926461768,1,0,1.683498926461768,1
ENSG00000162572,SCNN1D,0.027803235998523135,-0.3500751927365764,0.7205606717427846,0.03433480002626917,0.3500751927365764,0.7205606717427846
ENSG00000131584,ACAP3,0.16615213832717424,-0.006969186157535834,1,0.165951533460301,0.006969186157535834,1
ENSG00000169972,PUSL1,0.028248087774499504,0.229038232287893,0.9000729978216373,0.022889866684179448,-0.229038232287893,0.9000729978216373
ENSG00000127054,INTS11,0.15814480635959957,-0.29522833674570936,0.44587411290354295,0.19313325014776409,0.29522833674570936,0.44587411290354295
ENSG00000224051,CPTP,0.03959180806189694,-0.15387945958438642,0.9628780787076867,0.04291850003283647,0.15387945958438642,0.9628780787076867
ENSG00000169962,TAS1R3,0.00044485177597637014,-2.098536425740612,0.6597174290781348,0.0014306166677612155,2.098536425740612,0.6597174290781348
ENSG00000107404,DVL1,0.11988755362563175,-0.11447796960963341,0.914346927832554,0.1287555000985094,0.11447796960963341,0.914346927832554
ENSG00000162576,MXRA8,0.04448517759763701,-2.0436744907060937,0.0000000000000024154112274169575,0.18311893347343558,2.0436744907060937,0.0000000000000024154112274169575
ENSG00000175756,AURKAIP1,0.3914695628592057,-0.26326350636580087,0.43765837013032377,0.46924226702567867,0.26326350636580087,0.43765837013032377
ENSG00000221978,CCNL2,0.19551235554161467,0.07549297403443722,1,0.1845495501411968,-0.07549297403443722,1
ENSG00000224870,MRPL20-AS1,0.03247417964627502,0.12385599559583671,1,0.02861233335522431,-0.12385599559583671,1
ENSG00000242485,MRPL20,0.5883164737287495,0.4146353919125342,0.2204893182577229,0.4406299336704544,-0.4146353919125342,0.2204893182577229
ENSG00000272455,AL391244.2,0.005560647199704626,1.0169407916793238,0.5400690593331875,0.0014306166677612155,-1.0169407916793238,0.5400690593331875
ENSG00000235098,ANKRD65,0.05493919433308171,0.270697383925107,0.7505026876138299,0.04434911670059768,-0.270697383925107,0.7505026876138299
ENSG00000205116,TMEM88B,0,-3.683498926461768,0.3570698565200927,0.0014306166677612155,3.683498926461768,0.3570698565200927
ENSG00000225285,LINC01770,0.00022242588798818507,-1.683498926461768,1,0,1.683498926461768,1
ENSG00000179403,VWA1,0.0878582257553331,-1.3670252616665137,0.0000026448642734049992,0.22603743350627206,1.3670252616665137,0.0000026448642734049992
ENSG00000215915,ATAD3C,0.009341887295503773,-0.9576738899007617,0.2694236023764739,0.017167400013134586,0.9576738899007617,0.2694236023764586
ENSG00000160072,ATAD3B,0.03959180806189694,-0.4476106626410967,0.43609178681094707,0.05293281670716497,0.4476106626410967,0.43609178681094707
ENSG00000197785,ATAD3A,0.05404949078112897,0.389257415973546,0.5336636007084031,0.040057266697314034,-0.389257415973546,0.5336636007084031
ENSG00000205090,TMEM240,0.06917445116432555,0.6477069820136054,0.18267051173349258,0.04291850003283647,-0.6477069820136054,0.18267051173349258
ENSG00000160075,SSU72,0.5660738849299309,0.0682753532185173,1,0.5393424837459783,-0.0682753532185173,1
ENSG00000215014,AL645728.1,0.008897035519527403,1.089090577435159,0.3570698565200927,0.002861233335522431,-1.089090577435159,0.3570698565200927
ENSG00000228594,FNDC10,0.2722492868975385,1.2531390125408026,0.00003444013653715026,0.11301871675313603,-1.2531390125408026,0.00003444013653715026
ENSG00000286989,AL691432.4,0.011121294399409253,-0.011073584490272737,1,0.010014316674328508,0.011073584490272737,1
ENSG00000272106,AL691432.2,0.11276992521000982,0.21772291906005847,0.7670008936341488,0.09585131674000144,-0.21772291906005847,0.7670008936341488
ENSG00000197530,MIB2,0.15814480635959957,0.47030640961726755,0.2566794907139331,0.11301871675313603,-0.47030640961726755,0.2566794907139331
ENSG00000189409,MMP23B,0.008229757855562847,0.9794660862606612,0.43150311502876054,0.002861233335522431,-0.9794660862606612,0.43150311502876054
ENSG00000248333,CDK11B,0.011121294399409253,-0.47050520312757005,0.7909114458812567,0.014306166677612154,0.47050520312757005,0.7909114458812567
ENSG00000272004,FO704657.1,0.0024466847678700355,0.9014635742593882,0.6959617305564317,0,-0.9014635742593882,0.6959617305564317
ENSG00000189339,SLC35E2B,0.05049067657331801,0.9794660862606612,0.05744655065424561,0.024320483351940664,-0.9794660862606612,0.05744655065424561
ENSG00000008128,CDK11A,0.022687440574794878,-1.0844612405288885,0.01985181187787118,0.04721035003612011,1.0844612405288885,0.01985181187787118
ENSG00000215790,SLC35E2A,0.07273326537213652,0.8160720830287436,0.07275832373711279,0.040057266697314034,-0.8160720830287436,0.07275832373711279
ENSG00000008130,NADK,0.09008248463521495,0.3671271466082002,0.5183312456620137,0.06866960005253835,-0.3671271466082002,0.5183312456620137
ENSG00000078369,GNB1,1.012037790346242,0.47978425773425565,0.11793174611104354,0.7253226505549363,-0.47978425773425565,0.11793174611104354
ENSG00000231050,AL109917.1,0.0022242588798818508,-0.22406730782447148,1,0.0014306166677612155,0.22406730782447148,1
ENSG00000169885,CALML6,0.00044485177597637014,-1.0985364257406118,1,0,1.0985364257406118,1
ENSG00000178821,TMEM52,0.012010997951361993,0.5128982863417351,0.6895990442111262,0.007153083338806077,-0.5128982863417351,0.6895990442111262
ENSG00000142609,CFAP74,0.006895202527633737,0.3165010735382321,0.9238477842874576,0.004291850003283647,-0.3165010735382321,0.9238477842874576
ENSG00000233542,AL391845.2,0.00022242588798818507,-1.683498926461768,1,0,1.683498926461768,1
ENSG00000187730,GABRD,0.03069477254236954,0.2655171448194267,0.8520930632092267,0.024320483351940664,-0.2655171448194267,0.8520930632092267
ENSG00000067606,PRKCZ,0.42639042727335075,1.0620167417779736,0.00017325035875611513,0.2031475668220926,-1.0620167417779736,0.00017325035875611513
ENSG00000271806,AL590822.2,0.00022242588798818507,-1.683498926461768,1,0,1.683498926461768,1
ENSG00000182873,PRKCZ-AS1,0.0024466847678700355,-1.4204645206279736,0.35842469628383317,0.005722466671044862,1.4204645206279736,0.35842469628383317
ENSG00000162585,FAAP20,0.26468680670594025,-0.13087714578283016,0.8280530939714029,0.2889845668877655,0.13087714578283016,0.8280530939714029
ENSG00000157933,SKI,0.05694102732497538,-1.3072309973474994,0.000004806271623206914,0.14020043344059913,1.3072309973474994,0.000004806271623206914
ENSG00000287356,AL590822.3,0.0017794071039054806,0.48642607498054424,0.9129949691711997,0,-0.48642607498054424,0.9129949691711997
ENSG00000116151,MORN1,0.016904367487102064,-0.7386404806542286,0.2930011985586715,0.027181716687463095,0.7386404806542286,0.2930011985586715
