Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value,Cluster 10 Mean Counts,Cluster 10 Log2 fold change,Cluster 10 Adjusted p value
ENSG00000069431,ABCC9,0.18020548474156234,-0.5575043837538667,0.00000000000000000000000000000000000000000000000000000000000000000000027865521887382516,0.4730535090334934,1.3447027014657262,0,0.11168052610445334,-1.326313395757076,0,0.6745945945945929,1.5789327666686785,0,0.24149892330570882,-0.06209161309672173,0.1902400008391808,0.2853844925219031,0.1897914453073437,0.0019536862763833702,0.11141549134379536,-1.2875062951830114,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000014727522390606676,0.08295114071351552,-1.7000580553192401,0,0.14917187898159942,-0.7851330867921784,0.0000000000000000000000000000000000000000000000011546995930143272,0.25004527292833006,-0.003461064088460253,1
ENSG00000123612,ACVR1C,0.5785404538175837,0.03848167709725969,0.15604102289606223,0.2903463096373596,-1.155753104197249,0,0.5727102760123347,0.021208654737661203,0.4289596031041794,0.2512490090090084,-1.2184503080309659,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000007680853069028538,0.371155583183649,-0.6415302378486282,0.00000000000000000000000000000000000000000000000018144983518295976,0.2003599497453505,-1.528078320272157,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013184358572866012,0.37006578310880134,-0.6838172083486662,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000036527590520268477,2.016161341626485,2.3019636631287637,0,0.329790802721482,-0.8117090721434327,0.0000000000000000000000000000000000000000000000000000000000000011164308942877008,0.31135445042518023,-0.8625449339782943,0.00000000023429971877415483
ENSG00000151388,ADAMTS12,0.03148808942355517,0.1251125138766609,0.12372032976011145,0.020946601046241332,-0.6000426916963555,0.00000000000000555159492329899,0.0269469082904815,-0.14368230725946152,0.08025869138423646,0.02563459459459453,-0.19732721535932285,0.16037436353878534,0.02343999532917307,-0.3353273317813299,0.012351593236794191,0.1556642686483108,2.642536537102458,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033629793373883493,0.028574954432544746,-0.04003572122979726,0.6631864320717568,0.0190884385311059,-0.6669188655791061,0.0000000035552161369314794,0.019513294439755167,-0.6034208052169348,0.00006539693877851677,0.021638533234182408,-0.3654466143570154,0.38336727067439735
ENSG00000145536,ADAMTS16,0.013882417803290368,0.7443247171326242,0.0000000250925862084835,0.006265109502119029,-0.6784387808085821,0.000000976537872131107,0.014004303182858115,0.7707928334075902,0.000000004320923769675988,0.014391351351351316,0.7076642243745956,0.0007558022986108763,0.009643883792574063,0.08961744739738364,0.7061025333345126,0.011045484409038554,0.30382773653989137,0.3042191737830649,0.0040246414693725,-1.286361920410445,0.00000000004985528341448647,0.004222327417018818,-1.1788473171533012,0.00000007204026577445305,0.006611942744049272,-0.4674431356979607,0.08415700430006684,0.009617125881858849,0.22995866140771248,0.7816654166141177
ENSG00000156140,ADAMTS3,0.03265825490888998,0.2672712727782569,0.00043510429655952435,0.028608150618109784,0.037874987252182635,0.5817629363661131,0.02765470700730465,-0.02288247194944315,0.7804828098841682,0.024285405405405344,-0.21168326472091348,0.10911520938701155,0.027860108734102846,-0.004466112123959753,0.9775873310605616,0.0490625005145666,0.8509474527325045,0.0000000005851026605404468,0.021531831861142874,-0.4263056360934252,0.0000038363004937033575,0.027181232747058637,-0.046430898700530854,0.6440188936575871,0.02128723029791473,-0.4075005952416788,0.003850716724995217,0.028851377645576545,0.097414256397518,0.8704822161395217
ENSG00000197381,ADARB1,0.2532876382347461,-0.967544658005058,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000023549385590823835,0.27453256938803505,-0.8929295771583888,0,0.8352024858513215,1.140973165476797,0,0.485558198198197,0.09557038721080713,0.012769583395147192,0.38763055132929636,-0.24975125827805766,0.000000000019387643459033493,0.28692572290455964,-0.6867502771905629,0.000000000000000000000000000000000000012224538853864334,0.5105257703899015,0.187546483871741,0.0000000000005547174971573766,0.5845284517935425,0.40198540884535894,0.000000000000000000000000000000000000000000008744705254613208,0.42671220733547255,-0.10161504279506306,0.012765989314954526,0.492877701445266,0.11390425782686875,0.26900785839100455
ENSG00000141433,ADCYAP1,0.2906797444252179,-0.5443826786473214,0.0000000000000000000000000000000000000000000000000000000000000000000000004567134750526573,0.20840924500422456,-1.140849663944951,0,0.3203800334648804,-0.38788019450751987,0.00000000000000000000000000000000000000018938982880458996,0.23700756756756697,-0.7987995358323094,0.00000000000000000000000000000000000000000000000000000000015959976280698685,0.3278920489475181,-0.31340581687943203,0.000000000003545780062041721,0.10300556390754559,-1.9995456037676331,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010169492300094082,1.387696378639638,2.4285999956978146,0,0.18982880345680433,-1.1637949864723485,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001704719454027908,0.3339837420225864,-0.28232414014422047,0.0000000093661954929303,0.21638533234182408,-0.8937524087363726,0.0000000005833683029007269
ENSG00000120907,ADRA1A,0.7533206258544118,0.20565637225945688,0.0000000000000000000003250925108434679,0.9511266539933835,0.697757259618296,0,0.6950077828691353,0.06550691334250125,0.0019074695332777175,0.4764136936936925,-0.5155011235861889,0.00000000000000000000000000000000000000000000015818457420751876,0.760929219800184,0.1985122646157758,0.0000000005250973360365267,0.20292866704977808,-1.7548329010701573,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004634178719983008,0.3803956962135241,-0.9039286507802483,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012860102059307214,0.34332799809634257,-1.037175572327962,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001444691184162522,0.8393941947018649,0.3472625224756142,0.000000000000000000000003423001984225381,0.46883488674061885,-0.5149569422525908,0.0000011100477899500199
ENSG00000170214,ADRA1B,0.057657244822861144,-0.8210538100184115,0.000000000000000000000000000000000000000000000000000011451814860613941,0.056423727142578005,-0.9102146417292882,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000021472173262994723,0.2152213669654404,1.6175798602292977,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006886581935878374,0.12007783783783754,0.36620107870000007,0.0000006126125609257461,0.09322420999488261,-0.023914571980514054,0.769286437790454,0.09658377064647666,0.03132563559530066,0.7557526268749719,0.06244902013309662,-0.6712763557850105,0.0000000000000000000000000000009244812495724882,0.08004829061431508,-0.26661849198346044,0.000027339308993704057,0.06482929227092213,-0.57029402560834,0.0000000001387628659305773,0.09977768102428555,0.08995034370131938,0.6942127747172419
ENSG00000159723,AGRP,0.011435708152135744,-2.074668114453339,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004448715002181053,0.012190544392677388,-2.0697618385149683,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005378411109075342,0.022851787143147537,-1.0196918474023784,0.000000000000000000000000000000000000000000003831075700686424,0.010643603603603577,-2.0392223171155637,0.00000000000000000000000000000000000000000004976758902405861,0.013796111536599006,-1.6721396637546713,0.00000000000000000000000000000000000006333631001298811,0.016182919017893694,-1.3986576706470375,0.0000000000000002241068047503706,0.011604382903357373,-2.008300539513736,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034313514744299035,0.3014565845442393,4.388760003015727,0,0.016287956515828695,-1.4163030150618958,0.0000000000000000000000002317005620591071,0.01202140735232356,-1.6909762719553338,0.000015488312615424786
ENSG00000204472,AIF1,0.2155232066625769,-0.7712064605921061,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006585941435537574,0.18455653894796417,-1.0794260668109454,0,0.1570807580835385,-1.2794429990496354,0,0.4228958558558548,0.3216268411864549,0.0000000000013557059146107179,2.26550903427219,3.420492985381759,0,0.6167490247930597,0.8857820996738254,0.00000000000000000000000000000000000000000000000000000000005893988841477724,0.16608353796943848,-1.1524823684583834,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002283881489695447,0.13643395466242053,-1.4215807018925042,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000090989762471136,0.16965277479853255,-1.0562081708337756,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000063861075474998384,0.8414985146626492,1.3089857324386072,0.000000000000000000000000000000021387491561024654
ENSG00000171094,ALK,0.09840027944860989,-2.0161169044663616,0,0.15681644567050942,-1.3744590445232998,0,0.6077968695462825,1.033222569086521,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003419380731735832,0.09654198198198174,-1.9174014110493618,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000028322120019615305,0.13166580233472644,-1.4687342956398812,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003434408837469536,0.9915248795090423,1.5977368508113656,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022364320260732905,0.3887132885835606,0.17610597081348534,0.00000020504454142601943,0.8113905853037827,1.436211623390602,0,0.34253088752099153,-0.031524651208834964,0.5805623699174837,0.07693700705487079,-2.172212441031141,0.0000000000000000000000000000006423028656079982
ENSG00000189292,ALKAL2,0.039892005181868875,0.05200613925431519,0.5189803232973744,0.020418218317146956,-1.1099585834305596,0.00000000000000000000000000000000000000000004137760622618636,0.02517741149842361,-0.7190930542150031,0.00000000000000006874875605650647,0.08754738738738717,1.2930470659602218,0.00000000000000000000000000000000005391045668345782,0.03294993629129472,-0.24294364726761497,0.061358512615856765,0.08605202969832362,1.2172361661820505,0.00000000000000000020139595128913405,0.013281316848929248,-1.670532179363045,0.00000000000000000000000000000000000000000000000006526372405531555,0.10142382316297284,1.6668920268327514,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002333968921590818,0.026286504080000765,-0.5771175234626922,0.00008450241553400835,0.05048991087975895,0.4171998003856876,0.21614070820332446
