group	group_name	source	type	gene_id	gene_version	gene_name	gene_type	gene_search	high_expr	high_expr_cl	high_expr_sample	high_expr_clorsam	logFC	AveExpr	t	P.Value	adj.P.Val	B
1	TRUE	HAVANA	gene	ENSG00000238009	6	AL627309.1	lncRNA	AL627309.1; ENSG00000238009	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000241860	7	AL627309.5	lncRNA	AL627309.5; ENSG00000241860	TRUE	TRUE	TRUE	2	0.631184053795024	1.28832708219825	2.43673707188911	0.0252218679463971	0.0805607844451439	-3.70848777632881
1	TRUE	HAVANA	gene	ENSG00000237491	10	LINC01409	lncRNA	LINC01409; ENSG00000237491	TRUE	TRUE	TRUE	2	0.108218299106518	3.07647018862835	0.83638268867939	0.413708859018719	0.580852280729939	-6.3569780718046
1	TRUE	HAVANA	gene	ENSG00000177757	2	FAM87B	lncRNA	FAM87B; ENSG00000177757	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000228794	9	LINC01128	lncRNA	LINC01128; ENSG00000228794	TRUE	TRUE	TRUE	2	0.0624586206924024	4.24732526620728	0.638118026583856	0.53128749743245	0.686244784099637	-6.74833064311194
1	TRUE	HAVANA	gene	ENSG00000225880	5	LINC00115	lncRNA	LINC00115; ENSG00000225880	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	TRUE	HAVANA	gene	ENSG00000230368	2	FAM41C	lncRNA	FAM41C; ENSG00000230368	FALSE	TRUE	TRUE	2	-0.41593100670421	0.825868635964074	-1.48558042180595	0.154383628583641	0.294441904946172	-5.11291410055885
1	TRUE	HAVANA	gene	ENSG00000223764	2	LINC02593	lncRNA	LINC02593; ENSG00000223764	FALSE	TRUE	TRUE	2	-1.92327209681907	-0.164456331877426	-4.47578287744999	0.000280442181238741	0.00304032317660588	0.529764150008551
1	TRUE	HAVANA	gene	ENSG00000187634	12	SAMD11	protein_coding	SAMD11; ENSG00000187634	TRUE	TRUE	TRUE	2	-1.00354325711178	3.85884733161064	-3.9996131690701	0.000814625039957543	0.00665297170742283	-0.821154249325683
1	TRUE	HAVANA	gene	ENSG00000188976	11	NOC2L	protein_coding	NOC2L; ENSG00000188976	TRUE	TRUE	TRUE	2	0.184440702726721	5.30390586651117	2.10695627309068	0.0491449020331546	0.129865618930052	-5.04398605526561
1	TRUE	HAVANA	gene	ENSG00000187961	14	KLHL17	protein_coding	KLHL17; ENSG00000187961	TRUE	TRUE	TRUE	2	-0.140508939429321	2.38492032941814	-0.873712558979145	0.393575914241877	0.56263411958373	-6.15447888410917
1	TRUE	HAVANA	gene	ENSG00000272512	1	AL645608.7	lncRNA	AL645608.7; ENSG00000272512	FALSE	TRUE	TRUE	2	-0.305343586160427	0.454852242232401	-0.800158683609747	0.433865561134154	0.599311131123602	-5.76861152662017
1	TRUE	HAVANA	gene	ENSG00000188290	10	HES4	protein_coding	HES4; ENSG00000188290	TRUE	TRUE	TRUE	2	-0.259857786251724	6.09812574152766	-3.64528093335885	0.00180565684394189	0.0120427945598971	-1.95615923910647
1	TRUE	HAVANA	gene	ENSG00000187608	10	ISG15	protein_coding	ISG15; ENSG00000187608	TRUE	TRUE	TRUE	2	-0.593757508124546	5.78353495224433	-2.42771159092335	0.0256976940573296	0.0816097360384694	-4.45470306550749
