NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	PAK3	p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]	3	1.9417964220046997	0.0073579843	Yes	
row_1	PDE2A	phosphodiesterase 2A [Source:HGNC Symbol;Acc:HGNC:8777]	5	1.8643431663513184	0.01460137	Yes	
row_2	VSNL1	visinin like 1 [Source:HGNC Symbol;Acc:HGNC:12722]	7	1.8401563167572021	0.02174955	Yes	
row_3	BSN	bassoon presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:1117]	11	1.7863984107971191	0.02849585	Yes	
row_4	GABRB1	gamma-aminobutyric acid type A receptor subunit beta1 [Source:HGNC Symbol;Acc:HGNC:4081]	12	1.7852131128311157	0.035522897	Yes	
row_5	ELAVL2	ELAV like RNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:3313]	14	1.7737559080123901	0.04240971	Yes	
row_6	MAP7D2	MAP7 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25899]	19	1.7202816009521484	0.048800617	Yes	
row_7	UBE2QL1	ubiquitin conjugating enzyme E2 Q family like 1 [Source:HGNC Symbol;Acc:HGNC:37269]	27	1.6569342613220215	0.05465676	Yes	
row_8	NMNAT2	nicotinamide nucleotide adenylyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16789]	28	1.6532772779464722	0.061164476	Yes	
row_9	PDE1B	phosphodiesterase 1B [Source:HGNC Symbol;Acc:HGNC:8775]	30	1.6489226818084717	0.06755991	Yes	
row_10	RIMS2	regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:HGNC:17283]	32	1.6299775838851929	0.07388078	Yes	
row_11	RALYL	RALY RNA binding protein like [Source:HGNC Symbol;Acc:HGNC:27036]	34	1.601286768913269	0.080088705	Yes	
row_12	JPH3	junctophilin 3 [Source:HGNC Symbol;Acc:HGNC:14203]	36	1.5521812438964844	0.08610334	Yes	
row_13	ELAVL4	ELAV like RNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:3315]	37	1.5466210842132568	0.092191234	Yes	
row_14	BEX5	brain expressed X-linked 5 [Source:HGNC Symbol;Acc:HGNC:27990]	43	1.5019657611846924	0.097627655	Yes	
