Barcode,Cluster
aaaaaoom-1,22
aaaapicd-1,6
aaabkgkc-1,2
aaacimga-1,6
aaacjjhl-1,22
aaadalap-1,22
aaadffhj-1,22
aaadfkbd-1,6
aaadlgpe-1,6
aaaebnbf-1,6
aaaejhhk-1,6
aaaekbjm-1,22
aaagdkeh-1,22
aaaghgml-1,6
aaahdlao-1,6
aaahhpaa-1,6
aaajfkba-1,6
aaalbbbd-1,22
aaaljngm-1,6
aaanlblg-1,6
aaanlmpd-1,22
aaaonodp-1,22
aaapdjok-1,22
aaapgomj-1,6
aabailkj-1,22
aabakecf-1,6
aabakfbm-1,22
aabamjje-1,6
aabaogaj-1,6
aabbijej-1,6
aabbmjnj-1,6
aabcagdg-1,6
aabcemlb-1,26
aabddhpm-1,22
aabecpld-1,6
aabefdpo-1,6
aabehkdg-1,22
aabepljc-1,6
aabfcbpn-1,6
aabffnaa-1,6
aabgaggf-1,27
aabganae-1,6
aabgfcpn-1,26
aabhdipa-1,26
aabihmpc-1,12
aabimmhf-1,26
aabkmple-1,27
aablbpcj-1,10
aabldebb-1,10
aablenfe-1,10
aablggdh-1,12
aablmchh-1,10
aabmnabh-1,10
aabmpeap-1,10
aabnojcl-1,10
aaboapad-1,10
aabodgch-1,12
aaboglkh-1,12
aabopipm-1,10
aabpaiol-1,10
aabpjgli-1,10
aabpkonh-1,27
aabppink-1,27
aacaobbn-1,22
aacbgjel-1,6
aaccgige-1,10
aacclbbo-1,10
aacdaicd-1,10
aacdgbdc-1,10
aacecihk-1,10
aacfpaop-1,10
aacgodlc-1,27
aachgbec-1,12
aachhohi-1,6
aaciindc-1,10
aacjdiig-1,10
aacjhebn-1,6
aackimnh-1,6
aaclgojg-1,12
aacmegna-1,10
aacmfhml-1,10
aacpnnlh-1,10
aacppjjd-1,10
aadacehj-1,12
aadaeecd-1,10
aadaeonp-1,12
aadaihoi-1,10
aadbjche-1,10
aadblfda-1,12
aadblpla-1,10
aadcapjl-1,12
aaddcclb-1,10
aaddpcfk-1,10
aaddphjl-1,10
aadegdam-1,8
aadfflcn-1,10
aadggopi-1,12
aadghepi-1,10
aadhjdka-1,10
aadhmeao-1,10
aadhnjnk-1,12
aadiblap-1,10
aadkefgk-1,10
aadkjmch-1,19
aadknpnh-1,12
aadlidfi-1,10
aadlijmf-1,10
aadnegne-1,10
aadngibm-1,12
aadnmcnf-1,10
aadnoopf-1,19
aaebempj-1,12
aaebnoej-1,10
aaecleip-1,10
aaecmfdn-1,12
aaecpbap-1,10
aaedncbc-1,10
aaeemfel-1,10
aaeenlbd-1,10
aaefgnik-1,12
aaefkeml-1,22
aaefmpgn-1,10
aaegaafd-1,10
aaegjjff-1,10
aaegmiab-1,12
aaegpikp-1,10
aaehlpkg-1,10
aaeihgfi-1,10
aaeikpmd-1,12
aaeinheo-1,19
aaeiodih-1,12
aaejiiep-1,10
aaejnoff-1,10
aaejpiji-1,10
aaenelnb-1,12
aaenjleg-1,6
aaenmppi-1,6
aaeocfaj-1,6
aaeoenkk-1,6
aaeokppe-1,6
aaepangl-1,6
aaepkllb-1,6
aafajhlb-1,6
aafbigkd-1,6
aafcflac-1,22
aafcjnph-1,6
aafclmml-1,6
aafcmgki-1,6
aafdkgmn-1,6
aafdoihi-1,22
aafdoplc-1,6
aafeajgn-1,6
aafeldac-1,6
aafemkjh-1,6
aafgebcm-1,1
aafhnkjn-1,6
aaficake-1,4
aafihdak-1,22
aafiknao-1,6
aafjfbmh-1,6
aafjhkkg-1,22
aafjkcna-1,22
aafjlcik-1,6
aafjndki-1,6
aafkiblg-1,22
aafkkloj-1,6
aafklafc-1,6
aaflfpap-1,22
aaflpdhg-1,6
aafmdhjp-1,6
aafmkged-1,6
aafmnhho-1,6
aafnckkp-1,6
aafnifbd-1,6
aafnoafh-1,6
aafoemff-1,13
aafogfkm-1,6
aafoomfm-1,6
aafpefnm-1,26
aafpffcj-1,6
aafpghkd-1,6
aafpokcf-1,6
aagacdop-1,6
aagakoie-1,6
aagbcfdj-1,6
aagconfo-1,6
aagcpfoo-1,15
aagdhonj-1,6
aagdmene-1,6
aagdonef-1,6
aagegdmj-1,1
aagfaipi-1,6
aaggijfn-1,6
aaghengh-1,6
aaghoedc-1,26
aagihmhb-1,26
aagiinel-1,12
aaginlmm-1,8
aagioeib-1,8
aagjhlma-1,19
aagldooo-1,8
aaglfjdg-1,10
aagmbapb-1,8
aagmialb-1,8
aagnging-1,8
aagnkbgj-1,19
aagogcgj-1,8
aagokbbb-1,12
aagpanmm-1,8
aagpgahn-1,8
aagphpob-1,4
aagpigah-1,10
aahakcmf-1,10
aahbchnf-1,10
aahbpinp-1,8
aahconcf-1,8
aahdcbjc-1,8
aahdgiie-1,10
aahdkhii-1,8
aahdlkpj-1,19
aahgbjdo-1,10
aahgjpgo-1,10
aahhjgfp-1,10
aahhlfhl-1,8
aahioljd-1,10
aahjdfpe-1,10
aahkboom-1,10
aahkgfak-1,10
aahkibbh-1,8
aahkjnhg-1,10
aahkmbaf-1,10
aahknppc-1,10
aahlmcbl-1,10
aahmbnoc-1,19
aahngchp-1,15
aahnjcgm-1,1
aahnoifk-1,7
aahocccj-1,1
aaiandgl-1,15
aaibbaig-1,4
aaibdnmh-1,7
aaibmpbj-1,3
aaichbhe-1,15
aaichlme-1,15
aaidahne-1,1
aaidgdpb-1,15
aaifbagc-1,1
aaifmacm-1,15
aaigdhkl-1,5
aaigmceg-1,15
aaigpdne-1,15
aaiibbnn-1,3
aaiibpao-1,7
aaiiincp-1,15
aaijchni-1,15
aaijfdem-1,15
aaijljda-1,1
aaikdkjm-1,3
aaikklec-1,15
