NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
HDC	1	HDC	
HMX3	1	HMX3	
HMX2	1	HMX2	
LHX1	1	LHX1	
INSM1	1	INSM1	
DLX1	1	DLX1	
LHX9	1	LHX9	
CRHBP	1	CRHBP	
SATB2-AS1	1	SATB2-AS1	
PRDM13	1	PRDM13	
SLC7A3	1	SLC7A3	
SLC18A2	1	SLC18A2	
BRS3	1	BRS3	
LHX5	1	LHX5	
LHX1-DT	1	LHX1-DT	
PMCH	1	PMCH	
GNG8	1	GNG8	
CFC1	1	CFC1	
DLX6	1	DLX6	
FRAS1	1	FRAS1	
GAD2	1	GAD2	
NDST3	1	NDST3	
OCA2	1	OCA2	
KCNH5	1	KCNH5	
PENK	1	PENK	
SV2C	1	SV2C	
SLC32A1	1	SLC32A1	
CHRNA3	1	CHRNA3	
ARX	1	ARX	
DDC	1	DDC	
LPL	1	LPL	
PDYN	1	PDYN	
GAD1	1	GAD1	
CACNA1G	1	CACNA1G	
FGF17	1	FGF17	
SP9	1	SP9	
NTS	1	NTS	
LYPD6B	1	LYPD6B	
GPR26	1	GPR26	
SFRP5	1	SFRP5	
DLX5	1	DLX5	
TRH	1	TRH	
PTGER3	1	PTGER3	
MAGEL2	1	MAGEL2	
LINC02223	1	LINC02223	
DLX6-AS1	1	DLX6-AS1	
PYDC1	1	PYDC1	
SYNE4	1	SYNE4	
TMEM132D	1	TMEM132D	
SLC17A6	1	SLC17A6	
NALF2	1	FAM155B	
C11orf87	1	C11orf87	
CHODL	1	CHODL	
CALCR	1	CALCR	
SLC27A2	1	SLC27A2	
MIR124-2HG	1	MIR124-2HG	
NETO1	1	NETO1	
QRFPR	1	QRFPR	
VWA5B2	1	VWA5B2	
RPRM	1	RPRM	
AMH	1	AMH	
RBFOX1	1	RBFOX1	
ARHGAP36	1	ARHGAP36	
PNOC	1	PNOC	
SLC9A5	1	SLC9A5	
CARTPT	1	CARTPT	
ONECUT3	1	ONECUT3	
C22orf42	1	C22orf42	
SLC17A8	1	SLC17A8	
KCNH6	1	KCNH6	
TMEM275	1	TMEM275	
SCG2	1	SCG2	
BDNF	1	BDNF	
CTXN3	1	CTXN3	
GPR83	1	GPR83	
PRSS3	1	PRSS3	
CSN1S1	1	CSN1S1	
MYO15A	1	MYO15A	
KCNA4	1	KCNA4	
OTOF	1	OTOF	
SOSTDC1	1	SOSTDC1	
CNR1	1	CNR1	
SPTSSB	1	SPTSSB	
SLC10A4	1	SLC10A4	
RAB27B	1	RAB27B	
CACNA1I	1	CACNA1I	
LRRTM4	1	LRRTM4	
EPS8L2	1	EPS8L2	
RGS8	1	RGS8	
CHRM2	1	CHRM2	
VWC2L	1	VWC2L	
GRM4	1	GRM4	
F12	1	F12	
DIRAS3	1	DIRAS3	
CBLN2	1	CBLN2	
UNC5A	1	UNC5A	
GCH1	1	GCH1	
ADRA1D	1	ADRA1D	
SLC6A3	1	SLC6A3	
PPP5D1P	1	PPP5D1	
SLC6A7	1	SLC6A7	
SSTR3	1	SSTR3	
GPR68	1	GPR68	
SERTM1	1	SERTM1	
CDH18	1	CDH18	
SHD	1	SHD	
SLC2A13	1	SLC2A13	
CORO2A	1	CORO2A	
CHRM3	1	CHRM3	
VSNL1	1	VSNL1	
UTS2	1	UTS2	
FAM226B	1	FAM226B	
NELL1	1	NELL1	
TMEM215	1	TMEM215	
STAC	1	STAC	
PRLR	1	PRLR	
AMER3	1	AMER3	
PRRT4	1	PRRT4	
PEG10	1	PEG10	
EGFL6	1	EGFL6	
SYNPR	1	SYNPR	
GLRA3	1	GLRA3	
GLS2	1	GLS2	
DLX2	1	DLX2	
ZNF597	1	ZNF597	
C2orf80	1	C2orf80	
TAC1	1	TAC1	
HTR5A	1	HTR5A	
SYT1	1	SYT1	
CRH	1	CRH	
DACH1	1	DACH1	
HS6ST3	1	HS6ST3	
KISS1R	1	KISS1R	
LINC02283	1	LINC02283	
SYT6	1	SYT6	
PGR	1	PGR	
GABRA1	1	GABRA1	
INHBA-AS1	1	INHBA-AS1	
MAD2L1	1	MAD2L1	
DPP10-AS1	1	DPP10-AS1	
DCAF12L2	1	DCAF12L2	
TFR2	1	TFR2	
NRG4	1	NRG4	
KCNQ5	1	KCNQ5	
ASIC2	1	ASIC2	
CHRM5	1	CHRM5	
PEG13	1	PEG13	
GALNTL6	1	GALNTL6	
MPPED1	1	MPPED1	
GRIN2D	1	GRIN2D	
SLIT1	1	SLIT1	
PCP4L1	1	PCP4L1	
RAB3B	1	RAB3B	
NXPH4	1	NXPH4	
MAP3K21	1	MAP3K21	
FAM43A	1	FAM43A	
ESR1	1	ESR1	
CES4A	1	CES4A	
OLFM3	1	OLFM3	
VSTM5	1	VSTM5	
QPCT	1	QPCT	
LINC01018	1	LINC01018	
DUSP4	1	DUSP4	
CREG2	1	CREG2	
PLPPR5	1	PLPPR5	
TMEM233	1	TMEM233	
GPR12	1	GPR12	
AIRE	1	AIRE	
RBP4	1	RBP4	
ELAVL2	1	ELAVL2	
DLK2	1	DLK2	
CLEC2L	1	CLEC2L	
SMIM17	1	SMIM17	
MGARP	1	MGARP	
ANKRD55	1	ANKRD55	
GPR153	1	GPR153	
CABLES2	1	CABLES2	
CHAC1	1	CHAC1	
OPRK1	1	OPRK1	
ACTL6B	1	ACTL6B	
SLC35F4	1	SLC35F4	
SYT2	1	SYT2	
MRAP2	1	MRAP2	
CDH13	1	CDH13	
DACH2	1	DACH2	
SYCE1	1	SYCE1	
CDH9	1	CDH9	
TMEM121B	1	TMEM121B	
ADRA2A	1	ADRA2A	
CFAP92	1	KIAA1257	
CDH22	1	CDH22	
TUNAR	1	TUNAR	
MAL2	1	MAL2	
NOS1	1	NOS1	
PWWP3B	1	PWWP3B	
SLITRK4	1	SLITRK4	
PTPN5	1	PTPN5	
