group	group_name	source	type	gene_id	gene_version	gene_name	gene_type	gene_search	high_expr	high_expr_cl	high_expr_sample	high_expr_clorsam	logFC	AveExpr	t	P.Value	adj.P.Val	B
1	other	HAVANA	gene	ENSG00000177757	2	FAM87B	lncRNA	FAM87B; ENSG00000177757	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	other	HAVANA	gene	ENSG00000067606	17	PRKCZ	protein_coding	PRKCZ; ENSG00000067606	TRUE	TRUE	TRUE	2	0.171191991873069	8.82861266544607	2.23888478863838	0.0480550037987805	0.217469254479227	-4.35403765446818
1	other	HAVANA	gene	ENSG00000197921	6	HES5	protein_coding	HES5; ENSG00000197921	TRUE	TRUE	TRUE	2	0.445976231697798	7.67707844086236	2.83429743583421	0.017049938930053	0.136297415997729	-3.25128127032709
1	other	HAVANA	gene	ENSG00000272449	2	AL139246.5	lncRNA	AL139246.5; ENSG00000272449	TRUE	TRUE	TRUE	2	0.451663394514213	6.58111839751408	2.61492123767656	0.0250155893802176	0.161893395515829	-3.43090766927487
1	other	HAVANA	gene	ENSG00000158109	15	TPRG1L	protein_coding	TPRG1L; ENSG00000158109	TRUE	TRUE	TRUE	2	0.0954998674747095	9.17500829532297	1.14495229761927	0.277827965357797	0.529469952294142	-5.9072839318433
1	other	HAVANA	gene	ENSG00000069424	15	KCNAB2	protein_coding	KCNAB2; ENSG00000069424	TRUE	TRUE	TRUE	2	-0.0530289213590366	7.45945861382429	-0.4331617459586	0.673720533671986	0.841965744129496	-6.19343253136595
1	other	HAVANA	gene	ENSG00000116254	18	CHD5	protein_coding	CHD5; ENSG00000116254	TRUE	TRUE	TRUE	2	0.124799234041051	8.17222300494754	1.16035090659031	0.271782402022593	0.522809087464211	-5.7642735498546
1	other	HAVANA	gene	ENSG00000097021	19	ACOT7	protein_coding	ACOT7; ENSG00000097021	TRUE	TRUE	TRUE	2	-0.0113443731248676	9.93424225098074	-0.131676364004715	0.897746378605468	0.958744959763999	-6.59013779688411
1	other	HAVANA	gene	ENSG00000171735	19	CAMTA1	protein_coding	CAMTA1; ENSG00000171735	TRUE	TRUE	TRUE	2	0.118080421360152	9.94038708535262	1.18128933247029	0.263728488204574	0.516242715180508	-5.89748357749747
1	other	HAVANA	gene	ENSG00000171603	17	CLSTN1	protein_coding	CLSTN1; ENSG00000171603	TRUE	TRUE	TRUE	2	-0.220116706255409	10.4508729681711	-2.86276854495749	0.0162225044608831	0.134196136538019	-3.35552797597992
1	other	HAVANA	gene	ENSG00000142657	21	PGD	protein_coding	PGD; ENSG00000142657	TRUE	TRUE	TRUE	2	-0.157390205041975	8.11099246717854	-1.452892153813	0.175673935994557	0.417135367548365	-5.39780093702065
1	other	HAVANA	gene	ENSG00000272078	1	AL139423.1	lncRNA	AL139423.1; ENSG00000272078	FALSE	FALSE	TRUE	1	-0.133158781567034	1.26354706302471	-0.376020192810339	0.714439194760041	0.856891027596301	-5.2325837163568
1	other	HAVANA	gene	ENSG00000116649	10	SRM	protein_coding	SRM; ENSG00000116649	TRUE	TRUE	TRUE	2	-0.339628165005962	8.61773182013922	-4.32204092563395	0.00136898559613332	0.0571123678386869	-0.854719549417698
1	other	HAVANA	gene	ENSG00000120937	9	NPPB	protein_coding	NPPB; ENSG00000120937	FALSE	TRUE	TRUE	2	-0.350422063228712	1.6106404470468	-0.961626368877973	0.358005681581379	0.602695567353267	-4.94932814222181
1	other	HAVANA	gene	ENSG00000189337	17	KAZN	protein_coding	KAZN; ENSG00000189337	TRUE	TRUE	TRUE	2	-0.170924881594308	7.64322886735461	-1.8706743473796	0.0896920216298361	0.30651232542791	-4.73209512065542
1	other	HAVANA	gene	ENSG00000142634	13	EFHD2	protein_coding	EFHD2; ENSG00000142634	TRUE	TRUE	TRUE	2	-0.0314007466720944	7.18764493853683	-0.287228840753509	0.779564183636864	0.894087787934032	-6.19034634377171
1	other	HAVANA	gene	ENSG00000159363	18	ATP13A2	protein_coding	ATP13A2; ENSG00000159363	TRUE	TRUE	TRUE	2	-0.101394516919291	9.35221317529346	-1.13259797456605	0.282753961815106	0.529514354612429	-5.93168628759084
1	other	HAVANA	gene	ENSG00000117154	12	IGSF21	protein_coding	IGSF21; ENSG00000117154	TRUE	TRUE	TRUE	2	-0.098091036028258	6.54039483689512	-0.683149228130416	0.509405854561866	0.726217049156928	-5.84281626657364
1	other	HAVANA	gene	ENSG00000009709	12	PAX7	protein_coding	PAX7; ENSG00000009709	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	other	HAVANA	gene	ENSG00000077549	18	CAPZB	protein_coding	CAPZB; ENSG00000077549	TRUE	TRUE	TRUE	2	-0.108900811182391	9.47279354093383	-0.897784204763421	0.389558907508237	0.634995288795478	-6.16710183236208
1	other	HAVANA	gene	ENSG00000158747	14	NBL1	protein_coding	NBL1; ENSG00000158747	TRUE	TRUE	TRUE	2	-0.0692934916567149	8.82249046763759	-0.901594640840652	0.387622462417984	0.633526990667222	-6.10848275669206
1	other	HAVANA	gene	ENSG00000158828	8	PINK1	protein_coding	PINK1; ENSG00000158828	TRUE	TRUE	TRUE	2	0.0862317075148065	10.0898165330049	0.980518294024682	0.349031566399989	0.595943200681754	-6.10533695293428
1	other	HAVANA	gene	ENSG00000189410	12	SH2D5	protein_coding	SH2D5; ENSG00000189410	TRUE	TRUE	TRUE	2	0.0307064083107318	5.44873255736606	0.137094133282906	0.893567402827417	0.955502293361806	-5.87084126952803
1	other	HAVANA	gene	ENSG00000076864	19	RAP1GAP	protein_coding	RAP1GAP; ENSG00000076864	TRUE	TRUE	TRUE	2	-0.065485435226176	8.37058495503738	-0.519340961540496	0.6143670090901	0.805594988444038	-6.33394473310898
1	other	HAVANA	gene	ENSG00000070831	17	CDC42	protein_coding	CDC42; ENSG00000070831	TRUE	TRUE	TRUE	2	-0.154977102643586	10.1462817653771	-1.67590362363857	0.123440789486326	0.3476655146925	-5.26136978460767
1	other	HAVANA	gene	ENSG00000162552	15	WNT4	protein_coding	WNT4; ENSG00000162552	TRUE	TRUE	TRUE	2	-0.102065314676421	6.4149176439907	-0.615267744243162	0.551568601660677	0.756396811242382	-5.89729468201524
1	other	HAVANA	gene	ENSG00000179546	4	HTR1D	protein_coding	HTR1D; ENSG00000179546	FALSE	TRUE	TRUE	2	-0.203016890986297	2.59651075564395	-0.311331515756248	0.761683867114948	0.881914971898054	-5.37847591725727
1	other	HAVANA	gene	ENSG00000130770	18	ATP5IF1	protein_coding	ATP5IF1; ENSG00000130770	TRUE	TRUE	TRUE	2	-0.227157790050262	11.5066844853084	-2.16500715697146	0.0545529697192049	0.230469033465628	-4.44973201788991
1	other	HAVANA	gene	ENSG00000116329	11	OPRD1	protein_coding	OPRD1; ENSG00000116329	TRUE	TRUE	TRUE	2	0.315629869225985	3.53424180586352	1.43704332764048	0.18002546654466	0.418801244162646	-4.7068539991095
1	other	HAVANA	gene	ENSG00000162512	16	SDC3	protein_coding	SDC3; ENSG00000162512	TRUE	TRUE	TRUE	2	-0.140971796560403	9.53172872551458	-0.663093915139274	0.52165832385319	0.736932396278938	-6.35457271697472
1	other	HAVANA	gene	ENSG00000134644	15	PUM1	protein_coding	PUM1; ENSG00000134644	TRUE	TRUE	TRUE	2	0.215618202277226	9.36671913895395	3.0110145796718	0.0125243002612518	0.116110700338689	-3.10538888209905
1	other	HAVANA	gene	ENSG00000121753	12	ADGRB2	protein_coding	ADGRB2; ENSG00000121753	TRUE	TRUE	TRUE	2	-0.124208227956055	8.03718531558217	-1.06829672868903	0.309493502407095	0.557028544856984	-5.83986818097383
1	other	HAVANA	gene	ENSG00000020129	16	NCDN	protein_coding	NCDN; ENSG00000020129	TRUE	TRUE	TRUE	2	-0.136730863482288	10.0520892556428	-1.17591895637316	0.265775970920901	0.517972147707156	-5.89967295688777
1	other	HAVANA	gene	ENSG00000142686	8	C1orf216	protein_coding	C1orf216; ENSG00000142686	TRUE	TRUE	TRUE	2	0.208594158706069	7.39996949038611	1.82461808996457	0.0968063425538356	0.312368368772171	-4.77704832740046
1	other	HAVANA	gene	ENSG00000163875	15	MEAF6	protein_coding	MEAF6; ENSG00000163875	TRUE	TRUE	TRUE	2	0.0302730963061592	9.40283021965867	0.469691459155438	0.648243822210675	0.823373318134549	-6.46754980681978
1	other	HAVANA	gene	ENSG00000168653	11	NDUFS5	protein_coding	NDUFS5; ENSG00000168653	TRUE	TRUE	TRUE	2	-0.166386711307182	11.2538113101462	-1.81901832332502	0.0977058239221125	0.312368368772171	-4.9980619042254
1	other	HAVANA	gene	ENSG00000116983	13	HPCAL4	protein_coding	HPCAL4; ENSG00000116983	TRUE	TRUE	TRUE	2	0.186673216901977	8.9892847212575	1.66630381398706	0.125368240094664	0.349276721874039	-5.23606837716061
1	other	HAVANA	gene	ENSG00000116985	12	BMP8B	protein_coding	BMP8B; ENSG00000116985	TRUE	TRUE	TRUE	2	0.0459864113849795	3.50974200170941	0.140893334082547	0.890638920484319	0.954479322320776	-5.54019010101336
1	other	HAVANA	gene	ENSG00000284719	1	AL033527.4	lncRNA	AL033527.4; ENSG00000284719	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	other	HAVANA	gene	ENSG00000084070	12	SMAP2	protein_coding	SMAP2; ENSG00000084070	TRUE	TRUE	TRUE	2	0.078990616755044	8.41603039940969	1.04892325053751	0.317916163638042	0.565318273149432	-5.92334112711992
1	other	HAVANA	gene	ENSG00000142949	17	PTPRF	protein_coding	PTPRF; ENSG00000142949	TRUE	TRUE	TRUE	2	-0.0154885255166019	8.76258173385721	-0.179316892715678	0.861125430334167	0.935689917131287	-6.51039762046061
1	other	HAVANA	gene	ENSG00000117410	14	ATP6V0B	protein_coding	ATP6V0B; ENSG00000117410	TRUE	TRUE	TRUE	2	-0.0656158825216275	10.7372117187147	-0.733917016520353	0.479176154377129	0.710111536737436	-6.28693538963611
1	other	HAVANA	gene	ENSG00000117419	16	ERI3	protein_coding	ERI3; ENSG00000117419	TRUE	TRUE	TRUE	2	-0.128200787550767	8.97016307438118	-1.36091639565156	0.202225541203441	0.451456684793635	-5.63512417170091
1	other	HAVANA	gene	ENSG00000282881	2	TMEM275	protein_coding	TMEM275; ENSG00000282881	TRUE	TRUE	TRUE	2	-0.341942641131498	5.11230031232369	-1.08109856740161	0.3040214611382	0.551305200167745	-5.26983829811283
1	other	HAVANA	gene	ENSG00000269956	2	MKNK1-AS1	lncRNA	MKNK1-AS1; ENSG00000269956	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	other	HAVANA	gene	ENSG00000123091	5	RNF11	protein_coding	RNF11; ENSG00000123091	TRUE	TRUE	TRUE	2	0.0373471808601347	10.2790201647665	0.522263787614002	0.612400818187008	0.804680208936669	-6.45044122554554
1	other	HAVANA	gene	ENSG00000169213	7	RAB3B	protein_coding	RAB3B; ENSG00000169213	TRUE	TRUE	TRUE	2	0.300549283931401	8.56342123915821	2.02688231967475	0.0690146586678573	0.259373242079997	-4.64939023510187
1	other	HAVANA	gene	ENSG00000162378	13	ZYG11B	protein_coding	ZYG11B; ENSG00000162378	TRUE	TRUE	TRUE	2	0.0716490935783488	9.06108418543564	0.864462314240913	0.406780398270555	0.65270652847499	-6.17056663905344
1	other	HAVANA	gene	ENSG00000116133	13	DHCR24	protein_coding	DHCR24; ENSG00000116133	TRUE	TRUE	TRUE	2	0.139462879373377	8.32361797503537	0.655016439600105	0.526642001484376	0.73964988488458	-6.23578933630022
1	other	HAVANA	gene	ENSG00000270457	1	AC093424.1	lncRNA	AC093424.1; ENSG00000270457	FALSE	FALSE	TRUE	1	-0.724884358223256	1.35771982851598	-2.0430039925259	0.0671562982586522	0.256453400322379	-3.91053979267883
1	other	HAVANA	gene	ENSG00000116675	16	DNAJC6	protein_coding	DNAJC6; ENSG00000116675	TRUE	TRUE	TRUE	2	0.194526332388833	10.3507860177682	2.43766913111446	0.0340688075532653	0.183194331703452	-4.07497423071213
1	other	HAVANA	gene	ENSG00000162595	7	DIRAS3	protein_coding	DIRAS3; ENSG00000162595	TRUE	TRUE	TRUE	2	-0.163826133363227	10.9686995536199	-1.71813077761313	0.11527433140818	0.341212040677954	-5.16731378343566
1	other	HAVANA	gene	ENSG00000033122	20	LRRC7	protein_coding	LRRC7; ENSG00000033122	TRUE	TRUE	TRUE	2	0.0117649684193368	6.70803659609377	0.0614097573319996	0.952194026150126	0.985172978807479	-6.14755152399041
1	other	HAVANA	gene	ENSG00000172260	15	NEGR1	protein_coding	NEGR1; ENSG00000172260	TRUE	TRUE	TRUE	2	0.0678074811382036	9.1637766839955	0.718938132390099	0.487976893940066	0.714308282247794	-6.29864913865353
1	other	HAVANA	gene	ENSG00000178965	14	ERICH3	protein_coding	ERICH3; ENSG00000178965	TRUE	TRUE	TRUE	2	0.184229140356599	7.39666363460134	1.7823434676157	0.103788500542814	0.321617670159811	-4.83712492352037
1	other	HAVANA	gene	ENSG00000154027	19	AK5	protein_coding	AK5; ENSG00000154027	TRUE	TRUE	TRUE	2	-0.0557978333954333	7.99144899516506	-0.424227643326194	0.680019079825372	0.844565398204769	-6.31922450151318
1	other	HAVANA	gene	ENSG00000142875	19	PRKACB	protein_coding	PRKACB; ENSG00000142875	TRUE	TRUE	TRUE	2	0.141572512757117	10.8873869881047	1.79120348545581	0.102288151370685	0.320573832295832	-5.06111469408183
1	other	HAVANA	gene	ENSG00000143013	13	LMO4	protein_coding	LMO4; ENSG00000143013	TRUE	TRUE	TRUE	2	0.23794688138981	9.01733537979253	0.937491902797791	0.370934624096973	0.613627909751499	-6.1047011275374
1	other	HAVANA	gene	ENSG00000226053	1	LINC01776	lncRNA	LINC01776; ENSG00000226053	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	other	HAVANA	gene	ENSG00000117598	13	PLPPR5	protein_coding	PLPPR5; ENSG00000117598	TRUE	TRUE	TRUE	2	-0.0289173027576861	6.38865626911758	-0.179616870208877	0.86089582623745	0.935689917131287	-6.0520313471068
1	other	HAVANA	gene	ENSG00000117600	12	PLPPR4	protein_coding	PLPPR4; ENSG00000117600	TRUE	TRUE	TRUE	2	-0.0992236500684809	8.3999139345593	-0.845050028236506	0.417050538003804	0.658292039031987	-6.11710484537865
1	other	HAVANA	gene	ENSG00000181656	7	GPR88	protein_coding	GPR88; ENSG00000181656	TRUE	TRUE	TRUE	2	-0.382223819429236	6.29453646190441	-1.67690895263028	0.12324048224598	0.3476655146925	-4.77364365863202
1	other	HAVANA	gene	ENSG00000162631	18	NTNG1	protein_coding	NTNG1; ENSG00000162631	TRUE	TRUE	TRUE	2	0.146758872589146	6.19479893078688	0.900741924993465	0.388055222108286	0.633526990667222	-5.64325365808993
1	other	HAVANA	gene	ENSG00000085433	15	WDR47	protein_coding	WDR47; ENSG00000085433	TRUE	TRUE	TRUE	2	0.0025734243185394	8.44682181736615	0.0313367649959684	0.975592680337435	0.992268681173993	-6.48739259923735
1	other	HAVANA	gene	ENSG00000143126	8	CELSR2	protein_coding	CELSR2; ENSG00000143126	TRUE	TRUE	TRUE	2	-0.176228623187817	7.98328929492742	-1.54984504170887	0.150974797789934	0.3846399905526	-5.26179851855713
1	other	HAVANA	gene	ENSG00000143028	9	SYPL2	protein_coding	SYPL2; ENSG00000143028	FALSE	TRUE	TRUE	2	-0.78275045164679	1.88366188572967	-1.83160201714635	0.0956951725599024	0.31235465860017	-4.14478861068132
1	other	HAVANA	gene	ENSG00000116337	18	AMPD2	protein_coding	AMPD2; ENSG00000116337	TRUE	TRUE	TRUE	2	-0.0120159009163298	8.46107221125441	-0.12473352796739	0.903106460842513	0.96059372191265	-6.47859452430775
1	other	HAVANA	gene	ENSG00000177301	15	KCNA2	protein_coding	KCNA2; ENSG00000177301	TRUE	TRUE	TRUE	2	0.224629152753787	7.08199401621169	2.01897843191388	0.0699433461788757	0.259373242079997	-4.41921461215414
1	other	HAVANA	gene	ENSG00000171385	9	KCND3	protein_coding	KCND3; ENSG00000171385	TRUE	TRUE	TRUE	2	0.232257356742475	7.89540953988942	1.44274040219552	0.178450768177078	0.418801244162646	-5.38772990086284
1	other	HAVANA	gene	ENSG00000134207	16	SYT6	protein_coding	SYT6; ENSG00000134207	TRUE	TRUE	TRUE	2	0.682615875996873	5.80665278851859	3.22739805616886	0.00859910763450167	0.100854137019123	-2.36117671246607
1	other	HAVANA	gene	ENSG00000163399	16	ATP1A1	protein_coding	ATP1A1; ENSG00000163399	TRUE	TRUE	TRUE	2	-0.0852388822751367	10.0859949532045	-1.13853893396685	0.280376712217591	0.529469952294142	-5.94109631407807
1	other	HAVANA	gene	ENSG00000159164	10	SV2A	protein_coding	SV2A; ENSG00000159164	TRUE	TRUE	TRUE	2	-0.0555483352540918	10.0905531749774	-0.489505809864309	0.634617574530944	0.817424438884618	-6.47076084462876
1	other	HAVANA	gene	ENSG00000213190	3	MLLT11	protein_coding	MLLT11; ENSG00000213190	TRUE	TRUE	TRUE	2	0.00216293783435422	10.5396984087837	0.0282054825357904	0.978030799665919	0.992268681173993	-6.58174257598658
1	other	HAVANA	gene	ENSG00000159409	15	CELF3	protein_coding	CELF3; ENSG00000159409	TRUE	TRUE	TRUE	2	0.117773113885576	7.83418149638378	1.04308939539997	0.320485978917426	0.568192273379501	-5.84717273919225
1	other	HAVANA	gene	ENSG00000287064	1	AL606500.1	lncRNA	AL606500.1; ENSG00000287064	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	other	HAVANA	gene	ENSG00000143590	14	EFNA3	protein_coding	EFNA3; ENSG00000143590	TRUE	TRUE	TRUE	2	-0.10777189422769	6.49277753465911	-0.789405838126261	0.44745258722965	0.679369642742555	-5.78003629247175
1	other	HAVANA	gene	ENSG00000160753	16	RUSC1	protein_coding	RUSC1; ENSG00000160753	TRUE	TRUE	TRUE	2	0.0054082117089021	7.9469013439062	0.0706795290481601	0.944990031651455	0.97947336355178	-6.40401417712848
1	other	HAVANA	gene	ENSG00000196189	13	SEMA4A	protein_coding	SEMA4A; ENSG00000196189	TRUE	TRUE	TRUE	2	-0.0959638751198837	6.8807895819768	-0.914647533230831	0.381040226699789	0.625693361186001	-5.75481816532312
1	other	HAVANA	gene	ENSG00000162706	13	CADM3	protein_coding	CADM3; ENSG00000162706	TRUE	TRUE	TRUE	2	0.139025425960048	9.06381079307703	1.57704614857748	0.144613256048338	0.378546464361826	-5.36482447750664
1	other	HAVANA	gene	ENSG00000085552	17	IGSF9	protein_coding	IGSF9; ENSG00000085552	TRUE	TRUE	TRUE	2	0.186959125350373	2.40708220449861	0.642216091727422	0.534596552465462	0.745753811433011	-5.2419753231239
1	other	HAVANA	gene	ENSG00000162729	14	IGSF8	protein_coding	IGSF8; ENSG00000162729	TRUE	TRUE	TRUE	2	-0.214481469984701	8.45676167529528	-2.5095467622021	0.0300631348545131	0.172250150346674	-3.85852665538431
1	other	HAVANA	gene	ENSG00000158864	12	NDUFS2	protein_coding	NDUFS2; ENSG00000158864	TRUE	TRUE	TRUE	2	-0.0800453709940271	9.12953305331863	-0.876096788601855	0.400708857013275	0.646851661563147	-6.1627986070866
1	other	HAVANA	gene	ENSG00000143257	11	NR1I3	protein_coding	NR1I3; ENSG00000143257	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	other	HAVANA	gene	ENSG00000248485	2	PCP4L1	protein_coding	PCP4L1; ENSG00000248485	TRUE	TRUE	TRUE	2	-0.274311521985965	6.19656115018368	-0.72251783178169	0.485864588748081	0.713058936086546	-5.72364130745345
1	other	HAVANA	gene	ENSG00000152332	16	UHMK1	protein_coding	UHMK1; ENSG00000152332	TRUE	TRUE	TRUE	2	0.22169354614112	9.2320922375102	2.89428062696423	0.0153536744045963	0.131592772206669	-3.29346147288674
1	other	HAVANA	gene	ENSG00000143171	13	RXRG	protein_coding	RXRG; ENSG00000143171	TRUE	TRUE	TRUE	2	0.315301353222458	6.81586330618549	1.49797685750658	0.163785242033841	0.400463915961863	-5.11163061433558
1	other	HAVANA	gene	ENSG00000143184	5	XCL1	protein_coding	XCL1; ENSG00000143184	FALSE	TRUE	TRUE	2	-0.865507348765645	1.37518909322492	-1.42604133324009	0.183100022341502	0.422173626642323	-4.53395787464566
1	other	HAVANA	gene	ENSG00000235736	1	AL031275.1	lncRNA	AL031275.1; ENSG00000235736	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	other	HAVANA	gene	ENSG00000143153	13	ATP1B1	protein_coding	ATP1B1; ENSG00000143153	TRUE	TRUE	TRUE	2	0.134736578515361	11.9256810659648	1.58078993335805	0.143756389414933	0.377784999742	-5.28865593328632
1	other	HAVANA	gene	ENSG00000075945	13	KIFAP3	protein_coding	KIFAP3; ENSG00000075945	TRUE	TRUE	TRUE	2	0.0589355897055201	9.61107822081171	0.858897472033843	0.409706650827428	0.654337675867725	-6.21201775959593
1	other	HAVANA	gene	ENSG00000197959	14	DNM3	protein_coding	DNM3; ENSG00000197959	TRUE	TRUE	TRUE	2	0.239948470314122	9.18898989844044	2.61691102126479	0.0249288292048817	0.161893395515829	-3.76113873389421
1	other	HAVANA	gene	ENSG00000116161	18	CACYBP	protein_coding	CACYBP; ENSG00000116161	TRUE	TRUE	TRUE	2	-0.0258696301804584	10.0015981592296	-0.325622114225296	0.751150419472862	0.876561022724012	-6.54249810905865
1	other	HAVANA	gene	ENSG00000152092	16	ASTN1	protein_coding	ASTN1; ENSG00000152092	TRUE	TRUE	TRUE	2	-0.367246968834606	8.5229039292954	-3.88149544956507	0.00282219962851067	0.0672792232868168	-1.55946922868293
1	other	HAVANA	gene	ENSG00000162782	16	TDRD5	protein_coding	TDRD5; ENSG00000162782	TRUE	TRUE	TRUE	2	0.54818638979747	3.68273095207987	1.86124500272443	0.0911081200762965	0.308193526103284	-4.21088349094706
1	other	HAVANA	gene	ENSG00000198216	12	CACNA1E	protein_coding	CACNA1E; ENSG00000198216	TRUE	TRUE	TRUE	2	-0.0380909503772361	7.01587520189777	-0.264102552212117	0.796847298214586	0.904387609267809	-6.16550648843893
1	other	HAVANA	gene	ENSG00000272880	1	AL161734.1	lncRNA	AL161734.1; ENSG00000272880	FALSE	FALSE	TRUE	1	-0.92757835150124	1.03349580148006	-2.46579986796542	0.032442301653945	0.179711505012517	-3.46131834815245
1	other	HAVANA	gene	ENSG00000162704	16	ARPC5	protein_coding	ARPC5; ENSG00000162704	TRUE	TRUE	TRUE	2	0.0116130588532156	9.0017745978131	0.0854657023524287	0.933509943618889	0.971635885456777	-6.5492685245246
1	other	HAVANA	gene	ENSG00000118200	14	CAMSAP2	protein_coding	CAMSAP2; ENSG00000118200	TRUE	TRUE	TRUE	2	0.391658290477354	8.84991190078909	3.55645027662159	0.00488444829378515	0.0825409933190275	-2.14423046329872
1	other	HAVANA	gene	ENSG00000116857	17	TMEM9	protein_coding	TMEM9; ENSG00000116857	TRUE	TRUE	TRUE	2	-0.240721141944414	9.67976839025475	-3.12555083585532	0.0102607965745836	0.107386416561572	-2.91174391512947
1	other	HAVANA	gene	ENSG00000143858	12	SYT2	protein_coding	SYT2; ENSG00000143858	TRUE	TRUE	TRUE	2	0.0908649302107087	4.14541330310995	0.31925651816825	0.755836001409019	0.879721937123837	-5.59627456103985
1	other	HAVANA	gene	ENSG00000231507	2	LINC01353	lncRNA	LINC01353; ENSG00000231507	FALSE	FALSE	TRUE	1	NA	NA	NA	NA	NA	NA
1	other	HAVANA	gene	ENSG00000058668	14	ATP2B4	protein_coding	ATP2B4; ENSG00000058668	TRUE	TRUE	TRUE	2	-0.0665666160654265	9.08730141122952	-0.491366003919006	0.633345497045999	0.817424438884618	-6.42876328106455
1	other	HAVANA	gene	ENSG00000170382	12	LRRN2	protein_coding	LRRN2; ENSG00000170382	TRUE	TRUE	TRUE	2	-0.200638997213966	7.87349899212827	-1.24582675340351	0.24009229216132	0.500817515680254	-5.63354944574272
1	other	HAVANA	gene	ENSG00000162873	14	KLHDC8A	protein_coding	KLHDC8A; ENSG00000162873	TRUE	TRUE	TRUE	2	-0.329507897846294	6.88034445964606	-2.55763036557637	0.0276459949938856	0.16805276623913	-3.53154751707436
1	other	HAVANA	gene	ENSG00000174514	13	MFSD4A	protein_coding	MFSD4A; ENSG00000174514	TRUE	TRUE	TRUE	2	-0.181911812079346	7.14268506477817	-1.43549419730824	0.180455698057537	0.418801244162646	-5.24384071632393
1	other	HAVANA	gene	ENSG00000076356	7	PLXNA2	protein_coding	PLXNA2; ENSG00000076356	TRUE	TRUE	TRUE	2	0.232659131388467	5.99896569049786	1.52540701596468	0.15689752450396	0.391129299280479	-4.91163992178704
1	other	HAVANA	gene	ENSG00000008118	10	CAMK1G	protein_coding	CAMK1G; ENSG00000008118	TRUE	TRUE	TRUE	2	-0.118914447928475	7.0219766280111	-1.06839775968503	0.309450026562282	0.557028544856984	-5.63459225996669
1	other	HAVANA	gene	ENSG00000143494	15	VASH2	protein_coding	VASH2; ENSG00000143494	FALSE	TRUE	TRUE	2	-0.0567305994968657	1.96483040396033	-0.198662086208102	0.846347121688163	0.927800307777172	-5.33380653592091
1	other	HAVANA	gene	ENSG00000143499	14	SMYD2	protein_coding	SMYD2; ENSG00000143499	TRUE	TRUE	TRUE	2	0.00616860824997194	7.1803551351897	0.056009887597922	0.956392644595126	0.985172978807479	-6.24753310569845
1	other	HAVANA	gene	ENSG00000117724	13	CENPF	protein_coding	CENPF; ENSG00000117724	FALSE	FALSE	TRUE	1	-0.00968132730644963	1.5454674419148	-0.0289079864425035	0.977483785598578	0.992268681173993	-5.31749916526166
