Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value,Cluster 8 Mean Counts,Cluster 8 Log2 fold change,Cluster 8 Adjusted p value,Cluster 9 Mean Counts,Cluster 9 Log2 fold change,Cluster 9 Adjusted p value,Cluster 10 Mean Counts,Cluster 10 Log2 fold change,Cluster 10 Adjusted p value
ENSG00000069431,ABCC9,0.29150380821769656,0.8841860663572596,0.000000000000000000014944583805955585,0.06582144466673177,-1.7681535660872556,0.000000000000000000000000000000000000000001701321660759817,0.32734522080725825,0.8503065442362367,0.000000003404636717023808,0.09132103444565323,-1.1501586390410279,0.000000003741280628273642,0.5159816575605919,1.5984207770828232,0.000000000000000000000000004016962693504531,0.08195804668773854,-1.4090457287432754,0.000000000000000000000000008351658150260593,0.1535090369144831,-0.35385715313913435,0.20209061121186608,0.096280749522567,-1.0499866526225827,0.000022475959906954288,0.10051744831178244,-0.9739247815537366,0.0008707499916234636,0.19997837136368524,0.05552136298940624,0.7910874136973816
ENSG00000123612,ACVR1C,0.2759575841874788,-0.6035586875747352,0.0000000029950275941667904,0.7084148365048358,1.2201312606026389,0.000000000000000000000000000000032004696019433777,0.22477110529544708,-0.8133645850682578,0.0000014406446883411969,0.3976826334338973,0.07174896373945217,0.6593108633715382,0.15162535652479328,-1.3876692246507227,0.000000000006010701395765812,0.5064366621829564,0.517023999431374,0.000003825705062018784,0.2111138479270173,-0.8743830805165622,0.0008067669521793805,0.22803335413239553,-0.7651741691694021,0.0015277433495321402,0.07624153626667272,-2.3518212399130194,0.0000000000001241858959295489,0.2637395912187733,-0.5170489763798936,0.8756430609560382
ENSG00000151388,ADAMTS12,0.027314860912905938,-0.024403546862026282,0.869870146469992,0.023928615806568077,-0.25084382810561046,0.08958180863382788,0.062287759999201275,1.3622435981543166,0.000000000000000055243228156666236,0.04023109899555093,0.5990371785016766,0.001727672023950937,0.02561880241657959,-0.10976710829922531,0.6958082278669706,0.013594566371464733,-1.1615567304925483,0.000000000002557013140948171,0.03331737718022249,0.29318252813901946,0.28418477614646726,0.014135400899435045,-0.979980679223635,0.0018433633564150992,0.016310378405308096,-0.752232750846213,0.04233328685293132,0.057964745322807314,1.1394600291680916,0.20259318067624507
ENSG00000145536,ADAMTS16,0.03225478256736765,1.0556205722603726,0.0000000000000000010549256476774434,0.010437704817701801,-1.090426225967196,0.00000000004536389605512539,0.014865813842291473,-0.4603472837969038,0.03900858500616827,0.012460959865878609,-0.7159724724981125,0.0036650561696127543,0.016320125983895147,-0.30723221653894406,0.23232446137540871,0.010860027158813781,-1.0110254531463276,0.0000000034977907753647805,0.014634735770751937,-0.447983586234991,0.19970469186139284,0.01013481573921758,-0.9905683128187857,0.0025511818674694374,0.07965533639801628,2.154442932133735,0.000000000000000000002643091053307146,0.023185898129122928,0.3702068707862596,0.680358892633483
ENSG00000156140,ADAMTS3,0.051433301931748415,0.4074403037919021,0.00019368800219303397,0.028898951434045125,-0.6473972414541604,0.0000026725219594581635,0.07685625756464692,0.9856485051328607,0.0000000002810162340233676,0.02741411170493294,-0.6565502062156758,0.0022375834838219556,0.048201302324527524,0.20968934808589612,0.2713301334957093,0.03390828623687181,-0.37280758203387787,0.008095729860009554,0.027712584757381326,-0.6159303878875981,0.04179369019701251,0.05494136953365319,0.407275856926705,0.0750064060843857,0.014034511651079058,-1.5878446469323269,0.000009357727929514135,0.04057532172596512,0.035595996725604984,0.8751975055315022
ENSG00000197381,ADARB1,0.2912132245909635,-0.5695130733419194,0.00000001577763435658809,0.6843442111089113,1.0686301594249257,0.0000000000000000000000004999494391003536,0.15505043837510007,-1.4258026955344625,0.00000000000000040863029024347205,0.1653747387914461,-1.3152108048820923,0.0000000000036626070708226315,0.38333319171474645,-0.03991395111695395,0.8631763810607144,0.4461986698128454,0.22197529583537623,0.051594507417271916,0.30639531911531714,-0.37393906680263833,0.13868904829952794,0.39845828195765953,0.01981833001110056,0.9336781550776182,0.5701046219343736,0.559247599371837,0.015610464402922946,0.5999351140910557,0.6149258884510115,0.3590889102604653
ENSG00000141433,ADCYAP1,0.37446543364998003,-0.6488466343645684,0.00000000016362773144519713,0.3918044570345479,-0.5158679621607366,0.000010374125731506135,0.14286047102442107,-1.9865659173214443,0.00000000000000000000000000388219153640663,0.17409741069756113,-1.677490425320234,0.00000000000000000998923469949852,0.2307589906560058,-1.2552001540886093,0.00000000012747849455778464,1.6131437463886917,2.3989427588462338,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009627109461574216,0.3281917340930328,-0.7111906673581881,0.004436015497775812,0.3581857246781371,-0.585259340657372,0.011928321258235309,0.054620802101496876,-3.3117694112652063,0.0000000000000000000001974020089556894,0.30141667567859803,-0.8038779644473829,0.684692038415328
ENSG00000120907,ADRA1A,0.4574270590822635,-0.37194774584353185,0.00020315073400789982,0.3945736440269994,-0.5851947332168074,0.0000006274198818734124,0.901462951396555,0.7913032358101213,0.000000026806890990443008,0.4516207882819147,-0.31859647744825303,0.07574353678415383,0.3064767844650077,-0.9040087353820518,0.0000019068818058442044,0.31603460329066,-0.9344309443846721,0.00000000000007306427326345932,0.5474013932974874,-0.02036476080531535,0.968235718381966,1.4498120620628094,1.5129694886194651,0.000000000000000002583710577828957,1.9215901628207164,1.926941663157849,0.000000000000000000000010910645219894266,0.4318373526549145,-0.35796839299476857,0.9754924739140142
ENSG00000170214,ADRA1B,0.0277507363530055,-2.44142427769762,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000015680967415509693,0.04707617887167547,-1.499194561404396,0.0000000000000000000000000001551922291336289,0.07001798319719284,-0.795105916960436,0.000012266296120671279,0.03702685217289644,-1.7321074295705858,0.000000000000001079454070420168,0.07230195348679129,-0.7332217526398144,0.0003387803654073728,0.028673596886939986,-2.2342628044494344,0.00000000000000000000000000000000000000000000000048425683799415135,0.06663475436044498,-0.8346620643693283,0.0026726381292436524,0.13388625002861118,0.20663446297954868,0.3320487905986297,2.0418317896691507,5.438764147290968,0,0.08694711798421098,-0.38814211214187466,0.9659689430352424
ENSG00000159723,AGRP,0.013657430456452969,-1.7954866655462967,0.0000000000000000000000000000000000000009061513982390972,0.1553584907559969,3.7930093685061177,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011453947209816558,0.011149360381718605,-1.8567714183101245,0.0000000000000021258255518371613,0.011214863879290748,-1.8277050518883708,0.0000000000007948726849350686,0.0064521428308422675,-2.613793303059369,0.000000000000000000455470048798636,0.0106256380834437,-2.037012991869565,0.00000000000000000000000000000012412883428795838,0.00902994334791077,-2.082568925715546,0.000000007781339840152609,0.01306857819004372,-1.569606946260933,0.0000006129449172668341,0.0034138001313435548,-3.3815263835198053,0.0000000000005242380915892189,0.017389423596842195,-0.9225972511829568,0.6712459702380271
