Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value
ENSG00000069431,ABCC9,0.32050917989612293,1.789752821225039,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000037381741616364036,0.09121199199184733,-1.6333341714504872,0.00000000000000000000000000000000000000000000000000000000000000000000007960011951628639,0.10006774076422362,-1.0273270466394093,0.000000004030890639403704
ENSG00000123612,ACVR1C,0.22048580081780073,-1.2072157511546209,0.00000000000000000000000000000000000000007286566035121726,0.5301570551969877,1.0752423030475478,0.00000000000000000000000000000000011420181340032291,0.40346615942382175,0.09608977533813357,0.5310125909533666
ENSG00000151388,ADAMTS12,0.034898103408349784,0.6771038072989493,0.00000000025539571480086186,0.0183580395926539,-0.9554906899880935,0.000000000000000013872008950923945,0.039213773594107944,0.5691968167155075,0.0012983702049124916
ENSG00000145536,ADAMTS16,0.02499096919268015,0.6268989217115166,0.000000034657922134083436,0.016710152574100717,-0.4623778201057034,0.000056690544032645886,0.013506966460192737,-0.6080455544000367,0.005967268665936905
ENSG00000156140,ADAMTS3,0.054414860301680947,0.7464195927962205,0.000000000000052132871640308004,0.03220607260821488,-0.6588194131168672,0.00000000004869041350438801,0.033549561852736796,-0.3575564929465642,0.06225983571097579
ENSG00000197381,ADARB1,0.27097350881777477,-0.8624233025662011,0.0000000000000000000002216236333096364,0.5526492674853102,1.102013389737059,0.00000000000000000000000000000000000073937281814460195,0.19142130961864545,-1.111432643313304,0.00000000004683800093867629
ENSG00000141433,ADCYAP1,0.23756296309946548,-1.6862750292640238,0.0000000000000000000000000000000000000000000000000000000000000000000000000003780870866985985,0.8774853822302854,1.9268995545028367,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005834734979046691,0.1975212299555067,-1.5080116371483925,0.000000000000000006359393665106804
ENSG00000120907,ADRA1A,0.5941007902483689,0.18312773428460105,0.03718288756468927,0.5257048692170371,-0.14175498722110613,0.10887676630264265,0.5110861825098736,-0.1301625127073185,0.4383078830325428
ENSG00000170214,ADRA1B,0.08770640140478701,-0.6837228481221493,0.0000000000006002696442840993,0.1604232467710811,1.0021953335222795,0.000000000000000000000000006423147533218849,0.04284467855652535,-1.535429794701459,0.0000000000000010470295981160438
ENSG00000159723,AGRP,0.011543447674714165,-2.3715687589991576,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002907040383318725,0.06941362686923153,2.5779185677075724,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001612398228494536,0.01190936827672908,-1.7629855073867482,0.000000000000010987441947107745
ENSG00000204472,AIF1,0.3424952825549213,1.8487867101277509,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002665106440007136,0.0740970952377511,-2.102638446710249,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017859746466115645,0.2004259539254406,-0.04142772650873683,0.8235835410030956
ENSG00000171094,ALK,0.24285866847600962,-0.706958835296086,0.0000000000000032987253303894653,0.44923712949645506,1.0046115891690082,0.00000000000000000000000000000420162081594355,0.13129352344101328,-1.402983596787739,0.0000000000000012364483939134012
ENSG00000189292,ALKAL2,0.3654334221353456,1.4163259547861453,0.000000000000000000000000000000000000000000000000000000011055237894251173,0.1437709147941226,-1.1573305702545984,0.0000000000000000000000000000000000003808381273031278,0.10239151994017075,-1.3033452228989675,0.0000000000002682506511682986
ENSG00000154188,ANGPT1,0.16785600974416834,0.9239366407489085,0.0000000000000000000000012227727204929057,0.08103556689481714,-0.9874681832635503,0.00000000000000000000000000526117166618362,0.12577454789813883,0.02386011940340982,0.8339765017238829
ENSG00000029534,ANK1,0.1398006717100048,-0.8621615810420378,0.0000000000000000000014547013954665035,0.2810659227083169,1.0444760174620225,0.000000000000000000000000000000041933527806781694,0.11894844656879411,-0.8284790591644029,0.0000013561861340852839
ENSG00000180071,ANKRD18A,0.07547867719265422,-2.1002261136213116,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000684866739111682,0.21356037554477852,0.012023931961603562,0.8918974795548461,0.8772266389200444,2.5917447523017536,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000080169584442228
ENSG00000189127,ANKRD34B,0.14604841400817484,-2.4973266478670904,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008235616489710773,0.9704898127335414,2.8243542105485027,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004511094688872325,0.0928059308393888,-2.6018311232251263,0.00000000000000000000000000000000000000008519985541002935
ENSG00000134343,ANO3,0.05539664837710767,-1.721506136489162,0.00000000000000000000000000000000000000000000000000000000000000000000010602428826360616,0.20257446208775728,1.7519700233095632,0.0000000000000000000000000000000000000000000000000000000000000000000000000000016986956537417542,0.08322034173860686,-0.6417869945298613,0.00026882302482173257
ENSG00000135046,ANXA1,1.6250675229078277,3.150971322232935,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002233106681793854,0.11512080891015407,-3.6423042998851853,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000035559560050986544,0.5235764955805894,-0.7145279863769731,0.000012295860026931207
ENSG00000130203,APOE,17.833674620511758,0.894992187364033,0.00000000000000000000000007484259013714497,9.953642336241233,-0.69569344584096,0.0000000000000006627972952221245,7.763165282045399,-0.8339961710471631,0.00000027657025839351253
ENSG00000142192,APP,6.434430788270118,-0.9489794573395032,0.0000000000000000000000000012036554783639033,12.828742618839401,0.8525284422877921,0.000000000000000000000011771736981834234,10.376690673993446,0.10048244450200094,0.4991778719414429
ENSG00000171885,AQP4,16.628038863887745,1.4826144199375793,0.0000000000000000000000000000000000000000000000000000000000000000004130671249562197,6.029127125810394,-1.2902176878109772,0.00000000000000000000000000000000000000000000000029881348311716013,5.553251285719672,-1.01900893079587,0.0000000005874547287474107
ENSG00000169083,AR,0.16764775166756268,-0.31277135066225314,0.0005014730469224725,0.22480648168893974,0.48692141521500254,0.000000036071554384940235,0.12504836690565535,-0.6516682407218095,0.00012627928439950975
ENSG00000138639,ARHGAP24,0.3510636148495545,0.21321214702152802,0.015584154100696274,0.3310807392363346,0.05482968300676161,0.539751920099983,0.16092170793433927,-1.0820611198154408,0.0000000001692145377857764
ENSG00000064270,ATP2C2,0.09689950792923721,-0.5729045263248174,0.000000000539334434366678,0.1482231007740733,0.5467392496644172,0.000000001689770391835276,0.12374124111918508,0.010831330849458531,0.8927357513338141
AVP_gene,AVP_gene,0.5152304815224225,-0.33167436075905754,0.0003134356597349303,0.7442667264146173,0.7067460142501747,0.000000000000005832244130516586,0.16687639207270383,-1.9187185946306067,0.0000000000000000000000021270862798034322
ENSG00000135454,B4GALNT1,0.1621437882144129,-1.697407159390511,0.00000000000000000000000000000000000000000000000000000000000000000000000000010928881935496277,0.6097471071632495,2.0001335869715637,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006445772199943551,0.10486053531461459,-1.8901131597685006,0.0000000000000000000000006155253079885361
ENSG00000132692,BCAN,1.4164821836103507,0.6296435982962872,0.0000000000002254799879064474,0.9261125044268899,-0.5137292615232197,0.0000000029339052653944545,0.8622673104748847,-0.43752844178283273,0.0062865612744700886
ENSG00000176697,BDNF,0.02293813958042428,-1.9454597977453303,0.000000000000000000000000000000000000000000000000000000000000000000000000000005346785657728679,0.10260264962886409,2.2218030693722066,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020955952399429363,0.017283107621106835,-1.8622344519983383,0.0000000000000000007061383142121723
ENSG00000116985,BMP8B,0.07759100911251171,-0.5968742022165432,0.00000000013918146461862739,0.10014527425031987,0.015655577859302383,0.8683267342012126,0.20391162268936133,1.1961852292410922,0.000000000000000038801528814866564
ENSG00000162670,BRINP3,0.5905306517922718,-0.36510945530308386,0.000030499061749737933,0.8622207445847401,0.6948435805741144,0.0000000000000007503567351538067,0.2500967338113107,-1.541471849846013,0.00000000000000000071951528533915
ENSG00000151136,BTBD11,0.32666766873289055,-1.1949348907877106,0.0000000000000000000000000000000000000000522381633598647,0.8508300869477233,1.454833294540006,0.000000000000000000000000000000000000000000000000000000000000009801385195504658,0.2307803194112501,-1.3596249139107943,0.0000000000000021771408044075465
ENSG00000165985,C1QL3,0.10591410753088254,-1.3520781819811294,0.000000000000000000000000000000000000000000000009369238989495545,0.30026236095953296,1.4696389735572493,0.00000000000000000000000000000000000000000000000000000000002975283309708806,0.12054604475225776,-0.7609380764868989,0.000011337832502698826
ENSG00000143110,C1orf162,0.17776314395983797,1.0837618234044797,0.0000000000000000000000000000000028470680677776626,0.07051221821493364,-1.2960805744422914,0.000000000000000000000000000000000000000000013125748564800378,0.15090041023806725,0.2916447247940197,0.05936323156934178
