NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SNX22	1	SNX22	
ZNF143	1	ZNF143	
SLITRK4	1	SLITRK4	
ZFP14	1	ZFP14	
GPR19	1	GPR19	
ZNF519	1	ZNF519	
MT-ND6	1	MT-ND6	
ANKRD34B	1	ANKRD34B	
KCTD4	1	KCTD4	
KANSL1-AS1	1	KANSL1-AS1	
CACNA1C	1	CACNA1C	
MARCHF8	1	MARCH8	
HES5	1	HES5	
ST8SIA6	1	ST8SIA6	
MED14	1	MED14	
GABRA4	1	GABRA4	
KCNK9	1	KCNK9	
CALB1	1	CALB1	
CARTPT	1	CARTPT	
THAP8	1	THAP8	
HPS6	1	HPS6	
BRCA1	1	BRCA1	
SLC25A27	1	SLC25A27	
CACNG2	1	CACNG2	
BCL11B	1	BCL11B	
GPR12	1	GPR12	
MIR124-1HG	1	LINC00599	
CDH18	1	CDH18	
SLC5A3	1	SLC5A3	
CACNA2D3	1	CACNA2D3	
TGFA	1	TGFA	
DNMT3A	1	DNMT3A	
ZNF14	1	ZNF14	
DDN	1	DDN	
POLR3G	1	POLR3G	
EXOG	1	EXOG	
GPR135	1	GPR135	
GDA	1	GDA	
SOWAHA	1	SOWAHA	
CRYGD	1	CRYGD	
SOX1	1	SOX1	
ZNF189	1	ZNF189	
MAML1	1	MAML1	
ZNF605	1	ZNF605	
SCN3A	1	SCN3A	
NICN1	1	NICN1	
SETD9	1	SETD9	
AGAP2	1	AGAP2	
CENPC	1	CENPC	
RYR2	1	RYR2	
PRLR	1	PRLR	
EXPH5	1	EXPH5	
TYSND1	1	TYSND1	
EPM2A	1	EPM2A	
RMST	1	RMST	
MMP16	1	MMP16	
SPEG	1	SPEG	
ZNF670	1	ZNF670	
CAMK2A	1	CAMK2A	
MPHOSPH9	1	MPHOSPH9	
EEFSEC	1	EEFSEC	
PPP1R3C	1	PPP1R3C	
SMIM18	1	SMIM18	
MINPP1	1	MINPP1	
ABTB3	1	BTBD11	
GID4	1	GID4	
KY	1	KY	
ANKRD36	1	ANKRD36	
CDK6	1	CDK6	
GRM7	1	GRM7	
CCDC28B	1	CCDC28B	
GRM5	1	GRM5	
R3HDM1	1	R3HDM1	
TRNT1	1	TRNT1	
AKT3	1	AKT3	
CCDC7	1	CCDC7	
WDR31	1	WDR31	
NEURL1B	1	NEURL1B	
PIGN	1	PIGN	
ANKRD36C	1	ANKRD36C	
RTP5	1	RTP5	
COL12A1	1	COL12A1	
MT-CO3	1	MT-CO3	
RIMS2	1	RIMS2	
ZNF514	1	ZNF514	
PITPNM3	1	PITPNM3	
HIF3A	1	HIF3A	
MYOM2	1	MYOM2	
NKAIN4	1	NKAIN4	
EIF4ENIF1	1	EIF4ENIF1	
VPS13B	1	VPS13B	
CA3-AS1	1	CA3-AS1	
CHCHD6	1	CHCHD6	
CDH20	1	CDH20	
NRAV	1	NRAV	
ATL2	1	ATL2	
CCDC159	1	CCDC159	
ADGRB3	1	ADGRB3	
SKIC2	1	SKIV2L	
SLC10A4	1	SLC10A4	
OXTR	1	OXTR	
SMC6	1	SMC6	
FOCAD	1	FOCAD	
ZNF251	1	ZNF251	
PTGFRN	1	PTGFRN	
KLHL13	1	KLHL13	
GLRA3	1	GLRA3	
RWDD2A	1	RWDD2A	
CACNG8	1	CACNG8	
FAM167A	1	FAM167A	
PCLO	1	PCLO	
PDGFRA	1	PDGFRA	
NGEF	1	NGEF	
SOX21	1	SOX21	
NPTX1	1	NPTX1	
CCDC66	1	CCDC66	
CX3CL1	1	CX3CL1	
LCA5	1	LCA5	
LMAN2L	1	LMAN2L	
DOCK5	1	DOCK5	
DPYD	1	DPYD	
GSTCD	1	GSTCD	
MTG1	1	MTG1	
SOX12	1	SOX12	
METTL6	1	METTL6	
IREB2	1	IREB2	
NKAPL	1	NKAPL	
MAP2	1	MAP2	
ZNF282	1	ZNF282	
DENND5B	1	DENND5B	
SAP130	1	SAP130	
HCCS	1	HCCS	
NKX2-2	1	NKX2-2	
GABRA5	1	GABRA5	
FTX	1	FTX	
FIGNL1	1	FIGNL1	
EXOSC10	1	EXOSC10	
COIL	1	COIL	
USP40	1	USP40	
KCND2	1	KCND2	
PHIP	1	PHIP	
VLDLR-AS1	1	VLDLR-AS1	
ABCD4	1	ABCD4	
HYLS1	1	HYLS1	
BDP1	1	BDP1	
JMY	1	JMY	
ACVR2A	1	ACVR2A	
SRSF12	1	SRSF12	
SCN2A	1	SCN2A	
GPR88	1	GPR88	
ZBTB48	1	ZBTB48	
RRP15	1	RRP15	
POMC	1	POMC	
EFNB3	1	EFNB3	
ZNF91	1	ZNF91	
DIPK1A	1	DIPK1A	
SRRM4	1	SRRM4	
ARPP21	1	ARPP21	
ARMCX4	1	ARMCX4	
ANKRD50	1	ANKRD50	
CSDC2	1	CSDC2	
RNF2	1	RNF2	
NFRKB	1	NFRKB	
CDK14	1	CDK14	
PLCH1	1	PLCH1	
RNMT	1	RNMT	
SLC39A13	1	SLC39A13	
ERCC2	1	ERCC2	
HIBCH	1	HIBCH	
ORC5	1	ORC5	
RGS22	1	RGS22	
MYO7A	1	MYO7A	
SRD5A1	1	SRD5A1	
NAA16	1	NAA16	
NOVA2	1	NOVA2	
SARS2	1	SARS2	
MZT1	1	MZT1	
MTF2	1	MTF2	
DNAH14	1	DNAH14	
NRGN	1	NRGN	
PNMA8C	1	PNMA8C	
NUP93	1	NUP93	
H4C3	1	HIST1H4C	
UNC5D	1	UNC5D	
RSAD1	1	RSAD1	
PGR	1	PGR	
SLC32A1	1	SLC32A1	
MAP2K4	1	MAP2K4	
XKR4	1	XKR4	
ABHD17C	1	ABHD17C	
RASSF8-AS1	1	RASSF8-AS1	
NXPH1	1	NXPH1	
PPP3R1	1	PPP3R1	
SIRT3	1	SIRT3	
MT-CO1	1	MT-CO1	
MT-CO2	1	MT-CO2	
INTS13	1	INTS13	
USP45	1	USP45	
HSD17B6	1	HSD17B6	
LRRC24	1	LRRC24	
CENPQ	1	CENPQ	
ADCY1	1	ADCY1	
PTPRO	1	PTPRO	
FRA10AC1	1	FRA10AC1	
TMED8	1	TMED8	
SS18L1	1	SS18L1	
MT-CYB	1	MT-CYB	
GRIN2B	1	GRIN2B	
DLGAP1	1	DLGAP1	
ZC4H2	1	ZC4H2	
FBXW7	1	FBXW7	
LYPD5	1	LYPD5	
ERMARD	1	ERMARD	
ZNF641	1	ZNF641	
ZSCAN9	1	ZSCAN9	
EPC2	1	EPC2	
CFAP69	1	CFAP69	
HOMER1	1	HOMER1	
NGLY1	1	NGLY1	
ELMOD2	1	ELMOD2	
PTPN5	1	PTPN5	
LENG1	1	LENG1	
CTC1	1	CTC1	
NBAS	1	NBAS	
MAN1A2	1	MAN1A2	
DLG4	1	DLG4	
SMOC1	1	SMOC1	
TENM3	1	TENM3	
CTXN2	1	CTXN2	
ENC1	1	ENC1	
MED12L	1	MED12L	
CCAR1	1	CCAR1	
NOS1AP	1	NOS1AP	
CIART	1	CIART	
ZNF439	1	ZNF439	
FRY	1	FRY	
VILL	1	VILL	
CEP126	1	CEP126	
FOXB1	1	FOXB1	
ZNF28	1	ZNF28	
UBE3D	1	UBE3D	
PSMG3-AS1	1	PSMG3-AS1	
C11orf87	1	C11orf87	
UBE2T	1	UBE2T	
CABLES1	1	CABLES1	
PRPH2	1	PRPH2	
ZC3H4	1	ZC3H4	
LRRN2	1	LRRN2	
ARNT	1	ARNT	
IFT74	1	IFT74	
GUCY1A2	1	GUCY1A2	
B3GNT2	1	B3GNT2	
SLC37A3	1	SLC37A3	
GABRG3	1	GABRG3	
GOLGA1	1	GOLGA1	
PHTF2	1	PHTF2	
C9orf64	1	C9orf64	
