NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	Details ...	76	-0.8273639	-3.6195104	0.0	0.0	0.0	366	tags=96%, list=19%, signal=114%	
REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	Details ...	79	-0.82274866	-3.6055214	0.0	0.0	0.0	366	tags=94%, list=19%, signal=111%	
REACTOME_SELENOAMINO_ACID_METABOLISM	REACTOME_SELENOAMINO_ACID_METABOLISM	Details ...	78	-0.81682056	-3.6036584	0.0	0.0	0.0	366	tags=92%, list=19%, signal=110%	
KEGG_RIBOSOME	KEGG_RIBOSOME	Details ...	72	-0.825861	-3.5987217	0.0	0.0	0.0	366	tags=97%, list=19%, signal=116%	
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	Details ...	78	-0.82295066	-3.598419	0.0	0.0	0.0	366	tags=95%, list=19%, signal=113%	
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	Details ...	77	-0.8242262	-3.596492	0.0	0.0	0.0	366	tags=95%, list=19%, signal=113%	
GOCC_CYTOSOLIC_RIBOSOME	GOCC_CYTOSOLIC_RIBOSOME	Details ...	75	-0.82803196	-3.5917358	0.0	0.0	0.0	366	tags=97%, list=19%, signal=116%	
LAKE_ADULT_KIDNEY_C8_DECENDING_THIN_LIMB	LAKE_ADULT_KIDNEY_C8_DECENDING_THIN_LIMB	Details ...	146	-0.7326536	-3.5669124	0.0	0.0	0.0	351	tags=67%, list=18%, signal=76%	
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	Details ...	76	-0.8135615	-3.5560439	0.0	0.0	0.0	366	tags=95%, list=19%, signal=113%	
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	Details ...	89	-0.7887852	-3.5267615	0.0	0.0	0.0	366	tags=84%, list=19%, signal=99%	
