NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DESCARTES_FETAL_LUNG_MYELOID_CELLS	DESCARTES_FETAL_LUNG_MYELOID_CELLS	Details ...	67	-0.8021567	-2.9542563	0.0	0.0	0.0	1038	tags=60%, list=7%, signal=64%	
DESCARTES_FETAL_PANCREAS_MYELOID_CELLS	DESCARTES_FETAL_PANCREAS_MYELOID_CELLS	Details ...	83	-0.76407737	-2.9156659	0.0	0.0	0.0	1038	tags=53%, list=7%, signal=57%	
DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	Details ...	372	-0.6238553	-2.9059846	0.0	0.0	0.0	1739	tags=44%, list=12%, signal=48%	
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	Details ...	101	-0.7398095	-2.8889132	0.0	0.0	0.0	1716	tags=52%, list=12%, signal=59%	
DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	Details ...	323	-0.62370956	-2.874576	0.0	0.0	0.0	2008	tags=47%, list=14%, signal=54%	
DESCARTES_FETAL_STOMACH_MYELOID_CELLS	DESCARTES_FETAL_STOMACH_MYELOID_CELLS	Details ...	54	-0.80179656	-2.8600717	0.0	0.0	0.0	1380	tags=57%, list=10%, signal=63%	
DESCARTES_FETAL_INTESTINE_MYELOID_CELLS	DESCARTES_FETAL_INTESTINE_MYELOID_CELLS	Details ...	104	-0.72866255	-2.8508475	0.0	0.0	0.0	1038	tags=49%, list=7%, signal=53%	
NABA_CORE_MATRISOME	NABA_CORE_MATRISOME	Details ...	173	-0.66046494	-2.816212	0.0	0.0	0.0	1716	tags=43%, list=12%, signal=48%	
DESCARTES_FETAL_CEREBRUM_MICROGLIA	DESCARTES_FETAL_CEREBRUM_MICROGLIA	Details ...	216	-0.6399292	-2.8071756	0.0	0.0	0.0	1114	tags=38%, list=8%, signal=41%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MACROPHAGES	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MACROPHAGES	Details ...	68	-0.7594112	-2.790788	0.0	0.0	0.0	1714	tags=66%, list=12%, signal=75%	
DESCARTES_FETAL_KIDNEY_MYELOID_CELLS	DESCARTES_FETAL_KIDNEY_MYELOID_CELLS	Details ...	85	-0.72745675	-2.7670507	0.0	0.0	0.0	986	tags=47%, list=7%, signal=50%	
DESCARTES_FETAL_CEREBELLUM_MICROGLIA	DESCARTES_FETAL_CEREBELLUM_MICROGLIA	Details ...	322	-0.60124767	-2.7537735	0.0	0.0	0.0	1113	tags=37%, list=8%, signal=39%	
DESCARTES_FETAL_HEART_MYELOID_CELLS	DESCARTES_FETAL_HEART_MYELOID_CELLS	Details ...	54	-0.7698749	-2.749379	0.0	0.0	0.0	1380	tags=63%, list=10%, signal=70%	
CUI_DEVELOPING_HEART_C8_MACROPHAGE	CUI_DEVELOPING_HEART_C8_MACROPHAGE	Details ...	243	-0.6222748	-2.745738	0.0	0.0	0.0	1061	tags=37%, list=8%, signal=39%	
DESCARTES_FETAL_ADRENAL_MYELOID_CELLS	DESCARTES_FETAL_ADRENAL_MYELOID_CELLS	Details ...	83	-0.72543	-2.7227087	0.0	0.0	0.0	1038	tags=51%, list=7%, signal=54%	
DESCARTES_FETAL_EYE_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_EYE_VASCULAR_ENDOTHELIAL_CELLS	Details ...	67	-0.73501337	-2.721506	0.0	0.0	0.0	1228	tags=48%, list=9%, signal=52%	
DESCARTES_FETAL_EYE_MICROGLIA	DESCARTES_FETAL_EYE_MICROGLIA	Details ...	109	-0.6809017	-2.7064476	0.0	0.0	0.0	1062	tags=43%, list=8%, signal=46%	
DESCARTES_FETAL_THYMUS_ANTIGEN_PRESENTING_CELLS	DESCARTES_FETAL_THYMUS_ANTIGEN_PRESENTING_CELLS	Details ...	110	-0.6781932	-2.6975517	0.0	0.0	0.0	2082	tags=45%, list=15%, signal=52%	
