NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN	PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN	Details ...	17	0.9277262	2.5785787	0.0	0.004458407	0.004	9	tags=35%, list=0%, signal=35%	
GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_DN	GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_DN	Details ...	126	0.62036765	2.538744	0.0	0.006139048	0.011	1287	tags=17%, list=9%, signal=19%	
MIR9983_3P	MIR9983_3P	Details ...	415	0.52076197	2.4712963	0.0	0.020168759	0.052	3025	tags=48%, list=22%, signal=59%	
MIR129_5P	MIR129_5P	Details ...	333	0.53620744	2.453831	0.0	0.023791064	0.083	2977	tags=50%, list=21%, signal=61%	
REACTOME_HDMS_DEMETHYLATE_HISTONES	REACTOME_HDMS_DEMETHYLATE_HISTONES	Details ...	24	0.79928184	2.4282243	0.0	0.029107658	0.12	599	tags=25%, list=4%, signal=26%	
REACTOME_NEUREXINS_AND_NEUROLIGINS	REACTOME_NEUREXINS_AND_NEUROLIGINS	Details ...	56	0.68130815	2.4208786	0.0	0.027618641	0.136	1487	tags=30%, list=11%, signal=34%	
GSE5099_DAY3_VS_DAY7_MCSF_TREATED_MACROPHAGE_DN	GSE5099_DAY3_VS_DAY7_MCSF_TREATED_MACROPHAGE_DN	Details ...	131	0.5801788	2.371316	0.0	0.05390532	0.292	1206	tags=14%, list=9%, signal=15%	
ZHONG_PFC_C2_SOX5_BCL11B_POS_EXCITATORY_NEURON	ZHONG_PFC_C2_SOX5_BCL11B_POS_EXCITATORY_NEURON	Details ...	26	0.770006	2.3696427	0.0	0.048708193	0.301	679	tags=23%, list=5%, signal=24%	
TAVAZOIE_METASTASIS	TAVAZOIE_METASTASIS	Details ...	67	0.6283521	2.3455074	0.0	0.064413115	0.403	228	tags=7%, list=2%, signal=8%	
GOMF_PROTEIN_DEMETHYLASE_ACTIVITY	GOMF_PROTEIN_DEMETHYLASE_ACTIVITY	Details ...	28	0.7576194	2.3447409	0.0	0.058419887	0.405	1174	tags=29%, list=8%, signal=31%	
