NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
TAC3	1	TAC3	
ZNF713	1	ZNF713	
TAFA4	1	TAFA4	
C2orf66	1	C2orf66	
INHBA	1	INHBA	
ANKRD18A	1	ANKRD18A	
KANSL1-AS1	1	KANSL1-AS1	
TTN-AS1	1	TTN-AS1	
TBX3	1	TBX3	
C2CD6	1	C2CD6	
PTH2R	1	PTH2R	
DRAIC	1	DRAIC	
ZNF519	1	ZNF519	
ZNF354B	1	ZNF354B	
ALG11	1	ALG11	
MEMO1	1	MEMO1	
ALG1L1P	1	ALG1L	
C5orf64	1	C5orf64	
TRMT12	1	TRMT12	
MYZAP	1	MYZAP	
PTPRS	1	PTPRS	
ZNF891	1	ZNF891	
MYOZ3	1	MYOZ3	
VARS2	1	VARS2	
ZNF230	1	ZNF230	
AGBL4	1	AGBL4	
LMCD1-AS1	1	LMCD1-AS1	
NEU3	1	NEU3	
SMOC1	1	SMOC1	
DACH1	1	DACH1	
ESYT3	1	ESYT3	
KIF27	1	KIF27	
ACSM5	1	ACSM5	
RPRML	1	RPRML	
RALGAPA2	1	RALGAPA2	
C5	1	C5	
FEZF1	1	FEZF1	
LINC02018	1	LINC02018	
FIGN	1	FIGN	
PLA2R1	1	PLA2R1	
ZNF135	1	ZNF135	
WNT3	1	WNT3	
ZNF620	1	ZNF620	
MALINC1	1	MALINC1	
TLL1	1	TLL1	
CHRM1	1	CHRM1	
ETV5	1	ETV5	
C19orf73	1	C19orf73	
APPAT	1	AC092683.1	
MIR3936HG	1	MIR3936HG	
PABPC5-AS1	1	PABPC5-AS1	
GGACT	1	GGACT	
AP1S3	1	AP1S3	
DSE	1	DSE	
B3GNT7	1	B3GNT7	
DHODH	1	DHODH	
KDM5B	1	KDM5B	
NBPF19	1	NBPF19	
SLC35E2B	1	SLC35E2B	
ZC3H6	1	ZC3H6	
BCL11B	1	BCL11B	
GRIP1	1	GRIP1	
ZNF208	1	ZNF208	
GRIN2A	1	GRIN2A	
TACR1	1	TACR1	
NR4A1	1	NR4A1	
CHRM5	1	CHRM5	
SLC17A8	1	SLC17A8	
GEN1	1	GEN1	
