domain	gene_name	logFC	adj.P.Val	t	B	P.Value	AveExpr
ARC_yi_2stage	RDH10	-1.73297114966442	0.0202960363993516	-5.60155620234871	2.11361725494183	5.56055791763058e-05	11.2412370407775
ARC_yi_2stage	CYP26A1	-1.91607206457002	0.0639649427255632	-4.62793216972854	0.378195038662716	0.000350492836852401	8.33892667921519
ARC_yi_2stage	CRH	1.52013117016396	0.0784892733530263	4.31275304250999	-0.166395219392544	0.00065132324824812	8.94626129468846
ARC_yi_2stage	LYPD6B	1.7427505089648	0.0784892733530263	4.17283630351364	-0.465450791943483	0.000860156420307138	7.6615941206831
ARC_yi_2stage	TAC3	1.29532726286064	0.0788455947893766	4.00147304801566	-0.75161796609573	0.00121182357010615	9.89486364483024
ARC_yi_2stage	DCC	0.659712731403594	0.0788455947893766	3.96798634717938	-0.864990564950441	0.00129609196914044	10.8996130377059
ARC_yi_2stage	ADAMTS12	-1.01534758624906	0.109567805812239	-3.60120421858448	-1.45617868845668	0.00271737382336046	6.4757807597873
ARC_yi_2stage	GLRA2	0.680736934803843	0.109567805812239	3.68153375650962	-1.50344819728757	0.00230950440684979	12.2960875257855
ARC_yi_2stage	TGFB2	-0.696066715320269	0.109567805812239	-3.5876101491674	-1.61049814587102	0.00279325216596097	10.8646096124831
ARC_yi_2stage	SST	0.735001912876637	0.109567805812239	3.5050562695474	-1.79683155071951	0.0033020434628346	11.6409975582208
ARC_yi_2stage	PCLO	0.464603325682841	0.109567805812239	3.52363094294584	-1.82551137974222	0.00317999633252745	12.5857551869499
ARC_yi_2stage	AGRP	-1.20475491787286	0.112872830410457	-3.32151562856191	-1.96397362428263	0.0047913306885716	8.79177621810847
ARC_yi_2stage	CHODL	0.564511456900522	0.112872830410457	3.33683467135814	-2.02752868603444	0.0046447602777044	10.2858369822992
ARC_yi_2stage	TRH	1.14354039269624	0.112872830410457	3.30566435661624	-2.05967756824897	0.0049478501001844	10.1720193055556
ARC_yi_2stage	BTBD11	0.490050100827727	0.112872830410457	3.34196471955088	-2.06005026249379	0.00459668341610849	10.779132982451
ARC_yi_2stage	MYT1L	0.44010621926793	0.112872830410457	3.32046149669302	-2.23056423304229	0.00480158446804549	12.7857122659021
ARC_yi_2stage	HRH3	0.732036013150086	0.128963365862663	3.18178437426248	-2.33583027727435	0.00635983722062448	10.565780176972
ARC_yi_2stage	FGFR2	-0.483077552154315	0.12565487476672	-3.22283406249506	-2.35246663517978	0.00585241882475136	11.6224679628453
ARC_yi_2stage	KCNH5	0.680962875311431	0.14805501034586	3.06094563853059	-2.48096228332039	0.00812053721689905	9.61644071564338
