cluster_annotated	gene_name	logFC_MvF	adj.P.Val	t	B	P.Value	AveExpr	cluster_id
Other_GABAergic_1	RELN	0.71824348408717	0.0406635571288238	4.75223357486938	1.24120410253114	0.000117865382982098	13.1314835577348	X1
Other_GABAergic_1	TAC3	1.49575155714649	0.247090980158481	3.68802165767927	-1.08122012807581	0.0014324114791796	9.57686441736336	X1
Other_GABAergic_1	CRHBP	1.13059944561176	0.567674307354699	3.02766204074589	-2.24864840050959	0.00658173109976462	10.3510554044148	X1
Other_GABAergic_1	GABRQ	0.607343289208576	0.567674307354699	3.12347279318573	-2.27986678149315	0.00529360767801157	12.8320588356093	X1
Other_GABAergic_1	ADCYAP1	-0.89467597359403	0.648429495797215	-2.86939478421799	-2.54490841717977	0.00939752892459731	9.42255586866649	X1
Other_GABAergic_1	RGS16	-0.731202655107664	0.659525090048991	-2.73265885194432	-2.82471580495071	0.012729873923086	10.747478357158	X1
Other_GABAergic_1	PROX1	0.529522895367373	0.659525090048991	2.70997410666858	-2.92915810374997	0.0133816684937476	11.3431379471185	X1
Other_GABAergic_1	GABRE	0.481770756474575	0.739926472406468	2.54167859106015	-3.45646876910841	0.0193024297149513	12.652290949327	X1
Other_GABAergic_1	OXTR	-1.02324817428916	0.988180479781237	-2.29144747801875	-3.52620794452934	0.0327770289896295	7.89618870030851	X1
Other_GABAergic_1	PCDH19	0.313307410459464	0.739926472406468	2.55689545109371	-3.53081793571331	0.018679388741811	13.2531712662529	X1
Other_GABAergic_1	GABRA5	0.323319890661317	0.988180479781237	2.27793814336266	-3.9408850119785	0.0337079987402194	12.5875404303862	X1
Other_GABAergic_1	VWC2L	-0.365069256882226	0.988180479781237	-2.16906913241698	-3.95140110760276	0.0421431446358245	11.2875439123396	X1
Other_GABAergic_1	SEMA5A	-0.540369784186526	0.988180479781237	-2.04187059998586	-3.98799555984522	0.0544000387195275	10.6400419745616	X1
Other_GABAergic_1	ANXA1	-1.27790474415247	0.988180479781237	-1.87930113031963	-4.04739350841997	0.0746652919838258	7.00471911374151	X1
Other_GABAergic_1	POU6F2	-0.579642597232088	0.988180479781237	-1.89472435980344	-4.0866282896776	0.0724911116736467	9.23098389389398	X1
Other_GABAergic_1	GPR183	1.85030278971965	0.988180479781237	1.98152002525264	-4.08880261808223	0.0612659440445116	4.83118507043317	X1
Other_GABAergic_1	C1orf162	-0.75815809539594	0.988180479781237	-1.80025624465002	-4.1352546512125	0.0867285184028588	8.44406743563623	X1
Other_GABAergic_1	LRRK1	1.15565783970323	0.988180479781237	1.7503795434647	-4.19111199234018	0.0951825173278555	6.578775053982	X1
Other_GABAergic_1	VIP	-1.11925647137659	0.988180479781237	-1.72915598773379	-4.20245530427907	0.0989898230731844	6.48019555342094	X1
Other_GABAergic_1	CX3CR1	-1.75787183344249	0.988180479781237	-1.61754375004484	-4.30052942281385	0.12122479722373	7.39851477804852	X1
Other_GABAergic_1	NR4A2	1.64860624609476	0.988180479781237	1.60173208149201	-4.32393421485533	0.124692133417923	6.30367789785159	X1
Other_GABAergic_1	DCC	0.282232889709759	0.988180479781237	1.98768553839555	-4.3384141830028	0.0605307005787045	12.1084488276915	X1
Other_GABAergic_1	AQP4	-0.447581954736929	0.988180479781237	-1.87949810057729	-4.33947322295649	0.0746371683205268	11.0084420162356	X1
Other_GABAergic_1	CYP26A1	-1.0906815123406	0.988180479781237	-1.52377530923368	-4.37766909119034	0.143022321440265	7.05138566237499	X1
Other_GABAergic_1	MEIS2	-0.878376468617446	0.988180479781237	-1.65401048773529	-4.39211798795382	0.113536333722165	9.12532332917287	X1
Other_GABAergic_1	RAB3B	-0.254661448388053	0.988180479781237	-2.01819693129043	-4.40441080822237	0.0570067111517829	12.451181799989	X1
Other_GABAergic_1	RDH10	-0.695525726245219	0.988180479781237	-1.6132504241205	-4.44497515227474	0.122158169414366	9.23602777323105	X1
Other_GABAergic_1	ITGAM	-1.16841757347243	0.988180479781237	-1.37533735054816	-4.4863736766676	0.184044479050089	6.53084322540046	X1
Other_GABAergic_1	NRGN	0.323984708374763	0.988180479781237	1.76476306059278	-4.52642767435178	0.0926745072192028	11.3488702063195	X1
Other_GABAergic_1	BCAN	-0.512173707261395	0.988180479781237	-1.45753714058643	-4.53420889488608	0.160294592838146	8.6082221482196	X1
Other_GABAergic_1	CHODL	0.349418520467216	0.988180479781237	1.78965576420106	-4.54992238216105	0.0884687295046351	11.6922314198529	X1
Other_GABAergic_1	AIF1	-0.790142872530124	0.988180479781237	-1.28657767509873	-4.55322636844499	0.212748883393954	6.56406646389993	X1
Other_GABAergic_1	MKI67	-0.684411879943933	0.988180479781237	-1.327314567599	-4.55497538163013	0.199168370860787	6.89478888083161	X1
Other_GABAergic_1	TPH2	-0.833158904704444	0.988180479781237	-1.28806335729148	-4.56214919757902	0.212241258838416	6.57489031707443	X1
Other_GABAergic_1	KLF2	-0.662541395989699	0.988180479781237	-1.29539475756936	-4.56484911652522	0.209750050480521	6.70960224030701	X1
Other_GABAergic_1	HTR2C	0.351209818837193	0.988180479781237	1.86838903442508	-4.58514621597483	0.0762379383452642	12.3659341435006	X1
Other_GABAergic_1	MOG	0.909434896281258	0.988180479781237	1.17038326567984	-4.63093816949306	0.255429831784485	6.95562195360427	X1
Other_GABAergic_1	ESR1	-0.737602225561055	0.988180479781237	-1.47047695050794	-4.64160300612426	0.156792947894482	9.77252301924883	X1
Other_GABAergic_1	NR5A1	-1.07141038436392	0.988180479781237	-1.18275195978514	-4.6541214165997	0.250601671832001	7.21630343358428	X1
