assay,bjm_annot,ID,logFC_MvF_inARCnuc,FDR_inARCnuc,t_inARCnuc,P.Value_inARCnuc,logFC_MvF_inVMHnuc,FDR_inVMHnuc,t_inVMHnuc,P.Value_inVMHnuc
X1,Other_GABAergic_1,ACVR1C,-0.192299289004583,0.982055242537714,-0.462273168054618,0.656525234291358,0.077568485790044,0.996749728756195,0.298274811768415,0.773563394775556
X1,Other_GABAergic_1,ADARB1,0.228618448549789,0.720917809412149,1.74293113577147,0.122488229686954,0.0124709183789006,0.996749728756195,0.0524426261218843,0.95948396446978
X1,Other_GABAergic_1,ADCYAP1,-0.703981848731958,0.848485656016388,-1.27597147064934,0.238679204130209,-1.05452789763675,0.996749728756195,-4.3285824010319,0.00303488219232142
X1,Other_GABAergic_1,ADRA1A,0.297762306978121,0.717534164514523,1.75043145299606,0.121688395925504,-0.0553886269801249,0.996749728756195,-0.187161513238736,0.856383535755205
X1,Other_GABAergic_1,ALK,-0.00853538934071715,0.999172130827947,-0.0270503621135386,0.979126000221783,0.215330641160175,0.996749728756195,1.14087002052892,0.290337848093546
X1,Other_GABAergic_1,ANGPT1,0.260336613452895,0.924011495947647,0.930663389922131,0.380162108455559,,,,
X1,Other_GABAergic_1,ANK1,0.344875123712905,0.66750479208983,1.94680505298841,0.0923076952860871,0.124452625086569,0.996749728756195,0.867349179448762,0.412428599665568
X1,Other_GABAergic_1,ANKRD18A,-0.153475429420952,0.921023059596106,-1.015648152603,0.342071053351364,0.0264494466753258,0.996749728756195,0.199062398271795,0.847720713792828
X1,Other_GABAergic_1,ANKRD34B,0.230170672431876,0.790009393613278,1.53949715123861,0.165679085996014,0.0877650273885578,0.996749728756195,0.25332614867437,0.80652910296918
X1,Other_GABAergic_1,ANO3,0.166856230991963,0.885035099861624,1.15960573733717,0.28154783548808,0.120509279436663,0.996749728756195,0.355369995098378,0.731961402656429
X1,Other_GABAergic_1,APOE,-0.248761654763335,0.848485656016388,-1.27805086279844,0.240084401216671,-0.0510220817925213,0.996749728756195,-0.273003470223093,0.792110678399452
X1,Other_GABAergic_1,APP,0.217116507633237,0.848485656016388,1.28822024635194,0.235928638795893,0.0237414719078491,0.996749728756195,0.420067707104177,0.687100670422707
