assay,bjm_annot,ID,logFC_MvF_inARC,FDR_inARC,t_inARC,P.Value_inARC,logFC_MvF_inVMH,FDR_inVMH,t_inVMH,P.Value_inVMH
X1,Other_GABAergic_1,ABCC9,-0.279829350919624,0.884572530084884,-0.90957602328136,0.390649537271954,-0.21314957024269,0.999779148489517,-0.957127077851759,0.368343573029189
X1,Other_GABAergic_1,ACVR1C,-0.382896468857937,0.817052447625175,-1.18202928037875,0.272661906642978,0.0045706751433453,0.999779148489517,0.0190379627094311,0.985276618407314
X1,Other_GABAergic_1,ADAMTS3,0.412294035029933,0.820621257856045,1.16986738718589,0.276680269395281,,,,
X1,Other_GABAergic_1,ADARB1,0.193685402290526,0.542478459606007,2.29484761272792,0.0549120929943757,0.0927605549205717,0.999779148489517,0.613421659903347,0.55654022128387
X1,Other_GABAergic_1,ADCYAP1,-0.967468169643373,0.724833864067206,-1.55103714860047,0.160387222605184,-0.558789580580192,0.999779148489517,-3.65039671659734,0.00803886402255555
X1,Other_GABAergic_1,ADRA1A,0.118669397565589,0.906754594464535,0.767736442659102,0.466962172044893,-0.120615089995432,0.999779148489517,-0.548064075890559,0.598682613333835
X1,Other_GABAergic_1,ADRA1B,0.104846277767846,0.957026533520498,0.405234308475368,0.696434859939189,-0.203438462269085,0.999779148489517,-0.743550370586057,0.47986183629008
X1,Other_GABAergic_1,AGRP,-0.0199009346105838,0.99835839078863,-0.0238057455982835,0.981603332664397,,,,
X1,Other_GABAergic_1,AIF1,-0.0751820030943398,0.988661480912078,-0.111505305726705,0.914050575510523,-0.784169185496213,0.999779148489517,-0.902475473943591,0.392817854007831
X1,Other_GABAergic_1,ALK,-0.107644668143125,0.968086186404665,-0.324848031681569,0.75412559342358,0.202353963844074,0.999779148489517,0.930266592888278,0.379797232748203
X1,Other_GABAergic_1,ALKAL2,-1.13002759093954,0.362196647816463,-2.99938344743673,0.0186323749577471,,,,
X1,Other_GABAergic_1,ANGPT1,0.0407475861915544,0.981713994435047,0.195988757545209,0.849955512741703,-0.177663064528957,0.999779148489517,-0.678215310833939,0.516707803411111
X1,Other_GABAergic_1,ANK1,0.459377461853618,0.544149942950106,2.25178392640524,0.0577126036699466,-0.00528828339801002,0.999779148489517,-0.0258103699952268,0.980037115028996
X1,Other_GABAergic_1,ANKRD18A,-0.267291929482067,0.716896943120796,-1.6134465813869,0.148576205787147,-0.0445701858964542,0.999779148489517,-0.582785909351731,0.577700395217721
X1,Other_GABAergic_1,ANKRD34B,0.170910402113336,0.84385057204502,1.08230353383884,0.31404907284263,0.270174560469872,0.999779148489517,1.07461441492778,0.313688793597663
X1,Other_GABAergic_1,ANO3,-0.0459238174714221,0.975193958276191,-0.267987460885182,0.796062881650566,-0.0952428157067438,0.999779148489517,-0.30502820460758,0.768126807154033
X1,Other_GABAergic_1,ANXA1,-0.636933940276948,0.930566961628175,-0.638789920981765,0.541307160882263,-0.938037614310478,0.999779148489517,-1.49520979914165,0.173643990000413
X1,Other_GABAergic_1,APOE,-0.190702236801617,0.857980339889395,-1.02579066451185,0.337392103979589,-0.0902114136231423,0.999779148489517,-0.421627870727278,0.684391839004784
X1,Other_GABAergic_1,APP,0.187667590738255,0.918109378542056,0.717318968876103,0.494335349004509,0.0841020184977623,0.999779148489517,0.304075502775495,0.768711300308845
X1,Other_GABAergic_1,AQP4,-0.247486261745593,0.683920769180411,-1.76626330104093,0.118961080360561,-0.210056279069511,0.999779148489517,-1.36359555710599,0.210531060569041
X1,Other_GABAergic_1,AR,0.0253090799227242,0.987826284264955,0.140569537166213,0.892056811033662,0.0425193448774618,0.999779148489517,0.162845038777608,0.87462128663555
X1,Other_GABAergic_1,ARHGAP24,0.0293953880022769,0.977872519078466,0.234819585597356,0.820824830256288,-0.237059795713931,0.999779148489517,-2.31922606719755,0.0525724351488877
X1,Other_GABAergic_1,ATP2C2,0.0874431623817618,0.958409085478324,0.39132946098435,0.706558074431386,-0.0821483612084182,0.999779148489517,-0.434422504092184,0.675765996441352
X1,Other_GABAergic_1,B4GALNT1,-0.120720632097684,0.942787690128559,-0.549671672550276,0.59831301112427,0.0476909264297049,0.999779148489517,0.363681341491487,0.725546624114153
X1,Other_GABAergic_1,BCAN,0.0472415672480503,0.957026533520498,0.417683633244278,0.688670553449898,0.0454585145829622,0.999779148489517,0.267112964778754,0.79613569082634
X1,Other_GABAergic_1,BDNF,0.623106377298453,0.803789480287533,1.23185916233082,0.254471517014839,0.2540264400012,0.999779148489517,0.515570557937719,0.620106757812744
X1,Other_GABAergic_1,BMP8B,-0.163005719942962,0.93291428524462,-0.605251248863024,0.562824957907678,-0.365679046979741,0.999779148489517,-1.38356901911002,0.204575753056569
X1,Other_GABAergic_1,BRINP3,0.456537731747685,0.851135259920677,1.04261961948377,0.328665915702263,0.0410363684662308,0.999779148489517,0.309763100396846,0.764934786632766
X1,Other_GABAergic_1,BTBD11,0.239109977796597,0.758983271539242,1.42433478561031,0.194942793649366,0.127061325975881,0.999779148489517,0.931568922053043,0.379116720356805
X1,Other_GABAergic_1,C1QL3,-0.409730133257301,0.443581333235578,-2.65814923650205,0.0316050065792122,-0.011234579921595,0.999779148489517,-0.110803248439311,0.914623697602228
X1,Other_GABAergic_1,C1orf162,-0.781801740412776,0.615460706648199,-1.99373570652188,0.0827521441229087,-0.550905112586183,0.999779148489517,-1.67878177536865,0.131489205582922
X1,Other_GABAergic_1,C2orf80,0.337361947877128,0.746263129715232,1.46282446999806,0.184424978323709,0.0537971147837035,0.999779148489517,0.150549468330672,0.88400533326902
X1,Other_GABAergic_1,CALCRL,-0.341361326739451,0.929000616217978,-0.652444154071321,0.533186332881288,-0.137805449691353,0.999779148489517,-0.456680607477962,0.660311945513572
X1,Other_GABAergic_1,CAMK2A,-0.0428474882651105,0.982144479739046,-0.19435035687849,0.851038363448932,0.0989200324283054,0.999779148489517,0.878890654617702,0.405292012113641
X1,Other_GABAergic_1,CAPG,0.146362479385277,0.953630767944884,0.451486047936858,0.664345830140921,0.208503776858934,0.999779148489517,0.580618389888507,0.577718063061394
