assay,bjm_annot,ID,logFC_MvF_3typeARC,FDR_3typeARC,t_3typeARC,logFC_MvF_VMH,FDR_VMH,t_VMH
X1,Other_GABAergic,ABCC9,-0.298060930575421,0.909416955678623,-0.902417675801335,-0.0653856279868214,0.999612690524161,-0.266533143892893
X1,Other_GABAergic,ACVR1C,-0.107911344986602,0.95396221749594,-0.665832605326175,-0.141855776385508,0.999612690524161,-0.586619815746956
X1,Other_GABAergic,ADAMTS3,0.643243840396418,0.721903819553559,1.78424521725804,,,
X1,Other_GABAergic,ADARB1,0.168118488060604,0.936691963205951,0.742368142389382,0.131387080253642,0.999612690524161,1.13681842027219
X1,Other_GABAergic,ADCYAP1,-0.888398038963319,0.740851239584669,-1.69519587284228,-0.607998368264525,0.999612690524161,-3.66934072768998
X1,Other_GABAergic,ADRA1A,0.122597358776617,0.909416955678623,0.900322869944981,-0.0476289029449988,0.999612690524161,-0.208130076853594
X1,Other_GABAergic,ADRA1B,0.33020330293968,0.880788161907867,1.06840711386793,,,
X1,Other_GABAergic,AGRP,-0.943938687036866,0.344361557660611,-3.40624640538519,,,
X1,Other_GABAergic,AIF1,0.0651839197931518,0.997255842854547,0.0770069089085886,-0.824250624710414,0.999612690524161,-1.24436952609411
X1,Other_GABAergic,ALK,-0.0995382339366197,0.992500934402958,-0.293423285527993,0.205469138110372,0.999612690524161,0.743961585589918
X1,Other_GABAergic,ALKAL2,-1.24381703637161,0.407345472124405,-3.04736171814039,,,
X1,Other_GABAergic,ANGPT1,-0.121307096446121,0.968770590489205,-0.555942164864877,-0.163171683304457,0.999612690524161,-0.604122442287944
X1,Other_GABAergic,ANK1,0.295731229319444,0.854257335356162,1.23206452929252,-0.00827674350597958,0.999612690524161,-0.0343125476727328
X1,Other_GABAergic,ANKRD18A,-0.335683050027731,0.815433621739415,-1.38077788865884,-0.00461050380703643,0.999612690524161,-0.0480082583574469
X1,Other_GABAergic,ANKRD34B,0.0263485225433841,0.992133763035433,0.298410898943344,0.283704337299434,0.999612690524161,0.96517363732704
X1,Other_GABAergic,ANO3,0.0157227414736426,0.997255842854547,0.0934856770967627,-0.0248941843667372,0.999612690524161,-0.0842911454555326
X1,Other_GABAergic,ANXA1,-1.08402539966832,0.892897502142359,-0.979839870210619,,,
X1,Other_GABAergic,APOE,-0.235133017268198,0.872366680602333,-1.11568337273439,-0.125734702835239,0.999612690524161,-0.513204279420951
X1,Other_GABAergic,APP,0.0947809261057147,0.99713729446483,0.212244621520382,0.0874801359190348,0.999612690524161,0.269949103453163
X1,Other_GABAergic,AQP4,-0.212724472645249,0.822914178454257,-1.33876333126512,-0.229607359866788,0.999612690524161,-1.41493175230488
X1,Other_GABAergic,AR,-0.103365486506971,0.991986619703153,-0.354448447038,-0.0321253897461544,0.999612690524161,-0.155426251251426
X1,Other_GABAergic,ARHGAP24,0.0131369009189501,0.997255842854547,0.103358311839218,-0.197318832934463,0.999612690524161,-1.9570510204298
X1,Other_GABAergic,ATP2C2,0.127457617850901,0.954519668364309,0.647466671047405,-0.0272216082128026,0.999612690524161,-0.143596666199194
X1,Other_GABAergic,B4GALNT1,-0.14135165482282,0.945508388440253,-0.701637213779255,0.0336270024686159,0.999612690524161,0.161515153093911
