assay,bjm_annot,ID,logFC_MvF_inARC,FDR_inARC,t_inARC,P.Value_inARC,logFC_MvF_inVMH,FDR_inVMH,t_inVMH,P.Value_inVMH
X1,Other_GABAergic,ABCC9,-0.361314361517085,0.809502146776291,-1.49829290345992,0.168755970726365,,,,
X1,Other_GABAergic,ACVR1C,-0.348529558399565,0.905326192581802,-1.14600726527186,0.282132874017451,-0.0506436856430672,0.999336140321483,-0.228775456495369,0.824670890161032
X1,Other_GABAergic,ADARB1,0.181795261854844,0.917845522396319,1.01180918574843,0.339147045158587,0.0944050717509286,0.999336140321483,0.970629491371166,0.35953191293395
X1,Other_GABAergic,ADCYAP1,-0.974157084243445,0.578405646662819,-2.31122508968167,0.0464366930079546,-0.552958231092137,0.999336140321483,-3.04773936803586,0.015694087450977
X1,Other_GABAergic,ADRA1A,0.0733374065336251,0.970733091698701,0.48711460253455,0.63871165193443,-0.126552770201888,0.999336140321483,-0.492916867475347,0.634638320856305
X1,Other_GABAergic,ADRA1B,0.300183037524635,0.925447775967632,0.985190165701322,0.350591191495662,,,,
X1,Other_GABAergic,AGRP,-0.260875821486297,0.979162551881567,-0.359926544851674,0.727195343372636,,,,
X1,Other_GABAergic,AIF1,-0.145448264968675,0.98557507722498,-0.213901486271514,0.835449820075133,-0.863492916922792,0.999336140321483,-1.38832090091879,0.199992022807698
X1,Other_GABAergic,ALK,-0.0291787618567678,0.996706984321371,-0.0900075766040258,0.930333914605821,0.245017904298396,0.999336140321483,1.19199302387214,0.268340430689082
X1,Other_GABAergic,ANGPT1,-0.0789196128400299,0.974500254100584,-0.437146364926978,0.672838131269086,-0.0626272189109705,0.999336140321483,-0.188501305622282,0.854928878021938
X1,Other_GABAergic,ANK1,0.400389806313401,0.792091567492116,1.60193488681037,0.14546165545387,-0.132870110854909,0.999336140321483,-0.449678838737539,0.664121923836939
X1,Other_GABAergic,ANKRD18A,-0.310735929991784,0.812118927325487,-1.49184877039322,0.171703073474293,-0.0505638800395735,0.999336140321483,-0.398510962767593,0.700879058643008
X1,Other_GABAergic,ANKRD34B,0.0549136118922109,0.978643842520857,0.392520149897648,0.704586531843304,0.113594770818191,0.999336140321483,0.31605647520181,0.759494827262891
X1,Other_GABAergic,ANO3,-0.0948860856262186,0.971388235260683,-0.452266279266445,0.662207381485306,-0.168838985741035,0.999336140321483,-0.48240359405384,0.641684525588806
X1,Other_GABAergic,ANXA1,-0.552246636417059,0.966732100469309,-0.579074346984046,0.576953667710975,,,,
X1,Other_GABAergic,APOE,-0.189587320999679,0.93154165432464,-0.952655172098594,0.366623773130606,-0.180138610665272,0.999336140321483,-0.633955394553152,0.542684524119695
X1,Other_GABAergic,APP,0.226396103642129,0.966732100469309,0.577066244660734,0.578138259469229,0.0797545738657099,0.999336140321483,0.190390548992429,0.853394312077625
X1,Other_GABAergic,AQP4,-0.242744712524405,0.766545496274331,-1.72262675807491,0.120710896200967,-0.288747449301219,0.999336140321483,-1.54603911388098,0.158779157603205
X1,Other_GABAergic,AR,-0.00267400178587719,0.998477204972847,-0.00955925210554759,0.992593505843732,-0.127820146152663,0.999336140321483,-0.480540952585031,0.643043382022339
X1,Other_GABAergic,ARHGAP24,0.0681173519727391,0.966732100469309,0.509805445993844,0.623301470971024,-0.268889471175187,0.999336140321483,-1.96576705782913,0.0855985375812518
X1,Other_GABAergic,ATP2C2,-0.013134628613101,0.996965345221816,-0.0492199384709471,0.961846982573449,-0.112370307486912,0.999336140321483,-0.81640335051001,0.438295500789036
X1,Other_GABAergic,B4GALNT1,-0.135463099353508,0.954549979713534,-0.745278204882508,0.475935259025926,-0.00284824825747913,0.999336140321483,-0.0150240198550381,0.988356990972925
X1,Other_GABAergic,BCAN,0.0278160482369354,0.98557507722498,0.182151091793846,0.85987782623,-0.0834259714603399,0.999336140321483,-0.311920192352457,0.762522945688421
X1,Other_GABAergic,BDNF,,,,,0.291103875930265,0.999336140321483,0.578817310076578,0.578385615463904
X1,Other_GABAergic,BMP8B,-0.133659808734067,0.971388235260683,-0.450178808763448,0.663340561500931,-0.335793609749153,0.999336140321483,-1.56912055632879,0.155618686610678
X1,Other_GABAergic,BRINP3,0.487894358574759,0.944865125243919,0.871940180019016,0.406084994060385,0.0372434928001444,0.999336140321483,0.224304685256694,0.82787237972089
X1,Other_GABAergic,BTBD11,0.269149721074854,0.824427190107415,1.42968655800858,0.188724033518969,0.146403226221456,0.999336140321483,0.736118278636321,0.481247211113583
X1,Other_GABAergic,C1QL3,-0.399598667879117,0.417635944508815,-3.00820173767702,0.0158167185110137,0.0180623616808554,0.999336140321483,0.106592575994876,0.917775897506482
X1,Other_GABAergic,C1orf162,-0.733109169229523,0.767845561165019,-1.71054921611913,0.121485311450925,-0.60362503688768,0.999336140321483,-2.49324338827087,0.0361983575715301
X1,Other_GABAergic,C2orf80,0.346978730139411,0.9126143833624,1.10980043867182,0.29687106973932,-0.00509115641329044,0.999336140321483,-0.0108207844530162,0.99161212220505
X1,Other_GABAergic,CALCRL,-0.361842007843761,0.947240025592241,-0.813413282329911,0.437394898058733,0.0319073909231067,0.999336140321483,0.114440771773021,0.911611970315068
X1,Other_GABAergic,CAMK2A,-0.0656687966485197,0.98557507722498,-0.261363786040829,0.799825393398025,0.0783136691012192,0.999336140321483,0.292214459673745,0.777025593146362
X1,Other_GABAergic,CAPG,0.132177827176944,0.98557507722498,0.198047997159121,0.847457384062815,0.158373927417501,0.999336140321483,0.24430160103822,0.812782770636366
X1,Other_GABAergic,CCK,-0.931733143730819,0.80251440189084,-1.54759666932778,0.156636985987762,0.114877667663623,0.999336140321483,0.411700556596844,0.691585727651838
X1,Other_GABAergic,CCNA1,0.0361691175509091,0.992158566622289,0.120912280770055,0.906523171891392,-0.0618817352712691,0.999336140321483,-0.326443128967782,0.752008697071132
X1,Other_GABAergic,CCNB2,-0.541524195911762,0.857912383690004,-1.28390749698153,0.231660870800627,,,,
X1,Other_GABAergic,CD14,-0.127972899720871,0.971388235260683,-0.451423072511494,0.662503029525982,-0.789577261738921,0.999336140321483,-1.69021649446945,0.126782938081863
X1,Other_GABAergic,CD36,-0.260382821838395,0.917274359068577,-1.05156564533562,0.322859480847736,0.225511461491023,0.999336140321483,0.655766688847984,0.529546545574732
X1,Other_GABAergic,CD4,0.142662013571638,0.982253979094439,0.318473052933673,0.757468322369839,-0.196981894794859,0.999336140321483,-0.527571903190234,0.611268435559131
X1,Other_GABAergic,CD48,-0.199972845368223,0.978272173826517,-0.395086634543568,0.702184102060708,-0.38599658887677,0.999336140321483,-0.9383772425272,0.374174244990261
X1,Other_GABAergic,CD68,-0.0703055113432828,0.98557507722498,-0.225019504515935,0.827193752745331,,,,
X1,Other_GABAergic,CD83,0.169846600735552,0.966732100469309,0.53828930878453,0.604044997152453,0.0528253788236752,0.999336140321483,0.164847621976639,0.872855398470035
X1,Other_GABAergic,CDH12,0.464946371940019,0.4339342978395,2.92918235841784,0.0182277037124634,0.0985399594541554,0.999336140321483,0.485738653721703,0.63965417671503
X1,Other_GABAergic,CDH13,-0.231063911848555,0.936505472195527,-0.913637690294008,0.385393574036782,0.102566199629749,0.999336140321483,0.388772965576141,0.706845278204362
X1,Other_GABAergic,CDH4,0.34126783693575,0.944865125243919,0.860196965097211,0.412711888389909,0.0981178823204686,0.999336140321483,0.340813889292098,0.741391075019564
X1,Other_GABAergic,CDH6,-0.2128250504471,0.938875522895335,-0.902063003346733,0.391614371633653,-0.352676419980271,0.999336140321483,-1.02832606728007,0.332063643420191
X1,Other_GABAergic,CELF2,-0.0778074196198514,0.982253979094439,-0.309852342022522,0.763932271315968,0.0768548153989035,0.999336140321483,0.311069809559926,0.76330332963719
X1,Other_GABAergic,CEMIP,-0.0496299465348685,0.98557507722498,-0.195509141641966,0.849518922034525,-0.17368035475293,0.999336140321483,-0.568340765655044,0.584654634510336
X1,Other_GABAergic,CEMIP2,-0.369931536393387,0.838859809714436,-1.36758750492251,0.205707154851449,-0.30087997623209,0.999336140321483,-1.06122947226088,0.31762988328029
X1,Other_GABAergic,CHGB,0.146307285527569,0.979162551881567,0.362641180842778,0.725294547367675,0.1071821715113,0.999336140321483,0.366779124981008,0.722578662949446
X1,Other_GABAergic,CHODL,0.483729103749153,0.828786534346335,1.40606953267882,0.194525373420724,0.360461176330534,0.999336140321483,1.29580710654301,0.230195444621437
X1,Other_GABAergic,CLDN11,-0.0177248254086327,0.996965345221816,-0.0442172965009779,0.965718356832982,0.0731656486877381,0.999336140321483,0.265794424479767,0.79690191528407
X1,Other_GABAergic,CNDP1,0.395558098961297,0.917845522396319,1.0185325640372,0.335495944069462,0.349877281551094,0.999336140321483,1.06625051545283,0.316125167129167
X1,Other_GABAergic,CNTN2,0.388379181908034,0.812118927325487,1.49289724933282,0.171197446768817,0.170615527256342,0.999336140321483,0.39214283139896,0.704455937166937
X1,Other_GABAergic,CNTNAP3B,-0.215382461763815,0.974500254100584,-0.42842721004282,0.67847546288647,0.160282076087622,0.999336140321483,0.544057835505284,0.60022700629088
X1,Other_GABAergic,COL12A1,0.350125549366077,0.917845522396319,1.01623272624479,0.33780100997437,0.0164733823370511,0.999336140321483,0.0514795831697885,0.960197966394328
X1,Other_GABAergic,COL25A1,0.253448996815014,0.704490863015213,1.94152641575555,0.0891777459521622,0.058063896217789,0.999336140321483,0.331337585003906,0.748434687792574
X1,Other_GABAergic,CORO1A,0.246546349774377,0.917274359068577,1.05994658794883,0.317763302381887,0.131148220152992,0.999336140321483,1.44800145680478,0.185480623759809
X1,Other_GABAergic,CRH,0.235822942371322,0.979162551881567,0.36518983160477,0.724089440821191,,,,
X1,Other_GABAergic,CRHBP,0.218975219474428,0.947240025592241,0.80703365649305,0.44266492651654,1.12387963024586,0.999336140321483,2.0753139858848,0.0704311813816189
X1,Other_GABAergic,CRHR2,0.558133152090441,0.9126143833624,1.10994460474216,0.297059504684784,0.119989465447341,0.999336140321483,0.460461201509734,0.656807747972207
X1,Other_GABAergic,CRYM,-1.210244105302,0.865681257616343,-1.25791947171763,0.240202190627286,0.526743070162413,0.999336140321483,1.31087783155503,0.225531692363735
X1,Other_GABAergic,CSPG4,-0.174410688726719,0.965024702533659,-0.631206253062073,0.543958647554816,-0.05283462303002,0.999336140321483,-0.12761014058678,0.901410204778469
X1,Other_GABAergic,CTNNA3,0.315646492020168,0.944983331224013,0.83672257068282,0.424661617390588,-0.259114706017774,0.999336140321483,-0.832364052664541,0.428331066017289
X1,Other_GABAergic,CTSH,-0.396396345559633,0.857912383690004,-1.28143566981244,0.232725817710669,-0.365593006849341,0.999336140321483,-1.27405194860181,0.236273745748704
X1,Other_GABAergic,CTSS,-0.223416485914169,0.960039482091915,-0.695130572711361,0.504944887205134,-0.272259283269672,0.999336140321483,-0.957660578672891,0.364878273605136
X1,Other_GABAergic,CUX2,-0.266266699450855,0.966732100469309,-0.58054285304414,0.575855208166999,0.227607969786598,0.999336140321483,0.748332339829258,0.474147791046554
X1,Other_GABAergic,CX3CR1,-0.679887416352155,0.954549979713534,-0.742692879767725,0.476689004698402,,,,
X1,Other_GABAergic,CXCL14,-0.429706896887443,0.935072231532977,-0.944002404247644,0.370490303279102,-0.513921293423963,0.999336140321483,-1.01079173402196,0.339640445161519
X1,Other_GABAergic,CXCR4,0.570903800281841,0.918373712892483,1.0100146271524,0.339546307472453,,,,
X1,Other_GABAergic,CYP26B1,-0.288632672370304,0.917274359068577,-1.04511182194591,0.324436992639488,-0.226141883950197,0.999336140321483,-0.739487578697518,0.479434320229459
X1,Other_GABAergic,DCC,0.301956136927936,0.866305987703229,1.25681811398103,0.243808706859914,0.249320247759086,0.999336140321483,3.18854085632235,0.0134774039381647
X1,Other_GABAergic,DCN,-0.674359712596193,0.85210461476752,-1.32948401238094,0.217647518028708,0.205652078056103,0.999336140321483,0.561578970356442,0.589551156365299
X1,Other_GABAergic,DDN,-0.482655748114298,0.817693974317399,-1.47845141182074,0.174833337933521,0.146518937817489,0.999336140321483,1.63350665449017,0.142026079172519
X1,Other_GABAergic,DDR2,-0.151175070276829,0.969522341342987,-0.493123852059883,0.634345851491924,0.206777535175882,0.999336140321483,1.31858902687941,0.22332313402867
X1,Other_GABAergic,DLG4,0.00905817434790745,0.996965345221816,0.0271726197665551,0.978918890105713,0.0213872788493877,0.999336140321483,0.107476460086993,0.91686628648824
X1,Other_GABAergic,DNER,0.0107778030524715,0.996965345221816,0.0324216901085332,0.974850348886102,0.0994908248703593,0.999336140321483,0.537459574482039,0.604664482051901
X1,Other_GABAergic,DOC2A,0.125245870367589,0.962885687836583,0.640529452559836,0.538543928944717,0.21798480196007,0.999336140321483,1.39260658006809,0.198929767966141
X1,Other_GABAergic,DYDC2,-0.449154803869282,0.828786534346335,-1.39870122177127,0.195997575375935,0.0786148669769638,0.999336140321483,0.412159118089481,0.691324128417657
X1,Other_GABAergic,ECEL1,0.411968389323934,0.799133612751045,1.56551216704877,0.153522790636503,0.0351214421186922,0.999336140321483,0.153780012048771,0.881370844501013
X1,Other_GABAergic,EFHD1,0.0140349825427569,0.996965345221816,0.0370791273026624,0.971245320751213,-0.008142402101556,0.999336140321483,-0.047495357441875,0.963252144098549
X1,Other_GABAergic,EGFR,-0.18668282614628,0.809502146776291,-1.5046272966211,0.169191089593319,-0.122718375008176,0.999336140321483,-0.567557096599113,0.585025522362133
X1,Other_GABAergic,ELK1,-0.0252329893407578,0.989955588430579,-0.155563555904054,0.880002148428923,0.12016215407581,0.999336140321483,1.35121826931886,0.213642903741523
X1,Other_GABAergic,ELOVL2,-0.325354867147282,0.966732100469309,-0.56652256125584,0.584996852508395,0.0135990752249399,0.999336140321483,0.0946224439592773,0.926867744555364
X1,Other_GABAergic,ENOX2,0.222692413102995,0.966732100469309,0.526083670410986,0.611809217801302,0.150485123553163,0.999336140321483,0.594863130841679,0.567999880417223
X1,Other_GABAergic,ERBB3,0.0779556862502704,0.982253979094439,0.304685475313495,0.767712581007536,,,,
X1,Other_GABAergic,ERMN,0.280986705964152,0.978272173826517,0.395306511624789,0.701847859150574,0.332968349857304,0.999336140321483,0.619089497814947,0.551950067667839
X1,Other_GABAergic,ESR1,0.629510264369807,0.651137307657091,2.06049460947397,0.0704731390690361,-0.187313205927904,0.999336140321483,-0.369950716644858,0.720471709202883
X1,Other_GABAergic,EYA4,-0.813109312788295,0.960039482091915,-0.69037511919609,0.507357919932192,,,,
X1,Other_GABAergic,FABP6,0.344932173286259,0.396665081866982,3.14910092526501,0.013147419626941,0.00646391849234019,0.999336140321483,0.0424021111105955,0.967192898572966
X1,Other_GABAergic,FBLN1,-0.26676502063369,0.962885687836583,-0.648220993957701,0.533350674511043,-0.454906755033682,0.999336140321483,-1.33227973170881,0.217654547487993
X1,Other_GABAergic,FCER1G,-0.06800153350038,0.991958768087722,-0.1264583236264,0.902231105962352,,,,
X1,Other_GABAergic,FCGR3A,-0.0629186128872524,0.99449894276914,-0.105244168745778,0.9184903677775,,,,
X1,Other_GABAergic,FEZF1,-0.0113925569289978,0.996965345221816,-0.0351382505978027,0.97277533682426,-0.130970582145045,0.999336140321483,-0.3692938128268,0.720865790775627
X1,Other_GABAergic,FGFR2,-0.216047277236388,0.944983331224013,-0.846773889348659,0.419959855732056,-0.216921216994684,0.999336140321483,-1.01498324289673,0.338936383700852
