NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
LIANG_SILENCED_BY_METHYLATION_2	LIANG_SILENCED_BY_METHYLATION_2	Details ...	37	-0.7023202	-2.014993	0.0	0.00816211	0.018	2274	tags=54%, list=16%, signal=64%	
LEIN_CHOROID_PLEXUS_MARKERS	LEIN_CHOROID_PLEXUS_MARKERS	Details ...	82	-0.5812758	-1.8929409	0.0	0.06801473	0.196	2615	tags=45%, list=19%, signal=55%	
SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	SENGUPTA_NASOPHARYNGEAL_CARCINOMA_DN	Details ...	250	-0.52215403	-1.8497502	0.0	0.1253913	0.428	2109	tags=37%, list=15%, signal=43%	
ZHU_CMV_8_HR_UP	ZHU_CMV_8_HR_UP	Details ...	36	-0.62423354	-1.8340684	0.0	0.13607308	0.546	2626	tags=50%, list=19%, signal=62%	
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	Details ...	39	-0.62106955	-1.8330163	0.0	0.11550608	0.55	2299	tags=51%, list=17%, signal=61%	
CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_DN	CHEOK_RESPONSE_TO_MERCAPTOPURINE_AND_LD_MTX_DN	Details ...	15	-0.74786603	-1.8007553	0.0	0.1767258	0.747	2231	tags=60%, list=16%, signal=71%	
WP_COMPLEMENT_SYSTEM	WP_COMPLEMENT_SYSTEM	Details ...	59	-0.57702804	-1.79455	0.0	0.16972359	0.781	2903	tags=47%, list=21%, signal=60%	
REACTOME_COLLAGEN_FORMATION	REACTOME_COLLAGEN_FORMATION	Details ...	68	-0.55993795	-1.7837566	0.0	0.18220647	0.839	2866	tags=47%, list=21%, signal=59%	
KIM_GLIS2_TARGETS_UP	KIM_GLIS2_TARGETS_UP	Details ...	70	-0.55336624	-1.7775656	0.0	0.1807002	0.862	2790	tags=47%, list=20%, signal=59%	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES	Details ...	34	-0.6101308	-1.7700623	0.0012626263	0.18471868	0.896	3152	tags=41%, list=23%, signal=53%	
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES	Details ...	54	-0.5648743	-1.7660685	0.001183432	0.18165325	0.916	2777	tags=50%, list=20%, signal=62%	
WP_COMPLEMENT_AND_COAGULATION_CASCADES	WP_COMPLEMENT_AND_COAGULATION_CASCADES	Details ...	38	-0.60363513	-1.7588428	0.0	0.18729235	0.935	2299	tags=50%, list=17%, signal=60%	
WP_INFLAMMATORY_RESPONSE_PATHWAY	WP_INFLAMMATORY_RESPONSE_PATHWAY	Details ...	15	-0.70692056	-1.741792	0.0	0.22426336	0.972	2612	tags=60%, list=19%, signal=74%	
OLSSON_E2F3_TARGETS_DN	OLSSON_E2F3_TARGETS_DN	Details ...	24	-0.6389924	-1.7362088	0.0026385225	0.2259998	0.978	2563	tags=46%, list=18%, signal=56%	
VERRECCHIA_DELAYED_RESPONSE_TO_TGFB1	VERRECCHIA_DELAYED_RESPONSE_TO_TGFB1	Details ...	31	-0.61030155	-1.7228297	0.002541296	0.2584939	0.992	1012	tags=32%, list=7%, signal=35%	
BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP	BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP	Details ...	90	-0.51279145	-1.7037784	0.0	0.3162766	0.999	2774	tags=39%, list=20%, signal=48%	
BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP	BUCKANOVICH_T_LYMPHOCYTE_HOMING_ON_TUMOR_UP	Details ...	20	-0.651777	-1.6912084	0.0027173914	0.35911897	0.999	1216	tags=25%, list=9%, signal=27%	
REACTOME_COMPLEMENT_CASCADE	REACTOME_COMPLEMENT_CASCADE	Details ...	24	-0.62720025	-1.6856897	0.003957784	0.3667529	0.999	3379	tags=63%, list=24%, signal=82%	
