NAME	TITLE	SCORE	
ONECUT3	one cut homeobox 3 [Source:HGNC Symbol;Acc:HGNC:13399]	2.5367603	
FOXG1	forkhead box G1 [Source:HGNC Symbol;Acc:HGNC:3811]	2.2818072	
LHX6	LIM homeobox 6 [Source:HGNC Symbol;Acc:HGNC:21735]	1.8962835	
EGFL6	EGF like domain multiple 6 [Source:HGNC Symbol;Acc:HGNC:3235]	1.8544816	
ONECUT2	one cut homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8139]	1.800887	
HCRT	hypocretin neuropeptide precursor [Source:HGNC Symbol;Acc:HGNC:4847]	1.7959629	
LHX8	LIM homeobox 8 [Source:HGNC Symbol;Acc:HGNC:28838]	1.6176912	
TRH	thyrotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298]	1.5448625	
SIM1	SIM bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10882]	1.5416954	
ZIC2	Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]	1.4528217	
ZIC3	Zic family member 3 [Source:HGNC Symbol;Acc:HGNC:12874]	1.4472203	
ARX	aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]	1.4191928	
ZIC5	Zic family member 5 [Source:HGNC Symbol;Acc:HGNC:20322]	1.4019107	
LINC01608	long intergenic non-protein coding RNA 1608 [Source:HGNC Symbol;Acc:HGNC:51662]	1.385663	
MBP	myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925]	1.3669566	
LINC01235	long intergenic non-protein coding RNA 1235 [Source:HGNC Symbol;Acc:HGNC:49769]	1.3663822	
GABRA1	gamma-aminobutyric acid type A receptor subunit alpha1 [Source:HGNC Symbol;Acc:HGNC:4075]	1.3560314	
GAN	gigaxonin [Source:HGNC Symbol;Acc:HGNC:4137]	1.3329487	
CBLN2	cerebellin 2 precursor [Source:HGNC Symbol;Acc:HGNC:1544]	1.3023963	
OTOF	otoferlin [Source:HGNC Symbol;Acc:HGNC:8515]	1.29005	
MOBP	myelin associated oligodendrocyte basic protein [Source:HGNC Symbol;Acc:HGNC:7189]	1.272635	
CTXN3	cortexin 3 [Source:HGNC Symbol;Acc:HGNC:31110]	1.2329725	
LINC01445	long intergenic non-protein coding RNA 1445 [Source:HGNC Symbol;Acc:HGNC:50771]	1.2262725	
TFR2	transferrin receptor 2 [Source:HGNC Symbol;Acc:HGNC:11762]	1.2186439	
SHD	Src homology 2 domain containing transforming protein D [Source:HGNC Symbol;Acc:HGNC:30633]	1.1961248	
TMEM235	transmembrane protein 235 [Source:HGNC Symbol;Acc:HGNC:27563]	1.1941618	
CACNA1G	calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]	1.1702203	
PCP4L1	Purkinje cell protein 4 like 1 [Source:HGNC Symbol;Acc:HGNC:20448]	1.1701354	
GPR12	G protein-coupled receptor 12 [Source:HGNC Symbol;Acc:HGNC:4466]	1.1561167	
BCAS1	brain enriched myelin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:974]	1.1481841	
SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	1.1397697	
ZMAT4	zinc finger matrin-type 4 [Source:HGNC Symbol;Acc:HGNC:25844]	1.1185648	
INSYN1-AS1	INSYN1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51422]	1.1150354	
SLC13A5	solute carrier family 13 member 5 [Source:HGNC Symbol;Acc:HGNC:23089]	1.1014587	
APLF	aprataxin and PNKP like factor [Source:HGNC Symbol;Acc:HGNC:28724]	1.0949414	
KIRREL1	kirre like nephrin family adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:15734]	1.091838	
LINC01551	long intergenic non-protein coding RNA 1551 [Source:HGNC Symbol;Acc:HGNC:19828]	1.0889603	
GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24945]	1.0743346	
SLC17A8	solute carrier family 17 member 8 [Source:HGNC Symbol;Acc:HGNC:20151]	1.0626771	
MT-ND6	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 6 [Source:HGNC Symbol;Acc:HGNC:7462]	1.0526791	
TAC3	tachykinin precursor 3 [Source:HGNC Symbol;Acc:HGNC:11521]	1.0489521	
KCNN1	potassium calcium-activated channel subfamily N member 1 [Source:HGNC Symbol;Acc:HGNC:6290]	1.0369644	
SLCO1A2	solute carrier organic anion transporter family member 1A2 [Source:HGNC Symbol;Acc:HGNC:10956]	1.036167	
NRN1	neuritin 1 [Source:HGNC Symbol;Acc:HGNC:17972]	1.0359633	
SLC14A1	solute carrier family 14 member 1 (Kidd blood group) [Source:HGNC Symbol;Acc:HGNC:10918]	1.0341052	
BTBD16	BTB domain containing 16 [Source:HGNC Symbol;Acc:HGNC:26340]	1.0312793	
SYT2	synaptotagmin 2 [Source:HGNC Symbol;Acc:HGNC:11510]	1.0304452	
IRX1	iroquois homeobox 1 [Source:HGNC Symbol;Acc:HGNC:14358]	1.0300099	
OPALIN	oligodendrocytic myelin paranodal and inner loop protein [Source:HGNC Symbol;Acc:HGNC:20707]	1.0275941	
MIR124-2HG	MIR124-2 host gene [Source:HGNC Symbol;Acc:HGNC:48723]	1.0266466	
CHI3L1	chitinase 3 like 1 [Source:HGNC Symbol;Acc:HGNC:1932]	1.0254396	
SFRP1	secreted frizzled related protein 1 [Source:HGNC Symbol;Acc:HGNC:10776]	1.0237739	
CNTN5	contactin 5 [Source:HGNC Symbol;Acc:HGNC:2175]	1.0168476	
LINC00836	long intergenic non-protein coding RNA 836 [Source:HGNC Symbol;Acc:HGNC:44915]	1.0154891	
LINC01497	long intergenic non-protein coding RNA 1497 [Source:HGNC Symbol;Acc:HGNC:51163]	1.0041139	
DDC	dopa decarboxylase [Source:HGNC Symbol;Acc:HGNC:2719]	1.003361	
CCNE2	cyclin E2 [Source:HGNC Symbol;Acc:HGNC:1590]	1.0026516	
PRR5L	proline rich 5 like [Source:HGNC Symbol;Acc:HGNC:25878]	1.0023801	
SEC14L5	SEC14 like lipid binding 5 [Source:HGNC Symbol;Acc:HGNC:29032]	1.0011882	
CRABP1	cellular retinoic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2338]	0.99547684	
ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29396]	0.98189545	
GPR17	G protein-coupled receptor 17 [Source:HGNC Symbol;Acc:HGNC:4471]	0.980813	
INSM2	INSM transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:17539]	0.97725636	
NKX6-2	NK6 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:19321]	0.9750231	
CCNO	cyclin O [Source:HGNC Symbol;Acc:HGNC:18576]	0.97385454	
SEMA3B-AS1	SEMA3B antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:49096]	0.97201574	
SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	0.96999204	
TAF4	TATA-box binding protein associated factor 4 [Source:HGNC Symbol;Acc:HGNC:11537]	0.9691925	
MIR193BHG	MIR193b-365a host gene [Source:HGNC Symbol;Acc:HGNC:51945]	0.96219057	
NXPH4	neurexophilin 4 [Source:HGNC Symbol;Acc:HGNC:8078]	0.96151954	
FOXB1	forkhead box B1 [Source:HGNC Symbol;Acc:HGNC:3799]	0.9611361	
GREM1	gremlin 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:2001]	0.9606848	
PDE1C	phosphodiesterase 1C [Source:HGNC Symbol;Acc:HGNC:8776]	0.9525922	
KANK4	KN motif and ankyrin repeat domains 4 [Source:HGNC Symbol;Acc:HGNC:27263]	0.949675	
ARHGAP5-AS1	ARHGAP5 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:20279]	0.9481589	
ERMN	ermin [Source:HGNC Symbol;Acc:HGNC:29208]	0.94549656	
S100A1	S100 calcium binding protein A1 [Source:HGNC Symbol;Acc:HGNC:10486]	0.9435654	
LYPD6B	LY6/PLAUR domain containing 6B [Source:HGNC Symbol;Acc:HGNC:27018]	0.9425959	
ZNF385D	zinc finger protein 385D [Source:HGNC Symbol;Acc:HGNC:26191]	0.9372089	
GAD2	glutamate decarboxylase 2 [Source:HGNC Symbol;Acc:HGNC:4093]	0.93580574	
ANKRD18A	ankyrin repeat domain 18A [Source:HGNC Symbol;Acc:HGNC:23643]	0.93540853	
BCL11A	BAF chromatin remodeling complex subunit BCL11A [Source:HGNC Symbol;Acc:HGNC:13221]	0.9311449	
SHC4	SHC adaptor protein 4 [Source:HGNC Symbol;Acc:HGNC:16743]	0.92912567	
