Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSG00000069431,ABCC9,0.17313407354364488,0.9554562797843338,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003934265866205696,0.08925215878268974,-0.9554562797843338,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003934265866205696
ENSG00000123612,ACVR1C,0.2683743775237766,-0.6767984590537242,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010579684072261433,0.42901532837401174,0.6767984590537242,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001057968407241539
ENSG00000151388,ADAMTS12,0.02577887753580797,-0.0030168725707344635,0.9838542423298896,0.025809273028268995,0.0030168725707344635,0.9838542423298896
ENSG00000145536,ADAMTS16,0.014485560858322002,0.18815945003934154,0.06978602438549485,0.012688577150884148,-0.18815945003934154,0.06978602438549485
ENSG00000156140,ADAMTS3,0.027013613492546436,0.038368308445786425,0.6125842984018497,0.026280675275360668,-0.038368308445786425,0.6125842984018497
ENSG00000197381,ADARB1,0.40833621554675265,1.4140055423790656,0,0.15320573030479312,-1.4140055423790656,0
ENSG00000141433,ADCYAP1,0.4717895975186538,1.0641727189748025,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002085176728404,0.22560525875395562,-1.0641727189748025,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002085176728355
ENSG00000120907,ADRA1A,0.6283601399353193,0.391565506291909,0.000000000000000000000000000000000000000000000000000000000000000000000000030816200829368823,0.4789839665657289,-0.391565506291909,0.000000000000000000000000000000000000000000000000000000000000000000000000030816200829368823
ENSG00000170214,ADRA1B,0.10263366196499248,1.3642747207132295,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003564545527110994,0.03983348987924621,-1.3642747207132295,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003564545527110994
ENSG00000159723,AGRP,0.01085664176595651,0.7461502777218625,0.0000000003930868628302744,0.006442497376919506,-0.7461502777218625,0.0000000003930868628302744
ENSG00000204472,AIF1,0.5164207850280783,0.7757094998089807,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022288527925903794,0.3016188710974876,-0.7757094998089807,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022288527926268676
ENSG00000171094,ALK,0.275240714063688,1.8579699928147042,0,0.07589576178175905,-1.8579699928147042,0
ENSG00000189292,ALKAL2,0.024348390756659746,-0.2528171966356654,0.0021286815085815912,0.028991238196137775,0.2528171966356654,0.0021286815085815912
ENSG00000154188,ANGPT1,0.11538758093276663,0.8244011398608246,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000032406922469767433,0.06513207713983257,-0.8244011398608246,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000032406922469796907
