NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	Details ...	90	0.5631161	2.0883653	0.0	0.08442396	0.076	3923	tags=68%, list=34%, signal=102%	
KEGG_RIBOSOME	KEGG_RIBOSOME	Details ...	84	0.5589982	2.059456	0.0	0.077938	0.133	3949	tags=67%, list=34%, signal=101%	
GU_PDEF_TARGETS_DN	GU_PDEF_TARGETS_DN	Details ...	17	0.74042207	1.9913343	0.0	0.17922592	0.395	1177	tags=29%, list=10%, signal=33%	
MODULE_57	MODULE_57	Details ...	28	0.6772465	1.9804791	0.0	0.16338545	0.465	822	tags=21%, list=7%, signal=23%	
GCM_TPT1	GCM_TPT1	Details ...	69	0.5411786	1.9471269	0.0	0.22812879	0.644	3912	tags=64%, list=34%, signal=96%	
KEGG_BASE_EXCISION_REPAIR	KEGG_BASE_EXCISION_REPAIR	Details ...	27	0.6547642	1.941633	0.0	0.20743862	0.675	675	tags=30%, list=6%, signal=31%	
GOCC_CYTOSOLIC_RIBOSOME	GOCC_CYTOSOLIC_RIBOSOME	Details ...	92	0.51650107	1.9301859	0.0	0.21307059	0.738	3923	tags=63%, list=34%, signal=95%	
GOBP_POSITIVE_REGULATION_OF_DNA_BINDING	GOBP_POSITIVE_REGULATION_OF_DNA_BINDING	Details ...	34	0.6079898	1.8973118	0.0018832391	0.31975693	0.903	2768	tags=47%, list=24%, signal=62%	
WP_BASE_EXCISION_REPAIR	WP_BASE_EXCISION_REPAIR	Details ...	26	0.6517618	1.8971767	0.0	0.28470984	0.903	675	tags=31%, list=6%, signal=33%	
GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	GOCC_CYTOSOLIC_LARGE_RIBOSOMAL_SUBUNIT	Details ...	53	0.5544672	1.886953	0.0	0.29747117	0.924	3791	tags=64%, list=33%, signal=95%	
MORF_TPT1	MORF_TPT1	Details ...	101	0.4861684	1.8733956	0.0	0.3354774	0.956	3848	tags=58%, list=34%, signal=87%	
GOBP_CYTOKINETIC_PROCESS	GOBP_CYTOKINETIC_PROCESS	Details ...	33	0.6050101	1.8622308	0.0	0.35857126	0.972	1651	tags=36%, list=14%, signal=42%	
WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	Details ...	86	0.50373834	1.8572367	0.0	0.35405707	0.975	3912	tags=65%, list=34%, signal=98%	
HP_ABNORMAL_MALE_INTERNAL_GENITALIA_MORPHOLOGY	HP_ABNORMAL_MALE_INTERNAL_GENITALIA_MORPHOLOGY	Details ...	39	0.5759371	1.845811	0.0	0.3840391	0.987	1632	tags=36%, list=14%, signal=42%	
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY	Details ...	15	0.71355104	1.8309004	0.0019305019	0.4386592	0.997	1353	tags=47%, list=12%, signal=53%	
HP_ABNORMAL_CORONARY_ARTERY_MORPHOLOGY	HP_ABNORMAL_CORONARY_ARTERY_MORPHOLOGY	Details ...	41	0.5662679	1.8272519	0.0038535646	0.43356523	0.998	1900	tags=39%, list=17%, signal=47%	
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN	SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_DN	Details ...	19	0.6743419	1.8091992	0.0038610038	0.5179687	1.0	1487	tags=26%, list=13%, signal=30%	
REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	REACTOME_PLATELET_CALCIUM_HOMEOSTASIS	Details ...	18	0.6892816	1.8088896	0.003921569	0.4911179	1.0	1032	tags=33%, list=9%, signal=37%	
GNF2_TPT1	GNF2_TPT1	Details ...	38	0.5750894	1.8032507	0.0	0.5000204	1.0	4164	tags=74%, list=36%, signal=115%	
GOBP_RESPONSE_TO_AMINE	GOBP_RESPONSE_TO_AMINE	Details ...	30	0.5985705	1.7966133	0.009009009	0.51527315	1.0	732	tags=23%, list=6%, signal=25%	
GNF2_GLTSCR2	GNF2_GLTSCR2		31	0.57837296	1.7962422	0.0	0.49264348	1.0	3810	tags=77%, list=33%, signal=116%	
BROWNE_HCMV_INFECTION_16HR_DN	BROWNE_HCMV_INFECTION_16HR_DN		59	0.5201113	1.7808082	0.0	0.5702215	1.0	1395	tags=29%, list=12%, signal=33%	
WP_NRF2ARE_REGULATION	WP_NRF2ARE_REGULATION		22	0.6368308	1.7778999	0.0	0.5653377	1.0	1371	tags=32%, list=12%, signal=36%	
GOBP_VENTRICULAR_SEPTUM_DEVELOPMENT	GOBP_VENTRICULAR_SEPTUM_DEVELOPMENT		50	0.52973527	1.7772703	0.0018416207	0.54620206	1.0	1830	tags=38%, list=16%, signal=45%	
BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES		66	0.49823263	1.7741952	0.0	0.5450443	1.0	3810	tags=64%, list=33%, signal=95%	
HOFT_CD4_POSITIVE_ALPHA_BETA_MEMORY_T_CELL_BCG_VACCINE_AGE_18_45YO_7DY_UP	HOFT_CD4_POSITIVE_ALPHA_BETA_MEMORY_T_CELL_BCG_VACCINE_AGE_18_45YO_7DY_UP		32	0.57589	1.7606831	0.0	0.61686873	1.0	1140	tags=38%, list=10%, signal=42%	
HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND	HP_PARTIAL_DUPLICATION_OF_THE_PHALANX_OF_HAND		32	0.5771193	1.7592734	0.0019047619	0.6038404	1.0	3682	tags=63%, list=32%, signal=92%	
GOCC_CELL_DIVISION_SITE	GOCC_CELL_DIVISION_SITE		59	0.51038843	1.7578527	0.0	0.5932128	1.0	2634	tags=36%, list=23%, signal=46%	
GOBP_AORTIC_VALVE_MORPHOGENESIS	GOBP_AORTIC_VALVE_MORPHOGENESIS		21	0.6209523	1.7537189	0.005976096	0.60134655	1.0	1975	tags=57%, list=17%, signal=69%	
DESCARTES_FETAL_KIDNEY_MYELOID_CELLS	DESCARTES_FETAL_KIDNEY_MYELOID_CELLS		34	0.558853	1.7519108	0.0036563072	0.5930342	1.0	642	tags=15%, list=6%, signal=16%	
GOCC_RNA_POLYMERASE_III_COMPLEX	GOCC_RNA_POLYMERASE_III_COMPLEX		18	0.64912826	1.7509934	0.009242144	0.5802194	1.0	591	tags=22%, list=5%, signal=23%	
GOBP_REGULATION_OF_DNA_BINDING	GOBP_REGULATION_OF_DNA_BINDING		77	0.47800827	1.7488701	0.0037383179	0.5762245	1.0	2819	tags=36%, list=25%, signal=48%	
REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY	REACTOME_SARS_COV_1_MODULATES_HOST_TRANSLATION_MACHINERY		35	0.56067526	1.745965	0.0036968577	0.5771945	1.0	3923	tags=71%, list=34%, signal=108%	
GSE3982_NKCELL_VS_TH1_UP	GSE3982_NKCELL_VS_TH1_UP		117	0.4483906	1.7453461	0.0	0.5641304	1.0	2467	tags=34%, list=22%, signal=43%	
BCAT.100_UP.V1_DN	BCAT.100_UP.V1_DN		19	0.64323395	1.7416089	0.0038910506	0.5723557	1.0	2639	tags=53%, list=23%, signal=68%	
CORONEL_RFX7_DIRECT_TARGETS_UP	CORONEL_RFX7_DIRECT_TARGETS_UP		40	0.54101443	1.7350972	0.0	0.5982384	1.0	2668	tags=52%, list=23%, signal=68%	
LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES	LEIN_LOCALIZED_TO_DISTAL_AND_PROXIMAL_DENDRITES		18	0.6408812	1.7332971	0.0037950664	0.59399813	1.0	2703	tags=67%, list=24%, signal=87%	
GOMF_NUCLEAR_RECEPTOR_ACTIVITY	GOMF_NUCLEAR_RECEPTOR_ACTIVITY		27	0.5877689	1.7310762	0.009708738	0.5923994	1.0	2337	tags=52%, list=20%, signal=65%	
