NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
OXT	1	OXT	
AVP	1	AVP	
SCGN	1	SCGN	
TH	1	TH	
SIM1	1	SIM1	
FOXG1	1	FOXG1	
ZIC2	1	ZIC2	
EBF3	1	EBF3	
ZIC3	1	ZIC3	
NRN1	1	NRN1	
LINC01551	1	LINC01551	
LHX1	1	LHX1	
KLHL41	1	KLHL41	
ZIC4	1	ZIC4	
ADGRG2	1	ADGRG2	
ARX	1	ARX	
TMEM255B	1	TMEM255B	
DLX2	1	DLX2	
TRH	1	TRH	
ZIC5	1	ZIC5	
GNG8	1	GNG8	
DAPL1	1	DAPL1	
ONECUT3	1	ONECUT3	
SLC18A2	1	SLC18A2	
ZIC1	1	ZIC1	
PLPP4	1	PLPP4	
LIPH	1	LIPH	
DLX1	1	DLX1	
INHBA-AS1	1	INHBA-AS1	
LINC01561	1	LINC01561	
LHX6	1	LHX6	
CACNG3	1	CACNG3	
DLX6	1	DLX6	
NMS	1	NMS	
NXPH2	1	NXPH2	
ASIC4	1	ASIC4	
CBLN2	1	CBLN2	
GRM1	1	GRM1	
STC1	1	STC1	
SYNPR	1	SYNPR	
SLC16A6	1	SLC16A6	
OTP	1	OTP	
MIR124-2HG	1	MIR124-2HG	
ADRA1B	1	ADRA1B	
ONECUT2	1	ONECUT2	
GCNT2	1	GCNT2	
LHX1-DT	1	LHX1-DT	
GAD2	1	GAD2	
DDC	1	DDC	
CAPRIN2	1	CAPRIN2	
CALCB	1	CALCB	
UNCX	1	UNCX	
EDN1	1	EDN1	
CDKN3	1	CDKN3	
INSM2	1	INSM2	
CPA4	1	CPA4	
TACR3	1	TACR3	
TUNAR	1	TUNAR	
PCDH8	1	PCDH8	
SLC52A3	1	SLC52A3	
MUC3A	1	MUC3A	
CPLX2	1	CPLX2	
PTGFR	1	PTGFR	
RTL1	1	RTL1	
DRD2	1	DRD2	
HS3ST2	1	HS3ST2	
ELFN1	1	ELFN1	
LOXL1	1	LOXL1	
ADRA1D	1	ADRA1D	
RGS8	1	RGS8	
ATP10A	1	ATP10A	
HMX2	1	HMX2	
BHLHE22	1	BHLHE22	
F12	1	F12	
CRABP1	1	CRABP1	
AARD	1	AARD	
SIAH3	1	SIAH3	
PCSK1	1	PCSK1	
BEND4	1	BEND4	
SHD	1	SHD	
CNGA3	1	CNGA3	
VAX1	1	VAX1	
TRHDE-AS1	1	TRHDE-AS1	
CTXN3	1	CTXN3	
ZNF285	1	ZNF285	
RAD54B	1	RAD54B	
WNT10B	1	WNT10B	
TRHDE	1	TRHDE	
NELL1	1	NELL1	
CYTOR	1	CYTOR	
HMX3	1	HMX3	
NWD2	1	NWD2	
RPH3A	1	RPH3A	
GPAT3	1	GPAT3	
WDR53	1	WDR53	
SLC10A4	1	SLC10A4	
HCRT	1	HCRT	
VSTM5	1	VSTM5	
MCTP1	1	MCTP1	
LINC01497	1	LINC01497	
GRIN2D	1	GRIN2D	
NTS	1	NTS	
INSM1	1	INSM1	
NMB	1	NMB	
SLC32A1	1	SLC32A1	
SLC27A2	1	SLC27A2	
SLC7A3	1	SLC7A3	
ST6GALNAC1	1	ST6GALNAC1	
TYMS	1	TYMS	
MIR4435-2HG	1	MIR4435-2HG	
KCNB2	1	KCNB2	
GABRA1	1	GABRA1	
NETO2	1	NETO2	
ELAVL2	1	ELAVL2	
LIN7A	1	LIN7A	
PRKAG2-AS1	1	PRKAG2-AS1	
CBLN4	1	CBLN4	
MYO15A	1	MYO15A	
INSYN1-AS1	1	INSYN1-AS1	
RPRM	1	RPRM	
SPHKAP	1	SPHKAP	
VIP	1	VIP	
GAL	1	GAL	
PRKCG	1	PRKCG	
CLGN	1	CLGN	
FLRT3	1	FLRT3	
SYT7	1	SYT7	
SHH	1	SHH	
CDH9	1	CDH9	
NEFL	1	NEFL	
LNX1	1	LNX1	
PTPRG	1	PTPRG	
DLX6-AS1	1	DLX6-AS1	
HCN4	1	HCN4	
SNCB	1	SNCB	
PLCXD2	1	PLCXD2	
MYO1B	1	MYO1B	
CNTN6	1	CNTN6	
ADPRHL1	1	ADPRHL1	
TACR1	1	TACR1	
CLDN3	1	CLDN3	
SV2C	1	SV2C	
LDB1	1	LDB1	
PCBP3	1	PCBP3	
CMKLR2	1	GPR1	
TMEM196	1	TMEM196	
SST	1	SST	
KCNT2	1	KCNT2	
DCAF12L2	1	DCAF12L2	
KLHL29	1	KLHL29	
PBX4	1	PBX4	
RELN	1	RELN	
PNOC	1	PNOC	
CORO2A	1	CORO2A	
NPY2R	1	NPY2R	
TXNRD3	1	TXNRD3	
EPHA5	1	EPHA5	
NXPH4	1	NXPH4	
ERICH5	1	ERICH5	
GAD1	1	GAD1	
CRYGD	1	CRYGD	
POU3F2	1	POU3F2	
OPRM1	1	OPRM1	
KLHL25	1	KLHL25	
PTGER3	1	PTGER3	
CFC1	1	CFC1	
TBC1D8B	1	TBC1D8B	
ST20-AS1	1	ST20-AS1	
PLK2	1	PLK2	
SYNE4	1	SYNE4	
PEG13	1	PEG13	
DBX2	1	DBX2	
CHSY3	1	CHSY3	
TP53I11	1	TP53I11	
IQSEC3	1	IQSEC3	
NEFM	1	NEFM	
GALR1	1	GALR1	
HPDL	1	HPDL	
GPR26	1	GPR26	
KCNH6	1	KCNH6	
ESRRG	1	ESRRG	
TMEM235	1	TMEM235	
TMEM275	1	TMEM275	
ACVRL1	1	ACVRL1	
FEZF1-AS1	1	FEZF1-AS1	
DCC	1	DCC	
CADPS2	1	CADPS2	
CHAC1	1	CHAC1	
PRLHR	1	PRLHR	
TTC39A	1	TTC39A	
UNC13C	1	UNC13C	
CCDC18	1	CCDC18	
FLRT1	1	FLRT1	
DLX5	1	DLX5	
SV2B	1	SV2B	
LHX9	1	LHX9	
HTR5A	1	HTR5A	
MIR137HG	1	MIR137HG	
ABCG4	1	ABCG4	
AGMAT	1	AGMAT	
PYDC1	1	PYDC1	
PCP4L1	1	PCP4L1	
RBAKDN	1	RBAKDN	
MARCHF11	1	MARCH11	
GPR6	1	GPR6	
IGLON5	1	IGLON5	
ACE	1	ACE	
SPTSSB	1	SPTSSB	
PTPN20	1	PTPN20	
MGAT5B	1	MGAT5B	
SCRT1	1	SCRT1	
PTPRR	1	PTPRR	
NPAS1	1	NPAS1	
ZNF774	1	ZNF774	
ASPHD2	1	ASPHD2	
MESP1	1	MESP1	
ANK1	1	ANK1	
CPLX1	1	CPLX1	
NRIP3	1	NRIP3	
LRRTM4	1	LRRTM4	
ELAVL4	1	ELAVL4	
SMIM17	1	SMIM17	
ZNF804A	1	ZNF804A	
FOXO6	1	FOXO6	
SERPINF1	1	SERPINF1	
TMEM147-AS1	1	TMEM147-AS1	
AKR1C2	1	AKR1C2	
HPCA	1	HPCA	
AFAP1	1	AFAP1	
KCNK9	1	KCNK9	
DHDH	1	DHDH	
BCAT1	1	BCAT1	
DLGAP2	1	DLGAP2	
CCNA1	1	CCNA1	
C17orf107	1	C17orf107	
CDH7	1	CDH7	
FOSL2	1	FOSL2	
ZNF124	1	ZNF124	
ZSCAN12	1	ZSCAN12	
IFITM10	1	IFITM10	
SLC25A15	1	SLC25A15	
CACNG2	1	CACNG2	
CHODL	1	CHODL	
SNX32	1	SNX32	
SYT2	1	SYT2	
DPP10-AS1	1	DPP10-AS1	
SLC2A13	1	SLC2A13	
RAB27B	1	RAB27B	
ADGRA1-AS1	1	ADGRA1-AS1	
SLC1A6	1	SLC1A6	
PPP1R17	1	PPP1R17	
MRAP2	1	MRAP2	
RNF128	1	RNF128	
COL5A2	1	COL5A2	
SEMA3G	1	SEMA3G	
TINCR	1	TINCR	
