NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	NRGN	neurogranin [Source:HGNC Symbol;Acc:HGNC:8000]	4	3.0184273719787598	0.038757373	Yes	
row_1	SLC17A6	solute carrier family 17 member 6 [Source:HGNC Symbol;Acc:HGNC:16703]	10	2.5300214290618896	0.07112397	Yes	
row_2	ICAM5	intercellular adhesion molecule 5 [Source:HGNC Symbol;Acc:HGNC:5348]	13	2.3409276008605957	0.10126204	Yes	
row_3	LAMP5	lysosomal associated membrane protein family member 5 [Source:HGNC Symbol;Acc:HGNC:16097]	14	2.331481695175171	0.13142303	Yes	
row_4	GABRA5	gamma-aminobutyric acid type A receptor subunit alpha5 [Source:HGNC Symbol;Acc:HGNC:4079]	18	2.229888439178467	0.16005209	Yes	
row_5	NXPH2	neurexophilin 2 [Source:HGNC Symbol;Acc:HGNC:8076]	25	2.055161476135254	0.18620315	Yes	
row_6	RPRML	reprimo like [Source:HGNC Symbol;Acc:HGNC:32422]	38	1.8865749835968018	0.209738	Yes	
row_7	GREM2	gremlin 2, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:17655]	80	1.5838178396224976	0.22725223	Yes	
row_8	SH2D5	SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]	87	1.5571208000183105	0.24696045	Yes	
row_9	SLC35F4	solute carrier family 35 member F4 [Source:HGNC Symbol;Acc:HGNC:19845]	90	1.5457968711853027	0.26681238	Yes	
row_10	GDA	guanine deaminase [Source:HGNC Symbol;Acc:HGNC:4212]	112	1.4698333740234375	0.28430313	Yes	
row_11	CPNE4	copine 4 [Source:HGNC Symbol;Acc:HGNC:2317]	122	1.4385080337524414	0.30225927	Yes	
row_12	GABRD	gamma-aminobutyric acid type A receptor subunit delta [Source:HGNC Symbol;Acc:HGNC:4084]	124	1.4302268028259277	0.3206887	Yes	
row_13	CAMKV	CaM kinase like vesicle associated [Source:HGNC Symbol;Acc:HGNC:28788]	126	1.4284485578536987	0.33909512	Yes	
row_14	FGF9	fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687]	133	1.401809573173523	0.35679418	Yes	
row_15	SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	159	1.344127893447876	0.3723685	Yes	
row_16	CBLN4	cerebellin 4 precursor [Source:HGNC Symbol;Acc:HGNC:16231]	180	1.2982192039489746	0.38771173	Yes	
row_17	CCK	cholecystokinin [Source:HGNC Symbol;Acc:HGNC:1569]	211	1.237313985824585	0.40154153	Yes	
row_18	MYO5B	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]	240	1.1936554908752441	0.41495165	Yes	
row_19	MAL2	mal, T cell differentiation protein 2 [Source:HGNC Symbol;Acc:HGNC:13634]	246	1.1841230392456055	0.42990717	Yes	
row_20	SV2B	synaptic vesicle glycoprotein 2B [Source:HGNC Symbol;Acc:HGNC:16874]	285	1.120574712753296	0.44164634	Yes	
row_21	STX1A	syntaxin 1A [Source:HGNC Symbol;Acc:HGNC:11433]	287	1.1148271560668945	0.45599565	Yes	
row_22	MYT1L	myelin transcription factor 1 like [Source:HGNC Symbol;Acc:HGNC:7623]	332	1.0610617399215698	0.46652964	Yes	
row_23	DRD1	dopamine receptor D1 [Source:HGNC Symbol;Acc:HGNC:3020]	344	1.0509681701660156	0.4793273	Yes	
row_24	PENK	proenkephalin [Source:HGNC Symbol;Acc:HGNC:8831]	366	1.0224069356918335	0.49102995	Yes	
row_25	PHF24	PHD finger protein 24 [Source:HGNC Symbol;Acc:HGNC:29180]	368	1.0207679271697998	0.50416243	Yes	
row_26	JPH4	junctophilin 4 [Source:HGNC Symbol;Acc:HGNC:20156]	372	1.0154718160629272	0.5170813	Yes	
row_27	SYT13	synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962]	421	0.9805390238761902	0.52628344	Yes	
row_28	HPCA	hippocalcin [Source:HGNC Symbol;Acc:HGNC:5144]	432	0.9719332456588745	0.53813124	Yes	
row_29	BCL11A	BAF chromatin remodeling complex subunit BCL11A [Source:HGNC Symbol;Acc:HGNC:13221]	445	0.9595921039581299	0.5496742	Yes	
row_30	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase [Source:HGNC Symbol;Acc:HGNC:8016]	476	0.9366580247879028	0.5596146	Yes	
row_31	GABRG2	gamma-aminobutyric acid type A receptor subunit gamma2 [Source:HGNC Symbol;Acc:HGNC:4087]	508	0.9165282845497131	0.56922203	Yes	
row_32	KRT222	keratin 222 [Source:HGNC Symbol;Acc:HGNC:28695]	591	0.8694671392440796	0.57452047	Yes	
row_33	CALB1	calbindin 1 [Source:HGNC Symbol;Acc:HGNC:1434]	593	0.867527186870575	0.5856706	Yes	
row_34	CLSTN2	calsyntenin 2 [Source:HGNC Symbol;Acc:HGNC:17448]	606	0.8558757901191711	0.5958719	Yes	
row_35	SLC25A22	solute carrier family 25 member 22 [Source:HGNC Symbol;Acc:HGNC:19954]	629	0.8452594876289368	0.60521036	Yes	
row_36	KCNIP4	potassium voltage-gated channel interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30083]	649	0.8310996294021606	0.6145833	Yes	
row_37	GLRA2	glycine receptor alpha 2 [Source:HGNC Symbol;Acc:HGNC:4327]	688	0.8112186193466187	0.62232053	Yes	
row_38	SLC8A1	solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]	715	0.7949017286300659	0.6307173	Yes	
row_39	SYT1	synaptotagmin 1 [Source:HGNC Symbol;Acc:HGNC:11509]	727	0.7877817749977112	0.64011025	Yes	
row_40	NAPB	NSF attachment protein beta [Source:HGNC Symbol;Acc:HGNC:15751]	744	0.7759426236152649	0.64898735	Yes	
row_41	AMER3	APC membrane recruitment protein 3 [Source:HGNC Symbol;Acc:HGNC:26771]	794	0.7502055168151855	0.6551372	Yes	
row_42	HCN1	hyperpolarization activated cyclic nucleotide gated potassium channel 1 [Source:HGNC Symbol;Acc:HGNC:4845]	802	0.746513307094574	0.6642865	Yes	
row_43	SCG2	secretogranin II [Source:HGNC Symbol;Acc:HGNC:10575]	828	0.7363788485527039	0.67199874	Yes	
row_44	CAMK2B	calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461]	882	0.7156839966773987	0.6774118	Yes	
row_45	SYT5	synaptotagmin 5 [Source:HGNC Symbol;Acc:HGNC:11513]	905	0.7087618708610535	0.6849845	Yes	
row_46	SYT4	synaptotagmin 4 [Source:HGNC Symbol;Acc:HGNC:11512]	943	0.6963750720024109	0.6913086	Yes	
row_47	NEFL	neurofilament light chain [Source:HGNC Symbol;Acc:HGNC:7739]	1011	0.6684365272521973	0.6950947	Yes	
row_48	BCL11B	BAF chromatin remodeling complex subunit BCL11B [Source:HGNC Symbol;Acc:HGNC:13222]	1031	0.6627474427223206	0.70228976	Yes	
row_49	CELF4	CUGBP Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]	1104	0.6334351897239685	0.7052603	Yes	
row_50	GPR22	G protein-coupled receptor 22 [Source:HGNC Symbol;Acc:HGNC:4477]	1111	0.6321620941162109	0.71300286	Yes	
row_51	DMTN	dematin actin binding protein [Source:HGNC Symbol;Acc:HGNC:3382]	1121	0.6291137933731079	0.72048837	Yes	
row_52	PGM2L1	phosphoglucomutase 2 like 1 [Source:HGNC Symbol;Acc:HGNC:20898]	1129	0.6274173855781555	0.728097	Yes	
row_53	KIAA0319	KIAA0319 [Source:HGNC Symbol;Acc:HGNC:21580]	1140	0.6238569021224976	0.735442	Yes	
row_54	CKMT1A	creatine kinase, mitochondrial 1A [Source:HGNC Symbol;Acc:HGNC:31736]	1154	0.6214311122894287	0.74253786	Yes	
row_55	RTN4RL1	reticulon 4 receptor like 1 [Source:HGNC Symbol;Acc:HGNC:21329]	1174	0.6190445423126221	0.74916756	Yes	
row_56	CPNE5	copine 5 [Source:HGNC Symbol;Acc:HGNC:2318]	1205	0.6093961596488953	0.75487435	Yes	
row_57	RASL10A	RAS like family 10 member A [Source:HGNC Symbol;Acc:HGNC:16954]	1217	0.6058247089385986	0.7619134	Yes	
row_58	PPFIA2	PTPRF interacting protein alpha 2 [Source:HGNC Symbol;Acc:HGNC:9246]	1257	0.5962282419204712	0.76679695	Yes	
row_59	STXBP1	syntaxin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11444]	1266	0.5943568348884583	0.77390534	Yes	
row_60	ENO2	enolase 2 [Source:HGNC Symbol;Acc:HGNC:3353]	1286	0.5892200469970703	0.7801492	Yes	
row_61	NEFM	neurofilament medium chain [Source:HGNC Symbol;Acc:HGNC:7734]	1488	0.5409696698188782	0.77256423	No	
row_62	MEF2C	myocyte enhancer factor 2C [Source:HGNC Symbol;Acc:HGNC:6996]	1781	0.48137202858924866	0.7576059	No	
row_63	CALN1	calneuron 1 [Source:HGNC Symbol;Acc:HGNC:13248]	1801	0.47903886437416077	0.76242447	No	
row_64	LIN7B	lin-7 homolog B, crumbs cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:17788]	1993	0.4447811245918274	0.7543207	No	
row_65	SLC6A17	solute carrier family 6 member 17 [Source:HGNC Symbol;Acc:HGNC:31399]	2101	0.43048620223999023	0.75212646	No	
row_66	DYNC1I1	dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963]	2135	0.4240890443325043	0.7552184	No	
row_67	SST	somatostatin [Source:HGNC Symbol;Acc:HGNC:11329]	2313	0.3998178243637085	0.74754864	No	
row_68	RASGEF1A	RasGEF domain family member 1A [Source:HGNC Symbol;Acc:HGNC:24246]	2361	0.3935159742832184	0.7492293	No	
row_69	NELL1	neural EGFL like 1 [Source:HGNC Symbol;Acc:HGNC:7750]	2384	0.390807569026947	0.7526888	No	
