NAME	SYMBOL	TITLE	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	PLVAP	plasmalemma vesicle associated protein [Source:HGNC Symbol;Acc:HGNC:13635]	4	3.1210782527923584	0.0155430725	Yes	
row_1	MGP	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]	5	3.0380148887634277	0.03095844	Yes	
row_2	SLCO2A1	solute carrier organic anion transporter family member 2A1 [Source:HGNC Symbol;Acc:HGNC:10955]	15	2.6697278022766113	0.043844074	Yes	
row_3	MMRN1	multimerin 1 [Source:HGNC Symbol;Acc:HGNC:7178]	23	2.510152578353882	0.056066886	Yes	
row_4	VIM	vimentin [Source:HGNC Symbol;Acc:HGNC:12692]	25	2.4685909748077393	0.068519466	Yes	
row_5	C7	complement C7 [Source:HGNC Symbol;Acc:HGNC:1346]	44	2.130479574203491	0.07800788	Yes	
row_6	CD93	CD93 molecule [Source:HGNC Symbol;Acc:HGNC:15855]	47	2.106024742126465	0.0885473	Yes	
row_7	CALCRL	calcitonin receptor like receptor [Source:HGNC Symbol;Acc:HGNC:16709]	50	2.0915138721466064	0.09901308	Yes	
row_8	PALMD	palmdelphin [Source:HGNC Symbol;Acc:HGNC:15846]	51	2.0786824226379395	0.109560646	Yes	
row_9	IGFBP4	insulin like growth factor binding protein 4 [Source:HGNC Symbol;Acc:HGNC:5473]	73	1.9444057941436768	0.11788456	Yes	
row_10	NEDD9	neural precursor cell expressed, developmentally down-regulated 9 [Source:HGNC Symbol;Acc:HGNC:7733]	80	1.9050287008285522	0.12711032	Yes	
row_11	COL15A1	collagen type XV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2192]	88	1.8797410726547241	0.13613433	Yes	
row_12	CAV1	caveolin 1 [Source:HGNC Symbol;Acc:HGNC:1527]	109	1.792102575302124	0.14375888	Yes	
row_13	RHOJ	ras homolog family member J [Source:HGNC Symbol;Acc:HGNC:688]	113	1.7704448699951172	0.15252207	Yes	
row_14	KDR	kinase insert domain receptor [Source:HGNC Symbol;Acc:HGNC:6307]	117	1.7575814723968506	0.16121998	Yes	
row_15	VWF	von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726]	119	1.752766728401184	0.17004035	Yes	
row_16	ACVRL1	activin A receptor like type 1 [Source:HGNC Symbol;Acc:HGNC:175]	128	1.7216763496398926	0.17818888	Yes	
row_17	PDLIM1	PDZ and LIM domain 1 [Source:HGNC Symbol;Acc:HGNC:2067]	141	1.655616044998169	0.18570842	Yes	
row_18	CXCL12	C-X-C motif chemokine ligand 12 [Source:HGNC Symbol;Acc:HGNC:10672]	153	1.628848910331726	0.19316557	Yes	
row_19	LRRC32	leucine rich repeat containing 32 [Source:HGNC Symbol;Acc:HGNC:4161]	178	1.5725791454315186	0.19938245	Yes	
row_20	CAV2	caveolin 2 [Source:HGNC Symbol;Acc:HGNC:1528]	192	1.5415129661560059	0.20624958	Yes	
row_21	EDNRB	endothelin receptor type B [Source:HGNC Symbol;Acc:HGNC:3180]	204	1.5200926065444946	0.2131549	Yes	
row_22	ENG	endoglin [Source:HGNC Symbol;Acc:HGNC:3349]	205	1.5191935300827026	0.22086352	Yes	
row_23	COL4A1	collagen type IV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2202]	218	1.4949713945388794	0.22756793	Yes	
row_24	SMAD6	SMAD family member 6 [Source:HGNC Symbol;Acc:HGNC:6772]	223	1.4882762432098389	0.23482591	Yes	
row_25	CLEC3B	C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891]	228	1.4743191003799438	0.24201307	Yes	
row_26	BTNL9	butyrophilin like 9 [Source:HGNC Symbol;Acc:HGNC:24176]	230	1.472572922706604	0.24941169	Yes	
row_27	CDH5	cadherin 5 [Source:HGNC Symbol;Acc:HGNC:1764]	238	1.4611539840698242	0.2563117	Yes	
row_28	NOSTRIN	nitric oxide synthase trafficking [Source:HGNC Symbol;Acc:HGNC:20203]	251	1.4281632900238037	0.26267713	Yes	
row_29	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]	252	1.4277708530426025	0.26992187	Yes	
row_30	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:29370]	253	1.4273626804351807	0.27716452	Yes	
row_31	TMEM204	transmembrane protein 204 [Source:HGNC Symbol;Acc:HGNC:14158]	258	1.4185551404953003	0.28406873	Yes	
row_32	ROBO4	roundabout guidance receptor 4 [Source:HGNC Symbol;Acc:HGNC:17985]	276	1.401963472366333	0.28993398	Yes	
row_33	LAMB2	laminin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6487]	283	1.397994041442871	0.29658696	Yes	
row_34	IGFBP7	insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]	299	1.377960205078125	0.3024773	Yes	
row_35	CAVIN2	caveolae associated protein 2 [Source:HGNC Symbol;Acc:HGNC:10690]	301	1.3708841800689697	0.30935994	Yes	
row_36	PECAM1	platelet and endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]	304	1.3687832355499268	0.31615847	Yes	
row_37	FLT1	fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763]	306	1.3662358522415161	0.32301754	Yes	
row_38	EFNB1	ephrin B1 [Source:HGNC Symbol;Acc:HGNC:3226]	314	1.359831690788269	0.32940343	Yes	
