Barcode,Cluster
aaaaiadp-1,2
aaaaimep-1,9
aaabodeg-1,9
aaaboefi-1,2
aaadkabe-1,6
aaaehfpj-1,1
aaaemoii-1,8
aaaenaph-1,3
aaafbnlp-1,4
aaaganmc-1,19
aaahimpg-1,8
aaaibpbi-1,8
aaaiiacl-1,19
aaaipkgo-1,9
aaajpijo-1,19
aaakcicg-1,19
aaakpbel-1,19
aaalojhk-1,19
aaamkahm-1,8
aaampecf-1,8
aaanjllb-1,19
aaaofgpj-1,20
aaapbbap-1,19
aabbiomg-1,19
aabbmgde-1,19
aabcdind-1,19
aabcfcib-1,19
aabddiog-1,19
aabfkgah-1,19
aabhdcgg-1,19
aabifjpg-1,8
aabiohjm-1,19
aabjakfd-1,19
aabjdbda-1,8
aabmhkoh-1,20
aabmiidl-1,2
aabmjgdc-1,9
aabmlfna-1,9
aabmlmmc-1,19
aabnnlbm-1,8
aabohakh-1,9
aabpphhk-1,6
aacamchp-1,1
aacaondh-1,9
aacapbpl-1,19
aacbkmao-1,4
aacbogpe-1,8
aacbpnif-1,7
aacefeaf-1,2
aacefkph-1,4
aaceibmd-1,6
aacgdpfc-1,9
aacgeedf-1,19
aacglejo-1,4
aaciikcb-1,9
aacjbalh-1,3
aacjedpn-1,19
aacjkpjl-1,6
aacjomjb-1,6
aacknopg-1,9
aacnhhjn-1,9
aacoaodj-1,9
aacoldak-1,8
aacpeach-1,8
aadcpond-1,8
aadegjpl-1,3
aadencfj-1,3
aadfkebk-1,6
aadfkjic-1,2
aadgcogo-1,19
aadhahip-1,9
aadidmop-1,8
aadimmph-1,20
aadjkekb-1,6
aadjpodo-1,8
aadlpjhc-1,19
aadmoapk-1,6
aadnimap-1,9
aadokhdm-1,19
aadpfpjm-1,3
aadpmeok-1,19
aaeaglbn-1,19
aaeaihlh-1,3
aaebkbdk-1,10
aaecipfm-1,4
aaeencgo-1,9
aaefhbkf-1,4
aaeidooh-1,3
aaeiipok-1,6
aaekmcje-1,1
aaenmdhn-1,20
aaenmkhp-1,6
aafaflao-1,4
aafambhj-1,1
aafccgma-1,1
aafdodoa-1,9
aafeeccn-1,20
aafenofc-1,9
aaffbbgl-1,8
aafflhdk-1,4
aafhpigj-1,20
aafieood-1,1
aafiijmn-1,8
aafimkml-1,6
aafkbabc-1,4
aafkchic-1,8
aafkoeim-1,20
aafldcli-1,20
aafmoodo-1,3
aafnfden-1,20
aagagelj-1,19
aagajdpf-1,8
aagbcdjl-1,8
aagbclng-1,20
aagddbfd-1,8
aagdnjbf-1,8
aagecfbh-1,19
aagfjdkn-1,9
aaggggig-1,8
aaggpppm-1,20
aaghpobg-1,1
aagjbkbp-1,9
aagjgocb-1,20
aagjjcoj-1,4
aagkpjjc-1,9
aagmfcla-1,8
aagmieil-1,8
aagmpdff-1,4
aagnebdm-1,8
aagnfcgg-1,8
aagpbejc-1,20
aagpgnci-1,4
