NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DESCARTES_FETAL_STOMACH_CILIATED_EPITHELIAL_CELLS	DESCARTES_FETAL_STOMACH_CILIATED_EPITHELIAL_CELLS	Details ...	194	-0.7065508	-2.591643	0.0	0.0	0.0	1757	tags=49%, list=12%, signal=55%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES	Details ...	69	-0.7895459	-2.5756032	0.0	0.0	0.0	1193	tags=59%, list=8%, signal=65%	
DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	Details ...	359	-0.6638739	-2.5338924	0.0	0.0	0.0	2072	tags=51%, list=15%, signal=59%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_VASCULAR_SMOOTH_MUSCLE_CELLS	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_VASCULAR_SMOOTH_MUSCLE_CELLS	Details ...	84	-0.7524277	-2.5306542	0.0	0.0	0.0	2097	tags=61%, list=15%, signal=71%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_CILIATED_CELLS	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_CILIATED_CELLS	Details ...	116	-0.71324	-2.4957864	0.0	0.0	0.0	1843	tags=47%, list=13%, signal=54%	
CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	Details ...	125	-0.708123	-2.4947553	0.0	0.0	0.0	1894	tags=53%, list=13%, signal=60%	
AIZARANI_LIVER_C21_STELLATE_CELLS_1	AIZARANI_LIVER_C21_STELLATE_CELLS_1	Details ...	175	-0.68052727	-2.4865108	0.0	0.0	0.0	1275	tags=42%, list=9%, signal=46%	
AIZARANI_LIVER_C10_MVECS_1	AIZARANI_LIVER_C10_MVECS_1	Details ...	240	-0.6648921	-2.4849982	0.0	0.0	0.0	2051	tags=48%, list=15%, signal=55%	
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE	FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_IMMUNE	Details ...	110	-0.71515685	-2.4763274	0.0	0.0	0.0	2385	tags=59%, list=17%, signal=71%	
FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	FAN_EMBRYONIC_CTX_BIG_GROUPS_BRAIN_ENDOTHELIAL	Details ...	328	-0.6474839	-2.4675567	0.0	0.0	0.0	2097	tags=47%, list=15%, signal=54%	
