Barcode,Cluster
aaaabecp-1,4
aaaadbcj-1,4
aaabklfa-1,4
aaacgbad-1,1
aaacmddf-1,4
aaadbjgj-1,4
aaadfkbh-1,4
aaaebeec-1,4
aaafmopb-1,3
aaahheih-1,3
aaahhlfb-1,3
aaaicojo-1,3
aaaidbmi-1,1
aaaiepfl-1,3
aaakmojh-1,1
aaalhcif-1,3
aaalnalc-1,3
aaamcmbp-1,4
aaamegfm-1,3
aaanoaia-1,3
aaaodiop-1,3
aaaopeop-1,3
aaapbpfd-1,4
aaapngoa-1,3
aabapopp-1,1
aabbhodm-1,4
aabbnmmj-1,3
aabckeod-1,3
aabdhhbf-1,3
aabdlmab-1,1
aabeknim-1,4
aabfcbeh-1,4
aabfilki-1,3
aabflpki-1,4
aabhjoec-1,1
aabieelk-1,3
aabijohe-1,4
aabipggl-1,4
aabkaoke-1,3
aabkbjdg-1,4
aabkklpe-1,4
aabneail-1,1
aabnfmfg-1,1
aabnkaie-1,4
aabnooed-1,4
aabobknk-1,1
aabogemb-1,3
aaboikhd-1,4
aacacppo-1,4
aaccfilg-1,4
aacdlhen-1,3
aaceldle-1,4
aacfojff-1,4
aaclckfl-1,4
aaclfgkf-1,4
aacmolad-1,3
aacnepgp-1,4
aacohlid-1,3
aacpcfkb-1,3
aadajija-1,3
aadbalin-1,3
aadbmgfl-1,3
aadbnnmd-1,3
aadchloc-1,3
aadcljge-1,3
aaddpofi-1,3
aadfdeib-1,3
aadfgmfo-1,3
aadfhbja-1,3
aadgaflp-1,3
aadgdmhe-1,3
aadgihbn-1,3
aadhbodd-1,3
aadilpee-1,3
aadklbhm-1,3
aadmcpgj-1,3
aadmicla-1,3
aadnlfaf-1,3
aadolefb-1,3
aadoobdp-1,3
aadpccfd-1,3
aadpioij-1,3
aadpldnc-1,3
aaeaafbl-1,3
aaeacajo-1,4
aaebekle-1,3
aaeddbmk-1,3
aaedjmmf-1,3
aaeefhnd-1,3
aaefcmnc-1,3
aaefcpfp-1,1
aaefnoaa-1,3
aaegnidn-1,3
aaeibfck-1,3
aaeihnoo-1,3
aaejcmnj-1,1
aaejgoma-1,3
aaekmmhn-1,3
aaelbcdf-1,3
aaelbmjd-1,3
aaelfhmg-1,3
aaelkceb-1,4
aaenjdkf-1,3
aaeoachn-1,4
aaeoajfc-1,4
aaepkega-1,4
aafalfmj-1,4
aafbbnoo-1,4
aafcekfi-1,4
aafcjnbb-1,3
aaffjnel-1,3
aafgdkib-1,4
aafgfmad-1,4
