NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN	PYEON_CANCER_HEAD_AND_NECK_VS_CERVICAL_DN	Details ...	18	0.8977905	2.580775	0.0	0.0054092356	0.004	8	tags=33%, list=0%, signal=33%	
GSE5099_DAY3_VS_DAY7_MCSF_TREATED_MACROPHAGE_DN	GSE5099_DAY3_VS_DAY7_MCSF_TREATED_MACROPHAGE_DN	Details ...	135	0.6245957	2.4564426	0.0	0.03145458	0.046	333	tags=9%, list=2%, signal=9%	
GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_DN	GSE5099_CLASSICAL_M1_VS_ALTERNATIVE_M2_MACROPHAGE_DN	Details ...	133	0.60912365	2.3966339	0.0	0.073093206	0.155	409	tags=11%, list=3%, signal=11%	
HP_NON_OBSTRUCTIVE_AZOOSPERMIA	HP_NON_OBSTRUCTIVE_AZOOSPERMIA	Details ...	29	0.7656458	2.3919344	0.0	0.058838725	0.165	143	tags=17%, list=1%, signal=17%	
GOBP_PROTEIN_DEMETHYLATION	GOBP_PROTEIN_DEMETHYLATION	Details ...	30	0.72556937	2.3353379	0.0	0.12423139	0.377	1355	tags=23%, list=9%, signal=26%	
REACTOME_HDMS_DEMETHYLATE_HISTONES	REACTOME_HDMS_DEMETHYLATE_HISTONES	Details ...	26	0.7758898	2.3153255	0.0	0.14029837	0.476	560	tags=19%, list=4%, signal=20%	
GOMF_PROTEIN_DEMETHYLASE_ACTIVITY	GOMF_PROTEIN_DEMETHYLASE_ACTIVITY	Details ...	29	0.74342597	2.297281	0.0	0.16265635	0.588	1355	tags=24%, list=9%, signal=26%	
ZHONG_PFC_C2_SOX5_BCL11B_POS_EXCITATORY_NEURON	ZHONG_PFC_C2_SOX5_BCL11B_POS_EXCITATORY_NEURON	Details ...	27	0.77590656	2.2941172	0.003030303	0.14801034	0.602	854	tags=30%, list=6%, signal=31%	
HP_AZOOSPERMIA	HP_AZOOSPERMIA	Details ...	79	0.6432723	2.2896175	0.0	0.13944381	0.616	282	tags=11%, list=2%, signal=12%	
GOBP_HISTONE_DEMETHYLATION	GOBP_HISTONE_DEMETHYLATION	Details ...	24	0.7516945	2.2874875	0.0031152647	0.1305893	0.63	7	tags=8%, list=0%, signal=8%	
MMS_MOUSE_LYMPH_HIGH_4HRS_UP	MMS_MOUSE_LYMPH_HIGH_4HRS_UP	Details ...	34	0.7223847	2.284312	0.0	0.12453849	0.651	1074	tags=12%, list=7%, signal=13%	
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	Details ...	41	0.6933856	2.2506678	0.0	0.18598203	0.816	777	tags=17%, list=5%, signal=18%	
GOMF_DEMETHYLASE_ACTIVITY	GOMF_DEMETHYLASE_ACTIVITY	Details ...	37	0.699333	2.249555	0.0	0.17434883	0.82	1355	tags=19%, list=9%, signal=21%	
MIR3135A	MIR3135A	Details ...	33	0.7190638	2.2247875	0.0	0.22772817	0.902	367	tags=12%, list=2%, signal=12%	
MIR1206	MIR1206	Details ...	101	0.57272875	2.1713893	0.0	0.42333692	0.991	1462	tags=28%, list=10%, signal=31%	
MIR6802_5P	MIR6802_5P	Details ...	23	0.741808	2.1611636	0.0	0.44798452	0.994	550	tags=9%, list=4%, signal=9%	
ATCATGA_MIR433	ATCATGA_MIR433	Details ...	109	0.5507295	2.144972	0.0	0.506335	0.998	2189	tags=32%, list=15%, signal=37%	
MIR376A_2_5P	MIR376A_2_5P	Details ...	55	0.6199366	2.1435685	0.0	0.4854864	0.998	1021	tags=22%, list=7%, signal=23%	
GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	GOBP_REGULATION_OF_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	Details ...	25	0.7384843	2.1380615	0.0	0.48692986	0.998	777	tags=16%, list=5%, signal=17%	
MIR4464	MIR4464	Details ...	62	0.6122094	2.1363077	0.0038314175	0.47166884	0.998	718	tags=11%, list=5%, signal=12%	
MIR4748	MIR4748		61	0.6126105	2.1337504	0.0	0.46284232	0.999	718	tags=11%, list=5%, signal=12%	
MIR3158_3P	MIR3158_3P		35	0.6610956	2.1250803	0.0	0.48489633	1.0	1229	tags=26%, list=8%, signal=28%	
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK		17	0.77193755	2.1124942	0.011235955	0.53058976	1.0	1566	tags=53%, list=11%, signal=59%	
MIR4480	MIR4480		51	0.6091366	2.1076024	0.004	0.5356226	1.0	2551	tags=37%, list=17%, signal=45%	
MIR4529_3P	MIR4529_3P		40	0.65683603	2.1074562	0.0	0.5145718	1.0	46	tags=8%, list=0%, signal=8%	
REACTOME_NEUREXINS_AND_NEUROLIGINS	REACTOME_NEUREXINS_AND_NEUROLIGINS		56	0.6065848	2.0828114	0.0	0.62894386	1.0	2039	tags=36%, list=14%, signal=41%	
HP_ABNORMAL_SPERMATOGENESIS	HP_ABNORMAL_SPERMATOGENESIS		100	0.55948573	2.062401	0.0	0.73712873	1.0	600	tags=12%, list=4%, signal=12%	
GOCC_INHIBITORY_SYNAPSE	GOCC_INHIBITORY_SYNAPSE		19	0.72897387	2.0539463	0.008287293	0.76725775	1.0	4	tags=5%, list=0%, signal=5%	
RICKMAN_HEAD_AND_NECK_CANCER_B	RICKMAN_HEAD_AND_NECK_CANCER_B		31	0.6568138	2.0375054	0.003021148	0.85302263	1.0	147	tags=16%, list=1%, signal=16%	
MIR12121	MIR12121		21	0.68784714	2.0312698	0.0065789474	0.87050456	1.0	3386	tags=57%, list=23%, signal=74%	
GCM_DEAF1	GCM_DEAF1		27	0.65704495	2.028571	0.0	0.8595241	1.0	4241	tags=74%, list=28%, signal=103%	
GOMF_TRANSLATION_INITIATION_FACTOR_ACTIVITY	GOMF_TRANSLATION_INITIATION_FACTOR_ACTIVITY		49	0.5888208	2.0214214	0.0	0.8873438	1.0	1	tags=2%, list=0%, signal=2%	
