NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
DESCARTES_FETAL_STOMACH_CILIATED_EPITHELIAL_CELLS	DESCARTES_FETAL_STOMACH_CILIATED_EPITHELIAL_CELLS	Details ...	232	-0.7218499	-2.7353218	0.0	0.0	0.0	2519	tags=61%, list=17%, signal=73%	
DESCARTES_FETAL_LUNG_CILIATED_EPITHELIAL_CELLS	DESCARTES_FETAL_LUNG_CILIATED_EPITHELIAL_CELLS	Details ...	334	-0.66159517	-2.5661874	0.0	0.0	0.0	2649	tags=55%, list=18%, signal=66%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_CILIATED_CELLS	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_RESPIRATORY_CILIATED_CELLS	Details ...	123	-0.71142787	-2.5012093	0.0	0.0	0.0	2517	tags=62%, list=17%, signal=74%	
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES	DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_PERICYTES	Details ...	77	-0.7476731	-2.467522	0.0	0.0	0.0	2150	tags=66%, list=14%, signal=77%	
DESCARTES_MAIN_FETAL_CILIATED_EPITHELIAL_CELLS	DESCARTES_MAIN_FETAL_CILIATED_EPITHELIAL_CELLS	Details ...	467	-0.6141821	-2.433179	0.0	0.0	0.0	2572	tags=45%, list=17%, signal=52%	
DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBELLUM_VASCULAR_ENDOTHELIAL_CELLS	Details ...	412	-0.6171019	-2.4317186	0.0	0.0	0.0	1810	tags=42%, list=12%, signal=47%	
ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP	ICHIBA_GRAFT_VERSUS_HOST_DISEASE_35D_UP	Details ...	107	-0.70444447	-2.4167004	0.0	0.0	0.0	2184	tags=49%, list=15%, signal=57%	
MODULE_5	MODULE_5	Details ...	361	-0.61656594	-2.4153857	0.0	0.0	0.0	2232	tags=42%, list=15%, signal=48%	
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_UP	Details ...	59	-0.74358344	-2.4127524	0.0	0.0	0.0	1756	tags=66%, list=12%, signal=75%	
DESCARTES_FETAL_PANCREAS_MYELOID_CELLS	DESCARTES_FETAL_PANCREAS_MYELOID_CELLS	Details ...	98	-0.7011511	-2.4061823	0.0	0.0	0.0	1862	tags=56%, list=12%, signal=64%	
DESCARTES_FETAL_INTESTINE_MYELOID_CELLS	DESCARTES_FETAL_INTESTINE_MYELOID_CELLS	Details ...	117	-0.6796084	-2.3996766	0.0	0.0	0.0	1756	tags=52%, list=12%, signal=59%	
GOBP_AXONEME_ASSEMBLY	GOBP_AXONEME_ASSEMBLY	Details ...	76	-0.7131177	-2.3846004	0.0	0.0	0.0	1367	tags=46%, list=9%, signal=50%	
DESCARTES_FETAL_HEART_MYELOID_CELLS	DESCARTES_FETAL_HEART_MYELOID_CELLS	Details ...	65	-0.73288	-2.3707936	0.0	0.0	0.0	2384	tags=69%, list=16%, signal=82%	
CUI_DEVELOPING_HEART_C8_MACROPHAGE	CUI_DEVELOPING_HEART_C8_MACROPHAGE	Details ...	257	-0.6265406	-2.3701482	0.0	0.0	0.0	2214	tags=44%, list=15%, signal=50%	
DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	DESCARTES_FETAL_CEREBRUM_VASCULAR_ENDOTHELIAL_CELLS	Details ...	364	-0.6052626	-2.3552861	0.0	0.0	0.0	1810	tags=43%, list=12%, signal=47%	
GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	GAO_LARGE_INTESTINE_24W_C2_MKI67POS_PROGENITOR	Details ...	88	-0.6978472	-2.3525307	0.0	0.0	0.0	1753	tags=53%, list=12%, signal=60%	
DESCARTES_FETAL_KIDNEY_MYELOID_CELLS	DESCARTES_FETAL_KIDNEY_MYELOID_CELLS	Details ...	98	-0.6839675	-2.3331811	0.0	0.0	0.0	1969	tags=49%, list=13%, signal=56%	
DESCARTES_FETAL_CEREBELLUM_MICROGLIA	DESCARTES_FETAL_CEREBELLUM_MICROGLIA	Details ...	362	-0.59320235	-2.3209722	0.0	0.0	0.0	2232	tags=43%, list=15%, signal=49%	
GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT	Details ...	119	-0.6524449	-2.3094893	0.0	0.0	0.0	1115	tags=45%, list=7%, signal=49%	
DESCARTES_FETAL_LUNG_MYELOID_CELLS	DESCARTES_FETAL_LUNG_MYELOID_CELLS	Details ...	78	-0.6945329	-2.3003786	0.0	0.0	0.0	1862	tags=56%, list=12%, signal=64%	
VERHAAK_GLIOBLASTOMA_MESENCHYMAL	VERHAAK_GLIOBLASTOMA_MESENCHYMAL		178	-0.63107765	-2.3000894	0.0	0.0	0.0	2440	tags=50%, list=16%, signal=59%	
NABA_CORE_MATRISOME	NABA_CORE_MATRISOME		195	-0.6229782	-2.2929354	0.0	0.0	0.0	1250	tags=41%, list=8%, signal=44%	
CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL	CUI_DEVELOPING_HEART_C4_ENDOTHELIAL_CELL		138	-0.6391378	-2.287314	0.0	3.8679096E-5	0.001	2150	tags=49%, list=14%, signal=57%	
DESCARTES_FETAL_ADRENAL_MYELOID_CELLS	DESCARTES_FETAL_ADRENAL_MYELOID_CELLS		95	-0.6650303	-2.2836773	0.0	3.7067468E-5	0.001	2384	tags=56%, list=16%, signal=66%	
DESCARTES_FETAL_CEREBRUM_MICROGLIA	DESCARTES_FETAL_CEREBRUM_MICROGLIA		249	-0.59743124	-2.2738755	0.0	3.558477E-5	0.001	2005	tags=43%, list=13%, signal=48%	
AIZARANI_LIVER_C10_MVECS_1	AIZARANI_LIVER_C10_MVECS_1		259	-0.59468466	-2.2632945	0.0	3.4216126E-5	0.001	2150	tags=42%, list=14%, signal=48%	
FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP	FLECHNER_BIOPSY_KIDNEY_TRANSPLANT_REJECTED_VS_OK_UP		72	-0.6899566	-2.2630687	0.0	3.294886E-5	0.001	1756	tags=44%, list=12%, signal=50%	
NABA_ECM_GLYCOPROTEINS	NABA_ECM_GLYCOPROTEINS		134	-0.63234484	-2.2618163	0.0	3.1772117E-5	0.001	1570	tags=43%, list=11%, signal=48%	
ZHONG_PFC_MAJOR_TYPES_MICROGLIA	ZHONG_PFC_MAJOR_TYPES_MICROGLIA		406	-0.56844383	-2.2538152	0.0	3.0676525E-5	0.001	3297	tags=48%, list=22%, signal=60%	
