NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOMF_NEUROPEPTIDE_HORMONE_ACTIVITY	GOMF_NEUROPEPTIDE_HORMONE_ACTIVITY	Details ...	17	-0.7764031	-2.0668356	0.0	0.16179493	0.163	489	tags=35%, list=4%, signal=37%	
GOCC_ENDONUCLEASE_COMPLEX	GOCC_ENDONUCLEASE_COMPLEX	Details ...	31	-0.64909273	-2.022703	0.0	0.1743513	0.32	1109	tags=32%, list=10%, signal=36%	
BROWNE_HCMV_INFECTION_4HR_UP	BROWNE_HCMV_INFECTION_4HR_UP	Details ...	28	-0.66367966	-1.9799223	0.0	0.22458637	0.529	2219	tags=43%, list=19%, signal=53%	
ISSAEVA_MLL2_TARGETS	ISSAEVA_MLL2_TARGETS	Details ...	30	-0.6364149	-1.9576339	0.0021881838	0.23730832	0.657	817	tags=30%, list=7%, signal=32%	
GOMF_HORMONE_ACTIVITY	GOMF_HORMONE_ACTIVITY	Details ...	31	-0.6257355	-1.949052	0.0	0.21872742	0.712	864	tags=26%, list=8%, signal=28%	
GOMF_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	GOMF_ENDONUCLEASE_ACTIVITY_ACTIVE_WITH_EITHER_RIBO_OR_DEOXYRIBONUCLEIC_ACIDS_AND_PRODUCING_5_PHOSPHOMONOESTERS	Details ...	28	-0.61663574	-1.8727306	0.0	0.5565591	0.981	2144	tags=39%, list=19%, signal=48%	
RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_UP	RORIE_TARGETS_OF_EWSR1_FLI1_FUSION_UP	Details ...	20	-0.6765893	-1.8666134	0.0	0.5214539	0.987	1691	tags=50%, list=15%, signal=59%	
GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	GOBP_PHOSPHATIDYLGLYCEROL_METABOLIC_PROCESS	Details ...	23	-0.657855	-1.8647531	0.0	0.46891648	0.988	1713	tags=30%, list=15%, signal=36%	
CHR4Q12	CHR4Q12	Details ...	24	-0.6308181	-1.8388424	0.0042462847	0.5837947	0.998	786	tags=33%, list=7%, signal=36%	
HP_MITOCHONDRIAL_INHERITANCE	HP_MITOCHONDRIAL_INHERITANCE	Details ...	17	-0.6635941	-1.8001857	0.0	0.840505	1.0	2313	tags=24%, list=20%, signal=29%	
REACTOME_FANCONI_ANEMIA_PATHWAY	REACTOME_FANCONI_ANEMIA_PATHWAY	Details ...	24	-0.6130855	-1.7994378	0.0020408162	0.77165145	1.0	700	tags=21%, list=6%, signal=22%	
HEIDENBLAD_AMPLICON_8Q24_DN	HEIDENBLAD_AMPLICON_8Q24_DN	Details ...	30	-0.5785952	-1.7963862	0.0	0.7338464	1.0	2234	tags=47%, list=19%, signal=58%	
HP_RHABDOMYOLYSIS	HP_RHABDOMYOLYSIS	Details ...	36	-0.55326086	-1.7803309	0.0021691974	0.81660146	1.0	1548	tags=28%, list=14%, signal=32%	
GOBP_NEUROEPITHELIAL_CELL_DIFFERENTIATION	GOBP_NEUROEPITHELIAL_CELL_DIFFERENTIATION	Details ...	23	-0.6166707	-1.7654439	0.001980198	0.9014577	1.0	1450	tags=43%, list=13%, signal=50%	
GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	Details ...	54	-0.5083702	-1.7620585	0.0021008404	0.87634814	1.0	2148	tags=41%, list=19%, signal=50%	
MOOTHA_FFA_OXYDATION	MOOTHA_FFA_OXYDATION	Details ...	22	-0.6238497	-1.7606883	0.0021008404	0.83315265	1.0	748	tags=27%, list=7%, signal=29%	
HP_HYPERAMMONEMIA	HP_HYPERAMMONEMIA	Details ...	52	-0.5115296	-1.758972	0.0	0.7984932	1.0	2369	tags=44%, list=21%, signal=56%	
HP_WHEEZING	HP_WHEEZING	Details ...	28	-0.5760049	-1.7465805	0.0040983604	0.8652348	1.0	1657	tags=39%, list=14%, signal=46%	
FRASOR_RESPONSE_TO_ESTRADIOL_UP	FRASOR_RESPONSE_TO_ESTRADIOL_UP	Details ...	22	-0.62233776	-1.7399925	0.0	0.88461274	1.0	538	tags=27%, list=5%, signal=29%	
