NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HP_RETINAL_TELANGIECTASIA	HP_RETINAL_TELANGIECTASIA	Details ...	23	0.78862274	2.3351135	0.0	3.434337E-4	4.0E-4	582	tags=48%, list=5%, signal=50%	
HP_MITOCHONDRIAL_RESPIRATORY_CHAIN_DEFECTS	HP_MITOCHONDRIAL_RESPIRATORY_CHAIN_DEFECTS	Details ...	18	0.8320365	2.3145883	0.0	1.7171685E-4	4.0E-4	1483	tags=67%, list=12%, signal=76%	
HP_VENTRICULAR_PREEXCITATION	HP_VENTRICULAR_PREEXCITATION	Details ...	25	0.7496665	2.281382	0.0	2.8769922E-4	0.001	582	tags=48%, list=5%, signal=50%	
HP_SLOW_DECREASE_IN_VISUAL_ACUITY	HP_SLOW_DECREASE_IN_VISUAL_ACUITY	Details ...	28	0.7295869	2.2757208	0.0	2.5886184E-4	0.0012	582	tags=39%, list=5%, signal=41%	
HP_MITOCHONDRIAL_INHERITANCE	HP_MITOCHONDRIAL_INHERITANCE	Details ...	17	0.81502527	2.2557251	0.0	4.8410005E-4	0.0028	582	tags=65%, list=5%, signal=68%	
HP_VITILIGO	HP_VITILIGO	Details ...	23	0.74698466	2.2437384	0.0	5.7610666E-4	0.004	716	tags=52%, list=6%, signal=55%	
HP_STROKE_LIKE_EPISODE	HP_STROKE_LIKE_EPISODE	Details ...	20	0.7572215	2.1726704	0.0	0.002867301	0.0226	283	tags=40%, list=2%, signal=41%	
HP_VASCULAR_TORTUOSITY	HP_VASCULAR_TORTUOSITY	Details ...	24	0.72268945	2.1719189	0.0	0.0025951487	0.0234	1134	tags=46%, list=9%, signal=50%	
HP_FLUCTUATIONS_IN_CONSCIOUSNESS	HP_FLUCTUATIONS_IN_CONSCIOUSNESS	Details ...	19	0.7724092	2.169761	0.0	0.0025370514	0.0258	787	tags=42%, list=6%, signal=45%	
HP_EPISODIC_VOMITING	HP_EPISODIC_VOMITING	Details ...	40	0.6212124	2.0947995	0.0	0.010814475	0.1172	1360	tags=38%, list=11%, signal=42%	
HP_STUTTERING	HP_STUTTERING	Details ...	15	0.789669	2.092498	0.0	0.010382765	0.1238	935	tags=67%, list=8%, signal=72%	
HP_ABNORMALITY_OF_KREBS_CYCLE_METABOLISM	HP_ABNORMALITY_OF_KREBS_CYCLE_METABOLISM	Details ...	15	0.78197193	2.076484	0.0	0.0127312355	0.16	582	tags=47%, list=5%, signal=49%	
HP_ABNORMAL_CIRCULATING_NON_PROTEINOGENIC_AMINO_ACID_CONCENTRATION	HP_ABNORMAL_CIRCULATING_NON_PROTEINOGENIC_AMINO_ACID_CONCENTRATION	Details ...	17	0.7575772	2.0649402	3.5100034E-4	0.014893744	0.198	582	tags=53%, list=5%, signal=56%	
HP_BLURRED_VISION	HP_BLURRED_VISION	Details ...	28	0.6642926	2.0589807	0.0	0.015450212	0.22	582	tags=43%, list=5%, signal=45%	
HP_PROGRESSIVE_EXTERNAL_OPHTHALMOPLEGIA	HP_PROGRESSIVE_EXTERNAL_OPHTHALMOPLEGIA	Details ...	26	0.6677127	2.0409281	0.0	0.01985469	0.2916	718	tags=35%, list=6%, signal=37%	
HP_ABNORMAL_SPEECH_PROSODY	HP_ABNORMAL_SPEECH_PROSODY	Details ...	20	0.71126306	2.0404007	0.0	0.01876518	0.2928	1116	tags=45%, list=9%, signal=49%	
HP_WIDENED_SUBARACHNOID_SPACE	HP_WIDENED_SUBARACHNOID_SPACE	Details ...	36	0.6177882	2.0401485	0.0	0.01777342	0.2942	1026	tags=33%, list=8%, signal=36%	
HP_CENTRAL_SCOTOMA	HP_CENTRAL_SCOTOMA	Details ...	37	0.61188585	2.0335934	3.3300032E-4	0.018938437	0.3256	713	tags=30%, list=6%, signal=31%	
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	Details ...	34	0.6213646	2.0152674	0.0	0.024698773	0.42	2634	tags=50%, list=22%, signal=64%	
HP_OPTIC_NEUROPATHY	HP_OPTIC_NEUROPATHY	Details ...	51	0.56776714	2.0152357	0.0	0.023472454	0.4202	582	tags=24%, list=5%, signal=25%	
DESCARTES_FETAL_EYE_MICROGLIA	DESCARTES_FETAL_EYE_MICROGLIA		81	0.52271914	2.003623	0.0	0.027045837	0.4794	1750	tags=38%, list=14%, signal=44%	
HP_HYPOTHERMIA	HP_HYPOTHERMIA		25	0.65846854	1.9914106	0.0	0.031520884	0.5482	1134	tags=32%, list=9%, signal=35%	
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION		15	0.74327767	1.9894859	0.0	0.031113764	0.56	1741	tags=60%, list=14%, signal=70%	
GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION	GOBP_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_DIFFERENTIATION		24	0.660508	1.9728063	0.0	0.038673192	0.6548	1741	tags=46%, list=14%, signal=53%	
HP_BASAL_GANGLIA_CALCIFICATION	HP_BASAL_GANGLIA_CALCIFICATION		35	0.6037604	1.9694127	3.3704078E-4	0.039023865	0.6728	283	tags=26%, list=2%, signal=26%	
HP_ABNORMAL_MITOCHONDRIA_IN_MUSCLE_TISSUE	HP_ABNORMAL_MITOCHONDRIA_IN_MUSCLE_TISSUE		38	0.5940581	1.9674977	0.0	0.038727894	0.684	541	tags=24%, list=4%, signal=25%	
GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	GOBP_POSITIVE_REGULATION_OF_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION		18	0.7018949	1.9552501	0.0010474861	0.044921186	0.755	1741	tags=50%, list=14%, signal=58%	
HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRAL_WHITE_MATTER	HP_APLASIA_HYPOPLASIA_OF_THE_CEREBRAL_WHITE_MATTER		17	0.7138459	1.9535024	0.0010630758	0.04442248	0.7626	283	tags=41%, list=2%, signal=42%	
BRCA1_DN.V1_DN	BRCA1_DN.V1_DN		73	0.5162338	1.9427421	0.0	0.050200336	0.813	2921	tags=49%, list=24%, signal=65%	
