Barcode,Cluster
aaaaabpd-1,1
aaabkoah-1,3
aaacikgd-1,1
aaackjba-1,1
aaahkfma-1,1
aaaigapf-1,1
aaajjhek-1,4
aaajlpgc-1,4
aaakghoe-1,1
aaalceef-1,3
aaameemf-1,1
aaamodfg-1,1
aaaoklgn-1,1
aaaokmcd-1,1
aaaolknj-1,3
aababign-1,3
aabbhjhm-1,3
aabclimd-1,3
aabdfioi-1,3
aabeofoj-1,4
aabgpbcj-1,4
aabhoogp-1,3
aabiaico-1,4
aabjooog-1,4
aabkpjil-1,4
aableief-1,1
aabmdegj-1,4
aabnobko-1,4
aabohemp-1,3
aaboiafh-1,1
aabolcii-1,1
aabpeclo-1,3
aabpopga-1,3
aacdpbpa-1,1
aaceijbn-1,3
aaceikhc-1,4
aacgejap-1,4
aacgpkki-1,1
aachjhdi-1,4
aacilebk-1,4
aacjggkg-1,2
aaclbppp-1,1
aacncbdd-1,4
aacpdkho-1,3
aacpjkmc-1,1
aacpmkcl-1,4
aadagmgj-1,4
aadcmnhe-1,4
aadfcfci-1,4
aadgdgpm-1,4
aadhcibi-1,4
aadhnnok-1,4
aadkepcp-1,3
aadkkggi-1,3
aadkoknb-1,1
aadlakii-1,4
aadmalpg-1,3
aadnkacc-1,4
aadocpka-1,3
aadofjjc-1,4
aaeaafgc-1,3
aaeffhki-1,3
aaefjgdp-1,4
aaehkkdl-1,1
aaeiicld-1,1
aaeijlki-1,4
aaejdnlo-1,4
aaejfbdk-1,2
aaekapkh-1,1
aaekekhf-1,1
aaekhnkn-1,1
aaemaedd-1,1
aaemmdcp-1,1
aaepamlc-1,4
aafalakb-1,1
aafbbdif-1,1
aafbkiim-1,1
aafcagnm-1,3
aafdhmhl-1,3
aafdppmn-1,1
aafeeoop-1,1
aafgfgik-1,3
aafhimli-1,4
aafkclfc-1,1
aafkfmdl-1,3
aafkjbnl-1,3
aafkkmfe-1,4
aafleafl-1,1
aaflgggd-1,1
aaflobfm-1,3
aafmbhga-1,3
aafnalnj-1,1
aafnbdbg-1,1
aafnchld-1,1
aagafcpj-1,1
aagbijgm-1,1
aagbljgk-1,3
aagdclab-1,1
aagfeaeh-1,3
aagfipce-1,1
aagfmepf-1,3
aaggbkbj-1,3
aaggcbok-1,1
aagggmhf-1,3
aaggogdn-1,1
aaghamdg-1,3
aaghdgih-1,1
aagigobj-1,1
aagjefdl-1,1
aagkheee-1,1
aagmpgci-1,1
aagokkkp-1,1
aahbgcfd-1,1
aahcehpm-1,1
aahdaphb-1,1
aahecpec-1,1
aahfgmoa-1,1
aahfhkck-1,1
aahfjjao-1,3
aahglpjf-1,1
aahhbpah-1,3
aahihaci-1,1
aahjlnbh-1,1
aahkckgk-1,3
aahkjfkb-1,1
aahlejgp-1,1
aahlogie-1,3
aahmogej-1,3
aahmpgdg-1,4
aahobddj-1,1
aahpehff-1,3
aahplffk-1,3
aaibkemi-1,1
aaicalnl-1,1
aaidgafm-1,3
aaiedgom-1,1
aaiekloc-1,3
aaijhblf-1,4
aaiknaap-1,4
aaildpji-1,1
aaioppin-1,4
aajailin-1,1
aajanihe-1,4
aajbgobf-1,1
aajcikeh-1,4
aajddenj-1,4
aajdnoja-1,2
aajekdnd-1,3
aajfgodc-1,3
aajfhfbl-1,3
aajippmc-1,4
aajjlejk-1,4
aajkaflg-1,4
aajmaamh-1,4
aajmligi-1,4
aajnaabe-1,4
aajnjpbb-1,3
aajnpmap-1,1
aakafobd-1,3
aakchach-1,1
aakdfjkp-1,1
aakdpahi-1,4
aakdplem-1,4
aakhmkhk-1,1
aakibabo-1,1
aakjokdl-1,4
aaknliij-1,1
aaknnogp-1,4
aalaidfb-1,3
aalappai-1,3
aalbngml-1,4
aalchfeg-1,4
aalclpfo-1,4
aaldjcjm-1,4
aaldkpff-1,4
aaleccmi-1,4
aalecgml-1,4
aaleoobd-1,1
aalgejad-1,4
aaljgnai-1,4
aaljlhei-1,1
aalljiba-1,1
aalmdmlc-1,3
aalmjbdc-1,4
aalmlegd-1,4
aaloakii-1,4
aaloncnf-1,1
aalpgdnj-1,1
aamagkfi-1,4
aamakimk-1,4
aambkmcm-1,1
aamcikcg-1,4
aamcopkp-1,3
aamdakil-1,1
aamdholn-1,4
aamfkflc-1,1
aamgcopj-1,3
aamghpoa-1,3
aamgkfpe-1,3
aamgldip-1,1
aamhhoca-1,1
aaminfbd-1,4
aaminnbo-1,3
aamjcedd-1,4
aamkhjbo-1,4
aamlfgpg-1,1
aamnaece-1,1
aamoilpj-1,1
aanbhblp-1,4
aanbifmc-1,3
aanbklea-1,3
aandclgg-1,4
aandkljf-1,4
aanediip-1,3
aaneklaj-1,4
aanflanb-1,3
aangidha-1,4
aangkkdc-1,4
aanglgph-1,3
aanifloa-1,1
