clust	ensembl	gene	logFC	t_stat	p_value	fdr
VMH_1	ENSG00000003137	CYP26B1	0.352550369844608	2.35980397587967	0.0221576258813451	0.0381955265192711
VMH_1	ENSG00000006128	TAC1	0.738213417406976	3.2133654803071	0.00227794312063281	0.00496756270884985
VMH_1	ENSG00000009694	TENM1	1.45268906023608	8.5247888341853	2.25447407174128e-11	3.28000132075288e-10
VMH_1	ENSG00000026297	RNASET2	0.351911020306029	3.9439035999694	0.000245953168466971	0.000669436443496568
VMH_1	ENSG00000029534	ANK1	0.475913434069992	3.34397997724039	0.00155582265779693	0.0036103064238621
VMH_1	ENSG00000041515	MYO16	0.831168233678718	7.55386132887307	7.36940551780597e-10	7.62207084984503e-09
VMH_1	ENSG00000047936	ROS1	0.030743560058826	0.0713465627880492	0.94340156248003	0.953942362060812
VMH_1	ENSG00000048740	CELF2	0.0735812605946631	0.707621939107719	0.482407980602859	0.58210562992745
VMH_1	ENSG00000053108	FSTL4	1.11200548100421	5.80505849760856	4.16246377408707e-07	2.18378534234713e-06
VMH_1	ENSG00000053438	NNAT	0.268524315528466	1.55634511219632	0.125823106133383	0.178619468314842
VMH_1	ENSG00000054356	PTPRN	0.829040434750104	2.83798139086349	0.00650495209577852	0.0128231849962964
VMH_1	ENSG00000070808	CAMK2A	0.209981577664704	1.86643794626946	0.0677465997884497	0.10304314757739
VMH_1	ENSG00000072315	TRPC5	1.28209389812855	8.80724557443572	8.28444533894657e-12	1.49948460634933e-10
VMH_1	ENSG00000072657	TRHDE	0.291618421583357	0.655238038860172	0.515265323005371	0.607576700091024
VMH_1	ENSG00000077943	ITGA8	1.54276857934557	3.21337470214629	0.00227788244372184	0.00496756270884985
VMH_1	ENSG00000078328	RBFOX1	1.03490963911116	7.17657855563772	2.89459113765856e-09	2.49486188531524e-08
VMH_1	ENSG00000083750	RRAGB	0.139070254759463	0.968541505282503	0.337354250401365	0.439288628220483
VMH_1	ENSG00000089199	CHGB	1.24555674429899	5.22585513831094	3.26081733565433e-06	1.45730355000848e-05
VMH_1	ENSG00000091664	SLC17A6	1.99337395898577	11.8113833958119	3.3849920099633e-16	1.75052443943816e-14
VMH_1	ENSG00000091831	ESR1	1.09885987724246	4.52899946903059	3.60109129745923e-05	0.000119595876117453
VMH_1	ENSG00000095587	TLL2	1.40766040709689	7.32521230666042	1.68766516806585e-09	1.56649946369189e-08
VMH_1	ENSG00000095596	CYP26A1	1.2980334689002	3.74832426260005	0.000455846019592901	0.00117868756494736
VMH_1	ENSG00000099250	NRP1	1.61226546146658	13.9683304424406	4.80247822735757e-19	5.7949903943448e-17
VMH_1	ENSG00000101180	HRH3	0.0590180287628502	0.309833335414528	0.757952778739407	0.830312956863444
VMH_1	ENSG00000101958	GLRA2	0.765231993552068	4.86952353671724	1.12776044589671e-05	4.20875547850113e-05
VMH_1	ENSG00000102287	GABRE	1.66652925649126	6.79299594228012	1.16661483540549e-08	8.28067785130957e-08
VMH_1	ENSG00000102468	HTR2A	1.10181324105007	8.29084043334015	5.19244836527973e-11	6.71309395796879e-10
VMH_1	ENSG00000102879	CORO1A	0.72441306921264	6.37578800417444	5.30664654036298e-08	3.37018604844105e-07
VMH_1	ENSG00000103154	NECAB2	0.583478688336069	6.83580621036469	9.98513925205071e-09	7.43917765853211e-08
VMH_1	ENSG00000103888	CEMIP	0.753956718583496	5.21047195164232	3.44186348146317e-06	1.48327926224961e-05
VMH_1	ENSG00000105376	ICAM5	1.25857006548059	2.16315932520494	0.035249328313262	0.0585332883000039
VMH_1	ENSG00000106113	CRHR2	2.33659523462849	8.66678176433931	1.36174073273932e-11	2.14326150109405e-10
VMH_1	ENSG00000108018	SORCS1	0.14779554118895	0.674334881711105	0.503149986026269	0.599145707044439
VMH_1	ENSG00000111057	KRT18	0.814449537588773	7.53762865801806	7.81540519519501e-10	7.81997647723099e-09
VMH_1	ENSG00000111885	MAN1A1	1.24326317158717	11.6749681459866	5.22876267083555e-16	2.10312454093608e-14
VMH_1	ENSG00000112149	CD83	0.91274151231608	12.0509529169878	1.58649687472764e-16	9.85177248171279e-15
VMH_1	ENSG00000112319	EYA4	0.0704532283171614	0.178293459249518	0.859200307451667	0.896341531116725
VMH_1	ENSG00000112799	LY86	0.126778349519766	0.278808726038245	0.781521364151158	0.849581783251409
VMH_1	ENSG00000115138	POMC	0.04494918927222	0.23080771686549	0.818389496741804	0.869278176719293
VMH_1	ENSG00000115165	CYTIP	0.151400342181449	0.541011795228156	0.590859662353705	0.682047424034259
VMH_1	ENSG00000115353	TACR1	0.487846039322367	3.04485092349768	0.00368082285041709	0.00774684809215689
VMH_1	ENSG00000115461	IGFBP5	0.961838965172564	4.65674375809648	2.33707704527793e-05	8.21380476107388e-05
VMH_1	ENSG00000115523	GNLY	0.0982238855858621	0.23336715728026	0.816412382373498	0.869278176719293
VMH_1	ENSG00000116678	LEPR	0.2851997971791	1.05247759829098	0.297551841967858	0.391686424699508
VMH_1	ENSG00000117560	FASLG	0.222418503576024	0.660771779741786	0.511738649162918	0.606871138554875
VMH_1	ENSG00000117724	CENPF	0.147369600648168	0.876665358641987	0.384787642756605	0.488747812904881
VMH_1	ENSG00000118407	FILIP1	0.494684579113159	3.02061037926739	0.00393930864384092	0.00812262974034099
VMH_1	ENSG00000122254	HS3ST2	0.0821074459471608	0.188410027473641	0.851304485803715	0.890671167228164
VMH_1	ENSG00000123612	ACVR1C	1.22129833079747	6.88005117659518	8.50185988918272e-09	6.5482410210301e-08
VMH_1	ENSG00000124089	MC3R	1.50654163741721	5.29600044710943	2.54748331618826e-06	1.15273620057519e-05
VMH_1	ENSG00000125869	LAMP5	1.65928707796006	4.98611886790107	7.53402324693799e-06	3.06440046673208e-05
VMH_1	ENSG00000126767	ELK1	0.543427895940485	2.9242746449441	0.005143592547625	0.0103443361235569
VMH_1	ENSG00000128564	VGF	0.39633732762364	0.902230307573906	0.371184698515092	0.47480162848927
VMH_1	ENSG00000128610	FEZF1	0.802686073042268	2.9374140936646	0.00496122603512475	0.0100896844085121
VMH_1	ENSG00000131378	RFTN1	0.314403855157001	1.99607448957587	0.0512897397357314	0.0814337095804157
VMH_1	ENSG00000131747	TOP2A	0.470654422099122	1.13343073202441	0.262344354740719	0.349149472118163
VMH_1	ENSG00000132535	DLG4	0.552493082395364	7.00441372809624	5.41028108807282e-09	4.45118580427809e-08
VMH_1	ENSG00000132646	PCNA	0.0965698888737807	0.850718733459848	0.398910322767429	0.50140811403406
VMH_1	ENSG00000133101	CCNA1	0.816779403681121	2.98609671055549	0.00433673199194225	0.00886947446939602
VMH_1	ENSG00000133110	POSTN	0.0984159496214383	0.295446207313984	0.768855034274351	0.838329886769021
VMH_1	ENSG00000133665	DYDC2	0.312566281228719	2.55791925668519	0.0135510211317036	0.0245273482483835
VMH_1	ENSG00000134343	ANO3	1.2047329106749	5.59722821535383	8.75390340723525e-07	4.22521737789222e-06
VMH_1	ENSG00000135048	CEMIP2	0.0655027574914366	0.439225208296312	0.662357576138277	0.746957764990829
VMH_1	ENSG00000135218	CD36	1.78466855918767	9.13233814628697	2.64142990078573e-12	5.0326190741286e-11
VMH_1	ENSG00000135454	B4GALNT1	1.04462386402061	8.29519093819319	5.11231160891138e-11	6.71309395796879e-10
VMH_1	ENSG00000136931	NR5A1	1.59944474739664	5.04573664133826	6.12352531351066e-06	2.54794961320788e-05
VMH_1	ENSG00000137573	SULF1	0.0663815333246894	0.195191060057552	0.846020524280271	0.887708492143357
VMH_1	ENSG00000137672	TRPC6	1.82076204433542	7.20275390849968	2.6321377549539e-09	2.32398504217881e-08
VMH_1	ENSG00000137869	CYP19A1	0.0576556462626449	0.353929252215786	0.724853969603656	0.802437727818115
VMH_1	ENSG00000138653	NDST4	0.683055789026313	3.46824248565783	0.00107476019285111	0.00259375459874735
VMH_1	ENSG00000140015	KCNH5	0.899378215187923	6.55780609603671	2.74162678193125e-08	1.83790536122058e-07
VMH_1	ENSG00000140538	NTRK3	0.0233474074249118	0.272368859300116	0.78644039394558	0.852369528767365
VMH_1	ENSG00000140945	CDH13	1.57504835296222	8.73727361147926	1.06091959064654e-11	1.74569496279113e-10
VMH_1	ENSG00000141433	ADCYAP1	1.27296296166033	6.01090695381178	1.98531168124908e-07	1.0889133766851e-06
VMH_1	ENSG00000141753	IGFBP4	0.368057858885009	2.02034588068914	0.0486253151092404	0.0775434540508591
VMH_1	ENSG00000142192	APP	0.654291136767996	5.01213002977779	6.88311356423896e-06	2.83146262528921e-05
VMH_1	ENSG00000143171	RXRG	1.0513924124777	5.75618438379188	4.95961760131377e-07	2.5287064389797e-06
VMH_1	ENSG00000143333	RGS16	0.327234754718645	1.39692422661082	0.168497832895914	0.233701975127667
VMH_1	ENSG00000143801	PSEN2	0.308763787127888	1.41493703711777	0.163176461413911	0.227191842430137
VMH_1	ENSG00000144227	NXPH2	1.23942999491036	3.68749127037879	0.00055066930164308	0.00141377508648791
VMH_1	ENSG00000144229	THSD7B	1.20126193394481	9.43946888964193	9.05935093504116e-13	1.82193613249161e-11
