Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value
ENSG00000069431,ABCC9,0.2899255190897454,1.0267135279156638,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000061550947999830116,0.08138961956857074,-1.8118477982516548,0,0.1239885075608429,-0.7821853983346845,0.0000000000000000000000000000000000000000000000000000000000000000012352350473002836,0.5570851896793111,1.6453710412007154,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000008033908788854315
ENSG00000123612,ACVR1C,0.3379521945091944,-1.0197513059369294,0,0.8123900961378064,1.1795940084262706,0,0.4554805654720608,-0.2848822351863489,0.000000000000002755341952387468,0.3112513191744645,-0.8447632571493205,0.0000000000000000000000000000000000000000000000000000000000000007603934640776334
ENSG00000151388,ADAMTS12,0.021963601095249575,0.031486294013529204,0.7075696282811378,0.01759124271948383,-0.4764132289191192,0.0000000037047926173440836,0.026297479648364357,0.3246494210084032,0.005257453016506058,0.037139012645287406,0.8553739404666745,0.000000000368216379715706
ENSG00000145536,ADAMTS16,0.02229275588005577,0.010462265182430208,0.9037002281567691,0.01870575638493058,-0.39399448015374716,0.0000012888000928096555,0.02044218144540823,-0.1283833498209459,0.3119416410777422,0.04675368089355979,1.1942868684387458,0.00000000000000000007864831598618491
ENSG00000156140,ADAMTS3,0.04006711425959016,-0.32091087133226015,0.000000000583142132468525,0.05846678444951733,0.6439818223015488,0.0000000000000000000000000000000000008137665878574213,0.03102280802267983,-0.6253817253948188,0.0000000000002978015177617267,0.03242593997456566,-0.525170666912306,0.0000029003769457461233
ENSG00000197381,ADARB1,0.47398289012091727,-0.5196758600146414,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000005232222304005535,0.7550679473446938,0.6355491447087964,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012693920242257748,0.4063782401911305,-0.6115545808219903,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000009997056306663882,0.708092038049236,0.2692482002928536,0.00000000000016056162604009352
ENSG00000141433,ADCYAP1,0.24659678014434844,-0.2717137162479677,0.00000000000000000005070262222342955,0.3383603244314416,0.5282525312098794,0.0000000000000000000000000000000000000000000000000000000000000000000000003143921013721076,0.20524361069309371,-0.48056517643761776,0.0000000000000000000000007924937636599188,0.2130308847166232,-0.39969949658177617,0.00000000008197879695412224
ENSG00000120907,ADRA1A,0.5402626945159824,0.4489111013440146,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002643112899994772,0.3876097796478047,-0.3702553924960946,0.0000000000000000000000000000000000000000000000000000000000000000000000018310028847054504,0.4004202174582979,-0.20709937078002416,0.00000000005927995858949199,0.43850428128395186,-0.05630251697568989,0.18149894072234798
ENSG00000170214,ADRA1B,0.07489767512453636,-0.4811431244134181,0.000000000000000000000000000043633609522965895,0.11006575496060603,0.45423159953038406,0.000000000000000000000000004442177309273391,0.055060348013762875,-0.8217530927885086,0.000000000000000000000000000004500863220727052,0.16099856243185506,0.8782812077484365,0.0000000000000000000000000000000012591881288413574
ENSG00000159723,AGRP,0.010353414140267511,-1.2424029085596775,0.0000000000000000000000000000000000000011473428397899699,0.03135699258729909,1.6341147006868164,0.000000000000000000000000000000000000000000000000000000000000000000000000000011499243207168764,0.009450656748630942,-1.0666131556466496,0.000000000011229799117867618,0.009614668248272375,-0.9837883087135149,0.000002252618341479989
ENSG00000204472,AIF1,0.5194062504241719,1.0686327965911633,0,0.18006926194704512,-1.41834973820698,0,0.25557863033254113,-0.5443770087326991,0.00000000000000000000000000000000000000014401867345843792,0.6558711928576391,0.9555442957580125,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017483492710148625
