cluster_set_k	hpb
walK5.hvg10.cut4_47_4	0.13861458545417
walK5.hvg10.cut4_47_5	0.0718127232142857
walK5.hvg10.cut4_47_6	0.0970405505952381
walK5.hvg10.cut4_47_7	0.080118933734208
walK5.hvg10.cut4_47_8	0.082988131776148
walK5.hvg10.cut4_47_9	0.0880578462577161
walK5.hvg10.cut4_47_10	0.068251066468254
walK5.hvg10.cut4_47_11	0.0721352844598583
walK5.hvg10.cut4_47_12	0.0679403690927128
walK5.hvg10.cut4_47_13	0.0598455000528318
walK5.hvg10.cut4_47_14	0.058460119281229
walK5.hvg10.cut4_47_15	0.0543549815759637
walK5.hvg10.cut4_47_16	0.052425298781622
walK5.hvg10.cut4_47_17	0.0515538012079832
walK5.hvg10.cut4_47_18	0.0540698695566189
walK5.hvg10.cut4_47_19	0.0493509197885064
walK5.hvg10.cut4_47_20	0.0475827390742481
walK5.hvg10.cut4_47_21	0.0483744343719631
walK5.hvg10.cut4_47_22	0.047624436913195
walK5.hvg10.cut4_47_23	0.0480878219134363
walK5.hvg10.cut4_47_24	0.0494239713406875
walK5.hvg10.cut4_47_25	0.0464693452380952
walK5.hvg10.cut4_47_26	0.0476081308114962
walK5.hvg10.cut4_47_27	0.0496326079398996
walK5.hvg10.cut4_47_28	0.04970545795203
walK5.hvg10.cut4_47_29	0.0494924794568541
walK5.hvg10.cut4_47_30	0.0517255178400383
walK5.hvg10.cut4_47_31	0.05215141214199
walK5.hvg10.cut4_47_32	0.0539983969130274
walK5.hvg10.cut4_47_33	0.0522503834253657
walK5.hvg10.cut4_47_34	0.0525948084364093
walK5.hvg10.cut4_47_35	0.0540734206182473
walK5.hvg10.cut4_47_36	0.0531157636231576
walK5.hvg10.cut4_47_37	0.0518522616638115
walK5.hvg10.cut4_47_38	0.0512350004662483
walK5.hvg10.cut4_47_39	0.053945377767335
walK5.hvg10.cut4_47_40	0.0559408723600618
walK5.hvg10.cut4_47_41	0.054467881077643
walK5.hvg10.cut4_47_42	0.0532206768450702
walK5.hvg10.cut4_47_43	0.0548210355075643
walK5.hvg10.cut4_47_44	0.0545624723288076
walK5.hvg10.cut4_47_45	0.0540383475128267
walK5.hvg10.cut4_47_46	0.057219678065363
walK5.hvg10.cut4_47_47	0.0586075748115408
walK10.hvg10.cut4_47_4	0.197727374217512
walK10.hvg10.cut4_47_5	0.186576281571736
walK10.hvg10.cut4_47_6	0.175076582782492
walK10.hvg10.cut4_47_7	0.133335067131256
walK10.hvg10.cut4_47_8	0.130562146680021
walK10.hvg10.cut4_47_9	0.113171085990982
walK10.hvg10.cut4_47_10	0.100582119656433
walK10.hvg10.cut4_47_11	0.103071871744133
walK10.hvg10.cut4_47_12	0.0930761021615436
walK10.hvg10.cut4_47_13	0.0856985497975992
walK10.hvg10.cut4_47_14	0.0863469192431246
walK10.hvg10.cut4_47_15	0.0837456715827391
walK10.hvg10.cut4_47_16	0.0741423448579167
walK10.hvg10.cut4_47_17	0.0649789072459479
walK10.hvg10.cut4_47_18	0.0681474541186127
walK10.hvg10.cut4_47_19	0.0686092188903092
walK10.hvg10.cut4_47_20	0.066843295446024
walK10.hvg10.cut4_47_21	0.0712742251718396
walK10.hvg10.cut4_47_22	0.0708602676521711
walK10.hvg10.cut4_47_23	0.0691097381229706
walK10.hvg10.cut4_47_24	0.0687629581564669
walK10.hvg10.cut4_47_25	0.0687135721761232
walK10.hvg10.cut4_47_26	0.0635471382439206
walK10.hvg10.cut4_47_27	0.0668901780379834
walK10.hvg10.cut4_47_28	0.0696975712458103
walK10.hvg10.cut4_47_29	0.065866866191071
walK10.hvg10.cut4_47_30	0.0641005492945989
walK10.hvg10.cut4_47_31	0.0673105875969732
walK10.hvg10.cut4_47_32	0.0643276749306246
walK10.hvg10.cut4_47_33	0.0606290500969289
