Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value,Cluster 3 Mean Counts,Cluster 3 Log2 fold change,Cluster 3 Adjusted p value,Cluster 4 Mean Counts,Cluster 4 Log2 fold change,Cluster 4 Adjusted p value,Cluster 5 Mean Counts,Cluster 5 Log2 fold change,Cluster 5 Adjusted p value,Cluster 6 Mean Counts,Cluster 6 Log2 fold change,Cluster 6 Adjusted p value,Cluster 7 Mean Counts,Cluster 7 Log2 fold change,Cluster 7 Adjusted p value
ENSG00000069431,ABCC9,0.34845336882013717,0.8780943485412893,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011299323228711873,0.08273129067483695,-1.79258605550533,0,0.0936255351075802,-1.5771342111601139,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000013506352259291806,0.15512589928057577,-0.6712800657872662,0.000000000000000000006452315532336687,0.6511997022479388,1.6104263346969265,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000027105996085950987,0.4205265174934566,0.8857073455556739,0.00000000000000000000000000000000000000000000000000000001532844731473276,0.19906223402671613,-0.28658344016850457,0.000573153836043723
ENSG00000123612,ACVR1C,0.35506557171668224,-0.7217687136314039,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020710862504106713,0.8940908939313009,1.1592505752434672,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000006603166617778711,0.621340050391237,0.36641756369740075,0.000000000000000000000000017729913188247426,0.4058773529121914,-0.35217434081898213,0.0000000036726533948125345,0.20252385106074078,-1.3911827409731243,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010278383330264903,0.21330402360273348,-1.3205131773513954,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003032906340091141,0.27486173239276107,-0.9233446459063702,0.000000000000000000000000000000009210861372102794
ENSG00000151388,ADAMTS12,0.03306101448272544,0.06259515046404829,0.4221152211006832,0.026682958937788707,-0.3338285613855634,0.00015098243931347844,0.01667513615478144,-1.1104591437672378,0.00000000000000000000000000060264912890541365,0.035889096941624836,0.1802364443971607,0.20961264356474307,0.03420843506289134,0.1062033345460307,0.507259335032761,0.0846909322857738,1.590903409672225,0.0000000000000000000000000000000000000000000000000016484753025964728,0.0329409034955242,0.05194403567131545,0.8334583083866415
ENSG00000145536,ADAMTS16,0.04570199060847341,1.4996483106801328,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000701740177780628,0.018918076707215275,-0.5468198745284534,0.00000002739377723504319,0.011779683338698816,-1.310415868046218,0.0000000000000000000000000000016527730877924243,0.017236211031175085,-0.5945199957515426,0.0005787844966548868,0.025036608270666852,-0.030306686684660633,0.8560972503273182,0.010811608376907294,-1.2851965533265535,0.000000000017686566778431212,0.016647553379458467,-0.6238792547265906,0.003440219304238496
ENSG00000156140,ADAMTS3,0.07394971033562558,0.5788103967196965,0.000000000000000000000000181709652731072,0.03614199729139635,-0.8128640897612027,0.000000000000000000000000000003433888984949373,0.04535942999901557,-0.41596438306002437,0.000000002590732335547874,0.03706965934102039,-0.6599021580923274,0.000000056273866148186987,0.0572619456487529,0.00037464983125801155,1,0.11937817582835136,1.1793194084240368,0.0000000000000000000000000000000000000000004637798353909012,0.03364931002230966,-0.7851820418266993,0.0000002333967916987689
ENSG00000197381,ADARB1,0.3909951153971736,-0.5704596737617993,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003020561089585828,0.7920885773569499,0.846775485902536,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010448666856370737,0.5935736539500183,0.24842570972321276,0.000000000000000009371965206859597,0.41862742682566334,-0.32968312088994145,0.00000000003043792966254482,0.48313217346069004,-0.10993426549602203,0.02925034775869018,0.18559927713690855,-1.5505612564973035,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000020294972418439102,0.4636520717810879,-0.16949017419651147,0.004829177952837272
ENSG00000141433,ADCYAP1,0.4819615243636137,-0.8965523317730242,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000004099898928491884,0.49483476760290696,-0.7624750351898754,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003960552829856973,1.9935201764491464,2.1723854883553075,0,0.42736358858119045,-0.8793818427887482,0.0000000000000000000000000000000000000000000000000000030184373170161256,0.37108715426919087,-1.0877183197359364,0.0000000000000000000000000000000000000000000000000000000000000000000000000010230575496547363,0.12478398001680502,-2.6970563211528265,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000429807,0.5118237156024996,-0.5963918361929657,0.0000000000000000008418846469011382
ENSG00000120907,ADRA1A,0.7166461080520192,0.2902706770627062,0.00000000000000000000000000000002043478834182796,0.5916134361312358,-0.11124653454514544,0.00007866763836659271,0.45084060778110924,-0.5813844140516522,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000010855449614129966,0.6424620577510604,0.034296152394060364,0.4746394054059121,0.3428280122607154,-0.9175653267570567,0.0000000000000000000000000000000000000000000000000000000000000000000009598731044248246,1.0660696343312963,0.8401798622831032,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000035312617830134994,0.6921131766694009,0.1462582381926949,0.009538191098674282
ENSG00000170214,ADRA1B,0.06198940215511021,-0.7148187641330366,0.0000000000000000000000000000000049582682652810936,0.1840982987030501,1.5833389755917184,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001983482382979646,0.04650680175278494,-1.1008576145394722,0.0000000000000000000000000000000000000000000000001177958305571713,0.046041933576426594,-0.9909226244821712,0.0000000000000017209747517629968,0.08700841092083232,-0.029090793189699315,0.8197544245510909,0.08942101095067075,0.01265229956678171,0.9011437198457873,0.069069636361583,-0.3719291062204402,0.007933549075602645
ENSG00000159723,AGRP,0.01935041730018342,-2.048363275688879,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000003563027454943478,0.21191069505619498,3.65404749399692,0,0.01721057630654048,-2.052714300887302,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010150633760895627,0.014402861272625756,-2.1233379179601894,0.00000000000000000000000000000004431707041318308,0.014129571004237729,-2.1459888508389056,0.00000000000000000000000000000047861912901525555,0.011036850218092862,-2.511245721574661,0.00000000000000000000000000000000000000005314495215232441,0.013105520745531132,-2.219770773271629,0.00000000000000000000005096053047325126
