ID	assay	logFC_MvF	AveExpr	t	P.Value	adj.P.Val	B	z.std	ensembl
ABCC9	ARC	-0.0799080119641675	8.96032022558804	-0.565302845558566	0.588157643224711	0.999285133736464	-5.40233345626765	-0.541507770457103	ENSG00000069431
ABCC9	VMH	0.00391480056608271	9.22267119059113	0.0388311276343843	0.970042463901599	0.999285133736464	-6.04178714184964	0.0375550294558867	ENSG00000069431
ACVR1C	ARC	-0.107193031268789	11.7486010383119	-0.383275627393051	0.711661179624469	0.999285133736464	-5.11305723169333	-0.369625994890783	ENSG00000123612
ACVR1C	VMH	-0.08128600191663	10.8029627069545	-0.140368030573196	0.892056989649505	0.999285133736464	-4.69914443527131	-0.135701844325125	ENSG00000123612
ADAMTS12	ARC	-0.537473713021741	6.48333773008233	-1.56975675758859	0.155322311233865	0.999285133736464	-4.37660198930953	-1.42098090324312	ENSG00000151388
ADAMTS12	VMH	0.194736544182516	6.23021937161211	0.884173478680132	0.404459463007568	0.999285133736464	-5.80745348902745	0.83368331450399	ENSG00000151388
ADAMTS16	VMH	-0.639916271019511	5.31763520846394	-2.03086350229247	0.0791920229924376	0.999285133736464	-4.23313756033423	-1.75539350076122	ENSG00000145536
ADAMTS16	ARC	-0.303826935500708	5.01335913602118	-0.810611062150962	0.441080520075909	0.999285133736464	-5.14249670412425	-0.770369871433918	ENSG00000145536
ADAMTS3	ARC	-0.53068233414955	7.04406783137944	-1.55190826668785	0.160215646526531	0.999285133736464	-4.50585784044309	-1.404346658806	ENSG00000156140
ADAMTS3	VMH	-0.0979420455865895	6.75612155439669	-0.606188168741456	0.562551029491935	0.999285133736464	-5.8073063417122	-0.579056530955246	ENSG00000156140
ADARB1	ARC	0.184112569600381	10.6806773644039	0.58238979557451	0.57640704246742	0.999285133736464	-4.82792223485873	0.558640575476516	ENSG00000197381
ADARB1	VMH	0.0407412858736253	10.6113065680943	0.214534875382055	0.835832464007216	0.999285133736464	-5.11410306903921	0.207227151089743	ENSG00000197381
ADCYAP1	VMH	-0.367405450139452	12.0418356851295	-2.24986990241191	0.0566101296304165	0.999285133736464	-3.78202846074565	-1.90630898170187	ENSG00000141433
ADCYAP1	ARC	-1.01725245792111	9.68614359075676	-1.86379604260259	0.099462562120265	0.999285133736464	-4.14678087185558	-1.64746471961974	ENSG00000141433
ADRA1A	VMH	-0.0946634359247987	10.4230589165635	-0.644183799074118	0.538602021245595	0.999285133736464	-5.14141755983382	-0.614928377486521	ENSG00000120907
ADRA1A	ARC	0.100109356108094	10.1470088780361	0.390007562915897	0.706820923405565	0.999285133736464	-4.99121707298288	0.376129097314929	ENSG00000120907
ADRA1B	ARC	0.0771118882371261	7.25548444756315	0.27076071893246	0.793611475744824	0.999285133736464	-5.50407042881098	0.261623822644378	ENSG00000170214
ADRA1B	VMH	0.00890809763218321	7.02562216400783	0.0474414715424975	0.963412150761689	0.999285133736464	-5.73730638790503	0.0458721514061465	ENSG00000170214
AGRP	VMH	-0.155594927082976	5.47811482051229	-0.677300521076088	0.51879280638125	0.999285133736464	-6.03633445551415	-0.645207376783143	ENSG00000159723
AGRP	ARC	-0.318516926137791	8.97230841622905	-0.236002944225917	0.819345670384413	0.999285133736464	-4.62437833924072	-0.22838664562827	ENSG00000159723
AIF1	VMH	-0.574968312190717	9.99540554197683	-0.626161996604288	0.549742616188163	0.999285133736464	-4.62686631799094	-0.598145854501559	ENSG00000204472
AIF1	ARC	0.0975467234954464	9.65064375271301	0.141162774593783	0.891230337123461	0.999285133736464	-4.73512238319366	0.136747557532485	ENSG00000204472
ALK	VMH	-0.467174039645614	9.35364327497036	-0.956383226604438	0.368632001349505	0.999285133736464	-4.64698112583356	-0.899038786608483	ENSG00000171094
ALK	ARC	0.00123098720560163	10.7730387784523	0.00395628022536095	0.996941887523032	0.999518448169048	-5.16560423541723	0.0038327849849535	ENSG00000171094
ALKAL2	ARC	-0.825047529615346	8.27265448823339	-1.77493742570895	0.114685145137741	0.999285133736464	-4.20419389404673	-1.57747989276304	ENSG00000189292
ALKAL2	VMH	-0.786543752940619	6.69010193396872	-1.09477023249251	0.30760768696253	0.999285133736464	-4.60939758025476	-1.0202546883103	ENSG00000189292
ANGPT1	VMH	0.0262530528351436	8.57702817145602	0.111103908983471	0.914447173657192	0.999285133736464	-5.13793121851383	0.107430859713944	ENSG00000154188
ANGPT1	ARC	0.000342234180278424	9.13974949172191	0.000622744132167766	0.999518448169048	0.999518448169048	-4.80172733247973	0.000603535754222217	ENSG00000154188
ANK1	VMH	-0.275417995677528	8.82590100488817	-1.17565202097986	0.275690498991087	0.999285133736464	-4.78195564059523	-1.09005140891859	ENSG00000029534
ANK1	ARC	0.104291700885279	8.51918678113897	0.235472063823409	0.819785945076297	0.999285133736464	-4.89106356255665	0.227820299291072	ENSG00000029534
ANKRD18A	ARC	-0.229758113408543	9.27974152407631	-1.19845203128621	0.26717407643643	0.999285133736464	-5.15084565698968	-1.10959386430274	ENSG00000180071
ANKRD18A	VMH	0.156533966748174	9.56927357274102	0.785367493411582	0.456313198628354	0.999285133736464	-5.47015779906259	0.74493138855155	ENSG00000180071
ANKRD34B	VMH	0.347673915948166	12.2578196459064	1.29358688591421	0.234134750142107	0.999285133736464	-4.56330596278372	1.18977522375402	ENSG00000189127
ANKRD34B	ARC	-0.0124976389972215	10.2958533418257	-0.0275789680522414	0.978680144094052	0.999285133736464	-4.86316385751276	-0.0267236572722357	ENSG00000189127
ANO3	VMH	-0.14895171413831	9.38861300403586	-1.12534817079151	0.295273035332991	0.999285133736464	-5.18393921931717	-1.04662398479783	ENSG00000134343
