assay,bjm_annot,ID,logFC_MvF_5typeARC,FDR_5typeARC,t_5typeARC,logFC_MvF_VMH,FDR_VMH,t_VMH
X1,Other_GABAergic_1,ABCC9,-0.393557219161632,0.906612670352389,-1.32582005753423,-0.174473782162685,0.999924347782214,-0.659535075104167
X1,Other_GABAergic_1,ACVR1C,-0.067827192270786,0.999821944411684,-0.193787183483164,-0.0965958663689219,0.999924347782214,-0.392981571346644
X1,Other_GABAergic_1,ADAMTS12,-0.48481868775582,0.88367543237338,-1.44186394341442,,,
X1,Other_GABAergic_1,ADAMTS3,0.339452276535637,0.874806504498765,1.48241304969079,,,
X1,Other_GABAergic_1,ADARB1,0.16271338172451,0.906612670352389,1.32396919288265,0.11201101744205,0.999924347782214,1.00629526340647
X1,Other_GABAergic_1,ADCYAP1,-0.740832190235783,0.814303131210486,-1.78347840389069,-0.596867085533209,0.988181015561991,-3.77503485222513
X1,Other_GABAergic_1,ADRA1A,0.121615811154432,0.999821944411684,0.484299526667599,-0.034728193229014,0.999924347782214,-0.145049274165939
X1,Other_GABAergic_1,ADRA1B,-0.0202378572674662,0.999821944411684,-0.0927326434663876,,,
X1,Other_GABAergic_1,AGRP,-0.389171646182641,0.973925306587142,-0.966645578634408,,,
X1,Other_GABAergic_1,AIF1,-0.140117684826859,0.999821944411684,-0.191313195338647,-0.800651939084147,0.999924347782214,-1.22218708347914
X1,Other_GABAergic_1,ALK,-0.0659900440081175,0.999821944411684,-0.165576285982831,0.265057368278711,0.999924347782214,1.09512847144129
X1,Other_GABAergic_1,ALKAL2,-0.992655640808975,0.523869733864923,-2.77134827970325,,,
X1,Other_GABAergic_1,ANGPT1,-0.0539977276953785,0.999821944411684,-0.252749896430906,-0.112074172434804,0.999924347782214,-0.409823329701639
X1,Other_GABAergic_1,ANK1,0.309915799984716,0.768672855211061,1.95239099295618,-0.0204126054279392,0.999924347782214,-0.0943995367815063
X1,Other_GABAergic_1,ANKRD18A,-0.150441103320288,0.951896415043306,-1.08350333209588,0.01369815751238,0.999924347782214,0.130734657096227
X1,Other_GABAergic_1,ANKRD34B,0.196515792748732,0.999821944411684,0.657596238327321,0.2269409266372,0.999924347782214,0.975271181227399
X1,Other_GABAergic_1,ANO3,0.0412641169689264,0.999821944411684,0.142193783254136,-0.0872422567847303,0.999924347782214,-0.260298213605995
X1,Other_GABAergic_1,ANXA1,-0.800593291843909,0.97944277693179,-0.910411018411092,,,
X1,Other_GABAergic_1,APOE,-0.079190339407587,0.999821944411684,-0.394416514746374,-0.15061824766937,0.999924347782214,-0.608647854648082
X1,Other_GABAergic_1,APP,0.15953906687049,0.999821944411684,0.645433112719869,0.0798903878949734,0.999924347782214,0.665969708760734
X1,Other_GABAergic_1,AQP4,-0.180487620539746,0.935952493677599,-1.1990190151306,-0.282486606725722,0.999924347782214,-1.53908177861009
X1,Other_GABAergic_1,AR,-0.0790371733689638,0.999821944411684,-0.46722092473184,-0.116112389514942,0.999924347782214,-0.510944698445409
