"","cell","trait","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z.score","p_zcore","FDR"
"1","ARC1_sexDE","ADHD",0.00730596181044659,0.00960576055356976,0.0045695882678788,1.31478384404292,0.6254601907917,0.615249593027267,9.13094855905435e-09,1.84903899590299e-08,0.493821308219365,0.621432383177312,0.962955799810103
"2","ARC1_sexDE","Alzheimer Disease",0.00730596181044659,0.00592369108996047,0.00487492116293726,0.810802361639826,0.667252483576734,0.775053084174177,-2.64758905054806e-09,2.78365497661546e-09,-0.951119687170126,0.341543621884515,0.890795598853955
"3","ARC1_sexDE","Anorexia",0.00730596181044659,0.00910199444236989,0.0036494217197418,1.2458311004795,0.499512838203397,0.623390193744672,9.53918968997467e-09,2.05335258253854e-08,0.464566571328021,0.64224187594656,0.962955799810103
"4","ARC1_sexDE","Autism",0.00730596181044659,0.00044229501024429,0.00367213650152956,0.0605389162603978,0.502621913007931,0.0464771710454136,-2.97702965630019e-08,1.54473911715335e-08,-1.92720545705237,0.0539540301694218,0.396582154602458
"5","ARC1_sexDE","BMI",0.00730596181044659,0.00684966705236649,0.00144675837629281,0.937544875005005,0.198024355153914,0.753225732253257,-3.71989483079275e-09,7.16480826259052e-09,-0.519189724896809,0.603628443638965,0.962955799810103
"6","ARC1_sexDE","Bipolar",0.00730596181044659,0.0071676083400233,0.00300205539815544,0.981062935447395,0.410904885084793,0.96311455500895,-4.11648286978093e-09,1.36768444350954e-08,-0.300981917964778,0.763428282952491,0.968348506271317
"7","ARC1_sexDE","Epilepsy",0.00730596181044659,0.00907886205863434,0.00274150312992941,1.24266486660972,0.375241919005026,0.515076273394836,1.16897524315098e-08,3.71614909928725e-08,0.314566292126218,0.753090975745165,0.962955799810103
"8","ARC1_sexDE","Age of smoking",0.00730596181044659,0.00682528954488155,0.00341691513946588,0.934208215422405,0.467688612138668,0.888211232881889,-1.6589942145292e-09,3.88772746574694e-09,-0.426725954724416,0.669578943784518,0.962955799810103
"9","ARC1_sexDE","Cigarettes per day",0.00730596181044659,0.00696133426223089,0.00213570662549359,0.952829270511251,0.292323814564676,0.871947071191914,-3.3055502047292e-09,4.37015563900745e-09,-0.756391872002059,0.449414279762365,0.925716593356667
"10","ARC1_sexDE","Drinks per week",0.00730596181044659,0.00752811323808577,0.0023074792651212,1.03040686954064,0.315835111787992,0.923072795754173,-1.94889648715089e-10,2.39437983524597e-09,-0.08139462496562,0.93512812358542,0.998850276271412
"11","ARC1_sexDE","Smoking cessation",0.00730596181044659,0.00739472327289275,0.00244874265787256,1.01214918237312,0.335170470556139,0.971082762895813,-7.19395169387929e-10,4.21203991653739e-09,-0.170794955328753,0.864384995856141,0.998850276271412
"12","ARC1_sexDE","Smoking initiation",0.00730596181044659,0.0061811283166528,0.00275639325338066,0.846038957911685,0.377279997472663,0.682699434845474,-2.35928807061287e-09,4.02372019605033e-09,-0.586344963282669,0.557643721191656,0.959943834337065
"13","ARC1_sexDE","Height",0.00730596181044659,0.00818248273292669,0.00232659275251852,1.11997337862166,0.318451261159316,0.706471147927942,-2.02646208430184e-09,2.91379770204868e-08,-0.0695471097007538,0.944554135283962,0.998850276271412
"14","ARC1_sexDE","Intelligence",0.00730596181044659,0.0116775396373622,0.00269108742326613,1.59835760716198,0.368341293465046,0.108355349622082,1.69384400685654e-08,1.15227862895157e-08,1.46999515941532,0.141563064993224,0.682333973267338
"15","ARC1_sexDE","Depression",0.00730596181044659,0.0109441763202079,0.00303693591579635,1.49797885674123,0.415679139118127,0.232776135612156,5.54373048511543e-09,4.64353769535216e-09,1.19385926180039,0.232533025442942,0.822096103744077
"16","ARC1_sexDE","Type 2 Diabetes",0.00730596181044659,-0.000379828277701604,0.0052165493443518,-0.0519888123639652,0.714012676180814,0.139130470521682,-1.75232410738847e-08,1.13840883744661e-08,-1.53927486307892,0.123737207941336,0.659633831151421
"17","ARC1_sexDE","Parkinson Disease",0.00730596181044659,0.00991526470567618,0.00451781671079803,1.35714707562509,0.618373983879594,0.559107597719781,2.0094086830979e-09,6.4442330224377e-09,0.311815025325976,0.755181104415392,0.962955799810103
"18","ARC1_sexDE","Schizophrenia",0.00730596181044659,0.00586873460640564,0.00146108749941315,0.803280219452297,0.199985646971763,0.32691566871018,-1.84247473571657e-08,1.31489781469787e-08,-1.40123035807153,0.16114519890294,0.698610683716238
"19","ARC1_sexDE","Education Years",0.00730596181044659,0.0103435377966215,0.00236651367307838,1.41576674844256,0.32391541791179,0.201235889791857,8.53030835983547e-09,7.51907780572991e-09,1.13448864079249,0.256589635887502,0.837133094410973
"20","ARC1_sexDE","Neuroticism",0.00730596181044659,0.0103970625261891,0.00275184756770108,1.42309291999345,0.376657808937119,0.262895559132846,7.80599941832012e-09,7.25179151024377e-09,1.07642358544002,0.281737858901515,0.859585763854775
"21","OT1_sexDE","ADHD",0.0022879778915476,0.000131921270547832,0.00108108177412771,0.0576584551079729,0.472505341123058,0.0434090005998809,-3.51854605038494e-08,1.36508716320176e-08,-2.57752482422611,0.00995107335508376,0.119910433928759
"22","OT1_sexDE","Alzheimer Disease",0.0022879778915476,-0.000156710837900442,0.00307235665237291,-0.0684931609170586,1.34282619763199,0.418099841425736,-7.83929310547132e-09,5.63064289543199e-09,-1.39225542288096,0.16384506506165,0.698610683716238
"23","OT1_sexDE","Anorexia",0.0022879778915476,0.00116911679385967,0.00209912587116071,0.510982557208571,0.917458983723331,0.598249763306663,-2.51061579153572e-08,3.87118748537016e-08,-0.648538930502267,0.516636439691221,0.94727112842669
