"","cell","trait","Prop._SNPs","Prop._h2","Prop._h2_std_error","Enrichment","Enrichment_std_error","Enrichment_p","Coefficient","Coefficient_std_error","Coefficient_z.score","p_zcore","FDR"
"1","VMH1_mk","ADHD",0.176318229391298,0.209408090771317,0.0120407196703809,1.18767124360456,0.0682897038607354,0.00656966791364348,8.16673234158824e-10,2.4475083191943e-09,0.333675365985136,0.738624540312,0.917062628638978
"5","VMH1_mk","Alzheimer Disease",0.176318229391298,0.289194939174089,0.0318338170782286,1.64018740530956,0.180547508831777,0.000138102631788947,1.05985354615136e-09,7.30523748381846e-10,1.4508132671922,0.146831864299977,0.543736747485853
"6","VMH1_mk","Anorexia",0.176318229391298,0.18697382857558,0.016706689572545,1.06043390533735,0.0947530475448927,0.526729067417365,-2.28041011994247e-09,5.24161311246809e-09,-0.435058839905241,0.663519718695848,0.914268449598349
"8","VMH1_mk","Autism",0.176318229391298,0.198730939794228,0.022243408708714,1.12711510590995,0.126154900633387,0.320097869451613,-1.99879901822838e-09,5.53015300264357e-09,-0.361436476942483,0.71777318371776,0.917062628638978
"9","VMH1_mk","BMI",0.176318229391298,0.242227877524516,0.00924559398317782,1.37381074186576,0.0524369715774501,1.41256531381443e-10,7.24006175981083e-09,2.75517907478168e-09,2.62780079381393,0.0085938825717158,0.119790597786501
"10","VMH1_mk","Bipolar",0.176318229391298,0.254813916385126,0.0114186918575053,1.44519325803587,0.0647618337418996,1.46824241944811e-10,7.40474533737971e-09,2.5587387649239e-09,2.8939043871483,0.0038048400160361,0.0824242033090607
"15","VMH1_mk","Epilepsy",0.176318229391298,0.260110081886181,0.0197422911691295,1.47523079595432,0.11196965417181,4.42101068411547e-06,2.46117140914456e-08,1.28339274361953e-08,1.9177071254146,0.0551481577389935,0.343917828080234
"16","VMH1_mk","Age of smoking",0.176318229391298,0.242688018800115,0.0145886110562796,1.37642046224004,0.0827402311527501,6.58033150209932e-06,2.25800515968468e-09,8.52060463575962e-10,2.65005273241783,0.00804792085047852,0.1155974085796
"17","VMH1_mk","Cigarettes per day",0.176318229391298,0.244506943858751,0.024461443777982,1.38673661085902,0.138734626943737,0.00904644449337879,2.80924697907893e-09,2.53815422855444e-09,1.10680704406165,0.268377362072399,0.689750310890465
"18","VMH1_mk","Drinks per week",0.176318229391298,0.235159578913674,0.0125757567308843,1.33372243882844,0.0713242004204528,4.12743291414577e-06,1.24833625304342e-09,6.43043034237341e-10,1.94129504026735,0.0522225007854778,0.339088566744061
"19","VMH1_mk","Smoking cessation",0.176318229391298,0.226142117892524,0.0126594152773058,1.28257933778732,0.0717986751625727,0.00014094107117046,8.78574629857942e-10,1.20293849686215e-09,0.730357064928668,0.465171955390474,0.817243860235254
"20","VMH1_mk","Smoking initiation",0.176318229391298,0.224492270717271,0.0104932923319725,1.2732221250876,0.0595133717494694,6.4939492245754e-06,2.09126581248685e-09,8.19143087272811e-10,2.55299207791565,0.0106801925416717,0.128210193744567
"21","VMH1_mk","Height",0.176318229391298,0.19847464595105,0.0116005289125983,1.12566151915342,0.0657931341112416,0.0570752391259242,-2.01745172115915e-08,7.72972682251399e-09,-2.60999097055153,0.00905446125480835,0.119790597786501
"23","VMH1_mk","Intelligence",0.176318229391298,0.240818818997076,0.00934814701350834,1.36581917722548,0.053018607581195,9.1463957289016e-11,7.05248363597924e-09,2.03381794858604e-09,3.46760812140649,0.000525112447534878,0.0270789228336734
"24","VMH1_mk","Depression",0.176318229391298,0.238701765815658,0.0120705480952263,1.35381217608484,0.068458877660565,9.05426679275697e-07,3.06443800801006e-09,9.83180371281108e-10,3.11686247765202,0.00182786817636735,0.0541505947248827
"32","VMH1_mk","Type 2 Diabetes",0.176318229391298,0.193578660488522,0.0326570763319464,1.09789362765729,0.185216675806513,0.599839870432803,-1.26695607279898e-09,3.76727101513954e-09,-0.33630606019781,0.736640080438704,0.917062628638978
"33","VMH1_mk","Parkinson Disease",0.176318229391298,0.321256996557296,0.0466633817254244,1.82202939348001,0.264654323529224,0.00161546748419,6.6922565473195e-09,3.4292218866512e-09,1.95153791983254,0.0509930899388889,0.339088566744061
"36","VMH1_mk","Schizophrenia",0.176318229391298,0.248789538353043,0.00959019688337079,1.41102561664745,0.0543914087413364,1.76415251364315e-12,1.57484953489786e-08,4.18474962429984e-09,3.76330647299205,0.000167681498955148,0.0132468384174567
"39","VMH1_mk","Education Years",0.176318229391298,0.226617613329582,0.00741331551300124,1.28527614026032,0.0420450882395665,4.1604691776328e-10,3.15909079977682e-09,1.24876564442434e-09,2.52977074912491,0.0114137075215372,0.129717135322106
"40","VMH1_mk","Neuroticism",0.176318229391298,0.227329955242005,0.00891098157229602,1.28931623251217,0.0505391961061504,1.58869199444889e-08,3.25257894871509e-09,1.27628315702836e-09,2.54847753087037,0.0108194256324529,0.128210193744567
"41","ARC1_sexDE","ADHD",0.00730596181044659,0.00960576055356976,0.0045695882678788,1.31478384404292,0.6254601907917,0.615249593027267,9.13094855905435e-09,1.84903899590299e-08,0.493821308219365,0.621432383177312,0.903555060202595
"45","ARC1_sexDE","Alzheimer Disease",0.00730596181044659,0.00592369108996047,0.00487492116293726,0.810802361639826,0.667252483576734,0.775053084174177,-2.64758905054806e-09,2.78365497661546e-09,-0.951119687170126,0.341543621884515,0.752984543131442
"46","ARC1_sexDE","Anorexia",0.00730596181044659,0.00910199444236989,0.0036494217197418,1.2458311004795,0.499512838203397,0.623390193744672,9.53918968997467e-09,2.05335258253854e-08,0.464566571328021,0.64224187594656,0.913609437786823
"48","ARC1_sexDE","Autism",0.00730596181044659,0.00044229501024429,0.00367213650152956,0.0605389162603978,0.502621913007931,0.0464771710454136,-2.97702965630019e-08,1.54473911715335e-08,-1.92720545705237,0.0539540301694218,0.343917828080234
"49","ARC1_sexDE","BMI",0.00730596181044659,0.00684966705236649,0.00144675837629281,0.937544875005005,0.198024355153914,0.753225732253257,-3.71989483079275e-09,7.16480826259052e-09,-0.519189724896809,0.603628443638965,0.896927530673571
"50","ARC1_sexDE","Bipolar",0.00730596181044659,0.0071676083400233,0.00300205539815544,0.981062935447395,0.410904885084793,0.96311455500895,-4.11648286978093e-09,1.36768444350954e-08,-0.300981917964778,0.763428282952491,0.92312501561092
"55","ARC1_sexDE","Epilepsy",0.00730596181044659,0.00907886205863434,0.00274150312992941,1.24266486660972,0.375241919005026,0.515076273394836,1.16897524315098e-08,3.71614909928725e-08,0.314566292126218,0.753090975745165,0.91783549613563
"56","ARC1_sexDE","Age of smoking",0.00730596181044659,0.00682528954488155,0.00341691513946588,0.934208215422405,0.467688612138668,0.888211232881889,-1.6589942145292e-09,3.88772746574694e-09,-0.426725954724416,0.669578943784518,0.917062628638978
"57","ARC1_sexDE","Cigarettes per day",0.00730596181044659,0.00696133426223089,0.00213570662549359,0.952829270511251,0.292323814564676,0.871947071191914,-3.3055502047292e-09,4.37015563900745e-09,-0.756391872002059,0.449414279762365,0.817243860235254
"58","ARC1_sexDE","Drinks per week",0.00730596181044659,0.00752811323808577,0.0023074792651212,1.03040686954064,0.315835111787992,0.923072795754173,-1.94889648715089e-10,2.39437983524597e-09,-0.08139462496562,0.93512812358542,0.996191730637497
"59","ARC1_sexDE","Smoking cessation",0.00730596181044659,0.00739472327289275,0.00244874265787256,1.01214918237312,0.335170470556139,0.971082762895813,-7.19395169387929e-10,4.21203991653739e-09,-0.170794955328753,0.864384995856141,0.975520209609073
"60","ARC1_sexDE","Smoking initiation",0.00730596181044659,0.0061811283166528,0.00275639325338066,0.846038957911685,0.377279997472663,0.682699434845474,-2.35928807061287e-09,4.02372019605033e-09,-0.586344963282669,0.557643721191656,0.85819196053521
"61","ARC1_sexDE","Height",0.00730596181044659,0.00818248273292669,0.00232659275251852,1.11997337862166,0.318451261159316,0.706471147927942,-2.02646208430184e-09,2.91379770204868e-08,-0.0695471097007538,0.944554135283962,0.996191730637497
"63","ARC1_sexDE","Intelligence",0.00730596181044659,0.0116775396373622,0.00269108742326613,1.59835760716198,0.368341293465046,0.108355349622082,1.69384400685654e-08,1.15227862895157e-08,1.46999515941532,0.141563064993224,0.528353486667622
"64","ARC1_sexDE","Depression",0.00730596181044659,0.0109441763202079,0.00303693591579635,1.49797885674123,0.415679139118127,0.232776135612156,5.54373048511543e-09,4.64353769535216e-09,1.19385926180039,0.232533025442942,0.6606611377119
"72","ARC1_sexDE","Type 2 Diabetes",0.00730596181044659,-0.000379828277701604,0.0052165493443518,-0.0519888123639652,0.714012676180814,0.139130470521682,-1.75232410738847e-08,1.13840883744661e-08,-1.53927486307892,0.123737207941336,0.508137015573698
"73","ARC1_sexDE","Parkinson Disease",0.00730596181044659,0.00991526470567618,0.00451781671079803,1.35714707562509,0.618373983879594,0.559107597719781,2.0094086830979e-09,6.4442330224377e-09,0.311815025325976,0.755181104415392,0.91783549613563
"76","ARC1_sexDE","Schizophrenia",0.00730596181044659,0.00586873460640564,0.00146108749941315,0.803280219452297,0.199985646971763,0.32691566871018,-1.84247473571657e-08,1.31489781469787e-08,-1.40123035807153,0.16114519890294,0.560249526449619
